bootstrap_id,target_sample_type,target_electoral_group,n,prop_bootstrap
9,voter,PFE,56,0.056
9,voter,RENEW,53,0.053
9,voter,SD,98,0.098
10,abstention,ABSTENTION,506,0.506
10,voter,ECR,53,0.053
10,voter,EPP,122,0.122
10,voter,ESN,22,0.022
10,voter,GREENS_EFA,35,0.035
10,voter,GUE_NGL,32,0.032
10,voter,NI,23,0.023
10,voter,PFE,56,0.056
10,voter,RENEW,53,0.053
10,voter,SD,98,0.098
11,abstention,ABSTENTION,506,0.506
11,voter,ECR,53,0.053
11,voter,EPP,122,0.122
11,voter,ESN,22,0.022
11,voter,GREENS_EFA,35,0.035
11,voter,GUE_NGL,32,0.032
11,voter,NI,23,0.023
11,voter,PFE,56,0.056
11,voter,RENEW,53,0.053
11,voter,SD,98,0.098
12,abstention,ABSTENTION,506,0.506
12,voter,ECR,53,0.053
12,voter,EPP,122,0.122
12,voter,ESN,22,0.022
12,voter,GREENS_EFA,35,0.035
12,voter,GUE_NGL,32,0.032
12,voter,NI,23,0.023
12,voter,PFE,56,0.056
12,voter,RENEW,53,0.053
12,voter,SD,98,0.098
13,abstention,ABSTENTION,506,0.506
13,voter,ECR,53,0.053
13,voter,EPP,122,0.122
13,voter,ESN,22,0.022
13,voter,GREENS_EFA,35,0.035
13,voter,GUE_NGL,32,0.032
13,voter,NI,23,0.023
13,voter,PFE,56,0.056
13,voter,RENEW,53,0.053
13,voter,SD,98,0.098
14,abstention,ABSTENTION,506,0.506
14,voter,ECR,53,0.053
14,voter,EPP,122,0.122
14,voter,ESN,22,0.022
14,voter,GREENS_EFA,35,0.035
14,voter,GUE_NGL,32,0.032
14,voter,NI,23,0.023
14,voter,PFE,56,0.056
14,voter,RENEW,53,0.053
14,voter,SD,98,0.098
15,abstention,ABSTENTION,506,0.506
15,voter,ECR,53,0.053
15,voter,EPP,122,0.122
15,voter,ESN,22,0.022
15,voter,GREENS_EFA,35,0.035
15,voter,GUE_NGL,32,0.032
15,voter,NI,23,0.023
15,voter,PFE,56,0.056
15,voter,RENEW,53,0.053
15,voter,SD,98,0.098
16,abstention,ABSTENTION,506,0.506
16,voter,ECR,53,0.053
16,voter,EPP,122,0.122
16,voter,ESN,22,0.022
16,voter,GREENS_EFA,35,0.035
16,voter,GUE_NGL,32,0.032
16,voter,NI,23,0.023
16,voter,PFE,56,0.056
16,voter,RENEW,53,0.053
16,voter,SD,98,0.098
17,abstention,ABSTENTION,506,0.506
17,voter,ECR,53,0.053
17,voter,EPP,122,0.122
17,voter,ESN,22,0.022
17,voter,GREENS_EFA,35,0.035
17,voter,GUE_NGL,32,0.032
17,voter,NI,23,0.023
17,voter,PFE,56,0.056
17,voter,RENEW,53,0.053
17,voter,SD,98,0.098
18,abstention,ABSTENTION,506,0.506
18,voter,ECR,53,0.053
18,voter,EPP,122,0.122
18,voter,ESN,22,0.022
18,voter,GREENS_EFA,35,0.035
18,voter,GUE_NGL,32,0.032
18,voter,NI,23,0.023
18,voter,PFE,56,0.056
18,voter,RENEW,53,0.053
18,voter,SD,98,0.098
19,abstention,ABSTENTION,506,0.506
19,voter,ECR,53,0.053
19,voter,EPP,122,0.122
19,voter,ESN,22,0.022
19,voter,GREENS_EFA,35,0.035
19,voter,GUE_NGL,32,0.032
19,voter,NI,23,0.023
19,voter,PFE,56,0.056
19,voter,RENEW,53,0.053
19,voter,SD,98,0.098
20,abstention,ABSTENTION,506,0.506
20,voter,ECR,53,0.053
20,voter,EPP,122,0.122
20,voter,ESN,22,0.022
20,voter,GREENS_EFA,35,0.035
20,voter,GUE_NGL,32,0.032
20,voter,NI,23,0.023
20,voter,PFE,56,0.056
20,voter,RENEW,53,0.053
20,voter,SD,98,0.098
