analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance
EUROPE,matrix_32_raw_0_1,6,100,100,0,0,1000,747.5,0.018697708925480873,6.924534422918765e-4,0.8949041078086083,0.011948028556653036,0.037868779613068775,0.0022681423088042364,-1425.169754019537,54.16095242694179,0.16522236987342687,NA,0.8347776301265731,NA
EUROPE,matrix_32_raw_0_1,7,100,100,0,0,1000,747.5,0.0166130545531701,6.618899167383855e-4,0.9110520177709289,0.012149804194546384,0.03480021592051661,0.002472628059892962,-1374.0664242770897,50.270776948524166,0.16032097353558275,NA,0.8396790264644173,NA
EUROPE,matrix_32_raw_0_1,8,100,100,0,0,1000,747.5,0.014993792918616805,6.39168565962922e-4,0.9213257626826182,0.012074311598149558,0.03269487266118259,0.002609284200005831,-1294.7238922001136,45.5552762288574,0.15741423139631536,NA,0.8425857686036846,NA
EUROPE,matrix_32_z_abs,2,100,100,0,0,1000,747.5,0.02957778773234387,9.161982390500017e-4,0.7919345173837393,0.017500512059833703,0.04169660050693311,0.0018031890098981782,-1803.41417405755,65.25621220547829,0.5154295778876372,NA,0.4845704221123628,NA
EUROPE,matrix_32_z_abs,3,100,100,0,0,1000,747.5,0.024894136592765723,8.740961476229845e-4,0.8468007602821158,0.01726249104792245,0.03573998500068723,0.002073561602487226,-1863.9358888628374,60.25582624844028,0.3819400669073194,NA,0.6180599330926806,NA
EUROPE,matrix_32_z_abs,4,100,100,0,0,1000,747.5,0.022385116254977504,7.705030884094936e-4,0.8680966535538908,0.016307494390117503,0.03313800189614805,0.0021042823758448347,-1796.7870256301767,52.46397513056917,0.32769459132253675,NA,0.6723054086774632,NA
EUROPE,matrix_32_z_abs,5,100,100,0,0,1000,747.5,0.020281054111539125,7.203946847376739e-4,0.8850879633761796,0.015958106616056674,0.03090006632121638,0.002215874568989994,-1711.6893963565087,47.296130553616464,0.28097680532953423,NA,0.7190231946704658,NA
EUROPE,matrix_32_z_abs,6,100,100,0,0,1000,747.5,0.018490420354143437,7.184602688731787e-4,0.8994376550941884,0.016195723614522272,0.028868765067333775,0.002429106310478784,-1616.5347743345185,44.36743839832556,0.2539631743751569,NA,0.7460368256248431,NA
EUROPE,matrix_32_z_abs,7,100,100,0,0,1000,747.5,0.016865903280155393,6.706889072422025e-4,0.912398282792366,0.016040189320746145,0.02690706001398376,0.002577111624312452,-1516.6234678604976,40.3962578593766,0.23343034252194592,NA,0.7665696574780541,NA
EUROPE,matrix_32_z_abs,8,100,100,0,0,1000,747.5,0.015390242769677038,6.338584559997562e-4,0.9244043212091217,0.015941373442643212,0.024946347977427234,0.002763970308128658,-1414.2013915586126,36.67684850970827,0.21675437586793886,NA,0.7832456241320611,NA
