bootstrap_id,self_classification_archetype_model,n,total_n,prop
881,Uninterested,13,1000,0.013
882,Activist,70,1000,0.07
882,Careful,179,1000,0.179
882,Early adopter,8,1000,0.008
882,Fearful,95,1000,0.095
882,Homo economicus,169,1000,0.169
882,Influencer,25,1000,0.025
882,Missing,383,1000,0.383
882,None,17,1000,0.017
882,Stubborn,36,1000,0.036
882,Uninterested,18,1000,0.018
883,Activist,62,1000,0.062
883,Careful,191,1000,0.191
883,Early adopter,9,1000,0.009
883,Fearful,104,1000,0.104
883,Homo economicus,160,1000,0.16
883,Influencer,24,1000,0.024
883,Missing,386,1000,0.386
883,None,15,1000,0.015
883,Stubborn,36,1000,0.036
883,Uninterested,13,1000,0.013
884,Activist,64,1000,0.064
884,Careful,193,1000,0.193
884,Early adopter,3,1000,0.003
884,Fearful,76,1000,0.076
884,Homo economicus,163,1000,0.163
884,Influencer,31,1000,0.031
884,Missing,394,1000,0.394
884,None,25,1000,0.025
884,Stubborn,37,1000,0.037
884,Uninterested,14,1000,0.014
885,Activist,74,1000,0.074
885,Careful,182,1000,0.182
885,Early adopter,12,1000,0.012
885,Fearful,110,1000,0.11
885,Homo economicus,162,1000,0.162
885,Influencer,18,1000,0.018
885,Missing,368,1000,0.368
885,None,23,1000,0.023
885,Stubborn,38,1000,0.038
885,Uninterested,13,1000,0.013
886,Activist,73,1000,0.073
886,Careful,190,1000,0.19
886,Early adopter,1,1000,0.001
886,Fearful,82,1000,0.082
886,Homo economicus,156,1000,0.156
886,Influencer,28,1000,0.028
886,Missing,394,1000,0.394
886,None,18,1000,0.018
886,Stubborn,36,1000,0.036
886,Uninterested,22,1000,0.022
887,Activist,79,1000,0.079
887,Careful,172,1000,0.172
887,Early adopter,7,1000,0.007
887,Fearful,98,1000,0.098
887,Homo economicus,166,1000,0.166
887,Influencer,30,1000,0.03
887,Missing,373,1000,0.373
887,None,21,1000,0.021
887,Stubborn,37,1000,0.037
887,Uninterested,17,1000,0.017
888,Activist,62,1000,0.062
888,Careful,185,1000,0.185
888,Early adopter,7,1000,0.007
888,Fearful,102,1000,0.102
888,Homo economicus,158,1000,0.158
888,Influencer,26,1000,0.026
888,Missing,375,1000,0.375
888,None,20,1000,0.02
888,Stubborn,50,1000,0.05
888,Uninterested,15,1000,0.015
889,Activist,67,1000,0.067
889,Careful,178,1000,0.178
889,Early adopter,9,1000,0.009
889,Fearful,84,1000,0.084
889,Homo economicus,166,1000,0.166
889,Influencer,35,1000,0.035
889,Missing,391,1000,0.391
889,None,14,1000,0.014
889,Stubborn,44,1000,0.044
889,Uninterested,12,1000,0.012
890,Activist,68,1000,0.068
890,Careful,162,1000,0.162
890,Early adopter,7,1000,0.007
890,Fearful,88,1000,0.088
890,Homo economicus,191,1000,0.191
890,Influencer,35,1000,0.035
890,Missing,373,1000,0.373
890,None,18,1000,0.018
890,Stubborn,38,1000,0.038
890,Uninterested,20,1000,0.02
891,Activist,72,1000,0.072
891,Careful,180,1000,0.18
891,Early adopter,7,1000,0.007
891,Fearful,76,1000,0.076
891,Homo economicus,184,1000,0.184
891,Influencer,18,1000,0.018
891,Missing,394,1000,0.394
891,None,12,1000,0.012
891,Stubborn,46,1000,0.046
891,Uninterested,11,1000,0.011
892,Activist,78,1000,0.078
892,Careful,170,1000,0.17
892,Early adopter,5,1000,0.005
892,Fearful,87,1000,0.087
892,Homo economicus,182,1000,0.182
892,Influencer,24,1000,0.024
892,Missing,387,1000,0.387
892,None,18,1000,0.018
892,Stubborn,38,1000,0.038
892,Uninterested,11,1000,0.011
893,Activist,69,1000,0.069
893,Careful,203,1000,0.203
893,Early adopter,4,1000,0.004
893,Fearful,75,1000,0.075
893,Homo economicus,157,1000,0.157
893,Influencer,14,1000,0.014
893,Missing,406,1000,0.406
893,None,20,1000,0.02
893,Stubborn,43,1000,0.043
893,Uninterested,9,1000,0.009
894,Activist,84,1000,0.084
894,Careful,183,1000,0.183
894,Early adopter,3,1000,0.003
894,Fearful,95,1000,0.095
894,Homo economicus,144,1000,0.144
894,Influencer,24,1000,0.024
894,Missing,388,1000,0.388
894,None,18,1000,0.018
894,Stubborn,36,1000,0.036
894,Uninterested,25,1000,0.025
895,Activist,73,1000,0.073
895,Careful,192,1000,0.192
895,Early adopter,11,1000,0.011
895,Fearful,92,1000,0.092
895,Homo economicus,166,1000,0.166
895,Influencer,24,1000,0.024
895,Missing,372,1000,0.372
895,None,12,1000,0.012
895,Stubborn,49,1000,0.049
895,Uninterested,9,1000,0.009
896,Activist,67,1000,0.067
896,Careful,157,1000,0.157
896,Early adopter,9,1000,0.009
896,Fearful,90,1000,0.09
896,Homo economicus,176,1000,0.176
896,Influencer,28,1000,0.028
896,Missing,389,1000,0.389
896,None,24,1000,0.024
896,Stubborn,46,1000,0.046
896,Uninterested,14,1000,0.014
897,Activist,65,1000,0.065
897,Careful,188,1000,0.188
897,Early adopter,6,1000,0.006
897,Fearful,103,1000,0.103
897,Homo economicus,174,1000,0.174
897,Influencer,16,1000,0.016
897,Missing,374,1000,0.374
897,None,20,1000,0.02
897,Stubborn,42,1000,0.042
897,Uninterested,12,1000,0.012
898,Activist,72,1000,0.072
898,Careful,175,1000,0.175
898,Early adopter,4,1000,0.004
898,Fearful,77,1000,0.077
898,Homo economicus,203,1000,0.203
898,Influencer,22,1000,0.022
898,Missing,386,1000,0.386
898,None,16,1000,0.016
898,Stubborn,32,1000,0.032
898,Uninterested,13,1000,0.013
899,Activist,65,1000,0.065
899,Careful,193,1000,0.193
899,Early adopter,6,1000,0.006
899,Fearful,74,1000,0.074
899,Homo economicus,167,1000,0.167
899,Influencer,28,1000,0.028
899,Missing,398,1000,0.398
899,None,15,1000,0.015
899,Stubborn,44,1000,0.044
899,Uninterested,10,1000,0.01
900,Activist,75,1000,0.075
900,Careful,163,1000,0.163
900,Early adopter,8,1000,0.008
900,Fearful,80,1000,0.08
900,Homo economicus,202,1000,0.202
900,Influencer,28,1000,0.028
900,Missing,369,1000,0.369
900,None,14,1000,0.014
900,Stubborn,45,1000,0.045
900,Uninterested,16,1000,0.016
901,Activist,72,1000,0.072
901,Careful,181,1000,0.181
901,Early adopter,7,1000,0.007
901,Fearful,89,1000,0.089
901,Homo economicus,159,1000,0.159
901,Influencer,31,1000,0.031
901,Missing,387,1000,0.387
901,None,15,1000,0.015
901,Stubborn,43,1000,0.043
901,Uninterested,16,1000,0.016
902,Activist,81,1000,0.081
902,Careful,159,1000,0.159
902,Early adopter,5,1000,0.005
902,Fearful,103,1000,0.103
902,Homo economicus,169,1000,0.169
902,Influencer,33,1000,0.033
902,Missing,382,1000,0.382
902,None,14,1000,0.014
902,Stubborn,37,1000,0.037
902,Uninterested,17,1000,0.017
903,Activist,60,1000,0.06
903,Careful,186,1000,0.186
903,Early adopter,11,1000,0.011
903,Fearful,72,1000,0.072
903,Homo economicus,173,1000,0.173
903,Influencer,25,1000,0.025
903,Missing,390,1000,0.39
903,None,19,1000,0.019
903,Stubborn,47,1000,0.047
903,Uninterested,17,1000,0.017
904,Activist,79,1000,0.079
904,Careful,180,1000,0.18
904,Early adopter,5,1000,0.005
904,Fearful,95,1000,0.095
904,Homo economicus,159,1000,0.159
904,Influencer,31,1000,0.031
904,Missing,377,1000,0.377
904,None,14,1000,0.014
904,Stubborn,46,1000,0.046
904,Uninterested,14,1000,0.014
905,Activist,68,1000,0.068
905,Careful,175,1000,0.175
905,Early adopter,9,1000,0.009
905,Fearful,86,1000,0.086
905,Homo economicus,190,1000,0.19
905,Influencer,27,1000,0.027
905,Missing,377,1000,0.377
905,None,14,1000,0.014
905,Stubborn,41,1000,0.041
905,Uninterested,13,1000,0.013
906,Activist,73,1000,0.073
906,Careful,168,1000,0.168
906,Early adopter,6,1000,0.006
906,Fearful,81,1000,0.081
906,Homo economicus,201,1000,0.201
906,Influencer,20,1000,0.02
906,Missing,374,1000,0.374
906,None,18,1000,0.018
906,Stubborn,43,1000,0.043
906,Uninterested,16,1000,0.016
907,Activist,84,1000,0.084
907,Careful,178,1000,0.178
907,Early adopter,4,1000,0.004
907,Fearful,94,1000,0.094
907,Homo economicus,173,1000,0.173
907,Influencer,16,1000,0.016
907,Missing,390,1000,0.39
907,None,16,1000,0.016
907,Stubborn,33,1000,0.033
907,Uninterested,12,1000,0.012
908,Activist,75,1000,0.075
908,Careful,188,1000,0.188
908,Early adopter,6,1000,0.006
908,Fearful,84,1000,0.084
908,Homo economicus,157,1000,0.157
908,Influencer,23,1000,0.023
908,Missing,389,1000,0.389
908,None,21,1000,0.021
908,Stubborn,47,1000,0.047
908,Uninterested,10,1000,0.01
909,Activist,74,1000,0.074
909,Careful,152,1000,0.152
909,Early adopter,9,1000,0.009
909,Fearful,95,1000,0.095
909,Homo economicus,176,1000,0.176
909,Influencer,24,1000,0.024
909,Missing,398,1000,0.398
909,None,14,1000,0.014
909,Stubborn,46,1000,0.046
909,Uninterested,12,1000,0.012
910,Activist,68,1000,0.068
910,Careful,182,1000,0.182
910,Early adopter,7,1000,0.007
910,Fearful,88,1000,0.088
910,Homo economicus,148,1000,0.148
910,Influencer,25,1000,0.025
910,Missing,393,1000,0.393
910,None,20,1000,0.02
910,Stubborn,50,1000,0.05
910,Uninterested,19,1000,0.019
911,Activist,62,1000,0.062
911,Careful,179,1000,0.179
911,Early adopter,5,1000,0.005
911,Fearful,87,1000,0.087
911,Homo economicus,197,1000,0.197
911,Influencer,25,1000,0.025
911,Missing,373,1000,0.373
911,None,17,1000,0.017
911,Stubborn,39,1000,0.039
911,Uninterested,16,1000,0.016
912,Activist,80,1000,0.08
912,Careful,167,1000,0.167
912,Early adopter,9,1000,0.009
912,Fearful,93,1000,0.093
912,Homo economicus,157,1000,0.157
912,Influencer,24,1000,0.024
912,Missing,395,1000,0.395
912,None,16,1000,0.016
912,Stubborn,38,1000,0.038
912,Uninterested,21,1000,0.021
913,Activist,73,1000,0.073
913,Careful,185,1000,0.185
913,Early adopter,9,1000,0.009
913,Fearful,94,1000,0.094
913,Homo economicus,172,1000,0.172
913,Influencer,25,1000,0.025
913,Missing,381,1000,0.381
913,None,8,1000,0.008
913,Stubborn,38,1000,0.038
913,Uninterested,15,1000,0.015
914,Activist,92,1000,0.092
914,Careful,165,1000,0.165
914,Early adopter,8,1000,0.008
914,Fearful,79,1000,0.079
914,Homo economicus,170,1000,0.17
914,Influencer,31,1000,0.031
914,Missing,389,1000,0.389
914,None,23,1000,0.023
914,Stubborn,32,1000,0.032
914,Uninterested,11,1000,0.011
915,Activist,89,1000,0.089
915,Careful,161,1000,0.161
915,Early adopter,11,1000,0.011
915,Fearful,89,1000,0.089
915,Homo economicus,181,1000,0.181
915,Influencer,22,1000,0.022
915,Missing,371,1000,0.371
915,None,14,1000,0.014
915,Stubborn,46,1000,0.046
915,Uninterested,16,1000,0.016
916,Activist,59,1000,0.059
916,Careful,174,1000,0.174
916,Early adopter,11,1000,0.011
916,Fearful,86,1000,0.086
916,Homo economicus,186,1000,0.186
916,Influencer,24,1000,0.024
916,Missing,385,1000,0.385
916,None,23,1000,0.023
916,Stubborn,38,1000,0.038
916,Uninterested,14,1000,0.014
917,Activist,65,1000,0.065
917,Careful,197,1000,0.197
917,Early adopter,7,1000,0.007
917,Fearful,102,1000,0.102
917,Homo economicus,164,1000,0.164
917,Influencer,26,1000,0.026
917,Missing,360,1000,0.36
917,None,17,1000,0.017
917,Stubborn,49,1000,0.049
917,Uninterested,13,1000,0.013
918,Activist,80,1000,0.08
918,Careful,172,1000,0.172
918,Early adopter,8,1000,0.008
918,Fearful,93,1000,0.093
918,Homo economicus,171,1000,0.171
918,Influencer,21,1000,0.021
918,Missing,390,1000,0.39
918,None,12,1000,0.012
918,Stubborn,37,1000,0.037
918,Uninterested,16,1000,0.016
919,Activist,72,1000,0.072
919,Careful,171,1000,0.171
919,Early adopter,8,1000,0.008
919,Fearful,81,1000,0.081
919,Homo economicus,182,1000,0.182
919,Influencer,24,1000,0.024
919,Missing,390,1000,0.39
919,None,16,1000,0.016
919,Stubborn,43,1000,0.043
919,Uninterested,13,1000,0.013
920,Activist,66,1000,0.066
920,Careful,178,1000,0.178
920,Early adopter,12,1000,0.012
920,Fearful,92,1000,0.092
920,Homo economicus,170,1000,0.17
920,Influencer,18,1000,0.018
920,Missing,383,1000,0.383
920,None,20,1000,0.02
920,Stubborn,40,1000,0.04
920,Uninterested,21,1000,0.021
921,Activist,72,1000,0.072
921,Careful,157,1000,0.157
921,Early adopter,8,1000,0.008
921,Fearful,93,1000,0.093
921,Homo economicus,185,1000,0.185
921,Influencer,31,1000,0.031
921,Missing,381,1000,0.381
921,None,12,1000,0.012
921,Stubborn,44,1000,0.044
921,Uninterested,17,1000,0.017
922,Activist,75,1000,0.075
922,Careful,176,1000,0.176
922,Early adopter,8,1000,0.008
922,Fearful,86,1000,0.086
922,Homo economicus,174,1000,0.174
922,Influencer,30,1000,0.03
922,Missing,378,1000,0.378
922,None,20,1000,0.02
922,Stubborn,41,1000,0.041
922,Uninterested,12,1000,0.012
923,Activist,81,1000,0.081
923,Careful,166,1000,0.166
923,Early adopter,4,1000,0.004
923,Fearful,84,1000,0.084
923,Homo economicus,174,1000,0.174
923,Influencer,25,1000,0.025
923,Missing,381,1000,0.381
923,None,16,1000,0.016
923,Stubborn,48,1000,0.048
923,Uninterested,21,1000,0.021
924,Activist,79,1000,0.079
924,Careful,164,1000,0.164
924,Early adopter,2,1000,0.002
924,Fearful,91,1000,0.091
924,Homo economicus,181,1000,0.181
924,Influencer,22,1000,0.022
924,Missing,385,1000,0.385
924,None,17,1000,0.017
924,Stubborn,44,1000,0.044
924,Uninterested,15,1000,0.015
925,Activist,74,1000,0.074
925,Careful,184,1000,0.184
925,Early adopter,8,1000,0.008
925,Fearful,88,1000,0.088
925,Homo economicus,169,1000,0.169
925,Influencer,19,1000,0.019
925,Missing,386,1000,0.386
925,None,15,1000,0.015
925,Stubborn,38,1000,0.038
925,Uninterested,19,1000,0.019
926,Activist,92,1000,0.092
926,Careful,160,1000,0.16
926,Early adopter,9,1000,0.009
926,Fearful,88,1000,0.088
926,Homo economicus,173,1000,0.173
926,Influencer,27,1000,0.027
926,Missing,384,1000,0.384
926,None,15,1000,0.015
926,Stubborn,37,1000,0.037
926,Uninterested,15,1000,0.015
927,Activist,82,1000,0.082
927,Careful,181,1000,0.181
927,Early adopter,14,1000,0.014
927,Fearful,64,1000,0.064
927,Homo economicus,184,1000,0.184
927,Influencer,32,1000,0.032
927,Missing,380,1000,0.38
927,None,18,1000,0.018
927,Stubborn,34,1000,0.034
927,Uninterested,11,1000,0.011
928,Activist,71,1000,0.071
928,Careful,192,1000,0.192
928,Early adopter,5,1000,0.005
928,Fearful,88,1000,0.088
928,Homo economicus,170,1000,0.17
928,Influencer,28,1000,0.028
928,Missing,376,1000,0.376
928,None,12,1000,0.012
928,Stubborn,42,1000,0.042
928,Uninterested,16,1000,0.016
929,Activist,59,1000,0.059
929,Careful,203,1000,0.203
929,Early adopter,11,1000,0.011
929,Fearful,87,1000,0.087
929,Homo economicus,172,1000,0.172
929,Influencer,37,1000,0.037
929,Missing,376,1000,0.376
929,None,15,1000,0.015
929,Stubborn,32,1000,0.032
929,Uninterested,8,1000,0.008
930,Activist,72,1000,0.072
930,Careful,183,1000,0.183
930,Early adopter,8,1000,0.008
930,Fearful,90,1000,0.09
930,Homo economicus,173,1000,0.173
930,Influencer,30,1000,0.03
930,Missing,382,1000,0.382
930,None,13,1000,0.013
930,Stubborn,43,1000,0.043
930,Uninterested,6,1000,0.006
931,Activist,85,1000,0.085
931,Careful,171,1000,0.171
931,Early adopter,7,1000,0.007
931,Fearful,82,1000,0.082
931,Homo economicus,156,1000,0.156
931,Influencer,32,1000,0.032
931,Missing,398,1000,0.398
931,None,17,1000,0.017
931,Stubborn,41,1000,0.041
931,Uninterested,11,1000,0.011
932,Activist,53,1000,0.053
932,Careful,186,1000,0.186
932,Early adopter,6,1000,0.006
932,Fearful,89,1000,0.089
932,Homo economicus,189,1000,0.189
932,Influencer,22,1000,0.022
932,Missing,368,1000,0.368
932,None,19,1000,0.019
932,Stubborn,54,1000,0.054
932,Uninterested,14,1000,0.014
933,Activist,55,1000,0.055
933,Careful,175,1000,0.175
933,Early adopter,6,1000,0.006
933,Fearful,93,1000,0.093
933,Homo economicus,171,1000,0.171
933,Influencer,27,1000,0.027
933,Missing,396,1000,0.396
933,None,12,1000,0.012
933,Stubborn,50,1000,0.05
933,Uninterested,15,1000,0.015
934,Activist,73,1000,0.073
934,Careful,186,1000,0.186
934,Early adopter,11,1000,0.011
934,Fearful,93,1000,0.093
934,Homo economicus,167,1000,0.167
934,Influencer,26,1000,0.026
934,Missing,372,1000,0.372
934,None,11,1000,0.011
934,Stubborn,41,1000,0.041
934,Uninterested,20,1000,0.02
935,Activist,69,1000,0.069
935,Careful,180,1000,0.18
935,Early adopter,9,1000,0.009
935,Fearful,83,1000,0.083
935,Homo economicus,165,1000,0.165
935,Influencer,26,1000,0.026
935,Missing,397,1000,0.397
935,None,9,1000,0.009
935,Stubborn,51,1000,0.051
935,Uninterested,11,1000,0.011
936,Activist,80,1000,0.08
936,Careful,183,1000,0.183
936,Early adopter,6,1000,0.006
936,Fearful,110,1000,0.11
936,Homo economicus,149,1000,0.149
936,Influencer,28,1000,0.028
936,Missing,370,1000,0.37
936,None,13,1000,0.013
936,Stubborn,44,1000,0.044
936,Uninterested,17,1000,0.017
937,Activist,70,1000,0.07
937,Careful,186,1000,0.186
937,Early adopter,12,1000,0.012
937,Fearful,97,1000,0.097
937,Homo economicus,172,1000,0.172
937,Influencer,20,1000,0.02
937,Missing,376,1000,0.376
937,None,9,1000,0.009
937,Stubborn,42,1000,0.042
937,Uninterested,16,1000,0.016
938,Activist,56,1000,0.056
938,Careful,163,1000,0.163
938,Early adopter,5,1000,0.005
938,Fearful,96,1000,0.096
938,Homo economicus,200,1000,0.2
938,Influencer,17,1000,0.017
938,Missing,382,1000,0.382
938,None,13,1000,0.013
938,Stubborn,50,1000,0.05
938,Uninterested,18,1000,0.018
939,Activist,72,1000,0.072
939,Careful,193,1000,0.193
939,Early adopter,7,1000,0.007
939,Fearful,89,1000,0.089
939,Homo economicus,163,1000,0.163
939,Influencer,28,1000,0.028
939,Missing,387,1000,0.387
939,None,12,1000,0.012
939,Stubborn,40,1000,0.04
939,Uninterested,9,1000,0.009
940,Activist,84,1000,0.084
940,Careful,186,1000,0.186
940,Early adopter,7,1000,0.007
940,Fearful,78,1000,0.078
940,Homo economicus,162,1000,0.162
940,Influencer,26,1000,0.026
940,Missing,390,1000,0.39
940,None,16,1000,0.016
940,Stubborn,38,1000,0.038
940,Uninterested,13,1000,0.013
941,Activist,71,1000,0.071
941,Careful,184,1000,0.184
941,Early adopter,7,1000,0.007
941,Fearful,94,1000,0.094
941,Homo economicus,192,1000,0.192
941,Influencer,24,1000,0.024
941,Missing,364,1000,0.364
941,None,8,1000,0.008
941,Stubborn,49,1000,0.049
941,Uninterested,7,1000,0.007
942,Activist,70,1000,0.07
942,Careful,182,1000,0.182
942,Early adopter,7,1000,0.007
942,Fearful,85,1000,0.085
942,Homo economicus,161,1000,0.161
942,Influencer,23,1000,0.023
942,Missing,390,1000,0.39
942,None,13,1000,0.013
942,Stubborn,48,1000,0.048
942,Uninterested,21,1000,0.021
943,Activist,78,1000,0.078
943,Careful,192,1000,0.192
943,Early adopter,7,1000,0.007
943,Fearful,81,1000,0.081
943,Homo economicus,170,1000,0.17
943,Influencer,31,1000,0.031
943,Missing,364,1000,0.364
943,None,15,1000,0.015
943,Stubborn,43,1000,0.043
943,Uninterested,19,1000,0.019
944,Activist,64,1000,0.064
944,Careful,175,1000,0.175
944,Early adopter,6,1000,0.006
944,Fearful,97,1000,0.097
944,Homo economicus,168,1000,0.168
944,Influencer,25,1000,0.025
944,Missing,388,1000,0.388
944,None,8,1000,0.008
944,Stubborn,57,1000,0.057
944,Uninterested,12,1000,0.012
945,Activist,74,1000,0.074
945,Careful,177,1000,0.177
945,Early adopter,4,1000,0.004
945,Fearful,94,1000,0.094
945,Homo economicus,178,1000,0.178
945,Influencer,30,1000,0.03
945,Missing,367,1000,0.367
945,None,21,1000,0.021
945,Stubborn,42,1000,0.042
945,Uninterested,13,1000,0.013
946,Activist,71,1000,0.071
946,Careful,173,1000,0.173
946,Early adopter,6,1000,0.006
946,Fearful,99,1000,0.099
946,Homo economicus,167,1000,0.167
946,Influencer,25,1000,0.025
946,Missing,398,1000,0.398
946,None,8,1000,0.008
946,Stubborn,35,1000,0.035
946,Uninterested,18,1000,0.018
947,Activist,95,1000,0.095
947,Careful,153,1000,0.153
947,Early adopter,6,1000,0.006
947,Fearful,94,1000,0.094
947,Homo economicus,168,1000,0.168
947,Influencer,24,1000,0.024
947,Missing,381,1000,0.381
947,None,15,1000,0.015
947,Stubborn,44,1000,0.044
947,Uninterested,20,1000,0.02
948,Activist,77,1000,0.077
948,Careful,166,1000,0.166
948,Early adopter,7,1000,0.007
948,Fearful,91,1000,0.091
948,Homo economicus,172,1000,0.172
948,Influencer,33,1000,0.033
948,Missing,383,1000,0.383
948,None,16,1000,0.016
948,Stubborn,40,1000,0.04
948,Uninterested,15,1000,0.015
949,Activist,73,1000,0.073
949,Careful,177,1000,0.177
949,Early adopter,2,1000,0.002
949,Fearful,87,1000,0.087
949,Homo economicus,172,1000,0.172
949,Influencer,21,1000,0.021
949,Missing,383,1000,0.383
949,None,17,1000,0.017
949,Stubborn,53,1000,0.053
949,Uninterested,15,1000,0.015
950,Activist,68,1000,0.068
950,Careful,181,1000,0.181
950,Early adopter,5,1000,0.005
950,Fearful,84,1000,0.084
950,Homo economicus,176,1000,0.176
950,Influencer,23,1000,0.023
950,Missing,386,1000,0.386
950,None,20,1000,0.02
950,Stubborn,45,1000,0.045
950,Uninterested,12,1000,0.012
951,Activist,78,1000,0.078
951,Careful,182,1000,0.182
951,Early adopter,11,1000,0.011
951,Fearful,87,1000,0.087
951,Homo economicus,170,1000,0.17
951,Influencer,24,1000,0.024
951,Missing,374,1000,0.374
951,None,14,1000,0.014
951,Stubborn,35,1000,0.035
951,Uninterested,25,1000,0.025
952,Activist,57,1000,0.057
952,Careful,172,1000,0.172
952,Early adopter,18,1000,0.018
952,Fearful,92,1000,0.092
952,Homo economicus,176,1000,0.176
952,Influencer,23,1000,0.023
952,Missing,385,1000,0.385
952,None,13,1000,0.013
952,Stubborn,45,1000,0.045
952,Uninterested,19,1000,0.019
953,Activist,77,1000,0.077
953,Careful,167,1000,0.167
953,Early adopter,11,1000,0.011
953,Fearful,86,1000,0.086
953,Homo economicus,168,1000,0.168
