variable,category,mean_n,sd_n,mean_total_n,sd_total_n,mean_prop,sd_prop,n_bootstraps
country_model_grouped,GB,97.89,9.229902008748043,1000,0,0.09789,0.009229902008748032,1000
country_model_grouped,FR,89.294,9.0340011720819,1000,0,0.089294,0.009034001172081908,1000
country_model_grouped,NL,57.167,7.3720728739248385,1000,0,0.057167,0.007372072873924837,1000
country_model_grouped,PL,45.497,6.756451778902941,1000,0,0.045497,0.006756451778902948,1000
country_model_grouped,GR,36.645,5.802813769857482,1000,0,0.036645000000000004,0.0058028137698575,1000
country_model_grouped,BE,36.007,5.830175121035558,1000,0,0.036007,0.005830175121035546,1000
country_model_grouped,PT,19.396,4.24089249677107,1000,0,0.019396,0.004240892496771065,1000
country_model_grouped,HU,18.762,4.268204959180565,1000,0,0.018762,0.00426820495918055,1000
country_model_grouped,RO,17.02,3.9876686800060943,1000,0,0.01702,0.003987668680006073,1000
country_model_grouped,UNKNOWN,15.787,3.9279842234993816,1000,0,0.015787,0.003927984223499368,1000
country_model_grouped,OTHER_COUNTRIES,15.475,3.6977084860826985,1000,0,0.015475000000000001,0.0036977084860827093,1000
country_model_grouped,IE,15.346,3.8633158308905,1000,0,0.015346,0.0038633158308905057,1000
country_model_grouped,CZ,14.201,3.717043908190424,1000,0,0.014201,0.003717043908190405,1000
country_model_grouped,FI,8.675,2.9638082190248314,1000,0,0.008675,0.0029638082190248253,1000
country_model_grouped,CH,8.415415415415415,2.867236420664776,1000,0,0.008415415415415415,0.002867236420664771,999
country_model_grouped,SE,7.598,2.7180477890912376,1000,0,0.007598,0.0027180477890912263,1000
country_model_grouped,AT,6.854854854854855,2.621774467162901,1000,0,0.006854854854854855,0.00262177446716289,999
country_model_grouped,DK,5.645290581162325,2.295701112192313,1000,0,0.005645290581162325,0.002295701112192308,998
country_model_grouped,SK,4.649442755825735,2.0991419075392503,1000,0,0.004649442755825735,0.002099141907539253,987
country_model_grouped,SI,4.506036217303823,2.0762076607240756,1000,0,0.004506036217303823,0.0020762076607240662,994
country_model_grouped,LV,4.3858585858585855,2.0087276758774957,1000,0,0.004385858585858586,0.0020087276758774947,990
dataset_source,rv,632.639,9.86559724542863,1000,0,0.632639,0.00986559724542865,1000
dataset_source,diego,232.24,11.03939619129,1000,0,0.23224,0.011039396191290012,1000
dataset_source,why,135.121,9.992207123714124,1000,0,0.135121,0.009992207123714118,1000
education_model,high,509.094,15.386809868127893,1000,0,0.509094,0.015386809868127908,1000
education_model,unknown,238.375,12.804543386287984,1000,0,0.238375,0.012804543386287998,1000
education_model,medium,224.423,12.8745417326142,1000,0,0.224423,0.012874541732614217,1000
education_model,conflict,13.65,3.4973892736914056,1000,0,0.01365,0.0034973892736914064,1000
education_model,other,10.678,3.2156891417947526,1000,0,0.010678,0.0032156891417947564,1000
education_model,low,3.888888888888889,1.93136611683026,1000,0,0.0038888888888888888,0.0019313661168302461,972
employment_model,employed,600.263,15.698926310015182,1000,0,0.600263,0.015698926310015217,1000
employment_model,student,140.413,10.962783114410957,1000,0,0.140413,0.01096278311441095,1000
employment_model,unknown,126.984,10.171489723890158,1000,0,0.126984,0.010171489723890157,1000
employment_model,unemployed,67.919,8.051289478230325,1000,0,0.06791900000000001,0.008051289478230339,1000
employment_model,retired,33.05,5.354453302641667,1000,0,0.03305,0.005354453302641649,1000
employment_model,other,26.851,5.37509913310357,1000,0,0.026851,0.005375099133103551,1000
employment_model,inactive_other,4.574898785425101,2.137013390430673,1000,0,0.004574898785425101,0.00213701339043067,988
gender_model,male,527.067,16.186182487032056,1000,0,0.5270670000000001,0.016186182487032078,1000
gender_model,female,433.814,16.03772467068233,1000,0,0.433814,0.01603772467068234,1000
gender_model,unknown,22.883,4.689488490475512,1000,0,0.022883,0.004689488490475513,1000
gender_model,other,16.236,3.975186298289187,1000,0,0.016236,0.0039751862982891845,1000
income_model,unknown,785.204,10.772484877243064,1000,0,0.785204,0.010772484877243055,1000
income_model,medium,94.809,8.486963387899559,1000,0,0.094809,0.008486963387899574,1000
income_model,low,69.669,7.685864395857594,1000,0,0.06966900000000001,0.007685864395857601,1000
income_model,high,50.318,6.774420179525973,1000,0,0.050318,0.006774420179525981,1000
political_block_model,unknown,408.472,9.488057716900707,1000,0,0.408472,0.009488057716900684,1000
political_block_model,centre,181.249,7.126695502740995,1000,0,0.181249,0.007126695502740998,1000
political_block_model,left,164.499,7.212490486580826,1000,0,0.164499,0.007212490486580838,1000
political_block_model,extreme_left,109.018,7.4901120003494075,1000,0,0.109018,0.007490112000349393,1000
political_block_model,right,74.593,6.735927829462232,1000,0,0.074593,0.006735927829462229,1000
political_block_model,extreme_right,62.169,4.772338442966321,1000,0,0.062169,0.004772338442966334,1000
political_left_right_model,Missing,408.472,9.488057716900707,1000,0,0.408472,0.009488057716900684,1000
political_left_right_model,50,43.198,5.871905591481804,1000,0,0.043198,0.00587190559148181,1000
political_left_right_model,20,34.747,5.4124195407678295,1000,0,0.034747,0.005412419540767811,1000
political_left_right_model,25,33.246,5.483571240856967,1000,0,0.033246,0.005483571240856978,1000
political_left_right_model,40,30.113,5.056461094362221,1000,0,0.030113,0.005056461094362218,1000
political_left_right_model,30,25.812,4.721752953189201,1000,0,0.025812,0.004721752953189195,1000
political_left_right_model,0,24.428,4.71646701049219,1000,0,0.024428000000000002,0.004716467010492192,1000
political_left_right_model,80,23.328,4.242925690890473,1000,0,0.023328,0.004242925690890471,1000
political_left_right_model,60,22.93,4.224801646107059,1000,0,0.02293,0.004224801646107055,1000
political_left_right_model,45,19.185,4.089192646048423,1000,0,0.019185,0.004089192646048427,1000
political_left_right_model,100,19.057,3.968059537922343,1000,0,0.019057,0.003968059537922342,1000
political_left_right_model,10,17.936,4.0380948738495714,1000,0,0.017936,0.004038094873849581,1000
political_left_right_model,15,15.721,3.8789438259924767,1000,0,0.015721,0.0038789438259924807,1000
political_left_right_model,55,14.522,3.731680779681111,1000,0,0.014522,0.003731680779681122,1000
political_left_right_model,85,14.522,3.6365836633770328,1000,0,0.014522,0.0036365836633770452,1000
political_left_right_model,35,12.773,3.5085297178135457,1000,0,0.012773,0.003508529717813542,1000
political_left_right_model,65,11.612,3.2434512445813017,1000,0,0.011612,0.0032434512445813036,1000
political_left_right_model,70,9.621,2.927102138109795,1000,0,0.009621,0.0029271021381097957,1000
political_left_right_model,75,9.455,2.9248127340958945,1000,0,0.009455,0.0029248127340959005,1000
political_left_right_model,33,8.329,2.8366892332093387,1000,0,0.008329,0.002836689233209341,1000
political_left_right_model,23,7.182182182182182,2.5756768168721775,1000,0,0.007182182182182182,0.0025756768168721674,999
political_left_right_model,19,5.863453815261044,2.319120808733996,1000,0,0.005863453815261044,0.002319120808734005,996
political_left_right_model,84,5.65065065065065,2.2250795570377635,1000,0,0.005650650650650651,0.00222507955703777,999
political_left_right_model,26,5.629889669007021,2.359384680833585,1000,0,0.005629889669007021,0.0023593846808335787,997
political_left_right_model,51,5.569277108433735,2.3596737444867637,1000,0,0.005569277108433735,0.00235967374448677,996
political_left_right_model,87,5.530060120240481,2.220222141016332,1000,0,0.005530060120240481,0.0022202221410163444,998
political_left_right_model,37,5.148893360160966,2.2733545187833606,1000,0,0.005148893360160966,0.002273354518783358,994
political_left_right_model,36,4.737854251012146,2.105886055809484,1000,0,0.004737854251012146,0.0021058860558094824,988
political_left_right_model,7,4.687563195146613,2.134272346417984,1000,0,0.004687563195146613,0.002134272346417985,989
political_left_right_model,52,4.685222672064778,2.0981741111792536,1000,0,0.004685222672064777,0.002098174111179248,988
political_left_right_model,47,4.441860465116279,2.004021002607225,1000,0,0.004441860465116279,0.0020040210026072316,989
political_left_right_model,21,4.409416581371546,2.0606165934834957,1000,0,0.004409416581371546,0.002060616593483497,977
political_left_right_model,48,4.409368635437882,1.9576124468086444,1000,0,0.0044093686354378814,0.0019576124468086275,982
political_left_right_model,42,4.353360488798371,2.0279353601787076,1000,0,0.00435336048879837,0.0020279353601787126,982
political_left_right_model,11,4.010183299389002,1.8736594030452562,1000,0,0.004010183299389002,0.0018736594030452512,982
political_left_right_model,5,4.001023541453429,1.785356813438003,1000,0,0.004001023541453429,0.0017853568134379998,977
political_left_right_model,14,3.9223697650663945,1.8694892028289205,1000,0,0.003922369765066394,0.0018694892028289162,979
political_left_right_model,44,3.908997955010225,1.8541775063825285,1000,0,0.003908997955010225,0.001854177506382527,978
political_left_right_model,12,3.8882051282051284,1.8630786269504416,1000,0,0.0038882051282051284,0.0018630786269504436,975
political_left_right_model,24,3.8568527918781728,1.8921146393895618,1000,0,0.003856852791878173,0.0018921146393895676,985
political_left_right_model,17,3.7882231404958677,1.8528007095443804,1000,0,0.003788223140495868,0.0018528007095443707,968
political_left_right_model,41,3.510351966873706,1.6780807197205154,1000,0,0.003510351966873706,0.0016780807197205004,966
political_left_right_model,49,3.472916666666667,1.7369492010239644,1000,0,0.0034729166666666667,0.00173694920102396,960
political_left_right_model,13,3.4297606659729447,1.7373077966093367,1000,0,0.003429760665972945,0.001737307796609326,961
political_left_right_model,16,3.4142561983471076,1.6780360018912086,1000,0,0.0034142561983471075,0.0016780360018912052,968
political_left_right_model,22,3.347599164926931,1.7357418796011068,1000,0,0.003347599164926931,0.0017357418796011058,958
political_left_right_model,18,3.248159831756046,1.6484232592982064,1000,0,0.0032481598317560464,0.0016484232592982049,951
political_left_right_model,73,3.2012448132780085,1.6134682708637933,1000,0,0.0032012448132780077,0.001613468270863788,964
political_left_right_model,57,3.167185877466251,1.5945864347366367,1000,0,0.0031671858774662514,0.0015945864347366335,963
political_left_right_model,82,3.111111111111111,1.528449604040118,1000,0,0.0031111111111111114,0.0015284496040401181,945
political_left_right_model,83,3.108764519535375,1.5489876850045776,1000,0,0.0031087645195353748,0.0015489876850045797,947
political_left_right_model,28,3.1082802547770703,1.5999984770226343,1000,0,0.00310828025477707,0.0015999984770226328,942
political_left_right_model,86,3.0230607966457024,1.5032293542829522,1000,0,0.0030230607966457023,0.0015032293542829487,954
political_left_right_model,89,2.9915254237288136,1.5176348329217353,1000,0,0.002991525423728814,0.0015176348329217339,944
political_left_right_model,58,2.9691489361702126,1.5216245029422149,1000,0,0.002969148936170213,0.0015216245029422138,940
political_left_right_model,32,2.9211663066954645,1.5193331184255272,1000,0,0.0029211663066954644,0.0015193331184255258,926
political_left_right_model,43,2.913885898815931,1.4931996973294768,1000,0,0.002913885898815931,0.001493199697329467,929
political_left_right_model,81,2.8682505399568035,1.4784676383683266,1000,0,0.0028682505399568034,0.001478467638368331,926
political_left_right_model,61,2.8595744680851065,1.4548453177578586,1000,0,0.0028595744680851064,0.0014548453177578456,940
political_left_right_model,77,2.8256189451022604,1.4977534430581085,1000,0,0.0028256189451022606,0.0014977534430581092,929
political_left_right_model,53,2.7082884822389666,1.4361204694924512,1000,0,0.0027082884822389667,0.001436120469492448,929
political_left_right_model,9,2.6444201312910285,1.375516050793588,1000,0,0.0026444201312910286,0.001375516050793588,914
political_left_right_model,29,2.62019758507135,1.3742483917530806,1000,0,0.00262019758507135,0.0013742483917530746,911
political_left_right_model,46,2.5154285714285716,1.352403451798588,1000,0,0.0025154285714285717,0.0013524034517985934,875
political_left_right_model,90,2.5050055617352616,1.3141035013340712,1000,0,0.0025050055617352614,0.0013141035013340804,899
political_left_right_model,27,2.483370288248337,1.3496620838742854,1000,0,0.002483370288248337,0.0013496620838742827,902
political_left_right_model,8,2.300936768149883,1.2305505637795338,1000,0,0.0023009367681498826,0.0012305505637795402,854
political_left_right_model,54,2.300345224395857,1.242771679554657,1000,0,0.0023003452243958574,0.0012427716795546445,869
political_left_right_model,56,2.2531645569620253,1.1788769735397922,1000,0,0.0022531645569620253,0.001178876973539788,869
political_left_right_model,38,2.1466030989272946,1.1586387262171662,1000,0,0.0021466030989272943,0.0011586387262171717,839
political_left_right_model,1,2.0701754385964914,1.1737777889853875,1000,0,0.002070175438596491,0.0011737777889853866,798
political_left_right_model,4,2.0460199004975124,1.1354676368234622,1000,0,0.0020460199004975125,0.0011354676368234603,804
political_left_right_model,34,2.033707865168539,1.093211946308011,1000,0,0.0020337078651685393,0.0010932119463080204,801
political_left_right_model,2,2.0258620689655173,1.1151113675156732,1000,0,0.002025862068965517,0.0011151113675156703,812
political_left_right_model,67,1.865691489361702,0.9882362939114816,1000,0,0.0018656914893617023,9.88236293911482e-4,752
political_left_right_model,68,1.8582781456953643,0.9481489446316489,1000,0,0.0018582781456953645,9.481489446316465e-4,755
political_left_right_model,72,1.856551724137931,1.0089936587844974,1000,0,0.0018565517241379312,0.0010089936587844984,725
political_left_right_model,31,1.8397163120567377,0.9644887535738599,1000,0,0.0018397163120567378,9.644887535738679e-4,705
political_left_right_model,6,1.8122503328894808,0.9692108796592687,1000,0,0.0018122503328894808,9.692108796592645e-4,751
political_left_right_model,62,1.8087431693989071,0.948195812688965,1000,0,0.001808743169398907,9.481958126889628e-4,732
political_left_right_model,74,1.7576601671309193,0.9327699553013813,1000,0,0.0017576601671309194,9.327699553013796e-4,718
political_left_right_model,63,1.5832012678288432,0.811995321590032,1000,0,0.0015832012678288433,8.119953215900384e-4,631
political_left_right_model,3,1.521103896103896,0.7562483884018544,1000,0,0.0015211038961038962,7.562483884018562e-4,616
political_left_right_model,69,1.5076660988074957,0.755769054955911,1000,0,0.0015076660988074958,7.55769054955915e-4,587
political_left_right_model,66,1.488495575221239,0.7427847034449989,1000,0,0.001488495575221239,7.42784703445003e-4,565
political_left_right_model,76,1.4741379310344827,0.73243633588422985,1000,0,0.001474137931034483,7.324363358842341e-4,580
political_left_right_model,39,1.3776908023483365,0.6040803659473488,1000,0,0.0013776908023483366,6.040803659473487e-4,511
political_left_right_model,78,1.370600414078675,0.6156036842128411,1000,0,0.001370600414078675,6.156036842128421e-4,483
political_left_right_model,64,1.3608695652173912,0.6263906570829879,1000,0,0.0013608695652173916,6.2639065708299e-4,460
political_left_right_model,92,1.3517699115044248,0.5901418223149626,1000,0,0.001351769911504425,5.901418223149621e-4,452
political_left_right_model,79,1.3240740740740742,0.583273484205591,1000,0,0.0013240740740740743,5.832734842055927e-4,432
political_left_right_model,99,1.1666666666666667,0.42896954424350014,1000,0,0.0011666666666666668,4.289695442434992e-4,270
political_left_right_model,59,1.1628664495114007,0.4422782577398289,1000,0,0.0011628664495114006,4.4227825773983094e-4,307
political_lr_group,Missing,408.472,9.488057716900707,1000,0,0.408472,0.009488057716900684,1000
political_lr_group,20_39_left,164.499,7.212490486580826,1000,0,0.164499,0.007212490486580838,1000
political_lr_group,40_59_centre,158.319,5.717510728361509,1000,0,0.15831900000000002,0.005717510728361505,1000
political_lr_group,00_19_extreme_left,109.018,7.4901120003494075,1000,0,0.109018,0.007490112000349393,1000
political_lr_group,80_100_extreme_right,85.497,2.7563723602932546,1000,0,0.085497,0.002756372360293234,1000
political_lr_group,60_79_right,74.195,4.536028058836331,1000,0,0.074195,0.004536028058836328,1000
row_quality_final,usable_complete,652.199,13.792375742729332,1000,0,0.652199,0.013792375742729344,1000
row_quality_final,usable_partial,173.884,10.730689245882168,1000,0,0.173884,0.010730689245882172,1000
row_quality_final,no_determinants,108.865,9.584186539901626,1000,0,0.10886499999999999,0.009584186539901635,1000
row_quality_final,too_many_missing_determinants,31.216,5.246987218859494,1000,0,0.031216,0.005246987218859517,1000
row_quality_final,usable_complete_limited_metadata,25.94,4.9190036182744015,1000,0,0.02594,0.004919003618274393,1000
row_quality_final,suspicious_determinants,4.530776992936428,2.0701854944740434,1000,0,0.004530776992936428,0.002070185494474044,991
row_quality_final,usable_partial_limited_metadata,3.5041152263374484,1.7568414274866464,1000,0,0.0035041152263374487,0.001756841427486649,972
self_classification_archetype_model,Missing,382.701,9.609992245103584,1000,0,0.382701,0.009609992245103593,1000
self_classification_archetype_model,Careful,179.086,11.491242432942267,1000,0,0.179086,0.011491242432942255,1000
self_classification_archetype_model,Homo economicus,172.218,11.436663555131515,1000,0,0.172218,0.01143666355513149,1000
self_classification_archetype_model,Fearful,88.37,8.590628550862796,1000,0,0.08837,0.008590628550862803,1000
self_classification_archetype_model,Activist,71.977,8.032246758410002,1000,0,0.071977,0.008032246758409987,1000
self_classification_archetype_model,Stubborn,41.663,5.969175995232675,1000,0,0.041663,0.005969175995232704,1000
self_classification_archetype_model,Influencer,26.52,5.130879644459217,1000,0,0.026520000000000002,0.005130879644459211,1000
self_classification_archetype_model,None,15.419,3.7389060456794607,1000,0,0.015419,0.003738906045679458,1000
self_classification_archetype_model,Uninterested,14.497,3.654496729557484,1000,0,0.014497000000000001,0.0036544967295574844,1000
self_classification_archetype_model,Early adopter,7.549,2.6613308102679762,1000,0,0.007549000000000001,0.0026613308102679993,1000
self_classification_raw,Missing,382.701,9.609992245103584,1000,0,0.382701,0.009609992245103593,1000
self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household.,178.711,11.522857946501592,1000,0,0.178711,0.0115228579465016,1000
self_classification_raw,My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,172.218,11.436663555131515,1000,0,0.172218,0.01143666355513149,1000
self_classification_raw,I am more likely to invest if it improves my safety or that of my household.,88.266,8.579560178287274,1000,0,0.088266,0.008579560178287282,1000
self_classification_raw,I am more likely to invest if it helps reduce my environmental impact.,71.825,8.039839178367545,1000,0,0.071825,0.008039839178367548,1000
self_classification_raw,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",41.663,5.969175995232675,1000,0,0.041663,0.005969175995232704,1000
self_classification_raw,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",26.52,5.130879644459217,1000,0,0.026520000000000002,0.005130879644459211,1000
self_classification_raw,Νone of the above.,15.419,3.7389060456794607,1000,0,0.015419,0.003738906045679458,1000
self_classification_raw,"I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",14.41,3.6531144582732726,1000,0,0.01441,0.0036531144582732746,1000
self_classification_raw,"I consider myself an early adopter and enjoy following the latest trends, even if this involves some risks or impacts on the environment.",7.549,2.6613308102679762,1000,0,0.007549000000000001,0.0026613308102679993,1000
self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding.,1.194267515923567,0.4562301473773057,1000,0,0.001194267515923567,4.562301473773059e-4,314
self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it helps reduce my environmental impact.,1.0857142857142856,0.305482618180278,1000,0,0.0010857142857142858,3.0548261818027806e-4,140
self_classification_raw,I am more likely to invest if it maximizes my comfort or well-being and that of my household. | I am more likely to invest if it improves my safety or that of my household.,1.04,0.19694638556693225,1000,0,0.0010400000000000001,1.9694638556693245e-4,100
self_classification_raw,"My main interest is making the most cost-effective decision; I consider myself well informed and usually calculate costs and benefits before deciding. | I am not very interested in new equipment, technologies, or environmental actions and usually stick to what I am used to.",1.0235294117647058,0.1524772104935291,1000,0,0.001023529411764706,1.5247721049352914e-4,85
source_survey,decision,505.734,12.139794834288534,1000,0,0.505734,0.012139794834288552,1000
source_survey,Survey_September2023_cleaned,232.24,11.03939619129,1000,0,0.23224,0.011039396191290012,1000
source_survey,Investment_Arquetypes_2022,135.121,9.992207123714124,1000,0,0.135121,0.009992207123714118,1000
source_survey,concerns2,68.667,7.795953302059218,1000,0,0.068667,0.007795953302059212,1000
source_survey,energy_crisis,18.752,4.171078265136472,1000,0,0.018752,0.004171078265136473,1000
source_survey,poverty,15.856,3.7378115569454997,1000,0,0.015856,0.003737811556945492,1000
source_survey,concerns2;decision;poverty,9.304,3.0392138491427048,1000,0,0.009304,0.003039213849142712,1000
source_survey,concerns2;decision,5.151606425702811,2.3300758996672055,1000,0,0.005151606425702811,0.002330075899667199,996
source_survey,concerns2;decision;energy_crisis;poverty,3.14,1.664853949235977,1000,0,0.00314,0.0016648539492359715,950
source_survey,decision;energy_crisis,2.1435406698564594,1.1739564710621835,1000,0,0.002143540669856459,0.0011739564710621802,836
source_survey,concerns2;energy_crisis;poverty,2.06390977443609,1.0950674177029611,1000,0,0.0020639097744360904,0.001095067417702951,798
source_survey,concerns2;poverty,1.554294975688817,0.754242458083184,1000,0,0.0015542949756888168,7.542424580831866e-4,617
source_survey,decision;energy_crisis;poverty,1.477638640429338,0.7127493376280243,1000,0,0.0014776386404293381,7.127493376280225e-4,559
source_survey,concerns2;energy_crisis,1.3317972350230414,0.56089090745137,1000,0,0.0013317972350230414,5.608909074513697e-4,434
source_survey,energy_crisis;poverty,1.1603053435114503,0.39763272476338607,1000,0,0.0011603053435114503,3.976327247633865e-4,262
source_survey,decision;poverty,1.0495049504950495,0.21800172585382774,1000,0,0.0010495049504950496,2.1800172585382776e-4,101
target_electoral_group,ABSTENTION,506,0,1000,0,0.506,0,1000
target_electoral_group,EPP,122,0,1000,0,0.122,0,1000
target_electoral_group,SD,98,0,1000,0,0.098,0,1000
target_electoral_group,GREENS_EFA_RENEW,88,0,1000,0,0.088,0,1000
target_electoral_group,PFE_ESN,78,0,1000,0,0.078,0,1000
target_electoral_group,ECR,53,0,1000,0,0.053,0,1000
target_electoral_group,GUE_NGL,32,0,1000,0,0.032,0,1000
target_electoral_group,NI,23,0,1000,0,0.023,0,1000
target_sample_type,abstention,506,0,1000,0,0.506,0,1000
target_sample_type,voter,494,0,1000,0,0.494,0,1000
tenure_model,owner_with_mortgage,399.736,12.822352230254662,1000,0,0.399736,0.012822352230254668,1000
tenure_model,unknown,382.752,9.65316941111465,1000,0,0.382752,0.009653169411114668,1000
tenure_model,rent,195.073,12.117033196847048,1000,0,0.195073,0.012117033196847062,1000
tenure_model,other,14.199,3.7490604762332738,1000,0,0.014199,0.00374906047623327,1000
tenure_model,family_home,7.86,2.8242479311095154,1000,0,0.00786,0.0028242479311095126,1000
tenure_model,conflict,1.1987381703470033,0.4722672733006382,1000,0,0.0011987381703470032,4.7226727330063674e-4,317
usable_for_clustering,TRUE,855.429,10.788575084428537,1000,0,0.855429,0.010788575084428547,1000
usable_for_clustering,FALSE,144.571,10.788575084428542,1000,0,0.144571,0.010788575084428537,1000
usable_for_main_analysis,TRUE,855.429,10.788575084428537,1000,0,0.855429,0.010788575084428547,1000
usable_for_main_analysis,FALSE,144.571,10.788575084428542,1000,0,0.144571,0.010788575084428537,1000
vote_status_declared,unknown,381.185,9.406341172541756,1000,0,0.381185,0.009406341172541762,1000
vote_status_declared,uncertain,307.653,11.47965040292488,1000,0,0.307653,0.011479650402924898,1000
vote_status_declared,voter,289.694,11.104218462713522,1000,0,0.289694,0.011104218462713467,1000
vote_status_declared,abstainer,19.849,4.439133350655834,1000,0,0.019849,0.004439133350655838,1000
vote_status_declared,conflict,2.0012360939431395,1.1185866501720585,1000,0,0.00200123609394314,0.0011185866501720618,809
voted_observed,Missing,690.457,11.760546818131434,1000,0,0.690457,0.011760546818131417,1000
voted_observed,1,289.694,11.104218462713522,1000,0,0.289694,0.011104218462713467,1000
voted_observed,0,19.849,4.439133350655834,1000,0,0.019849,0.004439133350655838,1000
