analysis_sample,matrix_name,kmeans_prototype,expert_profile,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
COMPLETE,matrix_32_z_abs,KM4,Influencer,15,5,4,26.666666666666668,80,25,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
COMPLETE,matrix_32_z_abs,KM5,Homo.Economicus,8,9,2,25,22.22222222222222,13.333333333333334,det_01_profits; det_04_added_value
COMPLETE,matrix_32_z_abs,KM6,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_raw_0_1,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_raw_0_1,KM2,Fearful,12,9,7,58.333333333333336,77.77777777777777,50,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_raw_0_1,KM3,Fearful,14,9,7,50,77.77777777777777,43.75,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_raw_0_1,KM4,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_raw_0_1,KM5,Influencer,14,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_raw_0_1,KM6,Activist,8,6,4,50,66.66666666666667,40,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM1,Fearful,15,9,9,60,100,60,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM2,Activist,8,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM3,Careful,15,12,9,60,75,50,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM4,Fearful,8,9,7,87.5,77.77777777777777,70,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM5,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM6,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM1,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_ext_0_1,KM2,Fearful,14,9,9,64.28571428571429,100,64.28571428571429,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM3,Homo.Economicus,8,9,5,62.5,55.55555555555556,41.666666666666664,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
EUROPE,matrix_32_ext_0_1,KM4,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM5,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM6,Fearful,15,9,8,53.333333333333336,88.88888888888889,50,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_z_abs,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_z_abs,KM2,Uninterested,11,6,2,18.181818181818183,33.333333333333336,13.333333333333334,det_07_legal; det_22_peer_pressure
EUROPE,matrix_32_z_abs,KM3,Careful,10,12,4,40,33.333333333333336,22.22222222222222,det_02_credit_score; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence
EUROPE,matrix_32_z_abs,KM4,Influencer,15,5,4,26.666666666666668,80,25,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_z_abs,KM5,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_z_abs,KM6,Fearful,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM1,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM2,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_raw_0_1,KM3,Stubborn,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
LATAM,matrix_32_raw_0_1,KM4,Careful,9,12,5,55.55555555555556,41.666666666666664,31.25,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM5,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
LATAM,matrix_32_raw_0_1,KM6,Fearful,8,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_pos_0_1,KM1,Careful,14,12,9,64.28571428571429,75,52.94117647058823,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_pos_0_1,KM2,Careful,12,12,8,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
LATAM,matrix_32_pos_0_1,KM3,Homo.Economicus,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
LATAM,matrix_32_pos_0_1,KM4,Careful,13,12,10,76.92307692307692,83.33333333333333,66.66666666666667,det_02_credit_score; det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_pos_0_1,KM5,Careful,12,12,6,50,50,33.333333333333336,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_pos_0_1,KM6,Fearful,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_19_wellbeing
LATAM,matrix_32_ext_0_1,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_ext_0_1,KM2,Careful,8,12,6,75,50,42.857142857142854,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_ext_0_1,KM3,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_ext_0_1,KM4,Careful,12,12,8,66.66666666666667,66.66666666666667,50,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_ext_0_1,KM5,Influencer,13,5,4,30.76923076923077,80,28.571428571428573,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_ext_0_1,KM6,Fearful,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing
LATAM,matrix_32_z_abs,KM1,Careful,12,12,7,58.333333333333336,58.333333333333336,41.1764705882353,det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_z_abs,KM2,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety
LATAM,matrix_32_z_abs,KM3,Homo.Economicus,8,9,5,62.5,55.55555555555556,41.666666666666664,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
LATAM,matrix_32_z_abs,KM4,Early.Adopter,9,6,2,22.22222222222222,33.333333333333336,15.384615384615383,det_14_environmental_concerns; det_29_trends
LATAM,matrix_32_z_abs,KM5,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_16_commitment; det_17_adherence
LATAM,matrix_32_z_abs,KM6,Homo.Economicus,15,9,5,33.333333333333336,55.55555555555556,26.31578947368421,det_04_added_value; det_07_legal; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction
DIEGO,matrix_32_raw_0_1,KM1,Influencer,9,5,4,44.44444444444444,80,40,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_raw_0_1,KM2,Activist,10,6,5,50,83.33333333333333,45.45454545454545,det_08_trust; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_raw_0_1,KM3,Influencer,8,5,3,37.5,60,30,det_22_peer_pressure; det_28_recognition; det_31_approval
DIEGO,matrix_32_raw_0_1,KM4,Careful,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_raw_0_1,KM5,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_06_climate_protection; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_raw_0_1,KM6,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM1,Activist,8,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
DIEGO,matrix_32_pos_0_1,KM2,Careful,15,12,9,60,75,50,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence
DIEGO,matrix_32_pos_0_1,KM3,Careful,8,12,6,75,50,42.857142857142854,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM4,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
DIEGO,matrix_32_pos_0_1,KM5,Activist,12,6,5,41.666666666666664,83.33333333333333,38.46153846153846,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment
DIEGO,matrix_32_pos_0_1,KM6,Homo.Economicus,9,9,5,55.55555555555556,55.55555555555556,38.46153846153846,det_04_added_value; det_08_trust; det_09_safety; det_11_knowledge; det_15_self_satisfaction
DIEGO,matrix_32_ext_0_1,KM1,Influencer,9,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
DIEGO,matrix_32_ext_0_1,KM2,Influencer,11,5,4,36.36363636363637,80,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_31_approval
DIEGO,matrix_32_ext_0_1,KM3,Careful,13,12,5,38.46153846153846,41.666666666666664,25,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence
DIEGO,matrix_32_ext_0_1,KM4,Careful,15,12,7,46.666666666666664,58.333333333333336,35,det_02_credit_score; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_19_wellbeing
DIEGO,matrix_32_ext_0_1,KM5,Uninterested,8,6,3,37.5,50,27.272727272727273,det_20_coziness; det_22_peer_pressure; det_30_authority
DIEGO,matrix_32_ext_0_1,KM6,Early.Adopter,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_29_trends
DIEGO,matrix_32_z_abs,KM1,Influencer,9,5,2,22.22222222222222,40,16.666666666666668,det_22_peer_pressure; det_28_recognition
DIEGO,matrix_32_z_abs,KM2,Activist,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_14_environmental_concerns; det_17_adherence
DIEGO,matrix_32_z_abs,KM3,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_11_knowledge; det_24_socialising; det_31_approval
DIEGO,matrix_32_z_abs,KM4,Careful,14,12,6,42.857142857142854,50,30,det_02_credit_score; det_03_risk_profile; det_08_trust; det_12_own_competence; det_14_environmental_concerns; det_16_commitment
DIEGO,matrix_32_z_abs,KM5,Influencer,9,5,3,33.333333333333336,60,27.272727272727273,det_22_peer_pressure; det_24_socialising; det_28_recognition
DIEGO,matrix_32_z_abs,KM6,Careful,12,12,6,50,50,33.333333333333336,det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_raw_0_1,KM1,Influencer,15,5,5,33.333333333333336,100,33.333333333333336,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM2,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
RENOVISOR,matrix_32_raw_0_1,KM3,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM4,Influencer,13,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_raw_0_1,KM5,Fearful,15,9,8,53.333333333333336,88.88888888888889,50,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_raw_0_1,KM6,Careful,14,12,9,64.28571428571429,75,52.94117647058823,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM1,Fearful,9,9,7,77.77777777777777,77.77777777777777,63.63636363636363,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM2,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence
RENOVISOR,matrix_32_pos_0_1,KM3,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_06_climate_protection; det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM4,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM5,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_17_adherence; det_19_wellbeing
RENOVISOR,matrix_32_pos_0_1,KM6,Homo.Economicus,12,9,7,58.333333333333336,77.77777777777777,50,det_01_profits; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,matrix_32_ext_0_1,KM1,Influencer,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_ext_0_1,KM2,Fearful,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM3,Fearful,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM4,Fearful,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM5,Fearful,12,9,5,41.666666666666664,55.55555555555556,31.25,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,matrix_32_ext_0_1,KM6,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit
RENOVISOR,matrix_32_z_abs,KM1,Influencer,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,matrix_32_z_abs,KM2,Careful,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_06_climate_protection; det_09_safety; det_14_environmental_concerns; det_17_adherence
RENOVISOR,matrix_32_z_abs,KM3,Careful,15,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence
RENOVISOR,matrix_32_z_abs,KM4,Careful,14,12,7,50,58.333333333333336,36.8421052631579,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_10_cost_efficiency; det_12_own_competence; det_14_environmental_concerns; det_17_adherence
RENOVISOR,matrix_32_z_abs,KM5,Fearful,8,9,3,37.5,33.333333333333336,21.428571428571427,det_03_risk_profile; det_09_safety; det_13_technical_fit
RENOVISOR,matrix_32_z_abs,KM6,Careful,15,12,5,33.333333333333336,41.666666666666664,22.727272727272727,det_03_risk_profile; det_06_climate_protection; det_09_safety; det_12_own_competence; det_14_environmental_concerns
WHY_EUROPE,matrix_32_raw_0_1,KM1,Fearful,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_raw_0_1,KM2,Influencer,8,5,3,37.5,60,30,det_24_socialising; det_28_recognition; det_31_approval
WHY_EUROPE,matrix_32_raw_0_1,KM3,Homo.Economicus,8,9,5,62.5,55.55555555555556,41.666666666666664,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
WHY_EUROPE,matrix_32_raw_0_1,KM4,Early.Adopter,9,6,5,55.55555555555556,83.33333333333333,50,det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_29_trends
WHY_EUROPE,matrix_32_raw_0_1,KM5,Fearful,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
WHY_EUROPE,matrix_32_raw_0_1,KM6,Fearful,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_08_trust; det_13_technical_fit; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM1,Activist,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_pos_0_1,KM2,Careful,15,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_17_adherence; det_19_wellbeing
WHY_EUROPE,matrix_32_pos_0_1,KM3,Careful,15,12,11,73.33333333333333,91.66666666666669,68.75,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence
WHY_EUROPE,matrix_32_pos_0_1,KM4,Careful,13,12,8,61.53846153846154,66.66666666666667,47.05882352941177,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence
WHY_EUROPE,matrix_32_pos_0_1,KM5,Fearful,14,9,7,50,77.77777777777777,43.75,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit
