integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
27,rv__5abb9bcff69e940001d9171e,rv,decision;energy_crisis,PL,PL,18_24,female,employed,usable_complete,TRUE,TRUE,32,100,100,100,79,100,76,100,100,100,100,100,100,100,78,100,100,100,76,100,100,100,52,55,NA,68,60,72,68,65,52,57,100
29,rv__5aeb24e22bd17300018779f2,rv,decision,EE,OTHER_COUNTRIES,25_34,female,employed,usable_complete,TRUE,TRUE,32,51,100,62,NA,76,51,61,61,51,58,56,80,64,NA,89,53,NA,NA,55,63,57,NA,NA,55,56,NA,71,58,NA,53,NA,92
30,rv__5af6e439672ea800010d4e92,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,100,NA,80,70,100,NA,100,100,NA,100,75,100,100,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,rv__5b0710e7a84dcf0001beee8a,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,85,94,91,76,82,NA,NA,55,NA,84,74,57,87,52,65,58,60,61,73,66,66,NA,NA,NA,69,NA,NA,NA,56,NA,NA,NA
32,rv__5b0f27321e55760001b9a8a5,rv,decision,GB,GB,45_54,female,employed,usable_partial,TRUE,TRUE,31,61,81,NA,62,62,81,92,57,66,91,80,77,65,75,68,71,73,65,91,85,79,NA,58,NA,75,50,67,NA,NA,NA,NA,67
35,rv__5b3f242f9c2ec600014ef9fc,rv,decision,IT,IT,45_54,female,employed,usable_complete,TRUE,TRUE,32,100,75,75,100,100,NA,75,80,100,85,100,60,55,NA,70,70,80,90,100,100,60,60,65,NA,75,60,NA,NA,NA,NA,NA,NA
36,rv__5b472672d4c93b00019bbc49,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,78,70,79,58,NA,90,70,88,90,60,95,NA,85,91,55,80,90,72,64,80,NA,NA,67,NA,60,65,NA,NA,NA,NA,NA,60
37,rv__5b55c6a2e173e60001963940,rv,decision,CH,CH,25_34,male,student,usable_partial,TRUE,TRUE,31,100,100,90,95,90,90,100,100,100,90,90,85,90,90,80,90,90,100,90,100,100,85,90,75,100,85,80,90,50,85,80,95
38,rv__5b648251bd56550001bf31fd,rv,decision,DE,DE,55_64,female,employed,usable_complete,TRUE,TRUE,32,90,NA,100,NA,90,60,85,90,80,100,90,100,55,65,100,90,80,59,100,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
39,rv__5b681788ca518a0001c7a755,rv,decision,GB,GB,45_54,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,78,77,100,91,100,100,75,81,95,83,100,91,80,100,95,78,74,82,81,NA,84,NA,100,NA,NA,NA,NA,62,NA,76
45,rv__5bafd12a70f8df0001be84a7,rv,decision,PL,PL,35_44,male,employed,usable_complete,TRUE,TRUE,32,60,80,85,95,67,90,100,85,100,95,100,85,95,90,95,95,95,90,98,98,100,NA,NA,NA,NA,70,51,51,60,NA,NA,90
47,rv__5bf3199ebe7c7300017b710a,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,89,NA,70,NA,80,57,84,58,59,88,85,88,86,NA,86,79,74,60,68,67,66,NA,NA,80,NA,74,NA,NA,NA,NA,80,NA
49,rv__5c18daaae467040001e68fc4,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,31,85,66,90,100,74,NA,70,90,75,50,100,75,75,50,70,78,65,85,70,NA,60,NA,NA,NA,80,NA,50,NA,NA,NA,NA,50
51,rv__5c3a139774d1c6000138da11,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,92,59,88,64,NA,NA,70,62,NA,72,100,100,58,86,NA,NA,100,75,100,100,99,50,74,60,54,75,NA,50,80,NA
52,rv__5c4d8d706b23ab0001a34af2,rv,decision,GB,GB,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,85,80,NA,NA,94,NA,100,80,80,93,85,85,50,NA,75,65,63,NA,NA,NA,100,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,80
56,rv__5c59ceb27e554c0001257ff4,rv,decision,HU,HU,25_34,female,employed,usable_complete,TRUE,TRUE,32,73,100,96,90,60,89,100,88,65,79,91,62,82,86,70,68,86,NA,77,68,87,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
58,rv__5c609a727557640001f516c5,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,58,NA,76,79,75,76,NA,50,50,62,NA,NA,NA,71,84,70,81,NA,84,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,51
59,rv__5c66cc9246bfc200019044b8,rv,decision,HU,HU,35_44,unknown,employed,usable_complete_limited_metadata,TRUE,TRUE,32,NA,70,100,65,80,60,100,100,100,100,100,55,90,60,85,100,100,90,100,85,100,NA,100,55,100,NA,50,NA,NA,NA,70,50
64,rv__5c8ec442bda58f00125002a3,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,75,94,NA,NA,NA,NA,100,NA,50,92,100,NA,100,NA,100,NA,70,NA,61,51,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,rv__5cadbee8470c560001de5739,rv,decision,GB,GB,45_54,male,student,usable_complete,TRUE,TRUE,32,69,99,97,NA,80,NA,NA,75,NA,88,65,81,95,NA,84,56,64,52,100,NA,60,NA,NA,NA,51,53,NA,NA,NA,NA,NA,NA
69,rv__5cd53d40aeb4100001c18aa8,rv,decision,IT,IT,35_44,female,employed,usable_partial,TRUE,TRUE,31,NA,NA,59,50,72,78,81,88,59,56,82,81,80,86,79,59,54,NA,58,57,65,NA,70,NA,NA,55,NA,NA,NA,NA,NA,59
71,rv__5ce9462a90bfb10015ab205c,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,NA,100,85,NA,70,90,85,95,100,86,92,100,NA,90,70,65,66,70,81,90,80,NA,60,NA,80,NA,NA,NA,NA,NA,NA,60
73,rv__5cf101ea48405a0018415d09,rv,decision,PL,PL,45_54,female,employed,usable_partial,TRUE,TRUE,30,87,NA,61,NA,NA,50,62,82,75,61,90,60,77,61,98,64,70,70,71,100,NA,NA,50,NA,90,66,NA,NA,NA,NA,NA,100
74,rv__5cf510ccb0bafb00161ffd56,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,100,NA,73,70,NA,64,NA,80,85,63,51,64,79,66,74,62,78,64,71,63,66,77,NA,NA,59,50,NA,NA,NA,NA,NA,67
75,rv__5cfc3dfaceb2d50019394664,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,64,81,61,51,51,51,61,61,72,63,70,56,60,60,88,62,100,73,61,68,61,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
76,rv__5d00d7e1a6d3c500194518f5,rv,decision,NO,OTHER_COUNTRIES,35_44,female,employed,usable_complete,TRUE,TRUE,32,69,55,70,51,65,60,73,70,86,86,93,51,NA,65,74,81,70,64,51,60,57,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
79,rv__5d1f54b95538e6001a843293,rv,decision,BE,BE,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,86,NA,NA,83,92,86,71,87,70,81,70,87,91,96,89,92,97,90,93,78,NA,62,NA,54,NA,NA,NA,NA,62,NA,93
80,rv__5d24b3cfa433c000166f91bf,rv,decision,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,70,74,65,57,69,70,50,67,58,89,91,85,70,66,62,69,74,58,71,65,80,NA,NA,NA,NA,58,52,NA,NA,NA,NA,59
81,rv__5d3873197860c8001a106e02,rv,decision,HU,HU,35_44,male,employed,usable_partial,TRUE,TRUE,30,90,80,100,50,90,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,80,NA,NA,50,90,70,90,NA,NA,NA,NA,90
82,rv__5d404c6a584cc80017e81001,rv,decision,GB,GB,55_64,female,retired,usable_partial,TRUE,TRUE,31,NA,67,63,68,64,82,76,82,61,83,100,67,74,50,76,72,72,80,NA,NA,NA,NA,51,NA,82,NA,NA,NA,NA,NA,NA,NA
83,rv__5d542c3a5af5900019bc80c4,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,63,72,89,65,67,80,75,74,NA,86,77,85,86,82,81,81,85,61,64,56,84,55,67,NA,NA,NA,NA,NA,NA,NA,NA,72
85,rv__5d6558fa16871700012ea47b,rv,concerns2;decision;energy_crisis;poverty,SI,SI,55_64,female,employed,usable_complete,TRUE,TRUE,32,81,100,88,99,100,79,100,100,100,100,100,NA,75,NA,100,75,100,76,100,100,100,61,NA,NA,90,50,65,NA,69,59,NA,NA
86,rv__5d6eb49ab682cc000173982b,rv,decision,GR,GR,55_64,female,unemployed,usable_complete,TRUE,TRUE,32,85,76,77,57,60,75,100,100,99,100,100,87,98,79,99,100,74,82,100,93,100,78,65,68,57,99,NA,NA,61,63,76,58
88,rv__5d776e218a8d1d00166d36a6,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,61,74,69,60,NA,NA,100,NA,77,69,61,75,73,100,80,70,71,61,60,60,100,NA,NA,54,NA,54,NA,71,63,NA,NA,NA
91,rv__5d7e41aea60f7b00013cf1af,rv,decision,PL,PL,25_34,female,employed,usable_complete,TRUE,TRUE,32,60,56,95,72,82,NA,66,89,89,70,76,57,67,51,89,87,85,56,55,100,53,NA,NA,NA,62,58,NA,NA,NA,52,NA,53
92,rv__5d8878251f684d0001737c56,rv,decision,GB,GB,45_54,female,other,usable_partial,TRUE,TRUE,31,68,79,73,NA,NA,NA,96,84,77,68,90,73,79,NA,78,73,51,NA,77,75,69,NA,NA,NA,84,NA,50,NA,NA,NA,NA,56
96,rv__5daae19f8a06b60016d1bc32,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,100,50,50,50,75,50,NA,NA,100,100,NA,100,100,80,70,100,NA,75,50,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,90
97,rv__5db643d245c296000bdf256b,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,60,67,NA,51,NA,76,64,81,70,70,78,65,56,72,70,69,84,66,88,83,76,53,66,82,79,NA,78,NA,NA,NA,54,51
99,rv__5dde680c40460edc4a5dc1a2,rv,decision,CZ,CZ,35_44,female,employed,usable_complete,TRUE,TRUE,32,64,63,74,65,91,75,87,100,NA,98,99,63,NA,97,86,61,88,52,72,NA,91,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,rv__5dea7920381d631928f04be5,rv,decision,FR,FR,35_44,female,employed,usable_complete,TRUE,TRUE,32,55,80,65,60,70,80,60,75,70,85,75,75,80,80,65,70,70,100,NA,55,75,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,80
103,rv__5e06667850221303e42bdfc4,rv,decision,CZ,CZ,25_34,male,employed,usable_complete,TRUE,TRUE,32,100,64,76,80,75,NA,NA,72,NA,100,81,58,74,NA,76,83,71,75,83,76,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
104,rv__5e1f3d1426d9742781af7332,rv,decision,DE,DE,25_34,female,student,usable_partial,TRUE,TRUE,31,65,NA,75,60,NA,60,95,85,60,75,90,90,90,50,80,60,75,60,60,60,70,NA,60,NA,50,NA,75,NA,NA,NA,NA,60
105,rv__5e35394d2149184e1a3d0450,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,NA,NA,NA,NA,NA,83,89,NA,89,57,61,50,NA,81,NA,83,87,NA,60,NA,82,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,65
107,rv__5e440e4f19962228cf949247,rv,decision,FR,FR,35_44,male,employed,usable_complete,TRUE,TRUE,32,70,NA,85,55,55,NA,75,70,100,90,85,NA,90,70,100,60,100,75,80,80,60,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,80
108,rv__5e4f73d0ca55663b5b9d18b0,rv,decision,FR,FR,45_54,female,employed,usable_complete,TRUE,TRUE,32,NA,55,85,75,NA,NA,96,65,100,75,80,NA,65,53,NA,60,68,NA,70,55,60,56,NA,NA,75,NA,NA,NA,NA,NA,NA,52
111,rv__5e5cc9ce92d80948da643ebc,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,66,65,65,66,70,57,86,54,93,86,69,NA,91,72,95,75,77,73,92,83,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
112,rv__5e6e14f53c76d23b934a67f3,rv,decision,IT,IT,25_34,female,student,usable_complete,TRUE,TRUE,32,76,83,57,NA,92,57,88,53,67,89,89,60,66,72,70,63,61,NA,90,60,90,NA,50,NA,66,55,NA,NA,NA,NA,NA,NA
114,rv__5e8244d17412d49657c3e6d8,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,65,58,56,59,76,64,53,70,68,78,88,75,76,65,56,73,66,65,53,53,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA
115,rv__5e86116068b86421a020e345,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,64,NA,75,55,55,NA,70,56,81,76,92,59,86,NA,53,76,79,62,60,55,61,55,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
116,rv__5e86e0a50a340d32316afe9d,rv,decision,LV,LV,35_44,female,employed,usable_complete,TRUE,TRUE,32,91,100,75,50,55,NA,NA,62,NA,100,100,62,89,NA,77,NA,NA,55,50,50,50,NA,NA,NA,NA,53,59,53,NA,NA,NA,NA
117,rv__5e8b11aaa9b690000bb6ae1f,rv,concerns2;decision,PL,PL,45_54,female,employed,usable_complete,TRUE,TRUE,32,77,80,79,78,83,71,79,72,82,79,58,NA,84,76,73,58,60,57,80,81,71,NA,58,NA,75,63,NA,NA,NA,NA,NA,68
118,rv__5e8f740429529124dfc3e7a5,rv,decision,PL,PL,25_34,male,student,usable_complete,TRUE,TRUE,32,68,59,68,56,64,NA,90,55,90,70,68,62,62,63,62,51,67,65,NA,82,71,NA,NA,NA,73,62,57,NA,NA,NA,NA,54
119,rv__5e92267dcc3d6c553eb8c817,rv,decision,PL,PL,25_34,male,employed,usable_partial,TRUE,TRUE,29,70,85,50,50,85,NA,NA,80,50,80,95,75,NA,NA,NA,60,65,60,60,50,55,NA,NA,NA,79,74,NA,50,75,NA,NA,NA
121,rv__5e9c3ff1cf719d151612648f,rv,concerns2;decision;energy_crisis;poverty,IT,IT,55_64,female,unknown,usable_complete,TRUE,TRUE,32,71,75,100,61,90,95,100,94,100,100,100,80,100,92,100,51,100,75,90,85,100,50,81,NA,NA,NA,NA,NA,70,NA,NA,100
122,rv__5ea693e4c7977b01157ba82c,rv,decision,AT,AT,35_44,female,employed,usable_complete,TRUE,TRUE,32,62,74,57,NA,65,NA,91,83,50,100,58,NA,100,72,NA,66,NA,NA,100,100,100,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,rv__5ea8010daf54da1e951b8861,rv,decision,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,62,65,76,87,61,NA,61,NA,68,73,100,NA,87,73,74,79,96,68,59,84,NA,NA,58,NA,87,NA,NA,NA,71,NA,NA,NA
125,rv__5eb29fdddac67500082c1089,rv,decision,GB,GB,45_54,male,other,usable_complete,TRUE,TRUE,32,94,91,86,NA,100,54,73,100,80,100,98,100,92,NA,100,89,86,94,100,83,NA,NA,NA,NA,100,NA,NA,NA,54,NA,NA,71
126,rv__5eb71d89ed8104645e640ad7,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,NA,76,NA,53,60,100,100,100,62,NA,100,53,100,100,63,NA,56,NA,66,58,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
128,rv__5ec96e3609117f0a67231842,rv,decision,IE,IE,55_64,male,employed,usable_complete,TRUE,TRUE,32,82,94,81,69,90,95,76,90,95,99,91,97,91,100,100,82,84,80,85,86,66,56,51,NA,76,55,NA,NA,NA,60,NA,NA
129,rv__5eda1423dd2241017d85fd44,rv,decision,FI,FI,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,80,70,75,70,95,95,80,70,75,85,75,65,95,60,75,80,65,65,60,90,NA,55,NA,90,70,60,NA,NA,NA,NA,55
130,rv__5ee93e0226f9f0167b877dbe,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,66,69,63,NA,70,62,NA,NA,65,65,70,NA,60,NA,66,57,NA,68,NA,66,NA,64,64,67,61,NA,NA,62,65,62,NA
131,rv__5eff6065cc8d32014292657f,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,30,NA,90,64,50,50,NA,85,85,80,50,81,82,85,84,90,50,70,90,80,NA,70,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,80
133,rv__5f01b7e94738d231487f2911,rv,decision,CZ,CZ,35_44,male,employed,usable_complete,TRUE,TRUE,32,60,80,80,60,90,NA,NA,90,100,90,100,75,100,NA,55,NA,90,70,70,60,70,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
135,rv__5f10d13957b4763f401690e5,rv,decision,GB,GB,35_44,female,employed,usable_complete,TRUE,TRUE,32,80,100,100,80,100,100,100,100,100,100,80,NA,100,80,100,100,100,50,100,100,100,NA,60,100,100,60,NA,NA,100,NA,NA,100
137,rv__5f21ff288900cb4709dd49aa,rv,decision,IT,IT,65_plus,female,employed,usable_complete,TRUE,TRUE,32,79,77,84,75,78,86,87,85,90,88,92,86,83,85,76,80,84,84,91,82,86,NA,87,63,72,66,69,67,71,54,66,66
138,rv__5f280cc370354e08a8f2895c,rv,decision,GB,GB,45_54,female,other,usable_complete,TRUE,TRUE,32,80,NA,100,75,80,50,100,100,50,100,100,90,100,60,90,100,90,80,80,85,100,NA,NA,NA,100,60,70,NA,NA,NA,NA,NA
139,rv__5f2af36061a10a452cd8dc4e,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,100,99,66,NA,NA,NA,61,58,89,95,100,82,62,NA,99,92,85,67,90,90,NA,66,NA,NA,65,57,91,71,78,57,67,80
140,rv__5f2dcc4c7989510ff7699cab,rv,decision,DK,DK,25_34,female,student,usable_partial,TRUE,TRUE,31,NA,NA,80,NA,50,100,100,60,65,50,100,70,86,100,NA,100,70,100,NA,NA,100,NA,NA,80,NA,50,100,NA,NA,NA,NA,100
142,rv__5f4c175e219f12824882c23d,rv,decision,PL,PL,18_24,male,student,usable_complete,TRUE,TRUE,32,85,70,80,90,85,70,100,80,80,100,90,80,80,75,75,65,90,80,75,65,100,NA,60,NA,75,NA,69,NA,NA,NA,NA,80
143,rv__5f4d6c27b03547a378fcb44a,rv,decision,GR,GR,25_34,female,employed,usable_complete,TRUE,TRUE,32,60,65,65,70,85,91,76,80,65,90,65,81,76,80,80,60,79,80,55,91,80,NA,60,NA,65,NA,NA,NA,NA,NA,NA,60
144,rv__5f5b1fe3c6a95e22e2af8908,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,NA,60,70,NA,80,NA,60,60,65,80,70,60,55,NA,65,70,60,NA,70,70,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,56
146,rv__5f632ea32e85353d93872c67,rv,decision;energy_crisis,HU,HU,25_34,male,unknown,usable_complete,TRUE,TRUE,32,53,100,NA,73,NA,NA,89,82,NA,72,72,81,65,NA,76,65,80,50,58,73,67,65,NA,NA,89,NA,84,NA,NA,NA,56,57
147,rv__5f6cd5ce1758e90f12ae1123,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,60,58,53,NA,NA,65,55,60,70,80,52,67,NA,80,61,75,65,69,85,NA,NA,NA,NA,80,55,50,NA,50,NA,NA,57
150,rv__5f8c0f0018ada633f6d834e9,rv,decision,GR,GR,35_44,male,employed,usable_partial,TRUE,TRUE,31,80,100,75,50,90,65,100,70,75,100,90,55,50,50,50,50,100,75,80,70,100,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
151,rv__5f92f97ed0f407056dfd3268,rv,decision,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,61,NA,NA,NA,66,NA,72,NA,63,NA,NA,68,67,67,NA,69,NA,61,76,66,67,65,68,68,77,63,55,76,NA,55,67,65
153,rv__5fa7c31cb18ef755c9d84b5a,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,61,79,63,NA,65,62,50,85,58,73,73,NA,70,65,58,72,71,52,NA,64,63,58,50,NA,59,NA,55,NA,NA,NA,NA,57
154,rv__5fabbdb69389ea01dd402172,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,60,NA,90,50,50,70,75,70,78,77,80,50,80,74,NA,57,80,80,70,50,100,60,50,NA,70,50,50,NA,NA,NA,50,NA
155,rv__5fb2d087a956be967181e2d1,rv,decision,PL,PL,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,NA,85,65,90,95,97,NA,65,60,95,60,75,70,90,75,70,70,75,70,70,65,NA,NA,NA,60,NA,70,NA,NA,60,NA,80
156,rv__5fbbc75f884010d82bf37532,rv,decision;energy_crisis;poverty,PL,PL,25_34,male,unknown,usable_complete,TRUE,TRUE,32,77,63,NA,77,61,79,100,82,83,80,78,62,81,71,NA,60,NA,NA,NA,60,85,NA,59,NA,86,NA,NA,NA,NA,NA,NA,NA
158,rv__5fd2adf66655bf09907c7056,rv,decision,NL,NL,25_34,male,employed,usable_partial,TRUE,TRUE,31,NA,90,NA,50,NA,55,70,100,50,75,100,55,70,70,NA,70,NA,NA,50,NA,70,NA,NA,NA,60,60,NA,NA,NA,NA,NA,60
159,rv__5fe328a0a53c57f645dc0b19,rv,decision;energy_crisis;poverty,IT,IT,35_44,male,unknown,usable_complete,TRUE,TRUE,32,81,70,86,61,NA,90,89,66,61,63,75,80,NA,61,72,74,66,70,67,74,70,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,66
161,rv__600a9ab59e9b701db49fbec1,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,64,88,71,NA,62,63,77,100,74,75,70,NA,71,81,74,71,75,70,73,73,67,NA,NA,NA,70,NA,66,NA,NA,NA,NA,NA
162,rv__600c1969c144272a8e7edb05,rv,decision,FR,FR,45_54,male,employed,usable_complete,TRUE,TRUE,32,80,50,70,NA,80,85,85,80,75,90,90,80,90,70,95,NA,80,70,80,80,80,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
164,rv__60154af277ec314fd8fe1449,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,79,76,84,76,69,88,75,65,71,74,79,76,69,67,83,83,76,60,66,86,67,72,NA,74,59,NA,NA,68,72
