integrated_row_id,global_participant_key,dataset_source,source_survey,country_model,country_model_grouped,age_group_model,gender_model,employment_model,row_quality_final,usable_for_clustering,usable_for_main_analysis,n_det_valid,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
69,rv__5cd53d40aeb4100001c18aa8,rv,decision,IT,IT,35_44,female,employed,usable_partial,TRUE,TRUE,31,NA,NA,NA,NA,NA,28,31,38,NA,NA,32,31,30,36,29,NA,NA,NA,NA,NA,NA,28,NA,39,26,NA,NA,NA,25,NA,36,NA
71,rv__5ce9462a90bfb10015ab205c,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,30,50,35,35,NA,40,35,45,50,36,42,50,NA,40,NA,NA,NA,NA,31,40,30,39,NA,40,30,30,39,50,35,50,40,NA
73,rv__5cf101ea48405a0018415d09,rv,decision,PL,PL,45_54,female,employed,usable_partial,TRUE,TRUE,30,37,31,NA,46,39,NA,NA,32,25,NA,40,NA,27,NA,48,NA,NA,NA,NA,50,NA,36,NA,39,40,NA,38,33,33,32,50,50
74,rv__5cf510ccb0bafb00161ffd56,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,50,NA,NA,NA,NA,NA,NA,30,35,NA,NA,NA,29,NA,NA,NA,28,NA,NA,NA,NA,27,NA,32,NA,NA,27,33,NA,NA,NA,NA
75,rv__5cfc3dfaceb2d50019394664,rv,decision,GR,GR,25_34,male,unemployed,usable_complete,TRUE,TRUE,32,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,50,NA,NA,NA,NA,25,NA,30,NA,NA,NA,37,26,NA,NA,NA
76,rv__5d00d7e1a6d3c500194518f5,rv,decision,NO,OTHER_COUNTRIES,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,NA,NA,36,36,43,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,37,NA,39,NA,27,NA,41,41,29,29,NA
79,rv__5d1f54b95538e6001a843293,rv,decision,BE,BE,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,36,NA,NA,33,42,36,NA,37,NA,31,NA,37,41,46,39,42,47,40,43,28,41,NA,NA,NA,39,NA,31,35,NA,37,43
80,rv__5d24b3cfa433c000166f91bf,rv,decision,DE,DE,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,41,35,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,27,NA,NA,NA,NA,NA,37,28,NA
81,rv__5d3873197860c8001a106e02,rv,decision,HU,HU,35_44,male,employed,usable_partial,TRUE,TRUE,30,40,30,50,NA,40,NA,50,50,50,50,50,50,50,NA,50,50,50,50,50,50,30,45,50,NA,40,NA,40,50,50,50,50,40
82,rv__5d404c6a584cc80017e81001,rv,decision,GB,GB,55_64,female,retired,usable_partial,TRUE,TRUE,31,NA,NA,NA,NA,NA,32,26,32,NA,33,50,NA,NA,NA,26,NA,NA,30,NA,NA,35,31,NA,50,32,34,50,50,NA,NA,50,28
83,rv__5d542c3a5af5900019bc80c4,rv,decision,GB,GB,45_54,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,39,NA,NA,30,25,NA,25,36,27,35,36,32,31,31,35,NA,NA,NA,34,NA,NA,33,36,37,35,42,NA,42,37,NA
85,rv__5d6558fa16871700012ea47b,rv,concerns2;decision;energy_crisis;poverty,SI,SI,55_64,female,employed,usable_complete,TRUE,TRUE,32,31,50,38,49,50,29,50,50,50,50,50,NA,25,NA,50,25,50,26,50,50,50,NA,NA,NA,40,NA,NA,50,NA,NA,50,NA
86,rv__5d6eb49ab682cc000173982b,rv,decision,GR,GR,55_64,female,unemployed,usable_complete,TRUE,TRUE,32,35,26,27,NA,NA,25,50,50,49,50,50,37,48,29,49,50,NA,32,50,43,50,28,NA,NA,NA,49,NA,NA,NA,NA,26,NA
88,rv__5d776e218a8d1d00166d36a6,rv,decision,GB,GB,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,50,NA,27,NA,NA,25,NA,50,30,NA,NA,NA,NA,NA,50,50,NA,NA,50,NA,NA,NA,NA,NA,50,NA
91,rv__5d7e41aea60f7b00013cf1af,rv,decision,PL,PL,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,45,NA,32,NA,NA,39,39,NA,26,NA,NA,NA,39,37,35,NA,NA,50,NA,NA,38,NA,NA,NA,NA,NA,49,NA,44,NA
92,rv__5d8878251f684d0001737c56,rv,decision,GB,GB,45_54,female,other,usable_partial,TRUE,TRUE,31,NA,29,NA,32,26,NA,46,34,27,NA,40,NA,29,NA,28,NA,NA,NA,27,25,NA,29,32,NA,34,NA,NA,40,NA,31,NA,NA
96,rv__5daae19f8a06b60016d1bc32,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,50,NA,NA,NA,25,NA,25,NA,50,50,50,50,50,30,NA,50,NA,25,NA,35,50,50,50,NA,35,30,50,50,50,50,40
97,rv__5db643d245c296000bdf256b,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,28,NA,31,26,NA,31,NA,NA,28,NA,NA,NA,NA,NA,34,NA,38,33,26,NA,NA,32,29,NA,28,40,30,35,NA,NA
99,rv__5dde680c40460edc4a5dc1a2,rv,decision,CZ,CZ,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,41,25,37,50,NA,48,49,NA,NA,47,36,NA,38,NA,NA,NA,41,50,NA,50,36,37,50,50,50,48,49,39
101,rv__5dea7920381d631928f04be5,rv,decision,FR,FR,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,30,NA,NA,NA,30,NA,25,NA,35,25,25,30,30,NA,NA,NA,50,NA,NA,25,50,25,25,25,NA,NA,50,50,50,50,30
103,rv__5e06667850221303e42bdfc4,rv,decision,CZ,CZ,25_34,male,employed,usable_complete,TRUE,TRUE,32,50,NA,26,30,25,50,NA,NA,NA,50,31,NA,NA,50,26,33,NA,25,33,26,NA,33,NA,39,NA,27,30,NA,30,25,NA,NA
104,rv__5e1f3d1426d9742781af7332,rv,decision,DE,DE,25_34,female,student,usable_partial,TRUE,TRUE,31,NA,35,25,NA,NA,NA,45,35,NA,25,40,40,40,NA,30,NA,25,NA,NA,NA,NA,30,NA,45,NA,30,25,40,NA,45,35,NA
105,rv__5e35394d2149184e1a3d0450,rv,decision,GB,GB,25_34,female,employed,usable_partial,TRUE,TRUE,31,30,NA,NA,NA,NA,33,39,29,39,NA,NA,NA,NA,31,NA,33,37,NA,NA,NA,32,50,NA,50,NA,39,28,50,50,35,50,NA
107,rv__5e440e4f19962228cf949247,rv,decision,FR,FR,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,25,35,NA,NA,NA,25,NA,50,40,35,NA,40,NA,50,NA,50,25,30,30,NA,NA,NA,30,NA,NA,NA,50,30,30,40,30
108,rv__5e4f73d0ca55663b5b9d18b0,rv,decision,FR,FR,45_54,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,35,25,NA,NA,46,NA,50,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,25,NA,49,45,42,44,40,NA
111,rv__5e5cc9ce92d80948da643ebc,rv,decision,IT,IT,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,36,NA,43,36,NA,NA,41,NA,45,25,27,NA,42,33,NA,36,NA,50,45,35,46,50,31,43,50,NA
112,rv__5e6e14f53c76d23b934a67f3,rv,decision,IT,IT,25_34,female,student,usable_complete,TRUE,TRUE,32,26,33,NA,NA,42,NA,38,NA,NA,39,39,NA,NA,NA,NA,NA,NA,30,40,NA,40,32,NA,NA,NA,NA,31,38,40,36,25,25
114,rv__5e8244d17412d49657c3e6d8,rv,decision,DE,DE,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,26,NA,NA,NA,NA,28,38,25,26,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,26,NA,NA,NA,31,30,27,NA,29
115,rv__5e86116068b86421a020e345,rv,decision,PT,PT,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,25,NA,NA,NA,NA,NA,31,26,42,NA,36,NA,NA,26,29,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,39,NA,NA,28,NA
116,rv__5e86e0a50a340d32316afe9d,rv,decision,LV,LV,35_44,female,employed,usable_complete,TRUE,TRUE,32,41,50,25,NA,NA,50,32,NA,NA,50,50,NA,39,50,27,NA,NA,NA,NA,NA,NA,28,NA,49,27,NA,NA,NA,28,50,26,28
117,rv__5e8b11aaa9b690000bb6ae1f,rv,concerns2;decision,PL,PL,45_54,female,employed,usable_complete,TRUE,TRUE,32,27,30,29,28,33,NA,29,NA,32,29,NA,NA,34,26,NA,NA,NA,NA,30,31,NA,28,NA,38,25,NA,30,NA,NA,NA,NA,NA
118,rv__5e8f740429529124dfc3e7a5,rv,decision,PL,PL,25_34,male,student,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,29,NA,38,NA,NA,NA,38,NA,NA,32,NA
119,rv__5e92267dcc3d6c553eb8c817,rv,decision,PL,PL,25_34,male,employed,usable_partial,TRUE,TRUE,29,NA,35,NA,NA,35,NA,NA,30,NA,30,45,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,25,30,29,NA,35,NA,25,30,NA,NA
121,rv__5e9c3ff1cf719d151612648f,rv,concerns2;decision;energy_crisis;poverty,IT,IT,55_64,female,unknown,usable_complete,TRUE,TRUE,32,NA,25,50,NA,40,45,50,44,50,50,50,30,50,42,50,NA,50,25,40,35,50,NA,31,50,50,NA,30,45,NA,50,50,50
122,rv__5ea693e4c7977b01157ba82c,rv,decision,AT,AT,35_44,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,50,41,33,NA,50,NA,NA,50,NA,NA,NA,50,50,50,50,50,NA,50,50,26,32,50,50,37,50,50,50
123,rv__5ea8010daf54da1e951b8861,rv,decision,PL,PL,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,26,37,NA,NA,NA,NA,NA,NA,50,NA,37,NA,NA,29,46,NA,NA,34,NA,NA,NA,37,37,NA,NA,41,NA,34,NA,25
125,rv__5eb29fdddac67500082c1089,rv,decision,GB,GB,45_54,male,other,usable_complete,TRUE,TRUE,32,44,41,36,NA,50,NA,NA,50,30,50,48,50,42,NA,50,39,36,44,50,33,NA,25,NA,36,50,NA,NA,33,NA,40,29,NA
126,rv__5eb71d89ed8104645e640ad7,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,NA,26,NA,NA,NA,50,50,50,NA,NA,50,NA,50,50,NA,NA,NA,NA,NA,NA,50,50,NA,50,50,NA,50,50,50,50,50,50
128,rv__5ec96e3609117f0a67231842,rv,decision,IE,IE,55_64,male,employed,usable_complete,TRUE,TRUE,32,32,44,31,NA,40,45,26,40,45,49,41,47,41,50,50,32,34,30,35,36,NA,NA,NA,NA,26,NA,27,48,41,NA,34,29
129,rv__5eda1423dd2241017d85fd44,rv,decision,FI,FI,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,30,NA,25,NA,45,45,30,NA,25,35,25,NA,45,NA,25,30,NA,NA,NA,40,35,NA,NA,40,NA,NA,30,35,30,NA,NA
130,rv__5ee93e0226f9f0167b877dbe,rv,decision,GB,GB,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,rv__5eff6065cc8d32014292657f,rv,decision,GB,GB,35_44,female,employed,usable_partial,TRUE,TRUE,30,NA,40,NA,NA,NA,NA,35,35,30,NA,31,32,35,34,40,NA,NA,40,30,30,NA,50,25,50,43,40,40,50,50,50,50,30
133,rv__5f01b7e94738d231487f2911,rv,decision,CZ,CZ,35_44,male,employed,usable_complete,TRUE,TRUE,32,NA,30,30,NA,40,NA,NA,40,50,40,50,25,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,30,25,NA,40,35,NA,NA,NA,35
135,rv__5f10d13957b4763f401690e5,rv,decision,GB,GB,35_44,female,employed,usable_complete,TRUE,TRUE,32,30,50,50,30,50,50,50,50,50,50,30,50,50,30,50,50,50,NA,50,50,50,50,NA,50,50,NA,50,50,50,NA,50,50
137,rv__5f21ff288900cb4709dd49aa,rv,decision,IT,IT,65_plus,female,employed,usable_complete,TRUE,TRUE,32,29,27,34,25,28,36,37,35,40,38,42,36,33,35,26,30,34,34,41,32,36,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,rv__5f280cc370354e08a8f2895c,rv,decision,GB,GB,45_54,female,other,usable_complete,TRUE,TRUE,32,30,30,50,25,30,NA,50,50,NA,50,50,40,50,NA,40,50,40,30,30,35,50,48,30,25,50,NA,NA,50,50,50,50,25
139,rv__5f2af36061a10a452cd8dc4e,rv,decision,GB,GB,25_34,female,employed,usable_complete,TRUE,TRUE,32,50,49,NA,50,50,50,NA,NA,39,45,50,32,NA,37,49,42,35,NA,40,40,49,NA,41,47,NA,NA,41,NA,28,NA,NA,30
140,rv__5f2dcc4c7989510ff7699cab,rv,decision,DK,DK,25_34,female,student,usable_partial,TRUE,TRUE,31,NA,NA,30,NA,NA,50,50,NA,NA,NA,50,NA,36,50,NA,50,NA,50,50,NA,50,50,50,30,40,NA,50,50,50,30,50,50
142,rv__5f4c175e219f12824882c23d,rv,decision,PL,PL,18_24,male,student,usable_complete,TRUE,TRUE,32,35,NA,30,40,35,NA,50,30,30,50,40,30,30,25,25,NA,40,30,25,NA,50,30,NA,NA,25,NA,NA,50,40,40,50,30
143,rv__5f4d6c27b03547a378fcb44a,rv,decision,GR,GR,25_34,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,35,41,26,30,NA,40,NA,31,26,30,30,NA,29,30,NA,41,30,NA,NA,31,NA,NA,NA,50,25,35,NA,NA
144,rv__5f5b1fe3c6a95e22e2af8908,rv,decision,GB,GB,55_64,female,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,30,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,30,NA,40,NA,NA,NA,40,40,40,40,NA
146,rv__5f632ea32e85353d93872c67,rv,decision;energy_crisis,HU,HU,25_34,male,unknown,usable_complete,TRUE,TRUE,32,NA,50,NA,NA,NA,NA,39,32,NA,NA,NA,31,NA,NA,26,NA,30,NA,NA,NA,NA,NA,NA,NA,39,36,34,35,NA,34,NA,NA
147,rv__5f6cd5ce1758e90f12ae1123,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,30,NA,NA,NA,30,NA,25,NA,NA,35,NA,NA,NA,30,30,NA,NA,30,NA,NA,35,NA
150,rv__5f8c0f0018ada633f6d834e9,rv,decision,GR,GR,35_44,male,employed,usable_partial,TRUE,TRUE,31,30,50,25,NA,40,NA,50,NA,25,50,40,NA,NA,NA,NA,NA,50,25,30,NA,50,50,50,50,30,25,50,50,50,50,50,30
151,rv__5f92f97ed0f407056dfd3268,rv,decision,FR,FR,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,27,NA,NA,26,NA,NA,NA,NA
153,rv__5fa7c31cb18ef755c9d84b5a,rv,decision,GR,GR,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,NA,29,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,48,NA,NA,NA
154,rv__5fabbdb69389ea01dd402172,rv,decision,NA,UNKNOWN,unknown,unknown,unknown,usable_complete_limited_metadata,TRUE,TRUE,32,NA,NA,40,NA,NA,NA,25,NA,28,27,30,NA,30,NA,NA,NA,30,30,NA,NA,50,NA,NA,NA,NA,NA,NA,30,50,30,NA,NA
155,rv__5fb2d087a956be967181e2d1,rv,decision,PL,PL,25_34,female,unemployed,usable_complete,TRUE,TRUE,32,NA,35,NA,40,45,47,NA,NA,NA,45,NA,25,NA,40,25,NA,NA,25,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,30,30
156,rv__5fbbc75f884010d82bf37532,rv,decision;energy_crisis;poverty,PL,PL,25_34,male,unknown,usable_complete,TRUE,TRUE,32,27,NA,NA,27,NA,29,50,32,33,30,28,NA,31,NA,NA,NA,NA,NA,NA,NA,35,37,NA,31,36,NA,33,35,32,31,30,NA
158,rv__5fd2adf66655bf09907c7056,rv,decision,NL,NL,25_34,male,employed,usable_partial,TRUE,TRUE,31,30,40,NA,NA,NA,NA,NA,50,NA,25,50,NA,NA,NA,NA,NA,30,30,NA,NA,NA,50,30,50,NA,NA,50,50,50,50,50,NA
159,rv__5fe328a0a53c57f645dc0b19,rv,decision;energy_crisis;poverty,IT,IT,35_44,male,unknown,usable_complete,TRUE,TRUE,32,31,NA,36,NA,NA,40,39,NA,NA,NA,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,41,NA,33,41,NA
161,rv__600a9ab59e9b701db49fbec1,rv,decision,PT,PT,25_34,male,employed,usable_complete,TRUE,TRUE,32,NA,38,NA,NA,NA,NA,27,50,NA,25,NA,NA,NA,31,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
