bootstrap_id,consensus_factor,reference_factor,original_factor,alignment_similarity_pct
22,6,MR6,MR4,87.5
23,1,MR1,MR4,87.5
23,2,MR2,MR3,87.5
23,3,MR3,MR6,62.5
23,4,MR4,MR5,87.5
23,5,MR5,MR2,62.5
23,6,MR6,MR1,87.5
24,1,MR1,MR6,87.5
24,2,MR2,MR5,100
24,3,MR3,MR2,75
24,4,MR4,MR1,75
24,5,MR5,MR3,87.5
24,6,MR6,MR4,75
25,1,MR1,MR5,87.5
25,2,MR2,MR2,100
25,3,MR3,MR4,75
25,4,MR4,MR3,62.5
25,5,MR5,MR6,75
25,6,MR6,MR1,87.5
26,1,MR1,MR4,75
26,2,MR2,MR5,100
26,3,MR3,MR3,62.5
26,4,MR4,MR2,87.5
26,5,MR5,MR6,100
26,6,MR6,MR1,75
27,1,MR1,MR6,62.5
27,2,MR2,MR5,100
27,3,MR3,MR3,87.5
27,4,MR4,MR4,75
27,5,MR5,MR1,75
27,6,MR6,MR2,75
28,1,MR1,MR4,75
28,2,MR2,MR1,87.5
28,3,MR3,MR3,62.5
28,4,MR4,MR6,75
28,5,MR5,MR2,100
28,6,MR6,MR5,75
29,1,MR1,MR2,75
29,2,MR2,MR4,100
29,3,MR3,MR3,75
29,4,MR4,MR1,75
29,5,MR5,MR6,62.5
29,6,MR6,MR5,87.5
30,1,MR1,MR1,75
30,2,MR2,MR2,100
30,3,MR3,MR5,75
30,4,MR4,MR6,87.5
30,5,MR5,MR4,87.5
30,6,MR6,MR3,75
31,1,MR1,MR2,75
31,2,MR2,MR3,100
31,3,MR3,MR1,62.5
31,4,MR4,MR6,62.5
31,5,MR5,MR4,87.5
31,6,MR6,MR5,75
32,1,MR1,MR2,62.5
32,2,MR2,MR5,100
32,3,MR3,MR3,75
32,4,MR4,MR4,100
32,5,MR5,MR6,75
32,6,MR6,MR1,75
33,1,MR1,MR5,87.5
33,2,MR2,MR2,87.5
33,3,MR3,MR4,87.5
33,4,MR4,MR3,62.5
33,5,MR5,MR1,87.5
33,6,MR6,MR6,75
34,1,MR1,MR1,87.5
34,2,MR2,MR4,100
34,3,MR3,MR2,75
34,4,MR4,MR6,75
34,5,MR5,MR3,87.5
34,6,MR6,MR5,87.5
35,1,MR1,MR3,62.5
35,2,MR2,MR4,87.5
35,3,MR3,MR5,62.5
35,4,MR4,MR1,75
35,5,MR5,MR2,75
35,6,MR6,MR6,75
36,1,MR1,MR2,62.5
36,2,MR2,MR4,100
36,3,MR3,MR1,75
36,4,MR4,MR5,75
36,5,MR5,MR6,75
36,6,MR6,MR3,75
37,1,MR1,MR6,75
37,2,MR2,MR3,87.5
37,3,MR3,MR2,62.5
37,4,MR4,MR5,75
37,5,MR5,MR4,75
37,6,MR6,MR1,87.5
38,1,MR1,MR1,100
38,2,MR2,MR3,87.5
38,3,MR3,MR4,75
38,4,MR4,MR5,62.5
38,5,MR5,MR2,75
38,6,MR6,MR6,100
39,1,MR1,MR4,75
39,2,MR2,MR3,75
39,3,MR3,MR1,75
39,4,MR4,MR6,75
39,5,MR5,MR2,100
39,6,MR6,MR5,87.5
40,1,MR1,MR4,87.5
40,2,MR2,MR2,87.5
40,3,MR3,MR1,75
40,4,MR4,MR5,62.5
40,5,MR5,MR3,75
40,6,MR6,MR6,87.5
41,1,MR1,MR6,75
41,2,MR2,MR5,100
41,3,MR3,MR4,75
41,4,MR4,MR2,87.5
41,5,MR5,MR3,87.5
41,6,MR6,MR1,87.5
42,1,MR1,MR1,62.5
42,2,MR2,MR2,100
42,3,MR3,MR4,62.5
42,4,MR4,MR6,75
42,5,MR5,MR5,62.5
42,6,MR6,MR3,87.5
43,1,MR1,MR1,87.5
43,2,MR2,MR6,100
43,3,MR3,MR5,87.5
43,4,MR4,MR3,62.5
43,5,MR5,MR2,75
43,6,MR6,MR4,87.5
44,1,MR1,MR2,75
44,2,MR2,MR4,100
44,3,MR3,MR3,75
44,4,MR4,MR5,75
44,5,MR5,MR6,62.5
44,6,MR6,MR1,87.5
45,1,MR1,MR2,62.5
45,2,MR2,MR6,100
45,3,MR3,MR4,62.5
45,4,MR4,MR3,75
45,5,MR5,MR1,50
45,6,MR6,MR5,75
46,1,MR1,MR4,62.5
46,2,MR2,MR6,100
46,3,MR3,MR5,75
46,4,MR4,MR2,62.5
46,5,MR5,MR3,62.5
46,6,MR6,MR1,87.5
47,1,MR1,MR6,62.5
47,2,MR2,MR1,100
47,3,MR3,MR4,50
47,4,MR4,MR3,75
47,5,MR5,MR5,87.5
47,6,MR6,MR2,87.5
48,1,MR1,MR1,75
48,2,MR2,MR3,62.5
48,3,MR3,MR4,75
48,4,MR4,MR2,75
48,5,MR5,MR5,87.5
48,6,MR6,MR6,87.5
49,1,MR1,MR5,50
49,2,MR2,MR2,87.5
49,3,MR3,MR4,75
49,4,MR4,MR3,75
49,5,MR5,MR6,75
49,6,MR6,MR1,75
50,1,MR1,MR1,50
50,2,MR2,MR5,87.5
50,3,MR3,MR4,75
50,4,MR4,MR6,62.5
50,5,MR5,MR2,75
50,6,MR6,MR3,75
51,1,MR1,MR1,75
51,2,MR2,MR4,100
51,3,MR3,MR6,62.5
51,4,MR4,MR3,87.5
51,5,MR5,MR2,100
51,6,MR6,MR5,87.5
52,1,MR1,MR4,87.5
52,2,MR2,MR5,100
52,3,MR3,MR1,62.5
52,4,MR4,MR6,75
52,5,MR5,MR3,87.5
52,6,MR6,MR2,87.5
53,1,MR1,MR6,87.5
53,2,MR2,MR5,100
53,3,MR3,MR2,87.5
53,4,MR4,MR3,75
53,5,MR5,MR1,75
53,6,MR6,MR4,75
54,1,MR1,MR2,75
54,2,MR2,MR5,100
54,3,MR3,MR4,87.5
54,4,MR4,MR1,75
54,5,MR5,MR6,100
54,6,MR6,MR3,75
55,1,MR1,MR2,62.5
55,2,MR2,MR3,100
55,3,MR3,MR1,50
55,4,MR4,MR6,87.5
55,5,MR5,MR4,87.5
55,6,MR6,MR5,87.5
56,1,MR1,MR4,62.5
56,2,MR2,MR1,100
56,3,MR3,MR2,75
56,4,MR4,MR6,75
56,5,MR5,MR3,50
56,6,MR6,MR5,75
57,1,MR1,MR5,87.5
57,2,MR2,MR2,100
57,3,MR3,MR6,87.5
57,4,MR4,MR3,75
57,5,MR5,MR1,62.5
57,6,MR6,MR4,75
58,1,MR1,MR4,62.5
58,2,MR2,MR2,87.5
58,3,MR3,MR3,62.5
58,4,MR4,MR5,75
58,5,MR5,MR6,87.5
58,6,MR6,MR1,100
59,1,MR1,MR4,62.5
59,2,MR2,MR5,100
59,3,MR3,MR3,62.5
59,4,MR4,MR6,75
59,5,MR5,MR1,87.5
59,6,MR6,MR2,75
60,1,MR1,MR4,87.5
60,2,MR2,MR6,100
60,3,MR3,MR1,75
60,4,MR4,MR3,62.5
60,5,MR5,MR5,87.5
60,6,MR6,MR2,87.5
61,1,MR1,MR4,62.5
61,2,MR2,MR6,100
61,3,MR3,MR5,75
61,4,MR4,MR1,75
61,5,MR5,MR2,75
61,6,MR6,MR3,75
62,1,MR1,MR3,62.5
62,2,MR2,MR1,100
62,3,MR3,MR5,75
62,4,MR4,MR6,87.5
62,5,MR5,MR4,87.5
62,6,MR6,MR2,75
63,1,MR1,MR4,87.5
63,2,MR2,MR2,87.5
63,3,MR3,MR5,62.5
63,4,MR4,MR1,75
63,5,MR5,MR3,62.5
63,6,MR6,MR6,87.5
64,1,MR1,MR6,75
64,2,MR2,MR2,100
64,3,MR3,MR3,50
64,4,MR4,MR5,87.5
64,5,MR5,MR1,87.5
64,6,MR6,MR4,75
65,1,MR1,MR3,75
65,2,MR2,MR1,100
65,3,MR3,MR6,62.5
65,4,MR4,MR5,75
65,5,MR5,MR4,75
65,6,MR6,MR2,87.5
66,1,MR1,MR5,62.5
66,2,MR2,MR1,87.5
66,3,MR3,MR4,87.5
66,4,MR4,MR3,75
66,5,MR5,MR6,62.5
66,6,MR6,MR2,87.5
67,1,MR1,MR4,62.5
67,2,MR2,MR2,100
67,3,MR3,MR5,62.5
67,4,MR4,MR3,62.5
67,5,MR5,MR6,62.5
67,6,MR6,MR1,75
68,1,MR1,MR1,75
68,2,MR2,MR4,87.5
68,3,MR3,MR6,62.5
68,4,MR4,MR2,75
68,5,MR5,MR3,62.5
68,6,MR6,MR5,75
69,1,MR1,MR5,50
69,2,MR2,MR6,100
69,3,MR3,MR2,75
69,4,MR4,MR1,75
69,5,MR5,MR3,37.5
69,6,MR6,MR4,50
70,1,MR1,MR3,62.5
70,2,MR2,MR4,100
70,3,MR3,MR6,75
70,4,MR4,MR5,87.5
70,5,MR5,MR1,87.5
70,6,MR6,MR2,75
71,1,MR1,MR4,100
71,2,MR2,MR5,87.5
71,3,MR3,MR6,75
71,4,MR4,MR3,75
71,5,MR5,MR2,75
71,6,MR6,MR1,75
72,1,MR1,MR3,100
72,2,MR2,MR1,87.5
72,3,MR3,MR6,62.5
72,4,MR4,MR2,75
72,5,MR5,MR5,87.5
72,6,MR6,MR4,87.5
73,1,MR1,MR4,50
73,2,MR2,MR5,62.5
73,3,MR3,MR1,75
73,4,MR4,MR2,75
73,5,MR5,MR3,50
73,6,MR6,MR6,75
74,1,MR1,MR5,75
74,2,MR2,MR2,100
74,3,MR3,MR6,75
74,4,MR4,MR3,75
74,5,MR5,MR4,75
74,6,MR6,MR1,75
75,1,MR1,MR4,62.5
75,2,MR2,MR6,100
75,3,MR3,MR1,62.5
75,4,MR4,MR2,87.5
75,5,MR5,MR5,62.5
75,6,MR6,MR3,87.5
76,1,MR1,MR4,62.5
76,2,MR2,MR6,100
76,3,MR3,MR5,75
76,4,MR4,MR2,75
76,5,MR5,MR1,50
76,6,MR6,MR3,75
77,1,MR1,MR2,50
77,2,MR2,MR6,87.5
77,3,MR3,MR1,62.5
77,4,MR4,MR5,75
77,5,MR5,MR3,62.5
77,6,MR6,MR4,75
78,1,MR1,MR3,75
78,2,MR2,MR5,100
78,3,MR3,MR4,75
78,4,MR4,MR2,75
78,5,MR5,MR1,62.5
78,6,MR6,MR6,87.5
79,1,MR1,MR4,50
79,2,MR2,MR2,100
79,3,MR3,MR5,75
79,4,MR4,MR3,75
79,5,MR5,MR6,62.5
79,6,MR6,MR1,75
80,1,MR1,MR3,87.5
80,2,MR2,MR1,100
80,3,MR3,MR6,50
80,4,MR4,MR4,75
80,5,MR5,MR2,87.5
80,6,MR6,MR5,75
81,1,MR1,MR2,87.5
81,2,MR2,MR4,100
81,3,MR3,MR6,75
81,4,MR4,MR1,75
81,5,MR5,MR3,87.5
81,6,MR6,MR5,100
82,1,MR1,MR4,62.5
82,2,MR2,MR2,87.5
82,3,MR3,MR5,62.5
82,4,MR4,MR3,75
82,5,MR5,MR6,75
82,6,MR6,MR1,87.5
83,1,MR1,MR1,75
83,2,MR2,MR6,100
83,3,MR3,MR4,62.5
83,4,MR4,MR2,62.5
83,5,MR5,MR3,62.5
83,6,MR6,MR5,75
84,1,MR1,MR6,62.5
84,2,MR2,MR1,100
84,3,MR3,MR2,62.5
84,4,MR4,MR5,75
84,5,MR5,MR4,75
84,6,MR6,MR3,75
85,1,MR1,MR3,87.5
85,2,MR2,MR6,87.5
85,3,MR3,MR1,62.5
85,4,MR4,MR5,75
85,5,MR5,MR4,75
85,6,MR6,MR2,62.5
86,1,MR1,MR2,87.5
86,2,MR2,MR4,100
86,3,MR3,MR1,50
86,4,MR4,MR6,87.5
86,5,MR5,MR5,87.5
86,6,MR6,MR3,75
87,1,MR1,MR3,87.5
87,2,MR2,MR5,100
87,3,MR3,MR1,75
87,4,MR4,MR2,87.5
87,5,MR5,MR6,87.5
87,6,MR6,MR4,87.5
88,1,MR1,MR4,75
88,2,MR2,MR5,100
88,3,MR3,MR1,75
88,4,MR4,MR3,75
88,5,MR5,MR2,87.5
88,6,MR6,MR6,100
89,1,MR1,MR5,75
89,2,MR2,MR2,87.5
89,3,MR3,MR3,87.5
89,4,MR4,MR4,62.5
89,5,MR5,MR6,87.5
89,6,MR6,MR1,75
90,1,MR1,MR6,62.5
90,2,MR2,MR4,87.5
90,3,MR3,MR3,75
90,4,MR4,MR1,87.5
90,5,MR5,MR5,62.5
90,6,MR6,MR2,75
91,1,MR1,MR5,75
91,2,MR2,MR3,100
91,3,MR3,MR2,62.5
91,4,MR4,MR6,75
91,5,MR5,MR4,100
91,6,MR6,MR1,75
92,1,MR1,MR1,87.5
92,2,MR2,MR4,100
92,3,MR3,MR2,75
92,4,MR4,MR3,75
92,5,MR5,MR5,75
92,6,MR6,MR6,87.5
93,1,MR1,MR3,75
93,2,MR2,MR4,100
93,3,MR3,MR1,62.5
93,4,MR4,MR6,62.5
93,5,MR5,MR5,75
93,6,MR6,MR2,75
94,1,MR1,MR1,75
94,2,MR2,MR3,100
94,3,MR3,MR6,75
94,4,MR4,MR2,87.5
94,5,MR5,MR4,75
94,6,MR6,MR5,75
95,1,MR1,MR1,50
95,2,MR2,MR2,100
95,3,MR3,MR3,75
95,4,MR4,MR6,62.5
95,5,MR5,MR5,50
95,6,MR6,MR4,87.5
96,1,MR1,MR2,62.5
96,2,MR2,MR4,75
96,3,MR3,MR6,62.5
96,4,MR4,MR5,62.5
96,5,MR5,MR1,37.5
96,6,MR6,MR3,75
97,1,MR1,MR1,62.5
97,2,MR2,MR4,87.5
97,3,MR3,MR5,62.5
97,4,MR4,MR3,75
97,5,MR5,MR2,62.5
97,6,MR6,MR6,87.5
98,1,MR1,MR4,62.5
98,2,MR2,MR1,75
98,3,MR3,MR6,62.5
98,4,MR4,MR5,75
98,5,MR5,MR2,87.5
98,6,MR6,MR3,87.5
99,1,MR1,MR3,87.5
99,2,MR2,MR4,87.5
99,3,MR3,MR6,75
99,4,MR4,MR1,62.5
99,5,MR5,MR2,75
99,6,MR6,MR5,75
100,1,MR1,MR1,100
100,2,MR2,MR2,100
100,3,MR3,MR3,100
100,4,MR4,MR4,100
100,5,MR5,MR5,100
100,6,MR6,MR6,100
