analysis_sample,weighting,method,matrix_name,d_det,d_hamming,n_prototypes_used,n_bootstraps,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,radius_can_cover_any_pattern
LATAM,equal_element,EFA,matrix_32_z_abs,9,6,12,100,1938,75.76666666666667,16.733333333333334,1,18,6,6,66.66666666666667,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,9,8,12,100,1938,94.73333333333333,17.666666666666668,0.6,18,8,5,55.55555555555556,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,9,10,11,100,1938,100,20.266666666666666,0.06666666666666667,18,10,4,44.44444444444444,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,0,12,100,2120,9.166666666666666,1.6333333333333333,0.4666666666666667,20,0,10,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,2,12,100,2120,25.133333333333333,10.333333333333334,0.8333333333333334,20,2,9,90,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,4,12,100,2120,44.53333333333333,16.166666666666668,3.8333333333333335,20,4,8,80,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,6,12,100,2120,63.666666666666664,16.666666666666668,0.5666666666666667,20,6,7,70,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,8,12,100,2120,88.66666666666667,16.966666666666665,1.6666666666666667,20,8,6,60,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,10,10,12,100,2120,99.63333333333334,19.166666666666668,0.9,20,10,5,50,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,0,12,100,2278,7.533333333333333,1.0666666666666667,0.26666666666666666,22,0,11,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,2,12,100,2278,21.3,8.2,0.4,22,2,10,90.9090909090909,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,4,12,100,2278,41,14.866666666666667,1.4333333333333333,22,4,9,81.81818181818181,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,6,12,100,2278,61.46666666666667,16.4,1.5333333333333334,22,6,8,72.72727272727273,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,8,12,100,2278,84.6,16.9,1.4333333333333333,22,8,7,63.63636363636363,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,11,10,12,100,2278,98.43333333333334,18.833333333333332,1.2,22,10,6,54.54545454545455,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,0,12,100,2381,6.233333333333333,0.9333333333333333,0.26666666666666666,24,0,12,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,2,12,100,2381,18,5.866666666666666,0.3,24,2,11,91.66666666666667,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,4,12,100,2381,32.36666666666667,13.433333333333334,2.2,24,4,10,83.33333333333333,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,6,12,100,2381,53.5,16.3,1,24,6,9,75,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,8,12,100,2381,75.56666666666666,16.966666666666665,0.8333333333333334,24,8,8,66.66666666666667,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,12,10,12,100,2381,95.13333333333334,18.666666666666668,0.5666666666666667,24,10,7,58.333333333333336,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,0,12,100,2489,4.633333333333334,0.9,0.23333333333333334,26,0,13,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,2,12,100,2489,14.7,5.9,0.36666666666666664,26,2,12,92.3076923076923,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,4,12,100,2489,30.266666666666666,12.1,0.7333333333333333,26,4,11,84.61538461538461,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,6,12,100,2489,50.2,15.8,1.1,26,6,10,76.92307692307692,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,8,12,100,2489,73.6,16.766666666666666,2.2333333333333334,26,8,9,69.23076923076923,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,13,10,12,100,2489,92.73333333333333,18.533333333333335,0.5333333333333333,26,10,8,61.53846153846154,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,0,12,100,2584,4.633333333333334,0.9666666666666667,0.2,28,0,14,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,2,12,100,2584,12,4.833333333333333,0.4,28,2,13,92.85714285714286,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,4,12,100,2584,25.966666666666665,11.266666666666667,0.4666666666666667,28,4,12,85.71428571428571,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,6,12,100,2584,46.266666666666666,15.2,1.7,28,6,11,78.57142857142857,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,8,12,100,2584,70.2,16.866666666666667,1.1666666666666667,28,8,10,71.42857142857143,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,14,10,12,100,2584,90.73333333333333,18.333333333333332,3.1333333333333333,28,10,9,64.28571428571429,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,0,12,100,2615,4.133333333333334,0.7,0.2,30,0,15,100,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,2,12,100,2615,11.6,4.9,0.4666666666666667,30,2,14,93.33333333333333,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,4,12,100,2615,22.933333333333334,10.6,0.7,30,4,13,86.66666666666667,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,6,12,100,2615,39.766666666666666,14.9,0.43333333333333335,30,6,12,80,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,8,12,100,2615,59.166666666666664,16.7,0.6,30,8,11,73.33333333333333,FALSE
LATAM,equal_element,EFA,matrix_32_z_abs,15,10,12,100,2615,84.56666666666666,18.633333333333333,0.7333333333333333,30,10,10,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,0,12,100,1237,19.1,8.066666666666666,0.6666666666666666,16,0,8,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,2,12,100,1237,56.56666666666667,15.033333333333333,1.2333333333333334,16,2,7,87.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,4,12,100,1237,93.06666666666666,18.333333333333332,0.7333333333333333,16,4,6,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,6,12,100,1237,98.66666666666667,24.5,0.2,16,6,5,62.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,8,8,100,1237,100,42.96666666666667,0.1,16,8,4,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,8,10,6,100,1237,100,60.166666666666664,0.03333333333333333,16,10,3,37.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,0,12,100,1328,19.233333333333334,5.9,0.7,18,0,9,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,2,12,100,1328,57.06666666666667,15.6,0.9333333333333333,18,2,8,88.88888888888889,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,4,12,100,1328,89.23333333333333,18.3,1.2333333333333334,18,4,7,77.77777777777777,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,6,12,100,1328,98.36666666666666,26.966666666666665,0.03333333333333333,18,6,6,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,8,12,100,1328,99.96666666666667,44.86666666666667,0.06666666666666667,18,8,5,55.55555555555556,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,9,10,6,100,1328,100,62.266666666666666,0.06666666666666667,18,10,4,44.44444444444444,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,0,12,100,1432,15.866666666666667,5.933333333333334,0.6333333333333333,20,0,10,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,2,12,100,1432,53.166666666666664,14.1,1.9333333333333333,20,2,9,90,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,4,12,100,1432,85.7,18.133333333333333,0.7,20,4,8,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,6,12,100,1432,97.66666666666667,22.9,0.16666666666666666,20,6,7,70,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,8,12,100,1432,99.2,36.4,0.03333333333333333,20,8,6,60,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,10,10,9,100,1432,100,53.2,0.03333333333333333,20,10,5,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,0,12,100,1552,13.066666666666666,3.2333333333333334,0.6666666666666666,22,0,11,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,2,12,100,1552,45.4,12.766666666666667,0.8333333333333334,22,2,10,90.9090909090909,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,4,12,100,1552,84.46666666666667,17.066666666666666,0.23333333333333334,22,4,9,81.81818181818181,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,6,12,100,1552,97,22.433333333333334,0.26666666666666666,22,6,8,72.72727272727273,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,8,12,100,1552,99.23333333333333,35.46666666666667,0.13333333333333333,22,8,7,63.63636363636363,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,11,10,11,100,1552,100,49.9,0.03333333333333333,22,10,6,54.54545454545455,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,0,12,100,1648,10.3,1.8333333333333333,0.5333333333333333,24,0,12,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,2,12,100,1648,41.1,10.233333333333333,1,24,2,11,91.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,4,12,100,1648,78.93333333333334,15.933333333333334,1.5333333333333334,24,4,10,83.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,6,12,100,1648,94.8,22.2,0.06666666666666667,24,6,9,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,8,12,100,1648,98.83333333333333,35.03333333333333,0.03333333333333333,24,8,8,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,12,10,12,100,1648,99.96666666666667,50.86666666666667,0.1,24,10,7,58.333333333333336,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,0,12,100,1727,8.733333333333333,1.0666666666666667,0.5,26,0,13,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,2,12,100,1727,40.333333333333336,6.966666666666667,2.1333333333333333,26,2,12,92.3076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,4,12,100,1727,76.2,18.433333333333334,1.1,26,4,11,84.61538461538461,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,6,12,100,1727,94.6,32.1,0.9333333333333333,26,6,10,76.92307692307692,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,8,12,100,1727,98.9,43.8,0.1,26,8,9,69.23076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,13,10,12,100,1727,99.83333333333333,58.1,0.06666666666666667,26,10,8,61.53846153846154,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,0,12,100,1819,9.333333333333334,1.2666666666666666,0.5333333333333333,28,0,14,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,2,12,100,1819,39.13333333333333,5.166666666666667,2.066666666666667,28,2,13,92.85714285714286,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,4,12,100,1819,71.13333333333334,12.7,0.9666666666666667,28,4,12,85.71428571428571,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,6,12,100,1819,92.1,19.766666666666666,1.3666666666666667,28,6,11,78.57142857142857,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,8,12,100,1819,98.3,28.033333333333335,0.23333333333333334,28,8,10,71.42857142857143,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,14,10,12,100,1819,99.53333333333333,43.733333333333334,0.03333333333333333,28,10,9,64.28571428571429,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,0,12,100,1868,9.6,1.3,0.5,30,0,15,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,2,12,100,1868,37.233333333333334,5.7,1.1333333333333333,30,2,14,93.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,4,12,100,1868,68.3,17.466666666666665,2.5,30,4,13,86.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,6,12,100,1868,89.36666666666666,34.36666666666667,1.0666666666666667,30,6,12,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,8,12,100,1868,97.53333333333333,48.166666666666664,0.3333333333333333,30,8,11,73.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_ext_0_1,15,10,12,100,1868,99.46666666666667,58.86666666666667,0.03333333333333333,30,10,10,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,0,12,100,816,26.866666666666667,4.766666666666667,1.4,16,0,8,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,2,12,100,816,77.23333333333333,24.666666666666668,2.1,16,2,7,87.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,4,12,100,816,97,57.06666666666667,1.8,16,4,6,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,6,12,100,816,100,82.03333333333333,0.16666666666666666,16,6,5,62.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,8,5,100,816,100,95.73333333333333,0.16666666666666666,16,8,4,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,8,10,3,100,816,100,99.53333333333333,0.06666666666666667,16,10,3,37.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,0,12,100,831,27.233333333333334,4.033333333333333,1,18,0,9,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,2,12,100,831,76.06666666666666,10.133333333333333,1.5333333333333334,18,2,8,88.88888888888889,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,4,12,100,831,95.63333333333334,18.866666666666667,0.3333333333333333,18,4,7,77.77777777777777,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,6,12,100,831,99.63333333333334,36.833333333333336,0.1,18,6,6,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,8,9,100,831,100,60.833333333333336,0.03333333333333333,18,8,5,55.55555555555556,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,9,10,4,100,831,100,85.7,0.4,18,10,4,44.44444444444444,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,0,12,100,844,25.2,3.966666666666667,1.1,20,0,10,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,2,12,100,844,71.63333333333334,16.033333333333335,0.9333333333333333,20,2,9,90,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,4,12,100,844,95.36666666666666,35.5,0.16666666666666666,20,4,8,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,6,12,100,844,99.5,59.733333333333334,0.16666666666666666,20,6,7,70,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,8,9,100,844,100,82.7,0.06666666666666667,20,8,6,60,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,10,10,4,100,844,100,96.83333333333333,0.13333333333333333,20,10,5,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,0,12,100,861,26.2,4.933333333333334,1.2,22,0,11,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,2,12,100,861,73.06666666666666,18.033333333333335,1.2666666666666666,22,2,10,90.9090909090909,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,4,12,100,861,94.8,35.2,0.7,22,4,9,81.81818181818181,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,6,12,100,861,99.66666666666667,55.63333333333333,0.06666666666666667,22,6,8,72.72727272727273,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,8,8,100,861,100,80.53333333333333,0.03333333333333333,22,8,7,63.63636363636363,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,11,10,5,100,861,100,97.43333333333334,0.1,22,10,6,54.54545454545455,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,0,12,100,887,25.9,5.333333333333333,1.1,24,0,12,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,2,12,100,887,72.2,14.333333333333334,2.2,24,2,11,91.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,4,12,100,887,93.56666666666666,30.066666666666666,0.5,24,4,10,83.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,6,12,100,887,99.5,52.93333333333333,0.1,24,6,9,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,8,8,100,887,100,75.9,0.03333333333333333,24,8,8,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,12,10,6,100,887,100,95.43333333333334,0.1,24,10,7,58.333333333333336,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,0,12,100,899,26.933333333333334,4.733333333333333,1.4666666666666666,26,0,13,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,2,12,100,899,69.83333333333333,22.4,1,26,2,12,92.3076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,4,12,100,899,94.5,42.833333333333336,0.5,26,4,11,84.61538461538461,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,6,12,100,899,99.56666666666666,62.7,0.1,26,6,10,76.92307692307692,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,8,11,100,899,100,82.26666666666667,0.03333333333333333,26,8,9,69.23076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,13,10,5,100,899,100,95.96666666666667,0.03333333333333333,26,10,8,61.53846153846154,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,0,12,100,919,26.066666666666666,7.133333333333334,1.0666666666666667,28,0,14,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,2,12,100,919,70.96666666666667,24.3,2.2666666666666666,28,2,13,92.85714285714286,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,4,12,100,919,93.46666666666667,43.86666666666667,0.6666666666666666,28,4,12,85.71428571428571,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,6,12,100,919,99.53333333333333,65.53333333333333,0.1,28,6,11,78.57142857142857,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,8,10,100,919,100,81.7,0.03333333333333333,28,8,10,71.42857142857143,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,14,10,5,100,919,100,93.5,0.03333333333333333,28,10,9,64.28571428571429,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,0,12,100,923,29.133333333333333,5.866666666666666,1.1,30,0,15,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,2,12,100,923,73.26666666666667,20.866666666666667,2.2333333333333334,30,2,14,93.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,4,12,100,923,94.23333333333333,43.733333333333334,1.0333333333333334,30,4,13,86.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,6,12,100,923,99.26666666666667,67.36666666666666,0.1,30,6,12,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,8,9,100,923,100,83.76666666666667,0.06666666666666667,30,8,11,73.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_pos_0_1,15,10,6,100,923,100,95.26666666666667,0.03333333333333333,30,10,10,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,0,12,100,946,18.6,2.4,1.0666666666666667,16,0,8,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,2,12,100,946,69.23333333333333,10.133333333333333,1.6666666666666667,16,2,7,87.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,4,12,100,946,93.9,19.566666666666666,0.13333333333333333,16,4,6,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,6,12,100,946,99.23333333333333,27.133333333333333,0.6,16,6,5,62.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,8,12,100,946,100,37.233333333333334,0.03333333333333333,16,8,4,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,8,10,4,100,946,100,51.266666666666666,0.16666666666666666,16,10,3,37.5,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,0,12,100,1037,17.3,2.433333333333333,0.8666666666666667,18,0,9,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,2,12,100,1037,63.8,9.7,1.5666666666666667,18,2,8,88.88888888888889,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,4,12,100,1037,91.13333333333334,22.266666666666666,0.13333333333333333,18,4,7,77.77777777777777,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,6,12,100,1037,98.86666666666666,44.2,0.13333333333333333,18,6,6,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,8,12,100,1037,99.83333333333333,63.63333333333333,0.06666666666666667,18,8,5,55.55555555555556,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,9,10,7,100,1037,100,73.56666666666666,0.03333333333333333,18,10,4,44.44444444444444,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,0,12,100,1134,15.366666666666667,2.5,0.8,20,0,10,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,2,12,100,1134,61.56666666666667,10.2,1.4666666666666666,20,2,9,90,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,4,12,100,1134,90.63333333333334,20.2,0.13333333333333333,20,4,8,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,6,12,100,1134,97.6,39.2,0.6333333333333333,20,6,7,70,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,8,12,100,1134,99.86666666666666,76.3,0.03333333333333333,20,8,6,60,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,10,10,8,100,1134,100,93.13333333333334,0.23333333333333334,20,10,5,50,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,0,12,100,1188,14.866666666666667,2.066666666666667,0.7333333333333333,22,0,11,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,2,12,100,1188,56.56666666666667,10.2,2.1666666666666665,22,2,10,90.9090909090909,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,4,12,100,1188,90.9,20.433333333333334,0.2,22,4,9,81.81818181818181,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,6,12,100,1188,97.2,41.2,0.6333333333333333,22,6,8,72.72727272727273,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,8,12,100,1188,99.53333333333333,71.7,0.06666666666666667,22,8,7,63.63636363636363,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,11,10,10,100,1188,100,92.06666666666666,0.1,22,10,6,54.54545454545455,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,0,12,100,1207,13.3,2.1666666666666665,0.7,24,0,12,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,2,12,100,1207,56.733333333333334,8.366666666666667,3.4,24,2,11,91.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,4,12,100,1207,87.4,16.266666666666666,0.13333333333333333,24,4,10,83.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,6,12,100,1207,96.93333333333334,26.4,1,24,6,9,75,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,8,12,100,1207,99.43333333333334,41.06666666666667,0.1,24,8,8,66.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,12,10,11,100,1207,100,55.03333333333333,0.03333333333333333,24,10,7,58.333333333333336,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,0,12,100,1209,13,2.3333333333333335,0.6666666666666666,26,0,13,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,2,12,100,1209,53.63333333333333,7.466666666666667,2.1,26,2,12,92.3076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,4,12,100,1209,87.6,16.266666666666666,0.8666666666666667,26,4,11,84.61538461538461,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,6,12,100,1209,96.36666666666666,27.633333333333333,0.23333333333333334,26,6,10,76.92307692307692,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,8,12,100,1209,99.13333333333334,45.36666666666667,0.16666666666666666,26,8,9,69.23076923076923,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,13,10,12,100,1209,99.9,57.1,0.1,26,10,8,61.53846153846154,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,0,12,100,1179,16.333333333333332,2.6333333333333333,0.8,28,0,14,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,2,12,100,1179,56.766666666666666,8.633333333333333,2.6666666666666665,28,2,13,92.85714285714286,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,4,12,100,1179,86.1,15.833333333333334,0.13333333333333333,28,4,12,85.71428571428571,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,6,12,100,1179,96.53333333333333,32.1,0.9666666666666667,28,6,11,78.57142857142857,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,8,12,100,1179,98.5,62.666666666666664,0.2,28,8,10,71.42857142857143,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,14,10,12,100,1179,99.73333333333333,83,0.06666666666666667,28,10,9,64.28571428571429,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,0,12,100,1117,16.966666666666665,2.8333333333333335,0.8666666666666667,30,0,15,100,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,2,12,100,1117,62.666666666666664,16.333333333333332,1.2,30,2,14,93.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,4,12,100,1117,87.5,31.333333333333332,0.13333333333333333,30,4,13,86.66666666666667,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,6,12,100,1117,95.13333333333334,46.4,0.7333333333333333,30,6,12,80,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,8,12,100,1117,98.5,59.333333333333336,0.06666666666666667,30,8,11,73.33333333333333,FALSE
LATAM,equal_element,KMEANS,matrix_32_raw_0_1,15,10,12,100,1117,99.9,65.16666666666667,0.03333333333333333,30,10,10,66.66666666666667,FALSE
