analysis_sample,weighting,method,matrix_name,d_det,d_hamming,coverage_threshold,first_prototype_reaching_threshold,max_coverage_available,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,radius_can_cover_any_pattern
EUROPE,equal_element,EFA,matrix_32_pos_0_1,10,10,90,6,99.7,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,10,10,95,6,99.7,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,0,80,NA,11.066666666666666,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,0,85,NA,11.066666666666666,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,0,90,NA,11.066666666666666,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,0,95,NA,11.066666666666666,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,2,80,NA,33.13333333333333,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,2,85,NA,33.13333333333333,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,2,90,NA,33.13333333333333,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,2,95,NA,33.13333333333333,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,4,80,NA,56.333333333333336,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,4,85,NA,56.333333333333336,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,4,90,NA,56.333333333333336,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,4,95,NA,56.333333333333336,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,6,80,11,81.33333333333333,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,6,85,NA,81.33333333333333,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,6,90,NA,81.33333333333333,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,6,95,NA,81.33333333333333,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,8,80,6,94.23333333333333,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,8,85,6,94.23333333333333,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,8,90,9,94.23333333333333,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,8,95,NA,94.23333333333333,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,10,80,5,99.56666666666666,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,10,85,5,99.56666666666666,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,10,90,6,99.56666666666666,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,11,10,95,6,99.56666666666666,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,0,80,NA,9.033333333333333,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,0,85,NA,9.033333333333333,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,0,90,NA,9.033333333333333,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,0,95,NA,9.033333333333333,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,2,80,NA,28.333333333333332,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,2,85,NA,28.333333333333332,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,2,90,NA,28.333333333333332,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,2,95,NA,28.333333333333332,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,4,80,NA,50.233333333333334,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,4,85,NA,50.233333333333334,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,4,90,NA,50.233333333333334,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,4,95,NA,50.233333333333334,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,6,80,NA,75.2,24,6,9,75,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,6,85,NA,75.2,24,6,9,75,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,6,90,NA,75.2,24,6,9,75,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,6,95,NA,75.2,24,6,9,75,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,8,80,7,89.76666666666667,24,8,8,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,8,85,8,89.76666666666667,24,8,8,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,8,90,NA,89.76666666666667,24,8,8,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,8,95,NA,89.76666666666667,24,8,8,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,10,80,5,99.06666666666666,24,10,7,58.333333333333336,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,10,85,5,99.06666666666666,24,10,7,58.333333333333336,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,10,90,5,99.06666666666666,24,10,7,58.333333333333336,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,12,10,95,7,99.06666666666666,24,10,7,58.333333333333336,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,0,80,NA,8.266666666666667,26,0,13,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,0,85,NA,8.266666666666667,26,0,13,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,0,90,NA,8.266666666666667,26,0,13,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,0,95,NA,8.266666666666667,26,0,13,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,2,80,NA,26.266666666666666,26,2,12,92.3076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,2,85,NA,26.266666666666666,26,2,12,92.3076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,2,90,NA,26.266666666666666,26,2,12,92.3076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,2,95,NA,26.266666666666666,26,2,12,92.3076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,4,80,NA,45.333333333333336,26,4,11,84.61538461538461,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,4,85,NA,45.333333333333336,26,4,11,84.61538461538461,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,4,90,NA,45.333333333333336,26,4,11,84.61538461538461,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,4,95,NA,45.333333333333336,26,4,11,84.61538461538461,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,6,80,NA,68.23333333333333,26,6,10,76.92307692307692,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,6,85,NA,68.23333333333333,26,6,10,76.92307692307692,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,6,90,NA,68.23333333333333,26,6,10,76.92307692307692,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,6,95,NA,68.23333333333333,26,6,10,76.92307692307692,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,8,80,8,88.63333333333334,26,8,9,69.23076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,8,85,10,88.63333333333334,26,8,9,69.23076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,8,90,NA,88.63333333333334,26,8,9,69.23076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,8,95,NA,88.63333333333334,26,8,9,69.23076923076923,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,10,80,5,97.8,26,10,8,61.53846153846154,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,10,85,5,97.8,26,10,8,61.53846153846154,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,10,90,6,97.8,26,10,8,61.53846153846154,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,13,10,95,9,97.8,26,10,8,61.53846153846154,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,0,80,NA,7.9,28,0,14,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,0,85,NA,7.9,28,0,14,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,0,90,NA,7.9,28,0,14,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,0,95,NA,7.9,28,0,14,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,2,80,NA,25.433333333333334,28,2,13,92.85714285714286,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,2,85,NA,25.433333333333334,28,2,13,92.85714285714286,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,2,90,NA,25.433333333333334,28,2,13,92.85714285714286,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,2,95,NA,25.433333333333334,28,2,13,92.85714285714286,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,4,80,NA,42.86666666666667,28,4,12,85.71428571428571,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,4,85,NA,42.86666666666667,28,4,12,85.71428571428571,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,4,90,NA,42.86666666666667,28,4,12,85.71428571428571,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,4,95,NA,42.86666666666667,28,4,12,85.71428571428571,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,6,80,NA,64.76666666666667,28,6,11,78.57142857142857,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,6,85,NA,64.76666666666667,28,6,11,78.57142857142857,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,6,90,NA,64.76666666666667,28,6,11,78.57142857142857,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,6,95,NA,64.76666666666667,28,6,11,78.57142857142857,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,8,80,9,86.2,28,8,10,71.42857142857143,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,8,85,12,86.2,28,8,10,71.42857142857143,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,8,90,NA,86.2,28,8,10,71.42857142857143,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,8,95,NA,86.2,28,8,10,71.42857142857143,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,10,80,5,94.63333333333334,28,10,9,64.28571428571429,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,10,85,5,94.63333333333334,28,10,9,64.28571428571429,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,10,90,7,94.63333333333334,28,10,9,64.28571428571429,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,14,10,95,NA,94.63333333333334,28,10,9,64.28571428571429,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,0,80,NA,6,30,0,15,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,0,85,NA,6,30,0,15,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,0,90,NA,6,30,0,15,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,0,95,NA,6,30,0,15,100,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,2,80,NA,22.5,30,2,14,93.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,2,85,NA,22.5,30,2,14,93.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,2,90,NA,22.5,30,2,14,93.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,2,95,NA,22.5,30,2,14,93.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,4,80,NA,40.5,30,4,13,86.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,4,85,NA,40.5,30,4,13,86.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,4,90,NA,40.5,30,4,13,86.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,4,95,NA,40.5,30,4,13,86.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,6,80,NA,64.3,30,6,12,80,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,6,85,NA,64.3,30,6,12,80,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,6,90,NA,64.3,30,6,12,80,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,6,95,NA,64.3,30,6,12,80,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,8,80,NA,76.03333333333333,30,8,11,73.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,8,85,NA,76.03333333333333,30,8,11,73.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,8,90,NA,76.03333333333333,30,8,11,73.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,8,95,NA,76.03333333333333,30,8,11,73.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,10,80,5,95.43333333333334,30,10,10,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,10,85,6,95.43333333333334,30,10,10,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,10,90,8,95.43333333333334,30,10,10,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_pos_0_1,15,10,95,11,95.43333333333334,30,10,10,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,0,80,NA,24.533333333333335,16,0,8,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,0,85,NA,24.533333333333335,16,0,8,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,0,90,NA,24.533333333333335,16,0,8,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,0,95,NA,24.533333333333335,16,0,8,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,2,80,NA,54.733333333333334,16,2,7,87.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,2,85,NA,54.733333333333334,16,2,7,87.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,2,90,NA,54.733333333333334,16,2,7,87.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,2,95,NA,54.733333333333334,16,2,7,87.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,4,80,9,83.53333333333333,16,4,6,75,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,4,85,NA,83.53333333333333,16,4,6,75,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,4,90,NA,83.53333333333333,16,4,6,75,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,4,95,NA,83.53333333333333,16,4,6,75,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,6,80,6,96.4,16,6,5,62.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,6,85,6,96.4,16,6,5,62.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,6,90,7,96.4,16,6,5,62.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,6,95,11,96.4,16,6,5,62.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,8,80,4,99.8,16,8,4,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,8,85,5,99.8,16,8,4,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,8,90,5,99.8,16,8,4,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,8,95,5,99.8,16,8,4,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,10,80,4,100,16,10,3,37.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,10,85,4,100,16,10,3,37.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,10,90,4,100,16,10,3,37.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,8,10,95,4,100,16,10,3,37.5,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,0,80,NA,23.4,18,0,9,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,0,85,NA,23.4,18,0,9,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,0,90,NA,23.4,18,0,9,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,0,95,NA,23.4,18,0,9,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,2,80,NA,48.333333333333336,18,2,8,88.88888888888889,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,2,85,NA,48.333333333333336,18,2,8,88.88888888888889,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,2,90,NA,48.333333333333336,18,2,8,88.88888888888889,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,2,95,NA,48.333333333333336,18,2,8,88.88888888888889,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,4,80,NA,75.9,18,4,7,77.77777777777777,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,4,85,NA,75.9,18,4,7,77.77777777777777,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,4,90,NA,75.9,18,4,7,77.77777777777777,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,4,95,NA,75.9,18,4,7,77.77777777777777,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,6,80,7,93.16666666666667,18,6,6,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,6,85,8,93.16666666666667,18,6,6,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,6,90,9,93.16666666666667,18,6,6,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,6,95,NA,93.16666666666667,18,6,6,66.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,8,80,5,99.03333333333333,18,8,5,55.55555555555556,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,8,85,5,99.03333333333333,18,8,5,55.55555555555556,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,8,90,5,99.03333333333333,18,8,5,55.55555555555556,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,8,95,7,99.03333333333333,18,8,5,55.55555555555556,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,10,80,4,100,18,10,4,44.44444444444444,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,10,85,4,100,18,10,4,44.44444444444444,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,10,90,4,100,18,10,4,44.44444444444444,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,9,10,95,4,100,18,10,4,44.44444444444444,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,0,80,NA,18.5,20,0,10,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,0,85,NA,18.5,20,0,10,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,0,90,NA,18.5,20,0,10,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,0,95,NA,18.5,20,0,10,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,2,80,NA,41.833333333333336,20,2,9,90,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,2,85,NA,41.833333333333336,20,2,9,90,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,2,90,NA,41.833333333333336,20,2,9,90,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,2,95,NA,41.833333333333336,20,2,9,90,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,4,80,NA,67.63333333333334,20,4,8,80,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,4,85,NA,67.63333333333334,20,4,8,80,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,4,90,NA,67.63333333333334,20,4,8,80,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,4,95,NA,67.63333333333334,20,4,8,80,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,6,80,9,88.83333333333333,20,6,7,70,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,6,85,11,88.83333333333333,20,6,7,70,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,6,90,NA,88.83333333333333,20,6,7,70,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,6,95,NA,88.83333333333333,20,6,7,70,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,8,80,6,97.86666666666666,20,8,6,60,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,8,85,6,97.86666666666666,20,8,6,60,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,8,90,7,97.86666666666666,20,8,6,60,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,8,95,9,97.86666666666666,20,8,6,60,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,10,80,4,99.86666666666666,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,10,85,4,99.86666666666666,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,10,90,4,99.86666666666666,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,10,10,95,5,99.86666666666666,20,10,5,50,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,0,80,NA,14.833333333333334,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,0,85,NA,14.833333333333334,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,0,90,NA,14.833333333333334,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,0,95,NA,14.833333333333334,22,0,11,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,2,80,NA,39.333333333333336,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,2,85,NA,39.333333333333336,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,2,90,NA,39.333333333333336,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,2,95,NA,39.333333333333336,22,2,10,90.9090909090909,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,4,80,NA,63.3,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,4,85,NA,63.3,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,4,90,NA,63.3,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,4,95,NA,63.3,22,4,9,81.81818181818181,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,6,80,11,81.06666666666666,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,6,85,NA,81.06666666666666,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,6,90,NA,81.06666666666666,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,6,95,NA,81.06666666666666,22,6,8,72.72727272727273,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,8,80,7,95.36666666666666,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,8,85,7,95.36666666666666,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,8,90,8,95.36666666666666,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,8,95,12,95.36666666666666,22,8,7,63.63636363636363,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,10,80,4,99.16666666666667,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,10,85,5,99.16666666666667,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,10,90,5,99.16666666666667,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,11,10,95,6,99.16666666666667,22,10,6,54.54545454545455,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,0,80,NA,12.333333333333334,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,0,85,NA,12.333333333333334,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,0,90,NA,12.333333333333334,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,0,95,NA,12.333333333333334,24,0,12,100,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,2,80,NA,34.46666666666667,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,2,85,NA,34.46666666666667,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,2,90,NA,34.46666666666667,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,2,95,NA,34.46666666666667,24,2,11,91.66666666666667,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,4,80,NA,54.36666666666667,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,4,85,NA,54.36666666666667,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,4,90,NA,54.36666666666667,24,4,10,83.33333333333333,FALSE
EUROPE,equal_element,EFA,matrix_32_raw_0_1,12,4,95,NA,54.36666666666667,24,4,10,83.33333333333333,FALSE
