method,matrix_name,d_det,d_hamming,n_prototypes_used,n_bootstraps,n_unique_patterns,final_covered_pct,first_prototype_covered_pct,last_prototype_increment_pct,pool_weighting,max_possible_hamming,effective_hamming_radius,min_common_determinants,min_common_pct,odd_radius_redundant,radius_can_cover_any_pattern
EFA,matrix_32_ext_0_1,12,6,12,100,2296,58.58285714285543,14.895476190475733,0.8697619047618791,equal_candidate,24,6,9,75,FALSE,FALSE
EFA,matrix_32_ext_0_1,12,7,12,100,2296,58.58285714285543,14.895476190475733,0.8697619047618791,equal_candidate,24,6,9,75,TRUE,FALSE
EFA,matrix_32_ext_0_1,12,8,12,100,2296,77.36309523809304,21.880714285713697,0.8216666666666425,equal_candidate,24,8,8,66.66666666666667,FALSE,FALSE
EFA,matrix_32_ext_0_1,12,9,12,100,2296,77.36309523809304,21.880714285713697,0.8216666666666425,equal_candidate,24,8,8,66.66666666666667,TRUE,FALSE
EFA,matrix_32_ext_0_1,12,10,12,100,2296,96.42999999999734,28.18452380952306,1.5754761904761454,equal_candidate,24,10,7,58.333333333333336,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,0,12,100,2364,7.621904761904532,3.233333333333237,0.2769047619047537,equal_candidate,26,0,13,100,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,1,12,100,2364,7.621904761904532,3.233333333333237,0.2769047619047537,equal_candidate,26,0,13,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,13,2,12,100,2364,23.915714285713573,5.8688095238093485,0.2704761904761824,equal_candidate,26,2,12,92.3076923076923,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,3,12,100,2364,23.915714285713573,5.8688095238093485,0.2704761904761824,equal_candidate,26,2,12,92.3076923076923,TRUE,FALSE
EFA,matrix_32_ext_0_1,13,4,12,100,2364,38.55476190476079,8.839285714285463,0.3740476190476079,equal_candidate,26,4,11,84.61538461538461,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,5,12,100,2364,38.55476190476079,8.839285714285463,0.3740476190476079,equal_candidate,26,4,11,84.61538461538461,TRUE,FALSE
EFA,matrix_32_ext_0_1,13,6,12,100,2364,55.78595238095078,13.537142857142475,0.5259523809523654,equal_candidate,26,6,10,76.92307692307692,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,7,12,100,2364,55.78595238095078,13.537142857142475,0.5259523809523654,equal_candidate,26,6,10,76.92307692307692,TRUE,FALSE
EFA,matrix_32_ext_0_1,13,8,12,100,2364,76.8809523809502,20.32095238095183,2.9847619047618124,equal_candidate,26,8,9,69.23076923076923,FALSE,FALSE
EFA,matrix_32_ext_0_1,13,9,12,100,2364,76.8809523809502,20.32095238095183,2.9847619047618124,equal_candidate,26,8,9,69.23076923076923,TRUE,FALSE
EFA,matrix_32_ext_0_1,13,10,12,100,2364,94.61952380952117,28.031190476189714,0.548333333333317,equal_candidate,26,10,8,61.53846153846154,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,0,12,100,2461,6.773571428571201,1.8533333333332707,0.28999999999999027,equal_candidate,28,0,14,100,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,1,12,100,2461,6.773571428571201,1.8533333333332707,0.28999999999999027,equal_candidate,28,0,14,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,14,2,12,100,2461,21.287380952380236,4.691904761904604,0.5873809523809327,equal_candidate,28,2,13,92.85714285714286,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,3,12,100,2461,21.287380952380236,4.691904761904604,0.5873809523809327,equal_candidate,28,2,13,92.85714285714286,TRUE,FALSE
EFA,matrix_32_ext_0_1,14,4,12,100,2461,33.56166666666556,8.223809523809253,0.694523809523786,equal_candidate,28,4,12,85.71428571428571,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,5,12,100,2461,33.56166666666556,8.223809523809253,0.694523809523786,equal_candidate,28,4,12,85.71428571428571,TRUE,FALSE
EFA,matrix_32_ext_0_1,14,6,12,100,2461,47.50071428571276,12.449999999999608,1.7776190476189877,equal_candidate,28,6,11,78.57142857142857,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,7,12,100,2461,47.50071428571276,12.449999999999608,1.7776190476189877,equal_candidate,28,6,11,78.57142857142857,TRUE,FALSE
EFA,matrix_32_ext_0_1,14,8,12,100,2461,70.3547619047596,19.01952380952317,2.219047619047546,equal_candidate,28,8,10,71.42857142857143,FALSE,FALSE
EFA,matrix_32_ext_0_1,14,9,12,100,2461,70.3547619047596,19.01952380952317,2.219047619047546,equal_candidate,28,8,10,71.42857142857143,TRUE,FALSE
EFA,matrix_32_ext_0_1,14,10,12,100,2461,91.49809523809222,27.22809523809437,0.5295238095237917,equal_candidate,28,10,9,64.28571428571429,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,0,12,100,2536,5.988809523809308,1.1599999999999586,0.23880952380951523,equal_candidate,30,0,15,100,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,1,12,100,2536,5.988809523809308,1.1599999999999586,0.23880952380951523,equal_candidate,30,0,15,100,TRUE,FALSE
EFA,matrix_32_ext_0_1,15,2,12,100,2536,18.0526190476184,4.173333333333184,0.315238095238084,equal_candidate,30,2,14,93.33333333333333,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,3,12,100,2536,18.0526190476184,4.173333333333184,0.315238095238084,equal_candidate,30,2,14,93.33333333333333,TRUE,FALSE
EFA,matrix_32_ext_0_1,15,4,12,100,2536,31.675714285713156,7.571904761904492,0.21023809523808765,equal_candidate,30,4,13,86.66666666666667,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,5,12,100,2536,31.675714285713156,7.571904761904492,0.21023809523808765,equal_candidate,30,4,13,86.66666666666667,TRUE,FALSE
EFA,matrix_32_ext_0_1,15,6,12,100,2536,44.74333333333177,11.777142857142456,0.8073809523809233,equal_candidate,30,6,12,80,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,7,12,100,2536,44.74333333333177,11.777142857142456,0.8073809523809233,equal_candidate,30,6,12,80,TRUE,FALSE
EFA,matrix_32_ext_0_1,15,8,12,100,2536,66.27047619047387,18.65595238095173,0.5097619047618863,equal_candidate,30,8,11,73.33333333333333,FALSE,FALSE
EFA,matrix_32_ext_0_1,15,9,12,100,2536,66.27047619047387,18.65595238095173,0.5097619047618863,equal_candidate,30,8,11,73.33333333333333,TRUE,FALSE
EFA,matrix_32_ext_0_1,15,10,12,100,2536,88.62952380952069,26.919761904760993,1.018571428571392,equal_candidate,30,10,10,66.66666666666667,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,0,12,100,1449,22.35309523809489,8.401904761904632,0.5878571428571335,equal_candidate,16,0,8,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,1,12,100,1449,22.35309523809489,8.401904761904632,0.5878571428571335,equal_candidate,16,0,8,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,8,2,12,100,1449,48.868333333332565,14.717142857142623,2.122380952380918,equal_candidate,16,2,7,87.5,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,3,12,100,1449,48.868333333332565,14.717142857142623,2.122380952380918,equal_candidate,16,2,7,87.5,TRUE,FALSE
EFA,matrix_32_pos_0_1,8,4,12,100,1449,77.62095238095118,17.052619047618773,0.8849999999999861,equal_candidate,16,4,6,75,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,5,12,100,1449,77.62095238095118,17.052619047618773,0.8849999999999861,equal_candidate,16,4,6,75,TRUE,FALSE
EFA,matrix_32_pos_0_1,8,6,12,100,1449,93.16309523809385,19.249047619047293,0.34380952380951835,equal_candidate,16,6,5,62.5,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,7,12,100,1449,93.16309523809385,19.249047619047293,0.34380952380951835,equal_candidate,16,6,5,62.5,TRUE,FALSE
EFA,matrix_32_pos_0_1,8,8,12,100,1449,99.59285714285559,22.343333333332943,0.3035714285714238,equal_candidate,16,8,4,50,FALSE,FALSE
EFA,matrix_32_pos_0_1,8,9,12,100,1449,99.59285714285559,22.343333333332943,0.3035714285714238,equal_candidate,16,8,4,50,TRUE,FALSE
EFA,matrix_32_pos_0_1,8,10,6,100,1449,99.99999999999837,27.183571428570954,0.05357142857142772,equal_candidate,16,10,3,37.5,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,0,12,100,1659,20.648095238094843,10.93928571428551,0.5483333333333222,equal_candidate,18,0,9,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,1,12,100,1659,20.648095238094843,10.93928571428551,0.5483333333333222,equal_candidate,18,0,9,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,9,2,12,100,1659,46.256904761903854,14.564761904761626,1.453809523809495,equal_candidate,18,2,8,88.88888888888889,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,3,12,100,1659,46.256904761903854,14.564761904761626,1.453809523809495,equal_candidate,18,2,8,88.88888888888889,TRUE,FALSE
EFA,matrix_32_pos_0_1,9,4,12,100,1659,74.33380952380807,16.58190476190444,1.1238095238095016,equal_candidate,18,4,7,77.77777777777777,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,5,12,100,1659,74.33380952380807,16.58190476190444,1.1238095238095016,equal_candidate,18,4,7,77.77777777777777,TRUE,FALSE
EFA,matrix_32_pos_0_1,9,6,12,100,1659,92.66928571428392,18.726904761904386,0.9297619047618861,equal_candidate,18,6,6,66.66666666666667,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,7,12,100,1659,92.66928571428392,18.726904761904386,0.9297619047618861,equal_candidate,18,6,6,66.66666666666667,TRUE,FALSE
EFA,matrix_32_pos_0_1,9,8,12,100,1659,98.85523809523622,20.958333333332902,0.1649999999999967,equal_candidate,18,8,5,55.55555555555556,FALSE,FALSE
EFA,matrix_32_pos_0_1,9,9,12,100,1659,98.85523809523622,20.958333333332902,0.1649999999999967,equal_candidate,18,8,5,55.55555555555556,TRUE,FALSE
EFA,matrix_32_pos_0_1,9,10,10,100,1659,99.99999999999804,24.600952380951867,0.0249999999999995,equal_candidate,18,10,4,44.44444444444444,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,0,12,100,1784,18.031904761904364,7.032142857142701,0.4988095238095129,equal_candidate,20,0,10,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,1,12,100,1784,18.031904761904364,7.032142857142701,0.4988095238095129,equal_candidate,20,0,10,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,10,2,12,100,1784,39.25333333333246,13.700476190475882,0.9790476190475977,equal_candidate,20,2,9,90,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,3,12,100,1784,39.25333333333246,13.700476190475882,0.9790476190475977,equal_candidate,20,2,9,90,TRUE,FALSE
EFA,matrix_32_pos_0_1,10,4,12,100,1784,65.17166666666525,15.841428571428208,1.6483333333332975,equal_candidate,20,4,8,80,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,5,12,100,1784,65.17166666666525,15.841428571428208,1.6483333333332975,equal_candidate,20,4,8,80,TRUE,FALSE
EFA,matrix_32_pos_0_1,10,6,12,100,1784,88.3288095238076,17.83261904761863,2.050238095238052,equal_candidate,20,6,7,70,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,7,12,100,1784,88.3288095238076,17.83261904761863,2.050238095238052,equal_candidate,20,6,7,70,TRUE,FALSE
EFA,matrix_32_pos_0_1,10,8,12,100,1784,96.71690476190267,20.231190476189994,0.20190476190475748,equal_candidate,20,8,6,60,FALSE,FALSE
EFA,matrix_32_pos_0_1,10,9,12,100,1784,96.71690476190267,20.231190476189994,0.20190476190475748,equal_candidate,20,8,6,60,TRUE,FALSE
EFA,matrix_32_pos_0_1,10,10,12,100,1784,99.94999999999777,23.98571428571371,0.02499999999999945,equal_candidate,20,10,5,50,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,0,12,100,1937,14.42642857142827,3.0471428571427923,0.5171428571428466,equal_candidate,22,0,11,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,1,12,100,1937,14.42642857142827,3.0471428571427923,0.5171428571428466,equal_candidate,22,0,11,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,11,2,12,100,1937,35.51166666666593,12.528095238094977,0.8535714285714109,equal_candidate,22,2,10,90.9090909090909,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,3,12,100,1937,35.51166666666593,12.528095238094977,0.8535714285714109,equal_candidate,22,2,10,90.9090909090909,TRUE,FALSE
EFA,matrix_32_pos_0_1,11,4,12,100,1937,60.197857142855895,14.956666666666347,2.1204761904761478,equal_candidate,22,4,9,81.81818181818181,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,5,12,100,1937,60.197857142855895,14.956666666666347,2.1204761904761478,equal_candidate,22,4,9,81.81818181818181,TRUE,FALSE
EFA,matrix_32_pos_0_1,11,6,12,100,1937,81.83666666666502,16.983095238094865,0.8711904761904582,equal_candidate,22,6,8,72.72727272727273,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,7,12,100,1937,81.83666666666502,16.983095238094865,0.8711904761904582,equal_candidate,22,6,8,72.72727272727273,TRUE,FALSE
EFA,matrix_32_pos_0_1,11,8,12,100,1937,94.03904761904572,19.313809523809084,0.726904761904747,equal_candidate,22,8,7,63.63636363636363,FALSE,FALSE
EFA,matrix_32_pos_0_1,11,9,12,100,1937,94.03904761904572,19.313809523809084,0.726904761904747,equal_candidate,22,8,7,63.63636363636363,TRUE,FALSE
EFA,matrix_32_pos_0_1,11,10,12,100,1937,99.66071428571227,21.98380952380901,0.12857142857142592,equal_candidate,22,10,6,54.54545454545455,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,0,12,100,2046,12.575714285713993,2.6566666666666037,0.5799999999999865,equal_candidate,24,0,12,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,1,12,100,2046,12.575714285713993,2.6566666666666037,0.5799999999999865,equal_candidate,24,0,12,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,12,2,12,100,2046,32.25476190476115,10.299523809523572,1.9419047619047163,equal_candidate,24,2,11,91.66666666666667,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,3,12,100,2046,32.25476190476115,10.299523809523572,1.9419047619047163,equal_candidate,24,2,11,91.66666666666667,TRUE,FALSE
EFA,matrix_32_pos_0_1,12,4,12,100,2046,55.67785714285585,14.501666666666326,3.2459523809523017,equal_candidate,24,4,10,83.33333333333333,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,5,12,100,2046,55.67785714285585,14.501666666666326,3.2459523809523017,equal_candidate,24,4,10,83.33333333333333,TRUE,FALSE
EFA,matrix_32_pos_0_1,12,6,12,100,2046,77.50499999999822,16.42952380952342,1.1614285714285453,equal_candidate,24,6,9,75,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,7,12,100,2046,77.50499999999822,16.42952380952342,1.1614285714285453,equal_candidate,24,6,9,75,TRUE,FALSE
EFA,matrix_32_pos_0_1,12,8,12,100,2046,92.38785714285501,18.51309523809478,1.2519047619047325,equal_candidate,24,8,8,66.66666666666667,FALSE,FALSE
EFA,matrix_32_pos_0_1,12,9,12,100,2046,92.38785714285501,18.51309523809478,1.2519047619047325,equal_candidate,24,8,8,66.66666666666667,TRUE,FALSE
EFA,matrix_32_pos_0_1,12,10,12,100,2046,99.11428571428341,21.247619047618503,0.14714285714285374,equal_candidate,24,10,7,58.333333333333336,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,0,12,100,2161,11.286428571428274,1.934523809523759,0.5254761904761767,equal_candidate,26,0,13,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,1,12,100,2161,11.286428571428274,1.934523809523759,0.5254761904761767,equal_candidate,26,0,13,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,13,2,12,100,2161,29.794761904761113,8.950476190475957,1.8728571428570926,equal_candidate,26,2,12,92.3076923076923,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,3,12,100,2161,29.794761904761113,8.950476190475957,1.8728571428570926,equal_candidate,26,2,12,92.3076923076923,TRUE,FALSE
EFA,matrix_32_pos_0_1,13,4,12,100,2161,50.21214285714153,13.866666666666296,0.8738095238095005,equal_candidate,26,4,11,84.61538461538461,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,5,12,100,2161,50.21214285714153,13.866666666666296,0.8738095238095005,equal_candidate,26,4,11,84.61538461538461,TRUE,FALSE
EFA,matrix_32_pos_0_1,13,6,12,100,2161,73.32380952380764,15.985476190475772,0.5561904761904614,equal_candidate,26,6,10,76.92307692307692,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,7,12,100,2161,73.32380952380764,15.985476190475772,0.5561904761904614,equal_candidate,26,6,10,76.92307692307692,TRUE,FALSE
EFA,matrix_32_pos_0_1,13,8,12,100,2161,89.22976190475954,18.404761904761408,0.7954761904761694,equal_candidate,26,8,9,69.23076923076923,FALSE,FALSE
EFA,matrix_32_pos_0_1,13,9,12,100,2161,89.22976190475954,18.404761904761408,0.7954761904761694,equal_candidate,26,8,9,69.23076923076923,TRUE,FALSE
EFA,matrix_32_pos_0_1,13,10,12,100,2161,97.6133333333308,20.642619047618474,0.5299999999999859,equal_candidate,26,10,8,61.53846153846154,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,0,12,100,2217,9.424047619047359,1.8754761904761388,0.4399999999999879,equal_candidate,28,0,14,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,1,12,100,2217,9.424047619047359,1.8754761904761388,0.4399999999999879,equal_candidate,28,0,14,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,14,2,12,100,2217,30.76880952380868,8.851666666666434,0.5538095238095085,equal_candidate,28,2,13,92.85714285714286,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,3,12,100,2217,30.76880952380868,8.851666666666434,0.5538095238095085,equal_candidate,28,2,13,92.85714285714286,TRUE,FALSE
EFA,matrix_32_pos_0_1,14,4,12,100,2217,49.40619047618914,13.44285714285679,2.5197619047618343,equal_candidate,28,4,12,85.71428571428571,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,5,12,100,2217,49.40619047618914,13.44285714285679,2.5197619047618343,equal_candidate,28,4,12,85.71428571428571,TRUE,FALSE
EFA,matrix_32_pos_0_1,14,6,12,100,2217,68.58904761904573,15.757857142856706,0.3999999999999889,equal_candidate,28,6,11,78.57142857142857,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,7,12,100,2217,68.58904761904573,15.757857142856706,0.3999999999999889,equal_candidate,28,6,11,78.57142857142857,TRUE,FALSE
EFA,matrix_32_pos_0_1,14,8,12,100,2217,87.07023809523567,17.616666666666166,0.9138095238094984,equal_candidate,28,8,10,71.42857142857143,FALSE,FALSE
EFA,matrix_32_pos_0_1,14,9,12,100,2217,87.07023809523567,17.616666666666166,0.9138095238094984,equal_candidate,28,8,10,71.42857142857143,TRUE,FALSE
EFA,matrix_32_pos_0_1,14,10,12,100,2217,96.82952380952125,20.412380952380357,0.1535714285714243,equal_candidate,28,10,9,64.28571428571429,FALSE,FALSE
EFA,matrix_32_pos_0_1,15,0,12,100,2310,8.863571428571163,1.4111904761904344,0.36523809523808426,equal_candidate,30,0,15,100,FALSE,FALSE
EFA,matrix_32_pos_0_1,15,1,12,100,2310,8.863571428571163,1.4111904761904344,0.36523809523808426,equal_candidate,30,0,15,100,TRUE,FALSE
EFA,matrix_32_pos_0_1,15,2,12,100,2310,25.92928571428493,7.700952380952149,0.9392857142856862,equal_candidate,30,2,14,93.33333333333333,FALSE,FALSE
