method,matrix_name,score_rank,mean_score,median_score,q25_score,q75_score,drop_from_previous_rank
KMEANS,matrix_32_ext_0_1,2,0.6166995748692493,0.6794100854236718,0.4677436328392226,0.800547147091702,0.04035441062396672
KMEANS,matrix_32_ext_0_1,3,0.5855634492888621,0.6189157689919542,0.4429473849616985,0.7782208155932864,0.031136125580387253
KMEANS,matrix_32_ext_0_1,4,0.5628230396488194,0.5839637047221717,0.4266432789963794,0.7529038791685033,0.022740409640042647
KMEANS,matrix_32_ext_0_1,5,0.5409775088225467,0.5476845811100847,0.4120254230940938,0.7268113993677142,0.02184553082627272
KMEANS,matrix_32_ext_0_1,6,0.5165582386497163,0.5079756065252116,0.3982267187235317,0.6945577912349081,0.02441927017283041
KMEANS,matrix_32_ext_0_1,7,0.496544591808556,0.48510820859929726,0.38678529117771754,0.6631477808532943,0.020013646841160304
KMEANS,matrix_32_ext_0_1,8,0.47993423617555264,0.45766691834420203,0.3732664326150844,0.6402183425258658,0.016610355633003338
KMEANS,matrix_32_ext_0_1,9,0.4656187449438433,0.4369988453750644,0.3611836429563234,0.6198283369380753,0.014315491231709332
KMEANS,matrix_32_ext_0_1,10,0.45276968145225943,0.4209163448397208,0.3477283636019304,0.6009281039888783,0.012849063491583879
KMEANS,matrix_32_ext_0_1,11,0.44077953506985323,0.4051259090098978,0.33595415332220013,0.5848031065772219,0.011990146382406197
KMEANS,matrix_32_ext_0_1,12,0.42887592845360906,0.3947488370524898,0.3231136708792264,0.5643400458256943,0.011903606616244178
KMEANS,matrix_32_ext_0_1,13,0.417634889697197,0.38466591090366997,0.3145251764008048,0.5452167938142434,0.01124103875641208
KMEANS,matrix_32_ext_0_1,14,0.4063808206978857,0.3742367293798996,0.30361061456701965,0.5284787803046203,0.01125406899931125
KMEANS,matrix_32_ext_0_1,15,0.3952659442890492,0.36413733809441945,0.2935346433052634,0.5107203155822841,0.011114876408836516
KMEANS,matrix_32_ext_0_1,16,0.3840775865589403,0.3538641642554694,0.2834199233612066,0.4891662364248182,0.0111883577301089
KMEANS,matrix_32_ext_0_1,17,0.37308103863999453,0.3464788908246859,0.2738137244579365,0.47252309777598844,0.010996547918945776
KMEANS,matrix_32_ext_0_1,18,0.3630669502900159,0.3374524152849274,0.2644930641144701,0.45366574525400477,0.010014088349978634
KMEANS,matrix_32_ext_0_1,19,0.35374665387173815,0.3281597697456683,0.2553681304059224,0.4431660742567706,0.009320296418277751
KMEANS,matrix_32_ext_0_1,20,0.34445193735788476,0.3214887214993165,0.24686833360333565,0.42648780643740297,0.009294716513853385
KMEANS,matrix_32_ext_0_1,21,0.3352300694569516,0.3131181910102416,0.23698520825766484,0.41282243519559436,0.009221867900933156
KMEANS,matrix_32_ext_0_1,22,0.3260549500727061,0.30513413213192053,0.22902382994033563,0.3980375181399478,0.009175119384245534
KMEANS,matrix_32_ext_0_1,23,0.3172814104409564,0.29823587625321113,0.21991733056895738,0.38739533572003776,0.00877353963174965
KMEANS,matrix_32_ext_0_1,24,0.30823185769432676,0.28891651388862977,0.21130620420110752,0.37502089689853596,0.009049552746629663
KMEANS,matrix_32_ext_0_1,25,0.29876834805458496,0.2801051788555169,0.20308739861418038,0.36269965097271967,0.009463509639741796
KMEANS,matrix_32_ext_0_1,26,0.28920884853205775,0.27000658221066975,0.19439991844068208,0.3492763541381912,0.009559499522527215
KMEANS,matrix_32_ext_0_1,27,0.27905753189551186,0.26007519923477096,0.18461808540130306,0.33566150474463985,0.010151316636545893
KMEANS,matrix_32_ext_0_1,28,0.26815180590704746,0.24894138142682684,0.17494249462459707,0.3187864875088483,0.010905725988464399
KMEANS,matrix_32_ext_0_1,29,0.2558698518116196,0.23732619544924327,0.16390014627941518,0.30325370524277107,0.012281954095427872
KMEANS,matrix_32_ext_0_1,30,0.2417008996011432,0.22255577243085428,0.15165923022144615,0.28355699215351304,0.014168952210476399
KMEANS,matrix_32_ext_0_1,31,0.22434700512179054,0.20400584307247682,0.13498504669025987,0.2635200724498401,0.01735389447935265
KMEANS,matrix_32_ext_0_1,32,0.19747204382453476,0.1756534030066338,0.11000119996070482,0.23881532749626416,0.02687496129725578
KMEANS,matrix_32_pos_0_1,1,0.3251489452155374,0.3278937119845247,0.2741588686791251,0.39766166405838066,NA
KMEANS,matrix_32_pos_0_1,2,0.30285474070308444,0.3010816364312322,0.24935411503554694,0.3758261388042389,0.022294204512452953
KMEANS,matrix_32_pos_0_1,3,0.2889020891000686,0.2849641588606432,0.23176004948466736,0.3600409636873454,0.013952651603015842
KMEANS,matrix_32_pos_0_1,4,0.27918794337631764,0.2723431978558689,0.2230900552480422,0.34936809837514493,0.009714145723750955
KMEANS,matrix_32_pos_0_1,5,0.2711452013961113,0.26264953802709345,0.21612453247079302,0.33908340194773257,0.008042741980206325
KMEANS,matrix_32_pos_0_1,6,0.26411053495571535,0.2544944112950379,0.20908752267601227,0.33260259317913043,0.007034666440395965
KMEANS,matrix_32_pos_0_1,7,0.25722997804337927,0.24752515423452776,0.20183852198015553,0.3237462242364445,0.006880556912336078
KMEANS,matrix_32_pos_0_1,8,0.25042167680963523,0.2396912005799473,0.19457778112722138,0.31937465236893314,0.006808301233744041
KMEANS,matrix_32_pos_0_1,9,0.24316744114470254,0.23153101401883375,0.18631496306148157,0.31174457916768034,0.00725423566493269
KMEANS,matrix_32_pos_0_1,10,0.23614748839009947,0.2236644051945912,0.17799685507981,0.3046162082663849,0.0070199527546030704
KMEANS,matrix_32_pos_0_1,11,0.22901773642136752,0.21693055445431486,0.1687750817589282,0.2934175642087823,0.0071297519687319455
KMEANS,matrix_32_pos_0_1,12,0.2220186183948199,0.21016206949799027,0.16243646489440822,0.28219916730232186,0.006999118026547624
KMEANS,matrix_32_pos_0_1,13,0.21509868107617672,0.2017383623861273,0.15469154584997072,0.27174240985521875,0.006919937318643182
KMEANS,matrix_32_pos_0_1,14,0.20753799933359415,0.19275060052782161,0.14756420738980094,0.2572008474576267,0.0075606817425825645
KMEANS,matrix_32_pos_0_1,15,0.19982385024373894,0.1843681109337943,0.13962971778386513,0.24511206607989675,0.00771414908985521
KMEANS,matrix_32_pos_0_1,16,0.19198832740675692,0.1758662041006454,0.13430248666436936,0.2308697635387743,0.007835522836982023
KMEANS,matrix_32_pos_0_1,17,0.18363120398985155,0.16800433229506334,0.12460020487409076,0.21333163861348445,0.008357123416905365
KMEANS,matrix_32_pos_0_1,18,0.17396796324063393,0.15834174694928982,0.11340321917032911,0.20006520110001685,0.009663240749217622
KMEANS,matrix_32_pos_0_1,19,0.16358223512906994,0.14591976073078872,0.10427386054341087,0.18660192053397262,0.010385728111563991
KMEANS,matrix_32_pos_0_1,20,0.1524307014581725,0.13128396138530696,0.09624305590391496,0.17194514809269754,0.01115153367089744
KMEANS,matrix_32_pos_0_1,21,0.1431702350353568,0.11930923461047299,0.08975895099863965,0.16464966888417457,0.009260466422815694
KMEANS,matrix_32_pos_0_1,22,0.13357996664170885,0.10818225201858056,0.08338127794358036,0.15546909683106472,0.00959026839364796
KMEANS,matrix_32_pos_0_1,23,0.12312104486206504,0.0939412019156528,0.07557558152028795,0.14967563303321527,0.010458921779643804
KMEANS,matrix_32_pos_0_1,24,0.11099081600497979,0.08293104643340482,0.06707796683465903,0.13981116935477908,0.012130228857085257
KMEANS,matrix_32_pos_0_1,25,0.09979974223121858,0.07417549421977221,0.058886931025864175,0.12597520227624237,0.011191073773761204
KMEANS,matrix_32_pos_0_1,26,0.08487340504146464,0.06137357463858628,0.048815207507627745,0.10687186449380207,0.014926337189753947
KMEANS,matrix_32_pos_0_1,27,0.07425796429580045,0.0516310139254913,0.04092861468617179,0.09480966846524672,0.010615440745664187
KMEANS,matrix_32_pos_0_1,28,0.06472693327383329,0.04301867343311849,0.033391440283105395,0.08481685053014451,0.00953103102196716
KMEANS,matrix_32_pos_0_1,29,0.05761690614516905,0.036572010370540475,0.02762803092395988,0.07749120652204677,0.007110027128664237
KMEANS,matrix_32_pos_0_1,30,0.050562987320525346,0.031500499151492944,0.02247573242969983,0.06919667437468044,0.007053918824643707
KMEANS,matrix_32_pos_0_1,31,0.044032725231376246,0.027079708198992025,0.016890028497017373,0.06208972793861167,0.0065302620891491
KMEANS,matrix_32_pos_0_1,32,0.03686475561209209,0.022236951571727837,0.012198844545117243,0.05055516886309064,0.007167969619284155
KMEANS,matrix_32_raw_0_1,1,0.31690357249250956,0.33913574127263635,0.25199423012685446,0.37798668758215226,NA
KMEANS,matrix_32_raw_0_1,2,0.3006665529887343,0.32618195656513554,0.23611306738066024,0.36057861734199886,0.016237019503775263
KMEANS,matrix_32_raw_0_1,3,0.28617879198652313,0.3087380551826855,0.2176411360882372,0.34772476389220947,0.014487761002211164
KMEANS,matrix_32_raw_0_1,4,0.2748865896519138,0.29777902141520407,0.2032132101296631,0.3366211803709739,0.011292202334609314
KMEANS,matrix_32_raw_0_1,5,0.26581664240743536,0.28642690503537,0.19388799733209347,0.32729418539700483,0.00906994724447846
KMEANS,matrix_32_raw_0_1,6,0.25657811567584426,0.27672966811396493,0.18554818690632582,0.3159854288914486,0.00923852673159109
KMEANS,matrix_32_raw_0_1,7,0.2476453415135729,0.2655835119345157,0.17879881065608538,0.30517257885030014,0.008932774162271367
KMEANS,matrix_32_raw_0_1,8,0.23963607424524963,0.25393159272333016,0.17222254719727312,0.2973420605354974,0.008009267268323267
KMEANS,matrix_32_raw_0_1,9,0.2320201236867196,0.24440084162974154,0.16460049995655757,0.28958457395141696,0.007615950558530038
KMEANS,matrix_32_raw_0_1,10,0.2246606457588314,0.2347676159168967,0.15895556153690937,0.28274941174410106,0.007359477927888186
KMEANS,matrix_32_raw_0_1,11,0.21725600300433778,0.22607649915528313,0.15265518324672422,0.2756581062267317,0.007404642754493623
KMEANS,matrix_32_raw_0_1,12,0.20973554488122298,0.21658839030844046,0.14748328000537544,0.26723614239657845,0.007520458123114804
KMEANS,matrix_32_raw_0_1,13,0.2023863581351004,0.20682426455455724,0.14189703058683523,0.25999931764637857,0.007349186746122588
KMEANS,matrix_32_raw_0_1,14,0.19514222381624785,0.1977183134800541,0.1343389950000668,0.25314578181919256,0.007244134318852541
KMEANS,matrix_32_raw_0_1,15,0.1876685003468522,0.18759838465431095,0.12804855905657075,0.24640188623844533,0.007473723469395649
KMEANS,matrix_32_raw_0_1,16,0.17976053214695153,0.1778719555024662,0.12186197536996793,0.23727280488220973,0.007907968199900667
KMEANS,matrix_32_raw_0_1,17,0.17195761219388328,0.1685434983210262,0.11492042646244807,0.22846879343508206,0.007802919953068255
KMEANS,matrix_32_raw_0_1,18,0.16403752735386498,0.15939654205012205,0.10700164974708792,0.22127110848193854,0.007920084840018299
KMEANS,matrix_32_raw_0_1,19,0.1559975777625374,0.15056351437618978,0.09926237531059699,0.21236314779231577,0.008039949591327589
KMEANS,matrix_32_raw_0_1,20,0.14784008699889456,0.14210502650266238,0.09096786358623932,0.20384076384703892,0.008157490763642833
KMEANS,matrix_32_raw_0_1,21,0.13983302508792317,0.13397347002173493,0.0835994865529216,0.1946349020416082,0.008007061910971391
KMEANS,matrix_32_raw_0_1,22,0.13147216468428194,0.12531473033489987,0.07610830533764178,0.1856854342435334,0.00836086040364123
KMEANS,matrix_32_raw_0_1,23,0.1230157213378143,0.11711772632157746,0.06995245057504669,0.17591034285827728,0.00845644334646764
KMEANS,matrix_32_raw_0_1,24,0.11396034559356519,0.10923438413433223,0.06267226328311774,0.16264599605904914,0.009055375744249111
