analysis_sample,matrix_name,n_factors,n_runs,n_ok,n_warning,n_error,mean_n_rows_used,mean_n_unique_participants,mean_RMSR,sd_RMSR,mean_TLI,sd_TLI,mean_RMSEA,sd_RMSEA,mean_BIC,sd_BIC,mean_abs_factor_correlation,sd_abs_factor_correlation,mean_factor_distance,sd_factor_distance,matrix
DIEGO,matrix_32_ext_0_1,2,100,100,0,0,251.22,231.86,0.04167169561113633,0.00155163493109577,0.5590006503430837,0.4448958327901271,0.01946206566105276,0.00839733511743055,-1910.319395639735,36.54878494288178,0.05813280519513435,NA,0.9418671948048656,NA,EXT
DIEGO,matrix_32_ext_0_1,3,100,100,0,0,251.22,231.86,0.03843168667526363,0.0014620759766542,0.7835025626677752,0.732992074467658,0.014642711488790471,0.00933692255800397,-1794.9111687947309,34.47484030062042,0.05005309599839556,NA,0.9499469040016044,NA,EXT
DIEGO,matrix_32_ext_0_1,4,100,100,0,0,251.22,231.86,0.03541686036473612,0.00137477679208038,1.0002946275524605,1.0062265250555398,0.00990331744416061,0.00938746124104371,-1680.6139512707798,32.05653387622976,0.04732496494848935,NA,0.9526750350515106,NA,EXT
DIEGO,matrix_32_ext_0_1,5,100,100,0,0,251.22,231.86,0.0326964678326104,0.00130810601430537,1.2120103394898512,1.3293543356649418,0.00649814962738268,0.0082017746864656,-1567.1684764732388,29.79594727281856,0.04771930540873801,NA,0.952280694591262,NA,EXT
DIEGO,matrix_32_ext_0_1,6,100,100,2,0,251.22,231.86,0.03019021353629127,0.00126370933169706,1.4421290680827914,1.7428013260849915,0.00401430163996384,0.0069243960262602,-1455.8877623902783,27.947443244002447,0.04722458395770394,NA,0.952775416042296,NA,EXT
DIEGO,matrix_32_ext_0_1,7,100,100,4,0,251.22,231.86,0.02782022399583447,0.00119160895249132,1.6927890894827688,2.28002473137501,0.00218803260585358,0.00497822648730198,-1346.858922147517,25.94729885480624,0.0466721937938195,NA,0.9533278062061804,NA,EXT
DIEGO,matrix_32_ext_0_1,8,100,100,4,0,251.22,231.86,0.02557192703401802,0.00115372366376387,1.9672593149850313,2.9297031973447405,9.435551982557288e-4,0.00325440962179121,-1241.116520627842,23.877990551804764,0.04738440094865438,NA,0.9526155990513456,NA,EXT
DIEGO,matrix_32_pos_0_1,2,100,100,0,0,251.22,231.86,0.04376551247616474,0.00170651482457465,0.6011579394464378,0.08238178398647562,0.03533917772712272,0.00482134499344705,-1819.4722555271328,38.15970873274787,0.1255737177669312,NA,0.8744262822330687,NA,POS
DIEGO,matrix_32_pos_0_1,3,100,100,0,0,251.22,231.86,0.03960111826714047,0.00149434407029541,0.690704013708193,0.08124854082616213,0.03087088752231584,0.00519536805867573,-1723.0206002804598,34.31247351381313,0.109885220406313,NA,0.890114779593687,NA,POS
DIEGO,matrix_32_pos_0_1,4,100,100,0,0,251.22,231.86,0.036189664513478,0.00140150620031057,0.7610895505774554,0.08783944357517548,0.02672849414107074,0.00623395964161149,-1620.3867327908226,32.426827513163936,0.10009844905895188,NA,0.8999015509410482,NA,POS
DIEGO,matrix_32_pos_0_1,5,100,100,0,0,251.22,231.86,0.03318387459712813,0.00127322708390721,0.8221101967943998,0.0908595183807476,0.0225903505740786,0.0071524820530845,-1515.8785345643464,29.75806461676931,0.09386801384664638,NA,0.9061319861533536,NA,POS
DIEGO,matrix_32_pos_0_1,6,100,100,0,0,251.22,231.86,0.03039012912628012,0.00119276069634805,0.8804986122268725,0.09809715757107644,0.0173423891909232,0.00945667546504713,-1412.1407076842188,28.23789490495405,0.08778092727265818,NA,0.9122190727273418,NA,POS
DIEGO,matrix_32_pos_0_1,7,100,100,0,0,251.22,231.86,0.02790384533870659,0.0011655994592629,0.929987057795498,0.10474239605925706,0.01293341699112445,0.01000193295996296,-1308.415910596061,26.52926213295722,0.08330272502056595,NA,0.916697274979434,NA,POS
DIEGO,matrix_32_pos_0_1,8,100,100,2,0,251.22,231.86,0.02555907021738928,0.00104614661515878,0.98277240492532,0.10865805880481742,0.008527186776159,0.00949296309868464,-1207.6705132285758,23.45673119787637,0.07966239071830976,NA,0.9203376092816904,NA,POS
DIEGO,matrix_32_raw_0_1,2,100,100,0,0,251.22,231.86,0.04403518457437831,0.00186608981764118,0.6517412045151626,0.06847813822412391,0.03868493533601603,0.00473001336926814,-1792.6196092254554,41.14183978944319,0.14067875131908514,NA,0.8593212486809149,NA,RAW
DIEGO,matrix_32_raw_0_1,3,100,100,0,0,251.22,231.86,0.03939218870113632,0.0015972844514542,0.7352901325075402,0.06622951667350105,0.03349672482063761,0.00517974201077011,-1705.9317659381684,37.381101464439936,0.1397523948814158,NA,0.8602476051185842,NA,RAW
DIEGO,matrix_32_raw_0_1,4,100,100,0,0,251.22,231.86,0.03572800921294213,0.00140259732050303,0.7978487280814833,0.06612755006842803,0.02897790185189331,0.00575153549002199,-1609.105695087452,34.19298605594006,0.12806098180098546,NA,0.8719390181990145,NA,RAW
DIEGO,matrix_32_raw_0_1,5,100,100,0,0,251.22,231.86,0.03256492013419733,0.00129242659829732,0.8492075140942726,0.06812253232726688,0.02449185529536219,0.00702580383184227,-1508.0857843652177,31.736471295508156,0.11244874572544784,NA,0.8875512542745522,NA,RAW
DIEGO,matrix_32_raw_0_1,6,100,100,0,0,251.22,231.86,0.02978300447608982,0.00121554973452598,0.8954452409221418,0.07421117073495186,0.01940630805331216,0.00900152240958874,-1406.3483068991477,30.33545974458338,0.10593625676986976,NA,0.8940637432301303,NA,RAW
DIEGO,matrix_32_raw_0_1,7,100,100,0,0,251.22,231.86,0.02719960946651006,0.00116329591080103,0.9380230727838152,0.07932083820753688,0.01407923305358777,0.0104895207848218,-1305.100648334198,28.502072579886654,0.09998426755813834,NA,0.9000157324418616,NA,RAW
DIEGO,matrix_32_raw_0_1,8,100,100,1,0,251.22,231.86,0.02484403768379458,0.00111342534489404,0.9778101134587108,0.08569074361121601,0.0099243059597246,0.01023297285283814,-1205.0429612361988,26.83221180543233,0.09462100348384968,NA,0.9053789965161504,NA,RAW
DIEGO,matrix_32_z_abs,2,100,100,0,0,251.22,231.86,0.04137910251751996,0.00161404697345639,0.7396951735783143,0.9112212030029052,0.01743844531927106,0.00927877510576064,-1917.5126586916256,37.49397455010251,0.05485254782868147,NA,0.9451474521713186,NA,Z_ABS
DIEGO,matrix_32_z_abs,3,100,100,0,0,251.22,231.86,0.03822092787023957,0.00149461852740673,1.0685712258413127,1.4872032433404594,0.01287524358647137,0.00967104598595534,-1800.5721493653862,34.32742667704456,0.05189070319407069,NA,0.9481092968059291,NA,Z_ABS
DIEGO,matrix_32_z_abs,4,100,100,0,0,251.22,231.86,0.0353459712308562,0.00133938613282704,1.427905419216347,2.392876659680299,0.00874819540408947,0.00940329973920856,-1684.3014279716742,31.403878586834725,0.04841685033904235,NA,0.9515831496609576,NA,Z_ABS
DIEGO,matrix_32_z_abs,5,100,100,0,0,251.22,231.86,0.03269149574781785,0.00121275316437361,1.9331386009022051,4.452499709610147,0.00564069127608661,0.00818352904495348,-1569.9366703754408,28.50235343229415,0.04720146150601294,NA,0.9527985384939872,NA,Z_ABS
DIEGO,matrix_32_z_abs,6,100,100,2,0,251.22,231.86,0.03020178138372715,0.00113514363309628,3.1253544298792537,12.52608440210796,0.00357227890954869,0.00680974190032343,-1457.8037443552482,26.40492420686,0.04587221051309427,NA,0.9541277894869056,NA,Z_ABS
DIEGO,matrix_32_z_abs,7,100,100,2,0,251.22,231.86,0.02785301220915658,0.00106324348223051,0.47082447849199366,20.369657634118575,0.00206401103451033,0.00530084730072761,-1348.4488469042358,24.500642091854804,0.04651501338751571,NA,0.9534849866124844,NA,Z_ABS
DIEGO,matrix_32_z_abs,8,100,100,3,0,251.22,231.86,0.02561641274895375,0.00100892439704673,3.5627697940199403,19.920145863772724,0.00105029168993578,0.00387388569664577,-1242.3969007582014,22.333343475525194,0.04649672519126544,NA,0.9535032748087344,NA,Z_ABS
EUROPE,matrix_32_ext_0_1,2,100,100,0,0,1000,747.5,0.02951929240562846,0.00103411361717697,0.8235368163311939,0.01556816935536633,0.0430416620187325,0.00199661243021018,-1753.7465642227728,74.5726087768783,0.4465478099249776,NA,0.5534521900750224,NA,EXT
EUROPE,matrix_32_ext_0_1,3,100,100,0,0,1000,747.5,0.02440575732647702,8.801646356913888e-4,0.867672233727609,0.01423432575966797,0.03724042378962681,0.00212854388401601,-1819.7141479154689,64.28135848819427,0.3687596355748317,NA,0.6312403644251683,NA,EXT
EUROPE,matrix_32_ext_0_1,4,100,100,0,0,1000,747.5,0.02154044139888972,7.4448833628035e-4,0.8911481580491878,0.01315144225306713,0.03374790376138149,0.00215552376794621,-1781.4493102276797,54.62116714883143,0.2515349905244621,NA,0.7484650094755378,NA,EXT
EUROPE,matrix_32_ext_0_1,5,100,100,0,0,1000,747.5,0.01945546753876462,6.964252066581293e-4,0.9063128772508474,0.012662073158788,0.03128178562450683,0.00223852229839287,-1703.4421796769218,48.461675868733685,0.24647807057394816,NA,0.7535219294260519,NA,EXT
EUROPE,matrix_32_ext_0_1,6,100,100,0,0,1000,747.5,0.01773593921675186,6.55351282865975e-4,0.9179509550610804,0.01224937973016414,0.02924577785801399,0.00231892744437609,-1609.710718563099,42.9344344222889,0.23719962964996605,NA,0.7628003703500339,NA,EXT
EUROPE,matrix_32_ext_0_1,7,100,100,1,0,1000,747.5,0.01617009052863315,6.095532813081567e-4,0.9286868136622932,0.01236441162598322,0.02722787471529369,0.00249326470982414,-1511.6581729948682,39.682506691258986,0.2276073579256602,NA,0.7723926420743398,NA,EXT
EUROPE,matrix_32_ext_0_1,8,100,100,0,0,1000,747.5,0.01474093191825553,5.796805223298629e-4,0.9381714384462684,0.01220364427155022,0.02531203826450032,0.00263375748437328,-1409.4622996271628,35.48798442248722,0.2155012815206434,NA,0.7844987184793566,NA,EXT
EUROPE,matrix_32_pos_0_1,2,100,100,0,0,1000,747.5,0.0404934535241863,0.00133041532109452,0.6839295430244205,0.0174940376692181,0.062651351209343,0.00202127433362824,-856.2651966582339,109.31930788029534,0.20487610381873,NA,0.79512389618127,NA,POS
EUROPE,matrix_32_pos_0_1,3,100,100,0,0,1000,747.5,0.0291114864232598,0.00106228888864191,0.793383661401292,0.01589802228841746,0.05061633104925105,0.00216569775423951,-1346.0594798138634,87.94365099522197,0.16270540126635608,NA,0.8372945987336439,NA,POS
EUROPE,matrix_32_pos_0_1,4,100,100,0,0,1000,747.5,0.02519609943594803,8.676390606257909e-4,0.8255375092178553,0.01475997862492109,0.04648564787761947,0.00218072433008906,-1399.182925319128,75.05651481128704,0.16325743994679173,NA,0.8367425600532082,NA,POS
EUROPE,matrix_32_pos_0_1,5,100,100,0,0,1000,747.5,0.02190787999886153,8.31504153800454e-4,0.8571432832935452,0.01430969533506736,0.04203229148337212,0.0022831840376103,-1430.6684629013291,65.78353124946001,0.18378531267048315,NA,0.8162146873295169,NA,POS
EUROPE,matrix_32_pos_0_1,6,100,100,0,0,1000,747.5,0.01926046958897784,7.502101727458926e-4,0.8836929733621205,0.01377133577144852,0.03789417659880158,0.00243138475923242,-1424.3136724099757,58.67068651964328,0.2026228400597797,NA,0.7973771599402203,NA,POS
EUROPE,matrix_32_pos_0_1,7,100,100,0,0,1000,747.5,0.01714171794063778,5.925374087953822e-4,0.9013940987294142,0.01211282661571241,0.03487040966911322,0.00229380166942411,-1372.8807697189436,46.809655796112104,0.1871219702565832,NA,0.8128780297434168,NA,POS
EUROPE,matrix_32_pos_0_1,8,100,100,0,0,1000,747.5,0.01553826695197034,5.857114959492111e-4,0.9124268580510664,0.01227443372434294,0.03282838955585764,0.00242006592491829,-1292.6317946896404,42.61575942642015,0.17921028290704905,NA,0.8207897170929509,NA,POS
EUROPE,matrix_32_raw_0_1,2,100,100,0,0,1000,747.5,0.04632105007172748,0.00162639393789123,0.6405258415826897,0.01896751593241884,0.07024392901242053,0.00212158388140167,-419.1823672185328,129.07648050713794,0.0322328599778196,NA,0.9677671400221804,NA,RAW
EUROPE,matrix_32_raw_0_1,3,100,100,0,0,1000,747.5,0.0314816610759122,0.00142410844321057,0.7794918123689074,0.01883763825390333,0.05496154166551181,0.00250251344121188,-1160.5526569810822,110.16460210369384,0.08517649452275856,NA,0.9148235054772414,NA,RAW
EUROPE,matrix_32_raw_0_1,4,100,100,0,0,1000,747.5,0.02562673334422701,0.00101707015647622,0.8278665365436592,0.01586598928069843,0.04853270622565007,0.00235083562038119,-1326.1514681705507,84.92860258328771,0.11187320387534257,NA,0.8881267961246574,NA,RAW
EUROPE,matrix_32_raw_0_1,5,100,100,0,0,1000,747.5,0.02162884586519651,8.029150038812493e-4,0.8660520937141363,0.01352922995111722,0.04278394884536606,0.00229300374250024,-1408.594618240155,66.49887280327641,0.13966640706310005,NA,0.8603335929368999,NA,RAW
EUROPE,matrix_32_raw_0_1,6,100,100,0,0,1000,747.5,0.01869770892548087,6.924534422918765e-4,0.8949041078086083,0.01194802855665303,0.03786877961306877,0.00226814230880423,-1425.169754019537,54.16095242694179,0.16522236987342687,NA,0.8347776301265731,NA,RAW
EUROPE,matrix_32_raw_0_1,7,100,100,0,0,1000,747.5,0.0166130545531701,6.618899167383855e-4,0.9110520177709288,0.01214980419454638,0.03480021592051661,0.00247262805989296,-1374.0664242770897,50.270776948524166,0.16032097353558275,NA,0.8396790264644173,NA,RAW
EUROPE,matrix_32_raw_0_1,8,100,100,0,0,1000,747.5,0.0149937929186168,6.39168565962922e-4,0.9213257626826182,0.01207431159814955,0.03269487266118259,0.00260928420000583,-1294.7238922001136,45.5552762288574,0.15741423139631536,NA,0.8425857686036846,NA,RAW
EUROPE,matrix_32_z_abs,2,100,100,0,0,1000,747.5,0.02957778773234387,9.161982390500016e-4,0.7919345173837393,0.0175005120598337,0.04169660050693311,0.00180318900989817,-1803.41417405755,65.25621220547829,0.5154295778876372,NA,0.4845704221123628,NA,Z_ABS
EUROPE,matrix_32_z_abs,3,100,100,0,0,1000,747.5,0.02489413659276572,8.740961476229845e-4,0.8468007602821158,0.01726249104792245,0.03573998500068723,0.00207356160248722,-1863.9358888628376,60.25582624844028,0.3819400669073194,NA,0.6180599330926806,NA,Z_ABS
EUROPE,matrix_32_z_abs,4,100,100,0,0,1000,747.5,0.0223851162549775,7.705030884094936e-4,0.8680966535538908,0.0163074943901175,0.03313800189614805,0.00210428237584483,-1796.787025630177,52.46397513056917,0.32769459132253675,NA,0.6723054086774632,NA,Z_ABS
EUROPE,matrix_32_z_abs,5,100,100,0,0,1000,747.5,0.02028105411153912,7.203946847376739e-4,0.8850879633761796,0.01595810661605667,0.03090006632121638,0.00221587456898999,-1711.6893963565087,47.296130553616464,0.28097680532953423,NA,0.7190231946704658,NA,Z_ABS
EUROPE,matrix_32_z_abs,6,100,100,0,0,1000,747.5,0.01849042035414343,7.184602688731787e-4,0.8994376550941884,0.01619572361452227,0.02886876506733377,0.00242910631047878,-1616.5347743345185,44.36743839832556,0.2539631743751569,NA,0.7460368256248431,NA,Z_ABS
EUROPE,matrix_32_z_abs,7,100,100,0,0,1000,747.5,0.01686590328015539,6.706889072422025e-4,0.912398282792366,0.01604018932074614,0.02690706001398376,0.00257711162431245,-1516.6234678604976,40.3962578593766,0.23343034252194592,NA,0.7665696574780541,NA,Z_ABS
EUROPE,matrix_32_z_abs,8,100,100,0,0,1000,747.5,0.01539024276967703,6.338584559997562e-4,0.9244043212091216,0.01594137344264321,0.02494634797742723,0.00276397030812865,-1414.2013915586126,36.67684850970827,0.2167543758679389,NA,0.7832456241320611,NA,Z_ABS
LATAM,matrix_32_ext_0_1,2,100,100,0,0,608,265.79,0.04233139254969133,0.00132631571303338,0.6889808362003222,0.0186035942530299,0.07677490816579463,0.00220722182566159,-788.8428545496889,89.42917334698875,0.37101726452518863,NA,0.6289827354748113,NA,EXT
LATAM,matrix_32_ext_0_1,3,100,100,0,0,608,265.79,0.0368820873154654,0.00107272470889677,0.7216648979956786,0.01793914428143395,0.07257508276886962,0.00217881558707476,-887.9086433373046,77.70015404538931,0.3459636917431222,NA,0.6540363082568779,NA,EXT
LATAM,matrix_32_ext_0_1,4,100,100,0,0,608,265.79,0.03221969529361103,9.86733511605721e-4,0.7506629708863504,0.01752305711424409,0.06863728825314847,0.00220596951507359,-950.4324702172712,68.8210524958026,0.2828933889627925,NA,0.7171066110372075,NA,EXT
LATAM,matrix_32_ext_0_1,5,100,100,0,0,608,265.79,0.02872122325806608,9.55294294782477e-4,0.7724237563096298,0.01718967426622163,0.06552618174473035,0.00233045594221879,-966.9664258074856,64.12116079930519,0.2520129625599382,NA,0.7479870374400618,NA,EXT
LATAM,matrix_32_ext_0_1,6,100,100,0,0,608,265.79,0.02589935853543261,8.856924027085883e-4,0.7882408603336617,0.01673591494957668,0.0631629699703245,0.00235351169146751,-950.4733999576852,57.40971054576667,0.22536209749775224,NA,0.7746379025022477,NA,EXT
LATAM,matrix_32_ext_0_1,7,100,100,1,0,608,265.79,0.02347349842591722,7.919770093055764e-4,0.8018194415624009,0.01685494881086133,0.06105630971124954,0.00244183999118418,-919.5487624879084,52.81411443553148,0.2102127440828154,NA,0.7897872559171846,NA,EXT
LATAM,matrix_32_ext_0_1,8,100,100,3,0,608,265.79,0.0212446654046454,7.465049948166138e-4,0.8149646728487292,0.01673061239974282,0.0589518160679144,0.0025298287349382,-882.1709431843915,48.21521139114426,0.2000213666023135,NA,0.7999786333976865,NA,EXT
LATAM,matrix_32_pos_0_1,2,100,100,0,0,608,265.79,0.05582268283665197,0.00196184915605705,0.5435814633079314,0.02365067124458157,0.09662011251096084,0.00248031015732962,117.39790154701286,127.13063332419476,0.2912435235519322,NA,0.7087564764480678,NA,POS
LATAM,matrix_32_pos_0_1,3,100,100,0,0,608,265.79,0.04224618476612381,0.0014599469930157,0.6376193580894927,0.0222202839577238,0.08602610522311925,0.00258331116280964,-364.71988851172694,109.04103657100472,0.1756398396932368,NA,0.8243601603067632,NA,POS
LATAM,matrix_32_pos_0_1,4,100,100,0,0,608,265.79,0.03607773651521367,0.00132021318853917,0.679092624496095,0.02233173958958016,0.08088661269747024,0.00257263087356141,-533.5544024175044,94.959893229826,0.19270127904691575,NA,0.8072987209530842,NA,POS
LATAM,matrix_32_pos_0_1,5,100,100,0,0,608,265.79,0.0312758479171897,0.001325766525232,0.7168048277898741,0.02382041384536898,0.07590914823048389,0.0028414607447375,-657.4867535475148,91.0870211959472,0.19611287133273436,NA,0.8038871286672656,NA,POS
LATAM,matrix_32_pos_0_1,6,100,100,0,0,608,265.79,0.0275091102995209,0.00109662599061315,0.7437182486586166,0.02206015418180838,0.0721633533635525,0.00280711087222672,-713.7925643248553,78.92979055425106,0.17913212237755335,NA,0.8208678776224466,NA,POS
LATAM,matrix_32_pos_0_1,7,100,100,0,0,608,265.79,0.02451354815019256,9.879926208502603e-4,0.7669333865923856,0.02146298649384491,0.06876557116567895,0.00291193315369962,-740.8128921212536,71.80877682479678,0.17729063421345664,NA,0.8227093657865433,NA,POS
LATAM,matrix_32_pos_0_1,8,100,100,0,0,608,265.79,0.02190563707384684,9.118488201660312e-4,0.7874205483788088,0.02150592177383563,0.06561757278392791,0.00312728991392309,-746.3252880676861,67.21879314724518,0.1746478886626298,NA,0.8253521113373702,NA,POS
LATAM,matrix_32_raw_0_1,2,100,100,0,0,608,265.79,0.06058559809430709,0.00210439715581501,0.4985143004027161,0.02398348520364678,0.10323892343690794,0.00267947374125457,465.91903584887393,145.42568841923853,0.08695614773937736,NA,0.9130438522606228,NA,RAW
