participant_id,macro_archetype_5,self_profile,adoption_stage,stage,technology,FINANCIAL,SECURITY,COMPETENCE,AUTONOMY,PHYSIOLOGICAL,RELATEDNESS,STIMULATION,POPULARITY,MEANING
PROLIFIC_69eca1e06533d42ff1306a24,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,44,NA,NA,35,NA,NA,NA,NA,5
PROLIFIC_69eca1e06533d42ff1306a24,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,44,NA,NA,35,NA,NA,NA,NA,5
PROLIFIC_69edcc3c9f52558843ab7d99,G4_HomoEconomicus,Homo economicus,Done,Implementada,Electrodomésticos eficientes,NA,NA,NA,83.75,NA,NA,NA,NA,NA
PROLIFIC_69edcc3c9f52558843ab7d99,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,61,NA,74,NA,NA,NA,NA,NA,NA
PROLIFIC_69edcc3c9f52558843ab7d99,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,61,NA,74,83.75,NA,NA,NA,NA,NA
PROLIFIC_69ee50cfb4f7f782d21e0238,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,91.8,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69f0ef9892bba1b2c3596e76,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,70,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69f3101cd619e2288f7cffa7,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Agua caliente sanitaria,62.4,NA,71,57.75,NA,NA,NA,NA,NA
PROLIFIC_69f3101cd619e2288f7cffa7,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,62.4,62.25,NA,57.75,NA,NA,NA,NA,NA
PROLIFIC_69f3101cd619e2288f7cffa7,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,62.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69f349141b7a57cdd52b671c,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Renovación de envolvente,58.6,NA,NA,NA,64,NA,NA,NA,NA
PROLIFIC_69f349141b7a57cdd52b671c,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,58.6,NA,NA,63.25,NA,NA,NA,NA,NA
PROLIFIC_69f349141b7a57cdd52b671c,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,NA,NA,NA,NA,NA,37.666666666666664,42.5,44.5
PROLIFIC_69f732a6afef1c53157db063,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Bomba de calor,73.75,NA,NA,69.75,NA,NA,NA,NA,46.5
PROLIFIC_69f732a6afef1c53157db063,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Kits solares de balcón,73.75,NA,NA,69.75,NA,NA,NA,NA,46.5
PROLIFIC_69f732a6afef1c53157db063,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,73.75,72,NA,69.75,NA,NA,NA,NA,NA
PROLIFIC_69f9f16dd6f231903e2a6b41,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,64.4,NA,NA,NA,48.5,NA,NA,NA,32
PROLIFIC_69f9f16dd6f231903e2a6b41,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Kits solares de balcón,64.4,NA,NA,53,NA,NA,NA,NA,32
PROLIFIC_69f9f16dd6f231903e2a6b41,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,NA,80.25,75.2,NA,NA,NA,NA,NA,32
PROLIFIC_69fb3f396267d7f728885605,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Electrodomésticos eficientes,83.2,NA,NA,NA,NA,NA,42.666666666666664,NA,NA
PROLIFIC_69fb3f396267d7f728885605,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,83.2,NA,66,NA,NA,NA,42.666666666666664,NA,NA
PROLIFIC_69fb3f396267d7f728885605,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Medidas de microeficiencia,83.2,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69fc2d7674f4ab68ebfd7559,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Cambio de tarifa eléctrica,63.6,NA,NA,51.5,NA,NA,NA,NA,5.5
PROLIFIC_69fc2d7674f4ab68ebfd7559,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,63.6,NA,NA,NA,71,NA,NA,NA,5.5
PROLIFIC_69fc2d7674f4ab68ebfd7559,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ascensor,63.6,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_69fc62a553e31d1f955c7d1e,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Ascensor,NA,80.25,81.6,75.5,NA,NA,NA,NA,NA
PROLIFIC_69fc62a553e31d1f955c7d1e,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,75.4,80.25,81.6,NA,NA,NA,NA,NA,NA
PROLIFIC_69fc88ab52f8fd41bd554aee,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,64,NA,NA,81.25,85,NA,NA,NA,NA
PROLIFIC_69fc88ab52f8fd41bd554aee,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,64,70,NA,NA,NA,NA,NA,NA,40
PROLIFIC_69fc88ab52f8fd41bd554aee,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,64,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a005381c9f64426562d2587,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Bomba de calor,75,90,NA,NA,70,NA,NA,NA,NA
PROLIFIC_6a005381c9f64426562d2587,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Kits solares de balcón,NA,90,NA,83.33333333333333,70,NA,NA,NA,NA
PROLIFIC_6a005381c9f64426562d2587,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,75,90,NA,83.33333333333333,NA,NA,NA,NA,NA
PROLIFIC_6a00c9657d955585296f7301,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,56.2,NA,NA,NA,NA,NA,NA,19.5,NA
PROLIFIC_6a00c9657d955585296f7301,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Renovación de envolvente,56.2,NA,NA,NA,NA,NA,NA,NA,52
PROLIFIC_6a00c9657d955585296f7301,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,56.2,37.5,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a00ddf17a4ca511079ba36,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Sistemas inteligentes del hogar,NA,49.25,53.8,62.25,NA,NA,NA,NA,NA
PROLIFIC_6a00ddf17a4ca511079ba36,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,66.6,49.25,NA,NA,NA,NA,NA,NA,75
PROLIFIC_6a00ddf17a4ca511079ba36,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,NA,49.25,NA,62.25,NA,NA,NA,50.5,NA
PROLIFIC_6a01a5353d69fb639148aa20,G4_HomoEconomicus,Homo economicus,Done,Implementada,Sistemas inteligentes del hogar,64,63.333333333333336,NA,NA,NA,NA,NA,NA,42.5
PROLIFIC_6a01a5353d69fb639148aa20,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Kits solares de balcón,64,NA,NA,61.25,NA,NA,58.333333333333336,NA,NA
PROLIFIC_6a01a5353d69fb639148aa20,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,64,NA,NA,61.25,NA,NA,58.333333333333336,NA,NA
PROLIFIC_6a01d2282cff0f54d29e9ce9,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Ascensor,63.6,76.25,NA,NA,55,NA,NA,NA,NA
PROLIFIC_6a01d2282cff0f54d29e9ce9,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,63.6,NA,NA,66.33333333333333,55,NA,NA,NA,NA
PROLIFIC_6a01d315cd2cd32b1511e127,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistema de refrigeración,58,NA,59,NA,70,NA,NA,NA,NA
PROLIFIC_6a01d315cd2cd32b1511e127,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Agua caliente sanitaria,58,NA,59,NA,70,NA,NA,NA,NA
PROLIFIC_6a01f97615e1e34226c0c6de,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Sistema de refrigeración,NA,78.75,NA,71,75,NA,NA,NA,NA
PROLIFIC_6a01f97615e1e34226c0c6de,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,68.4,78.75,NA,NA,75,NA,NA,NA,NA
PROLIFIC_6a0202e1fdb933b3a6bc8fe9,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,NA,94,76.8,NA,87.5,NA,NA,NA,NA
PROLIFIC_6a0202e1fdb933b3a6bc8fe9,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Electrodomésticos eficientes,NA,NA,76.8,83.5,87.5,NA,NA,NA,NA
PROLIFIC_6a021400594777c9049633a4,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Agua caliente sanitaria,79.2,NA,94.8,89.75,NA,NA,NA,NA,NA
PROLIFIC_6a021400594777c9049633a4,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Renovación de envolvente,79.2,NA,94.8,NA,NA,NA,NA,NA,36.5
PROLIFIC_6a021400594777c9049633a4,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,NA,NA,59.8,NA,21,36.5
PROLIFIC_6a0252dc959d360ed8448c2f,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Bomba de calor,73,NA,75.4,71,NA,NA,NA,NA,NA
PROLIFIC_6a0252dc959d360ed8448c2f,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,73,NA,NA,71,74,NA,NA,NA,NA
PROLIFIC_6a03950c7926c7ee5b8589ae,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Medidas de microeficiencia,62,NA,NA,67,NA,NA,NA,NA,32.5
PROLIFIC_6a03950c7926c7ee5b8589ae,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,90.75,NA,NA,NA,NA,27.666666666666668,NA,NA
PROLIFIC_6a03950c7926c7ee5b8589ae,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,62,NA,NA,67,NA,NA,NA,NA,NA
PROLIFIC_6a0631964347cec04dfa71d1,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Calefacción fósil o biomasa,73.2,NA,88.8,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0631964347cec04dfa71d1,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,73.2,NA,NA,77.5,NA,NA,NA,NA,NA
PROLIFIC_6a064be60a1feb17a9dfe824,G4_HomoEconomicus,Homo economicus,Done,Implementada,Cambio de tarifa eléctrica,80.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a064be60a1feb17a9dfe824,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Electrodomésticos eficientes,80.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a064be60a1feb17a9dfe824,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,80.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a06ce99e7948a2b48b807b8,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Cambio de tarifa eléctrica,57.6,NA,NA,85.5,NA,NA,NA,NA,NA
PROLIFIC_6a06ce99e7948a2b48b807b8,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,57.6,NA,NA,NA,NA,NA,NA,NA,3.5
PROLIFIC_6a07020572ab3b4d691a391c,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,72.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a07020572ab3b4d691a391c,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,72.4,NA,85.6,82.5,NA,NA,NA,NA,NA
PROLIFIC_6a07318351b163db6f9887f1,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,75.33333333333333,NA,NA,100,100,NA,NA,NA,NA
PROLIFIC_6a07318351b163db6f9887f1,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Renovación de envolvente,75.33333333333333,NA,NA,100,100,NA,NA,NA,NA
PROLIFIC_6a081474f37bbaf455c26332,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Kits solares de balcón,60.8,NA,NA,56.5,73.5,NA,NA,NA,NA
PROLIFIC_6a081474f37bbaf455c26332,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,60.8,NA,68.6,NA,NA,66.4,NA,NA,NA
PROLIFIC_6a081474f37bbaf455c26332,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,NA,68.25,NA,56.5,NA,66.4,NA,NA,NA
PROLIFIC_6a098c627878fd02b2b0766e,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,48,46.5,NA,NA,NA,NA,NA,7,NA
PROLIFIC_6a098c627878fd02b2b0766e,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,48,NA,NA,57.25,NA,NA,NA,NA,13.5
PROLIFIC_6a0c1bc666f7cca388e60c9c,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,84,95,NA,NA,90,NA,NA,NA,NA
PROLIFIC_6a0c1bc666f7cca388e60c9c,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,84,95,NA,68.75,NA,NA,NA,NA,NA
PROLIFIC_6a0c5d35ab86f12c44875ea0,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,90,96.33333333333333,NA,NA,97.5,NA,NA,NA,NA
PROLIFIC_6a0c5d35ab86f12c44875ea0,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,90,96.33333333333333,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0d70f4edf77457443338ce,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Comunidad energética,NA,NA,NA,NA,63,61,65,NA,NA
PROLIFIC_6a0d70f4edf77457443338ce,G1_Activist_Stubborn_Sentient,Activista,Considering,La conoce / la consideraría,Sistema de refrigeración,62,NA,NA,NA,NA,NA,NA,38,72
PROLIFIC_6a0d70f4edf77457443338ce,G1_Activist_Stubborn_Sentient,Activista,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,62,NA,63.2,NA,NA,NA,NA,NA,72
PROLIFIC_6a0d86760c5c5b905946bc00,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Sistemas inteligentes del hogar,79.4,81.75,70.6,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0d86760c5c5b905946bc00,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Electrodomésticos eficientes,79.4,81.75,70.6,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0d9e9144c2414b7e6adeda,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Agua caliente sanitaria,NA,NA,NA,NA,82.5,NA,NA,NA,NA
PROLIFIC_6a0d9e9144c2414b7e6adeda,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,NA,NA,76.2,68.5,82.5,NA,NA,NA,NA
PROLIFIC_6a0daf62ec01cd69c04d1da8,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,65.4,64.25,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0daf62ec01cd69c04d1da8,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,65.4,NA,NA,NA,NA,NA,42.666666666666664,NA,NA
PROLIFIC_6a0dbd152f8b5e278c18f1c2,G1_Activist_Stubborn_Sentient,Activista,Done,Implementada,Sistema de refrigeración,NA,NA,NA,80.25,NA,NA,78.66666666666667,NA,82.5
PROLIFIC_6a0f3e08be88e41f0e239e45,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Agua caliente sanitaria,NA,NA,51,76.5,NA,NA,NA,NA,NA
PROLIFIC_6a0f3e08be88e41f0e239e45,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Medidas de microeficiencia,80.2,70,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a0f3e08be88e41f0e239e45,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Sistemas inteligentes del hogar,80.2,70,NA,NA,77.5,NA,NA,NA,NA
PROLIFIC_6a10442ceffde6b06d1cef3d,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Electrodomésticos eficientes,53,69,NA,NA,NA,NA,NA,NA,36
PROLIFIC_6a10442ceffde6b06d1cef3d,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,53,NA,NA,NA,NA,NA,NA,48,NA
PROLIFIC_6a10442ceffde6b06d1cef3d,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Ventilación con recuperador,53,69,69.6,NA,NA,NA,NA,NA,NA
PROLIFIC_6a115c6b3c86f8c79ae47f0d,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Vehículo eléctrico,80.8,NA,NA,NA,82,NA,NA,NA,53.5
PROLIFIC_6a115c6b3c86f8c79ae47f0d,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,80.8,82.5,75,NA,NA,NA,NA,NA,NA
PROLIFIC_6a134c7b06246f028cc08800,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistemas inteligentes del hogar,NA,NA,75.4,55,NA,NA,45.333333333333336,NA,NA
PROLIFIC_6a134c7b06246f028cc08800,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,69.8,51.333333333333336,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a134c7b06246f028cc08800,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,NA,NA,56.4,NA,24.5,52.5
PROLIFIC_6a1614592a9d17aadbee6b06,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Sistema de refrigeración,NA,NA,NA,71.25,NA,NA,NA,NA,NA
PROLIFIC_6a1614592a9d17aadbee6b06,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,73.4,NA,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a1614592a9d17aadbee6b06,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,71.25,NA,NA,NA,NA,50.5
PROLIFIC_6a19a8b91331b2d709fef8b0,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Renovación de envolvente,65.4,82,NA,NA,59.5,NA,NA,NA,NA
PROLIFIC_6a19a8b91331b2d709fef8b0,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Cambio de tarifa eléctrica,65.4,82,NA,73,NA,NA,NA,NA,NA
PROLIFIC_6a1b5f584a440643c54aed9a,G2_EarlyAdopter_Influencer,Influyente,Done,Implementada,Vehículo eléctrico,62.4,NA,NA,NA,NA,NA,NA,52.5,NA
PROLIFIC_6a1b5f584a440643c54aed9a,G2_EarlyAdopter_Influencer,Influyente,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,62.4,NA,NA,NA,NA,NA,NA,NA,46.5
PROLIFIC_6a1b5f584a440643c54aed9a,G2_EarlyAdopter_Influencer,Influyente,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,62.4,NA,NA,NA,NA,NA,70,NA,NA
PROLIFIC_6a1d394cf761db518876cad8,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Cambio de tarifa eléctrica,70.6,NA,73.25,69,NA,NA,NA,NA,NA
PROLIFIC_6a1d394cf761db518876cad8,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Renovación de envolvente,NA,NA,NA,NA,70.5,58.2,44.333333333333336,NA,NA
PROLIFIC_6a1d394cf761db518876cad8,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,NA,NA,NA,NA,NA,58.2,NA,52.5,46
PROLIFIC_6a1eb7c1fd14b832013fb983,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Cambio de tarifa eléctrica,68,59,NA,NA,65.5,NA,NA,NA,NA
PROLIFIC_6a1eb7c1fd14b832013fb983,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Renovación de envolvente,68,NA,82,NA,NA,NA,NA,NA,46
PROLIFIC_6a1eba8c12fabb0fa7678822,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Medidas de microeficiencia,57.4,NA,NA,64.75,NA,NA,NA,NA,46.5
PROLIFIC_6a1eba8c12fabb0fa7678822,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,57.4,NA,NA,NA,NA,NA,NA,13,NA
PROLIFIC_6a1f136140310048eef382ce,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Bomba de calor,66.6,68.25,58.2,NA,NA,NA,NA,NA,NA
PROLIFIC_6a1f136140310048eef382ce,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Renovación de envolvente,66.6,NA,58.2,57.75,NA,NA,NA,NA,NA
PROLIFIC_6a1f136140310048eef382ce,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Calefacción fósil o biomasa,NA,68.25,NA,57.75,95,NA,NA,NA,NA
PROLIFIC_6a204321d4201071efadc417,G4_HomoEconomicus,Homo economicus,Done,Implementada,Medidas de microeficiencia,99.8,100,NA,NA,NA,NA,NA,100,NA
PROLIFIC_6a204321d4201071efadc417,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Agua caliente sanitaria,99.8,100,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a204321d4201071efadc417,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,99.8,100,NA,100,NA,NA,NA,NA,NA
PROLIFIC_6a2055cd337ccac293eb2ef8,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistemas inteligentes del hogar,NA,60,NA,NA,NA,NA,NA,NA,NA
PROLIFIC_6a2055cd337ccac293eb2ef8,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Almacenamiento energético,NA,NA,NA,55.333333333333336,NA,NA,NA,NA,NA
PROLIFIC_6a211e87adf7c98358c1602b,G1_Activist_Stubborn_Sentient,Sensible,Done,Implementada,Renovación de envolvente,69,NA,NA,78.75,NA,NA,NA,NA,35
PROLIFIC_6a211e87adf7c98358c1602b,G1_Activist_Stubborn_Sentient,Sensible,Considering,La conoce / la consideraría,Comunidad energética,69,NA,77,NA,NA,56,NA,NA,NA
PROLIFIC_6a211e87adf7c98358c1602b,G1_Activist_Stubborn_Sentient,Sensible,Knowledge,"No la conoce, pero le genera curiosidad",Kits solares de balcón,69,NA,NA,78.75,NA,NA,NA,NA,35
PROLIFIC_6a21ea8132a0738c3116b9e0,G3_Fearful_Careful,Temeroso/a,Done,Implementada,Cambio de tarifa eléctrica,NA,100,89,NA,87.5,NA,NA,NA,NA
PROLIFIC_6a21ea8132a0738c3116b9e0,G3_Fearful_Careful,Temeroso/a,Considering,La conoce / la consideraría,Renovación de envolvente,73.6,NA,NA,NA,87.5,NA,NA,NA,47
PROLIFIC_6a21ea8132a0738c3116b9e0,G3_Fearful_Careful,Temeroso/a,Knowledge,"No la conoce, pero le genera curiosidad",Bomba de calor,73.6,100,NA,NA,NA,NA,NA,NA,47
PROLIFIC_6a2287e1de4099ccf09eac69,G3_Fearful_Careful,Cuidadoso/a,Done,Implementada,Renovación de envolvente,53.333333333333336,NA,79.6,NA,63.5,NA,NA,NA,NA
PROLIFIC_6a2287e1de4099ccf09eac69,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Sistema de refrigeración,53.333333333333336,68.25,NA,NA,63.5,NA,NA,NA,NA
PROLIFIC_6a2287e1de4099ccf09eac69,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,53.333333333333336,68.25,NA,NA,63.5,NA,NA,NA,NA
PROLIFIC_6a229862a12b21ee07229d8a,G4_HomoEconomicus,Homo economicus,Done,Implementada,Sistema de refrigeración,NA,NA,70.4,70,72,NA,NA,NA,NA
PROLIFIC_6a229862a12b21ee07229d8a,G4_HomoEconomicus,Homo economicus,Considering,La conoce / la consideraría,Vehículo eléctrico,63,NA,70.4,70,NA,NA,NA,NA,NA
PROLIFIC_6a229862a12b21ee07229d8a,G4_HomoEconomicus,Homo economicus,Knowledge,"No la conoce, pero le genera curiosidad",Medidas de microeficiencia,63,75.25,NA,70,NA,NA,NA,NA,NA
PROLIFIC_6a229976e46891722ff3f05f,G3_Fearful_Careful,Cuidadoso/a,Considering,La conoce / la consideraría,Vehículo eléctrico,63.8,NA,NA,NA,NA,NA,NA,NA,28
PROLIFIC_6a229976e46891722ff3f05f,G3_Fearful_Careful,Cuidadoso/a,Knowledge,"No la conoce, pero le genera curiosidad",Comunidad energética,NA,NA,NA,NA,NA,NA,14.333333333333334,NA,28
PROLIFIC_6a229a11e392c08625a712bd,G4_HomoEconomicus,Homo economicus,Done,Implementada,Renovación de envolvente,84.4,NA,NA,NA,NA,NA,NA,NA,NA
