bootstrap_id,consensus_factor,reference_factor,original_factor,alignment_similarity_pct
60,4,MR4,MR6,100
60,5,MR5,MR1,87.5
60,6,MR6,MR5,87.5
61,1,MR1,MR3,100
61,2,MR2,MR4,62.5
61,3,MR3,MR2,87.5
61,4,MR4,MR6,87.5
61,5,MR5,MR5,87.5
61,6,MR6,MR1,100
62,1,MR1,MR3,100
62,2,MR2,MR5,87.5
62,3,MR3,MR4,75
62,4,MR4,MR6,87.5
62,5,MR5,MR1,87.5
62,6,MR6,MR2,100
63,1,MR1,MR3,100
63,2,MR2,MR1,87.5
63,3,MR3,MR5,100
63,4,MR4,MR4,100
63,5,MR5,MR6,87.5
63,6,MR6,MR2,100
64,1,MR1,MR3,100
64,2,MR2,MR5,75
64,3,MR3,MR1,87.5
64,4,MR4,MR6,100
64,5,MR5,MR2,75
64,6,MR6,MR4,100
65,1,MR1,MR6,100
65,2,MR2,MR3,62.5
65,3,MR3,MR1,75
65,4,MR4,MR2,100
65,5,MR5,MR4,87.5
65,6,MR6,MR5,100
66,1,MR1,MR2,100
66,2,MR2,MR5,62.5
66,3,MR3,MR3,75
66,4,MR4,MR6,100
66,5,MR5,MR4,100
66,6,MR6,MR1,100
67,1,MR1,MR2,100
67,2,MR2,MR3,75
67,3,MR3,MR6,75
67,4,MR4,MR5,87.5
67,5,MR5,MR4,75
67,6,MR6,MR1,75
68,1,MR1,MR1,100
68,2,MR2,MR4,75
68,3,MR3,MR5,87.5
68,4,MR4,MR2,87.5
68,5,MR5,MR3,87.5
68,6,MR6,MR6,100
69,1,MR1,MR3,100
69,2,MR2,MR4,75
69,3,MR3,MR5,75
69,4,MR4,MR6,87.5
69,5,MR5,MR2,100
69,6,MR6,MR1,100
70,1,MR1,MR4,100
70,2,MR2,MR2,62.5
70,3,MR3,MR5,62.5
70,4,MR4,MR3,100
70,5,MR5,MR6,87.5
70,6,MR6,MR1,100
71,1,MR1,MR6,100
71,2,MR2,MR1,75
71,3,MR3,MR4,87.5
71,4,MR4,MR2,87.5
71,5,MR5,MR3,87.5
71,6,MR6,MR5,87.5
72,1,MR1,MR5,100
72,2,MR2,MR1,87.5
72,3,MR3,MR6,75
72,4,MR4,MR2,100
72,5,MR5,MR3,87.5
72,6,MR6,MR4,87.5
73,1,MR1,MR5,100
73,2,MR2,MR6,87.5
73,3,MR3,MR1,87.5
73,4,MR4,MR2,100
73,5,MR5,MR3,75
73,6,MR6,MR4,100
74,1,MR1,MR1,100
74,2,MR2,MR4,75
74,3,MR3,MR6,75
74,4,MR4,MR2,100
74,5,MR5,MR5,87.5
74,6,MR6,MR3,100
75,1,MR1,MR5,100
75,2,MR2,MR2,75
75,3,MR3,MR4,75
75,4,MR4,MR3,87.5
75,5,MR5,MR1,75
75,6,MR6,MR6,100
76,1,MR1,MR5,100
76,2,MR2,MR2,62.5
76,3,MR3,MR1,75
76,4,MR4,MR6,62.5
76,5,MR5,MR3,75
76,6,MR6,MR4,87.5
77,1,MR1,MR2,100
77,2,MR2,MR3,87.5
77,3,MR3,MR6,75
77,4,MR4,MR4,75
77,5,MR5,MR5,75
77,6,MR6,MR1,100
78,1,MR1,MR2,100
78,2,MR2,MR3,87.5
78,3,MR3,MR4,62.5
78,4,MR4,MR6,87.5
78,5,MR5,MR1,87.5
78,6,MR6,MR5,87.5
79,1,MR1,MR2,100
79,2,MR2,MR3,87.5
79,3,MR3,MR4,100
79,4,MR4,MR6,100
79,5,MR5,MR1,87.5
79,6,MR6,MR5,100
80,1,MR1,MR2,100
80,2,MR2,MR6,87.5
80,3,MR3,MR1,87.5
80,4,MR4,MR4,100
80,5,MR5,MR3,87.5
80,6,MR6,MR5,87.5
81,1,MR1,MR1,100
81,2,MR2,MR6,75
81,3,MR3,MR2,87.5
81,4,MR4,MR4,87.5
81,5,MR5,MR3,87.5
81,6,MR6,MR5,100
82,1,MR1,MR6,100
82,2,MR2,MR3,75
82,3,MR3,MR5,62.5
82,4,MR4,MR2,100
82,5,MR5,MR4,87.5
82,6,MR6,MR1,100
83,1,MR1,MR2,100
83,2,MR2,MR3,87.5
83,3,MR3,MR4,100
83,4,MR4,MR6,87.5
83,5,MR5,MR5,87.5
83,6,MR6,MR1,100
84,1,MR1,MR6,100
84,2,MR2,MR4,87.5
84,3,MR3,MR1,87.5
84,4,MR4,MR2,100
84,5,MR5,MR3,100
84,6,MR6,MR5,100
85,1,MR1,MR4,100
85,2,MR2,MR5,75
85,3,MR3,MR6,75
85,4,MR4,MR3,87.5
85,5,MR5,MR2,87.5
85,6,MR6,MR1,87.5
86,1,MR1,MR2,100
86,2,MR2,MR3,75
86,3,MR3,MR6,75
86,4,MR4,MR5,100
86,5,MR5,MR4,87.5
86,6,MR6,MR1,100
87,1,MR1,MR6,100
87,2,MR2,MR3,75
87,3,MR3,MR1,50
87,4,MR4,MR4,100
87,5,MR5,MR2,87.5
87,6,MR6,MR5,87.5
88,1,MR1,MR3,100
88,2,MR2,MR5,75
88,3,MR3,MR2,75
88,4,MR4,MR4,87.5
88,5,MR5,MR1,100
88,6,MR6,MR6,100
89,1,MR1,MR3,100
89,2,MR2,MR1,87.5
89,3,MR3,MR6,87.5
89,4,MR4,MR2,100
89,5,MR5,MR5,75
89,6,MR6,MR4,100
90,1,MR1,MR4,100
90,2,MR2,MR3,62.5
90,3,MR3,MR2,87.5
90,4,MR4,MR1,75
90,5,MR5,MR6,75
90,6,MR6,MR5,87.5
91,1,MR1,MR6,100
91,2,MR2,MR1,75
91,3,MR3,MR3,75
91,4,MR4,MR5,100
91,5,MR5,MR2,87.5
91,6,MR6,MR4,100
92,1,MR1,MR1,100
92,2,MR2,MR2,100
92,3,MR3,MR3,100
92,4,MR4,MR4,100
92,5,MR5,MR5,100
92,6,MR6,MR6,100
93,1,MR1,MR4,100
93,2,MR2,MR1,62.5
93,3,MR3,MR6,75
93,4,MR4,MR5,87.5
93,5,MR5,MR2,87.5
93,6,MR6,MR3,100
94,1,MR1,MR5,100
94,2,MR2,MR3,87.5
94,3,MR3,MR6,87.5
94,4,MR4,MR1,100
94,5,MR5,MR2,62.5
94,6,MR6,MR4,100
95,1,MR1,MR2,100
95,2,MR2,MR3,62.5
95,3,MR3,MR6,100
95,4,MR4,MR4,87.5
95,5,MR5,MR5,87.5
95,6,MR6,MR1,100
96,1,MR1,MR6,100
96,2,MR2,MR2,75
96,3,MR3,MR5,87.5
96,4,MR4,MR3,87.5
96,5,MR5,MR1,87.5
96,6,MR6,MR4,100
97,1,MR1,MR6,100
97,2,MR2,MR2,87.5
97,3,MR3,MR5,75
97,4,MR4,MR4,87.5
97,5,MR5,MR1,100
97,6,MR6,MR3,87.5
98,1,MR1,MR3,100
98,2,MR2,MR4,62.5
98,3,MR3,MR6,75
98,4,MR4,MR5,100
98,5,MR5,MR1,100
98,6,MR6,MR2,100
99,1,MR1,MR4,100
99,2,MR2,MR6,87.5
99,3,MR3,MR3,87.5
99,4,MR4,MR2,100
99,5,MR5,MR1,75
99,6,MR6,MR5,100
100,1,MR1,MR1,100
100,2,MR2,MR6,75
100,3,MR3,MR3,75
100,4,MR4,MR5,75
100,5,MR5,MR2,75
100,6,MR6,MR4,87.5
