analysis_sample,method,matrix_name,weighting,source_candidate,n_signature_instances,total_weight,weight_pct
LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
LATAM,KMEANS,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
LATAM,KMEANS,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
LATAM,KMEANS,matrix_32_raw_0_1,equal_element,6,4800,600,20
LATAM,KMEANS,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
LATAM,KMEANS,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
LATAM,KMEANS,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
LATAM,KMEANS,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
LATAM,KMEANS,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
LATAM,KMEANS,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
LATAM,KMEANS,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
LATAM,KMEANS,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
LATAM,KMEANS,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
LATAM,KMEANS,matrix_32_z_abs,equal_element,6,4800,600,20
LATAM,KMEANS,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
LATAM,KMEANS,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
RENOVISOR,EFA,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,EFA,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,EFA,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,EFA,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,EFA,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,EFA,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,EFA,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,EFA,matrix_32_ext_0_1,equal_element,6,4800,600,20
RENOVISOR,EFA,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,EFA,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,EFA,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,EFA,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,EFA,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,EFA,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,EFA,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,EFA,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,EFA,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,EFA,matrix_32_pos_0_1,equal_element,6,4800,600,20
RENOVISOR,EFA,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,EFA,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,EFA,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,EFA,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,EFA,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,EFA,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,EFA,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,EFA,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,EFA,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,EFA,matrix_32_raw_0_1,equal_element,6,4800,600,20
RENOVISOR,EFA,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,EFA,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,EFA,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,EFA,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,EFA,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,EFA,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,EFA,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,EFA,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
RENOVISOR,EFA,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
RENOVISOR,EFA,matrix_32_z_abs,equal_element,6,4800,600,20
RENOVISOR,EFA,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
RENOVISOR,EFA,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_element,6,4800,600,20
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,KMEANS,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_element,6,4800,600,20
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,KMEANS,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_element,6,4800,600,20
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
RENOVISOR,KMEANS,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
RENOVISOR,KMEANS,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
RENOVISOR,KMEANS,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
RENOVISOR,KMEANS,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
RENOVISOR,KMEANS,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
RENOVISOR,KMEANS,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
RENOVISOR,KMEANS,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
RENOVISOR,KMEANS,matrix_32_z_abs,equal_element,6,4800,600,20
RENOVISOR,KMEANS,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
RENOVISOR,KMEANS,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_element,6,4800,600,20
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_element,6,4800,600,20
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_element,6,4800,600,20
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,EFA,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,EFA,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,EFA,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,EFA,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,EFA,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,EFA,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,EFA,matrix_32_z_abs,equal_element,6,4800,600,20
WHY_EUROPE,EFA,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,EFA,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_element,6,4800,600,20
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,KMEANS,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_element,6,4800,600,20
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,KMEANS,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_element,6,4800,600,20
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,KMEANS,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_element,6,4800,600,20
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
WHY_EUROPE,KMEANS,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_element,6,4800,600,20
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,EFA,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_element,6,4800,600,20
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,EFA,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_element,6,4800,600,20
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,EFA,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,EFA,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,EFA,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,EFA,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,EFA,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,EFA,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,EFA,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,EFA,matrix_32_z_abs,equal_element,6,4800,600,20
WHY_LATAM,EFA,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,EFA,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_element,6,4800,600,20
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,KMEANS,matrix_32_ext_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_element,6,4800,600,20
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,KMEANS,matrix_32_pos_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_element,6,4800,600,20
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,KMEANS,matrix_32_raw_0_1,equal_element,8,6400,800,26.666666666666668
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_candidate,4,3200,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_candidate,5,4000,100.00000000000561,20.000000000001243
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_candidate,6,4800,99.99999999999471,19.999999999999062
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_candidate,7,5600,99.99999999999666,19.999999999999453
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_candidate,8,6400,100,20.00000000000012
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_element,4,3200,400,13.333333333333334
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_element,5,4000,500,16.666666666666668
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_element,6,4800,600,20
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_element,7,5600,700,23.333333333333332
WHY_LATAM,KMEANS,matrix_32_z_abs,equal_element,8,6400,800,26.666666666666668
