global_participant_key,dataset_source,source_survey,source_file,source_row,participant_key,age_raw,gender_raw,country_raw,country_code,diego_scale_assumption,diego_noise_added,diego_noise_sd,diego__q1,diego__q2,diego__q3,diego__q4,diego__q5,diego__q6,diego__q7,diego__q21_1,diego__q21_2,diego__q21_3,diego__q21_4,diego__q21_5,diego__q21_6,diego__q21_7,diego__q21_8,diego__q22_1,diego__q22_2,diego__q22_3,diego__q22_4,diego__q22_5,diego__q22_6,diego__q22_7,diego__q22_8,diego__q23_1,diego__q23_2,diego__q23_3,diego__q23_4,diego__q23_5,diego__q23_6,diego__q23_7,diego__q23_8,diego__q24_1,diego__q24_2,diego__q24_3,diego__q24_4,diego__q24_5,diego__q24_6,diego__q24_7,diego__q24_8,diego_det_01_0_100,diego_det_02_0_100,diego_det_03_0_100,diego_det_04_0_100,diego_det_05_0_100,diego_det_06_0_100,diego_det_07_0_100,diego_det_08_0_100,diego_det_09_0_100,diego_det_10_0_100,diego_det_11_0_100,diego_det_12_0_100,diego_det_13_0_100,diego_det_14_0_100,diego_det_15_0_100,diego_det_16_0_100,diego_det_17_0_100,diego_det_18_0_100,diego_det_19_0_100,diego_det_20_0_100,diego_det_21_0_100,diego_det_22_0_100,diego_det_23_0_100,diego_det_24_0_100,diego_det_25_0_100,diego_det_26_0_100,diego_det_27_0_100,diego_det_28_0_100,diego_det_29_0_100,diego_det_30_0_100,diego_det_31_0_100,diego_det_32_0_100
diego__diego_11,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,11,diego_11,40-59,Male,Spain,ES,1_5,TRUE,1,40-59,Male,Spain,Master's degree,Paid employee (public sector),2,"50,000 - 100,000 euros per year",4,4,3,3,3,3,3,4,4,3,4,3,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,3,3,2,3,3,63.60572343052744,50.59735740875628,77.91091846606939,17.046198757121942,68.63339859261815,48.65876291000261,34.22284529752284,56.174048675683466,86.03317563424608,81.32627375503336,70.68531058766112,32.545000823972245,30.288997805859218,23.339098828742987,63.424372965255074,88.86587883334325,46.73644202010189,67.4147827588283,44.387883509502515,37.63041659153528,13.441618347300043,45.59781417766049,59.48193595189228,58.45080247175073,33.407073242517015,30.62831376928372,72.49369996657559,38.45484379974271,29.53158444196342,46.52567977083473,67.41384627233708,30.47290498148172
diego__diego_12,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,12,diego_12,40-59,Male,Spain,ES,1_5,TRUE,1,40-59,Male,Spain,Master's degree,Self-employed,1,"20,000 - 49,999 euros per year",3,2,4,4,2,4,4,5,3,5,4,3,4,5,5,5,5,5,3,3,4,3,4,2,3,4,2,1,3,2,2,3,58.9953456764341,23.66955789856224,46.20826657848157,75.9177282137724,32.326119097738435,76.82297550974522,16.76437812860856,66.55103352919977,35.95871229397856,67.41624125053285,76.4884657602086,57.14019502902179,74.98585446655306,31.224998361601696,81.2469838815465,57.15265751011434,95.84641361536217,86.31278524894222,16.03541845293589,79.45132449742127,38.651298127113364,55.20041140831912,32.19613504638772,50.28838458410304,53.03666111751117,49.817571373301625,49.068068214753744,2.2789324922363074,35.74713592517572,28.46704111979469,14.058825646061191,55.64426417336944
diego__diego_13,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,13,diego_13,26-39,Female,Greece,GR,1_5,TRUE,1,26-39,Female,Greece,Master's degree,Paid employee (private sector),3,"Less than 20,000 euros per year",1,1,3,4,1,4,3,5,3,4,5,3,4,4,5,5,5,4,2,2,3,2,4,3,1,3,4,1,1,1,1,5,10.019286264851301,1.0079470558058023,73.03821663161908,47.00542716133271,6.754712133326057,48.62000524301254,80.59493426962352,84.51958326293732,26.161222962726438,84.50194350259615,82.00347516266606,41.39039239213247,95.72323777094182,79.73321646626057,74.69420051097211,98.73574123984234,98.32824460949696,53.61149185100301,45.02206231338571,23.904447684916157,52.19717417928664,10.444589722609932,32.532785636828564,58.823872071160444,20.379761335999763,41.72429326170608,99.15495702436259,55.96969330171827,25.6177298604506,11.807929776524656,24.624310637921543,72.97569519156472
diego__diego_14,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,14,diego_14,40-59,Female,Italy,IT,1_5,TRUE,1,40-59,Female,Italy,Master's degree,Paid employee (private sector),2,I prefer not to say,1,1,3,3,1,4,4,5,3,4,4,2,3,5,4,5,5,3,3,3,4,1,1,2,2,4,3,1,1,2,1,5,2.767067898627995,28.428227263917314,61.69188324118383,65.00282742891393,6.555972568509105,66.67232911232104,40.72137353089307,80.29373678107017,84.75176722654054,91.3147486444275,58.66285807494187,2.5430950978697187,46.560475866880054,85.38126072218522,49.259785251215945,68.45481861396698,92.20390058490841,86.75615506382393,53.17752129405166,21.22830590004275,70.29383174094738,12.01415078292315,8.007610770643936,43.25851255106227,16.235915186308027,67.78180756927301,59.15175499414573,23.287151271418704,10.62695888442674,58.55860844556666,1.778365333950216,84.27278159824947
diego__diego_15,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,15,diego_15,60 or older,Male,Greece,GR,1_5,TRUE,1,60 or older,Male,Greece,Undergraduate (Bachelor's) degree,Paid employee (private sector),2,"20,000 - 49,999 euros per year",2,1,4,4,1,5,4,5,5,4,4,1,4,4,5,4,5,4,5,5,4,2,5,3,3,4,3,3,2,2,2,4,11.103971631148124,5.386368608654357,98.54905160306673,94.95554397740177,7.8382250889341645,84.60850111629705,63.38448052779418,97.78877225501496,61.918137776331626,66.47774378739403,65.83807177868145,8.734164222415469,96.9171753893313,88.86983951074731,90.59160213567554,65.91530500593493,85.5958106540016,43.90851198924024,75.43115776512848,96.80273513285785,21.234043867994522,15.795410120389564,90.83831474862598,60.52688765860906,19.52701425083382,84.29878250926936,45.42163213166391,57.628664952871446,27.677276378229987,45.31164298155428,10.401308925669072,61.685118659045045
diego__diego_16,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,16,diego_16,26-39,Male,Spain,ES,1_5,TRUE,1,26-39,Male,Spain,Undergraduate (Bachelor's) degree,Paid employee (private sector),2,"20,000 - 49,999 euros per year",2,3,3,4,3,4,4,5,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,2,3,3,4,2,2,2,2,2,69.67282842007695,39.02343065117585,61.322758902917606,79.59701969158073,53.811979150009805,87.82776399489336,74.25942531062363,48.443562590140154,61.92798241852859,86.4232791379339,76.2100254783001,86.23901162275386,46.42962903298129,59.73099515678317,74.61340744120565,99.70980769753204,99.4327563072918,3.5366669641855033,66.26822492877668,50.77376469883346,57.48859760679515,92.90976934561903,18.537314359965702,52.323609692038865,65.2808477415834,75.03138073130881,58.26541102323033,50.79124419244827,85.78912115433019,33.04645590239771,34.85798087719012,32.260147806041395
diego__diego_17,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,17,diego_17,26-39,Male,Spain,ES,1_5,TRUE,1,26-39,Male,Spain,Secondary or high school diploma,Paid employee (private sector),1,"Less than 20,000 euros per year",4,3,3,4,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4,3,4,5,4,4,4,3,4,4,3,3,3,87.44626195573098,54.60433653500631,83.8195662628713,83.0950743144234,41.559296279289136,75.20914850666598,27.257542245394994,42.213596484350035,42.101276868387885,87.06614861570205,59.284277500232086,58.82967368682988,82.16408219795342,15.382047146868155,27.918830406553763,38.930660876679426,60.7801185061875,49.8957756942001,86.37164142770825,92.65270799618253,45.6885615452436,89.0698366116683,79.37793740417656,76.7086192362535,43.88978323100152,53.104402405179975,65.92867476772916,98.6075928158326,77.44968439812263,52.43512354764339,52.551842048423346,37.61852310125997
diego__diego_18,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,18,diego_18,60 or older,Male,Other EU country,NA,1_5,TRUE,1,60 or older,Male,Other EU country,Master's degree,Retired,1,"20,000 - 49,999 euros per year",3,3,2,4,2,4,3,5,4,4,4,4,4,4,4,4,4,4,3,2,3,2,3,2,3,4,1,3,2,2,2,4,0.8345710842590448,72.25949063947975,47.54889219262499,91.26236061353185,31.198875042617413,51.478533421035344,58.892832610893194,89.88639688925475,81.29286230204642,46.85692567326121,73.90962044802407,59.43982365309439,83.29579969844687,29.610955313043497,79.39782442887655,69.58798698089966,96.24895850234851,49.2318427945168,63.26319215325711,41.42449636300448,78.3124158118142,70.58606671010538,71.64486718300486,34.31296699703709,79.16776341377675,53.83380177836575,20.946354163657787,45.899619997900764,12.028022253714587,96.70531660692139,34.55568918953522,64.04629420521664
diego__diego_19,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,19,diego_19,26-39,Male,Italy,IT,1_5,TRUE,1,26-39,Male,Italy,Secondary or high school diploma,Not working (unemployed),2,"Less than 20,000 euros per year",3,4,4,4,3,3,3,3,4,4,5,4,4,4,4,4,4,4,3,3,4,1,1,1,2,4,4,2,1,3,3,4,67.53389753909214,58.33237474812538,51.74224671048039,60.12762950823651,34.57345328243827,62.473140789933026,46.81543544827688,29.117238443358538,88.21747316576058,42.704220863197676,53.81846537897885,87.56924527740783,79.8793281097049,96.98453633642362,99.58185033651974,61.77876702419777,99.75677764548476,79.68468195992824,93.91936431095812,25.77504699415042,75.5799569289643,0.8330039254120458,36.05793599088163,2.266400723392975,6.1625980771057245,50.35491741598951,71.6441925376294,13.202775672247324,21.550253116452843,54.489866030887455,62.17817315949845,61.214465401759874
diego__diego_20,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,20,diego_20,18-25,Female,Italy,IT,1_5,TRUE,1,18-25,Female,Italy,Secondary or high school diploma,Student,None,I prefer not to say,3,3,2,3,2,2,3,3,4,3,4,1,2,2,4,4,5,4,4,4,4,3,4,4,2,2,2,3,3,3,4,4,38.18021480680165,29.34440340325012,48.263124858670615,49.95117190863703,32.85841825410836,14.484229677208893,36.14756919180208,68.61585729397439,76.15801439842038,80.72275411518584,72.04942910275997,20.638319129463824,29.40463385821652,5.2291470182809165,52.09366946051999,90.92780890048142,81.34753156613357,77.70626467159929,78.46773997190775,73.31847379747114,83.80664581688076,55.69504447646486,64.75405616595718,80.94921600755389,36.33246862156256,13.32581735381016,3.250767937390553,44.191632659336356,46.13386522676433,37.1642343693088,92.01969127005975,63.129004043774174
diego__diego_21,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,21,diego_21,40-59,Female,Spain,ES,1_5,TRUE,1,40-59,Female,Spain,Undergraduate (Bachelor's) degree,Paid employee (public sector),1,"Less than 20,000 euros per year",1,1,2,5,4,3,4,4,5,3,4,4,3,4,3,5,5,4,5,5,4,1,1,1,4,5,3,1,1,4,1,5,21.156786756700164,28.179147532855353,10.280583979025925,92.27945532431305,44.33616065967928,56.43545258024304,55.89461186413656,82.99244605864737,90.03456930902529,37.62504324606475,97.41497908214238,51.35705077661342,91.48954404050858,59.25986318967733,66.35136546580365,85.93116780455546,63.441247050186654,71.20578802161425,79.61760028742044,43.43403622803045,47.53024813696089,3.362657166695593,40.440602185931304,36.97341208749376,52.344391998392034,98.34527710758623,75.00387035873884,24.990799360235343,26.399102615208804,42.11118910606994,43.142318696149,80.12041574083935
diego__diego_22,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,22,diego_22,40-59,Female,Greece,GR,1_5,TRUE,1,40-59,Female,Greece,PhD,Paid employee (private sector),3,"Less than 20,000 euros per year",3,2,3,3,2,2,2,3,3,3,2,3,3,3,3,1,3,2,3,3,2,3,3,3,4,4,4,4,3,3,3,4,44.55062713354262,16.835228155150876,77.6271889511351,34.42193288610258,1.424001994178914,26.82121817235683,47.08653150107719,82.92229713278805,48.91787764999541,44.27463678598631,54.04301818520181,9.464480564470978,85.24751153758274,67.92244077631118,46.14750274217827,42.84142158339746,17.623245194716514,23.412099229022882,40.996940312937454,55.70475119269819,10.455983886519038,63.34748012221145,67.66944679626599,77.592930402508145,72.16405375153752,69.94598743241603,70.28273994628076,56.984501885833474,47.674961955981054,9.08153734775211,67.95569580490353,73.81513657114148
diego__diego_23,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,23,diego_23,26-39,Male,Spain,ES,1_5,TRUE,1,26-39,Male,Spain,Vocational training,Paid employee (private sector),3,"20,000 - 49,999 euros per year",4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,3,2,2,2,3,2,3,49.34988879231901,73.00083373674529,74.82204769080847,73.45389730324898,38.140462832301324,40.6671526680576,58.500975624321626,86.62523709695105,77.96019831294547,82.6928617251719,84.31861876895125,64.73956637083683,72.90478973124557,30.615191781516238,17.41589721844809,84.38529175610567,91.41195717319732,71.90629462711425,32.96020592680261,43.03514527125252,50.9731129477089,39.006198137252255,24.385340219964576,15.725541144698868,44.86761353950926,67.42404994412274,35.06376502214428,9.899526676241122,52.33429038552073,84.48399226152206,29.897872812689265,29.694949611469013
diego__diego_24,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,24,diego_24,26-39,Male,Spain,ES,1_5,TRUE,1,26-39,Male,Spain,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"20,000 - 49,999 euros per year",2,2,1,4,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,3,3,2,1,3,2,2,2,1,1,1,3,6.777719267721494,41.200095458872795,36.94311847072218,77.56697648529473,10.918040548445823,46.42344338170554,24.070962286845926,20.316199955265102,34.31764879076727,27.455435443340914,26.737673926370864,34.560603477629094,78.7584768874465,82.5906710993205,63.26971509146476,92.35234881223691,70.95897178842536,32.66519918557497,47.24746140022889,6.00428720134124,76.82886027469739,7.017632596023549,1.6169406872052594,14.812881920605003,41.898431514838094,40.99473978460739,8.906199557042378,14.582935729753016,4.5422245903020295,2.696226306035526,19.013826668506816,72.32878489046574
diego__diego_25,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,25,diego_25,40-59,Male,Spain,ES,1_5,TRUE,1,40-59,Male,Spain,PhD,Paid employee (public sector),3,"20,000 - 49,999 euros per year",1,1,1,1,1,4,1,5,3,1,3,3,4,4,4,4,4,1,1,1,3,1,3,1,3,1,2,1,1,1,1,5,40.91893372913744,40.668425407425836,26.6984289586645,27.199501879167887,29.223277885929487,66.17665298195445,41.58698344770306,91.71816050638348,69.92930127411006,5.764252685595012,51.55631475565612,44.46414590683327,52.56040429448747,48.39316003541846,86.90869047419858,83.18602102678744,66.51225680220799,9.731869459856851,10.534833943993549,9.352541860245294,83.74239824616497,25.672088943001704,64.31269755580169,26.416571030498904,22.337361672927507,12.621154199330109,41.54500062985296,13.895688394407157,13.147297318349215,35.935184989941106,21.039057649362714,84.490508521382
diego__diego_26,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,26,diego_26,18-25,Male,Italy,IT,1_5,TRUE,1,18-25,Male,Italy,Undergraduate (Bachelor's) degree,Student,None,"20,000 - 49,999 euros per year",2,2,2,3,2,4,3,4,3,3,4,3,3,3,3,3,4,2,3,3,3,2,3,3,3,4,3,2,1,3,2,4,16.77395073683655,6.804134019281688,18.30256194522813,16.22000011228597,16.67139112987038,34.43814214658206,78.19143290512814,98.48459743931828,38.9047125457251,57.93116345702797,81.24076556620923,19.839119793418053,42.82349622474572,80.74419893477733,43.80870552075634,67.34040018787,34.92118259812664,13.392224157227123,42.300202525349974,7.113232094551503,79.88198436249392,30.356686577073056,53.77797005026359,50.544238652853636,57.96552013051556,42.206639667862845,46.71189170838298,32.15086762533056,6.914613669079395,83.91647209803874,70.1743665821198,75.88239158658806
diego__diego_27,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,27,diego_27,26-39,Female,Spain,ES,1_5,TRUE,1,26-39,Female,Spain,Undergraduate (Bachelor's) degree,Paid employee (private sector),3,"50,000 - 100,000 euros per year",2,2,3,3,3,3,3,3,3,4,4,4,3,4,4,4,5,3,3,3,4,4,3,2,3,2,3,2,2,3,2,4,45.94467611236311,21.607989687137273,75.27513997705846,38.60547415974833,74.63242428993888,53.50566737297695,49.69857614304597,70.13209575735073,35.17313781758696,61.573403572066624,95.49652765593031,75.01472540976144,62.75149809999173,70.20230408645472,88.0121159177859,59.766348899575796,88.5335354023096,29.729068187182616,41.20001660202881,28.904802620134383,74.44552191821589,33.818037197407726,48.587355683296515,44.98621044420684,45.67407658139939,2.663337874593197,79.16008316797249,9.659190328805412,11.117014671639225,36.074026452770724,64.33331374676766,86.17920226132378
diego__diego_28,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,28,diego_28,40-59,Male,Spain,ES,1_5,TRUE,1,40-59,Male,Spain,Undergraduate (Bachelor's) degree,Paid employee (private sector),2,"20,000 - 49,999 euros per year",3,4,3,3,1,4,4,4,4,4,3,4,4,5,4,5,5,4,5,5,4,4,4,5,4,5,2,2,2,1,1,4,53.83432794591288,75.71645492698154,8.990085577810925,43.72910939142801,34.63194048775841,50.64277949206015,78.50247429510964,47.016824526608644,99.67040119656457,54.7487331627464,94.8132904167811,81.91340345319806,67.31879287514691,90.91895527727955,88.38150533631435,97.72508629558072,98.8451734471316,89.49360655539881,93.05483481448383,85.99684095159532,92.46236190685313,42.97842707623551,87.94929465984494,51.501917214832424,20.203826327367615,64.61159517739277,50.3025520468683,53.72202652641293,26.595672021969964,29.016859797458004,30.300248435011,68.6334808931562
