bootstrap_id,country_code,income_band,n,n_draw_country,prop,target_prop,target_prop_effective
4,CL,<15000,59,78,0.7564102564102564,0.754,0.754
4,CL,>100000,1,78,0.01282051282051282,0.009,0.009
4,CL,15000_30000,17,78,0.21794871794871795,0.161,0.161
4,CL,30000_50000,0,78,0,0.052,0.052
4,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
4,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
4,CO,>100000,0,13,0,0.003,0
4,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
4,CO,30000_50000,0,13,0,0.019,0
4,CO,50000_100000,0,13,0,0.008,0
4,MX,<15000,428,517,0.8278529980657641,0.848,0.848
4,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
4,MX,15000_30000,70,517,0.13539651837524178,0.112,0.112
4,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
4,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
5,CL,<15000,64,78,0.8205128205128205,0.754,0.754
5,CL,>100000,1,78,0.01282051282051282,0.009,0.009
5,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
5,CL,30000_50000,1,78,0.01282051282051282,0.052,0.052
5,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
5,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
5,CO,>100000,0,13,0,0.003,0
5,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
5,CO,30000_50000,0,13,0,0.019,0
5,CO,50000_100000,0,13,0,0.008,0
5,MX,<15000,432,517,0.8355899419729207,0.848,0.848
5,MX,>100000,0,517,0,0.004,0.004
5,MX,15000_30000,58,517,0.11218568665377177,0.112,0.112
5,MX,30000_50000,22,517,0.0425531914893617,0.02799999999999999,0.02799999999999999
5,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
6,CL,<15000,63,78,0.8076923076923077,0.754,0.754
6,CL,>100000,1,78,0.01282051282051282,0.009,0.009
6,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
6,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
6,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
6,CO,<15000,10,13,0.7692307692307693,0.889,0.9164948453608248
6,CO,>100000,0,13,0,0.003,0
6,CO,15000_30000,3,13,0.23076923076923078,0.081,0.08350515463917527
6,CO,30000_50000,0,13,0,0.019,0
6,CO,50000_100000,0,13,0,0.008,0
6,MX,<15000,439,517,0.8491295938104448,0.848,0.848
6,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
6,MX,15000_30000,52,517,0.10058027079303675,0.112,0.112
6,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
6,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
7,CL,<15000,60,78,0.7692307692307693,0.754,0.754
7,CL,>100000,1,78,0.01282051282051282,0.009,0.009
7,CL,15000_30000,10,78,0.1282051282051282,0.161,0.161
7,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
7,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
7,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
7,CO,>100000,0,13,0,0.003,0
7,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
7,CO,30000_50000,0,13,0,0.019,0
7,CO,50000_100000,0,13,0,0.008,0
7,MX,<15000,430,517,0.8317214700193424,0.848,0.848
7,MX,>100000,3,517,0.005802707930367505,0.004,0.004
7,MX,15000_30000,59,517,0.11411992263056092,0.112,0.112
7,MX,30000_50000,22,517,0.0425531914893617,0.02799999999999999,0.02799999999999999
7,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
8,CL,<15000,61,78,0.782051282051282,0.754,0.754
8,CL,>100000,1,78,0.01282051282051282,0.009,0.009
8,CL,15000_30000,8,78,0.10256410256410256,0.161,0.161
8,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
8,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
8,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
8,CO,>100000,0,13,0,0.003,0
8,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
8,CO,30000_50000,0,13,0,0.019,0
8,CO,50000_100000,0,13,0,0.008,0
8,MX,<15000,440,517,0.851063829787234,0.848,0.848
8,MX,>100000,4,517,0.007736943907156673,0.004,0.004
8,MX,15000_30000,55,517,0.10638297872340426,0.112,0.112
8,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
8,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
9,CL,<15000,63,78,0.8076923076923077,0.754,0.754
9,CL,>100000,0,78,0,0.009,0.009
9,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
9,CL,30000_50000,0,78,0,0.052,0.052
9,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
9,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
9,CO,>100000,0,13,0,0.003,0
9,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
9,CO,30000_50000,0,13,0,0.019,0
9,CO,50000_100000,0,13,0,0.008,0
9,MX,<15000,436,517,0.8433268858800773,0.848,0.848
9,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
9,MX,15000_30000,55,517,0.10638297872340426,0.112,0.112
9,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
9,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
10,CL,<15000,59,78,0.7564102564102564,0.754,0.754
10,CL,>100000,1,78,0.01282051282051282,0.009,0.009
10,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
10,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
10,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
10,CO,<15000,13,13,1,0.889,0.9164948453608248
10,CO,>100000,0,13,0,0.003,0
10,CO,15000_30000,0,13,0,0.081,0.08350515463917527
10,CO,30000_50000,0,13,0,0.019,0
10,CO,50000_100000,0,13,0,0.008,0
10,MX,<15000,431,517,0.8336557059961315,0.848,0.848
10,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
10,MX,15000_30000,70,517,0.13539651837524178,0.112,0.112
10,MX,30000_50000,12,517,0.02321083172147002,0.02799999999999999,0.02799999999999999
10,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
11,CL,<15000,61,78,0.782051282051282,0.754,0.754
11,CL,>100000,0,78,0,0.009,0.009
11,CL,15000_30000,9,78,0.11538461538461539,0.161,0.161
11,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
11,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
11,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
11,CO,>100000,0,13,0,0.003,0
11,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
11,CO,30000_50000,0,13,0,0.019,0
11,CO,50000_100000,0,13,0,0.008,0
11,MX,<15000,436,517,0.8433268858800773,0.848,0.848
11,MX,>100000,5,517,0.009671179883945842,0.004,0.004
11,MX,15000_30000,53,517,0.10251450676982592,0.112,0.112
11,MX,30000_50000,18,517,0.03481624758220503,0.02799999999999999,0.02799999999999999
11,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
12,CL,<15000,57,78,0.7307692307692307,0.754,0.754
12,CL,>100000,1,78,0.01282051282051282,0.009,0.009
12,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
12,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
12,CL,50000_100000,6,78,0.07692307692307693,0.024,0.024
12,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
12,CO,>100000,0,13,0,0.003,0
12,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
12,CO,30000_50000,0,13,0,0.019,0
12,CO,50000_100000,0,13,0,0.008,0
12,MX,<15000,429,517,0.8297872340425532,0.848,0.848
12,MX,>100000,5,517,0.009671179883945842,0.004,0.004
12,MX,15000_30000,57,517,0.1102514506769826,0.112,0.112
12,MX,30000_50000,19,517,0.0367504835589942,0.02799999999999999,0.02799999999999999
12,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
13,CL,<15000,59,78,0.7564102564102564,0.754,0.754
13,CL,>100000,2,78,0.02564102564102564,0.009,0.009
13,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
13,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
13,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
13,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
13,CO,>100000,0,13,0,0.003,0
13,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
13,CO,30000_50000,0,13,0,0.019,0
13,CO,50000_100000,0,13,0,0.008,0
13,MX,<15000,451,517,0.8723404255319149,0.848,0.848
13,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
13,MX,15000_30000,54,517,0.10444874274661509,0.112,0.112
13,MX,30000_50000,10,517,0.019342359767891684,0.02799999999999999,0.02799999999999999
13,MX,50000_100000,0,517,0,0.008,0.008
14,CL,<15000,59,78,0.7564102564102564,0.754,0.754
14,CL,>100000,0,78,0,0.009,0.009
14,CL,15000_30000,16,78,0.20512820512820512,0.161,0.161
14,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
14,CL,50000_100000,0,78,0,0.024,0.024
14,CO,<15000,13,13,1,0.889,0.9164948453608248
14,CO,>100000,0,13,0,0.003,0
14,CO,15000_30000,0,13,0,0.081,0.08350515463917527
14,CO,30000_50000,0,13,0,0.019,0
14,CO,50000_100000,0,13,0,0.008,0
14,MX,<15000,442,517,0.8549323017408124,0.848,0.848
14,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
14,MX,15000_30000,54,517,0.10444874274661509,0.112,0.112
14,MX,30000_50000,18,517,0.03481624758220503,0.02799999999999999,0.02799999999999999
14,MX,50000_100000,1,517,0.0019342359767891683,0.008,0.008
15,CL,<15000,60,78,0.7692307692307693,0.754,0.754
15,CL,>100000,1,78,0.01282051282051282,0.009,0.009
15,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
15,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
15,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
15,CO,<15000,13,13,1,0.889,0.9164948453608248
15,CO,>100000,0,13,0,0.003,0
15,CO,15000_30000,0,13,0,0.081,0.08350515463917527
15,CO,30000_50000,0,13,0,0.019,0
15,CO,50000_100000,0,13,0,0.008,0
15,MX,<15000,443,517,0.8568665377176016,0.848,0.848
15,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
15,MX,15000_30000,53,517,0.10251450676982592,0.112,0.112
15,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
15,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
16,CL,<15000,60,78,0.7692307692307693,0.754,0.754
16,CL,>100000,0,78,0,0.009,0.009
16,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
16,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
16,CL,50000_100000,0,78,0,0.024,0.024
16,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
16,CO,>100000,0,13,0,0.003,0
16,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
16,CO,30000_50000,0,13,0,0.019,0
16,CO,50000_100000,0,13,0,0.008,0
16,MX,<15000,427,517,0.8259187620889749,0.848,0.848
16,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
16,MX,15000_30000,68,517,0.13152804642166344,0.112,0.112
16,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
16,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
17,CL,<15000,60,78,0.7692307692307693,0.754,0.754
17,CL,>100000,0,78,0,0.009,0.009
17,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
17,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
17,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
17,CO,<15000,13,13,1,0.889,0.9164948453608248
17,CO,>100000,0,13,0,0.003,0
17,CO,15000_30000,0,13,0,0.081,0.08350515463917527
17,CO,30000_50000,0,13,0,0.019,0
17,CO,50000_100000,0,13,0,0.008,0
17,MX,<15000,450,517,0.8704061895551257,0.848,0.848
17,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
17,MX,15000_30000,51,517,0.09864603481624758,0.112,0.112
17,MX,30000_50000,13,517,0.025145067698259187,0.02799999999999999,0.02799999999999999
17,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
18,CL,<15000,61,78,0.782051282051282,0.754,0.754
18,CL,>100000,0,78,0,0.009,0.009
18,CL,15000_30000,10,78,0.1282051282051282,0.161,0.161
18,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
18,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
18,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
18,CO,>100000,0,13,0,0.003,0
18,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
18,CO,30000_50000,0,13,0,0.019,0
18,CO,50000_100000,0,13,0,0.008,0
18,MX,<15000,451,517,0.8723404255319149,0.848,0.848
18,MX,>100000,4,517,0.007736943907156673,0.004,0.004
18,MX,15000_30000,42,517,0.08123791102514506,0.112,0.112
18,MX,30000_50000,13,517,0.025145067698259187,0.02799999999999999,0.02799999999999999
18,MX,50000_100000,7,517,0.013539651837524178,0.008,0.008
19,CL,<15000,56,78,0.717948717948718,0.754,0.754
19,CL,>100000,0,78,0,0.009,0.009
19,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
19,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
19,CL,50000_100000,4,78,0.05128205128205128,0.024,0.024
19,CO,<15000,10,13,0.7692307692307693,0.889,0.9164948453608248
19,CO,>100000,0,13,0,0.003,0
19,CO,15000_30000,3,13,0.23076923076923078,0.081,0.08350515463917527
19,CO,30000_50000,0,13,0,0.019,0
19,CO,50000_100000,0,13,0,0.008,0
19,MX,<15000,426,517,0.8239845261121856,0.848,0.848
19,MX,>100000,5,517,0.009671179883945842,0.004,0.004
19,MX,15000_30000,65,517,0.12572533849129594,0.112,0.112
19,MX,30000_50000,17,517,0.03288201160541586,0.02799999999999999,0.02799999999999999
19,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
20,CL,<15000,60,78,0.7692307692307693,0.754,0.754
20,CL,>100000,0,78,0,0.009,0.009
20,CL,15000_30000,13,78,0.16666666666666666,0.161,0.161
20,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
20,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
20,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
20,CO,>100000,0,13,0,0.003,0
20,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
20,CO,30000_50000,0,13,0,0.019,0
20,CO,50000_100000,0,13,0,0.008,0
20,MX,<15000,436,517,0.8433268858800773,0.848,0.848
20,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
20,MX,15000_30000,66,517,0.1276595744680851,0.112,0.112
20,MX,30000_50000,11,517,0.02127659574468085,0.02799999999999999,0.02799999999999999
20,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
21,CL,<15000,56,78,0.717948717948718,0.754,0.754
21,CL,>100000,0,78,0,0.009,0.009
21,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
21,CL,30000_50000,7,78,0.08974358974358974,0.052,0.052
21,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
21,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
21,CO,>100000,0,13,0,0.003,0
21,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
21,CO,30000_50000,0,13,0,0.019,0
21,CO,50000_100000,0,13,0,0.008,0
21,MX,<15000,434,517,0.839458413926499,0.848,0.848
21,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
21,MX,15000_30000,62,517,0.11992263056092843,0.112,0.112
21,MX,30000_50000,16,517,0.030947775628626693,0.02799999999999999,0.02799999999999999
21,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
22,CL,<15000,60,78,0.7692307692307693,0.754,0.754
22,CL,>100000,0,78,0,0.009,0.009
22,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
22,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
22,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
22,CO,<15000,13,13,1,0.889,0.9164948453608248
22,CO,>100000,0,13,0,0.003,0
22,CO,15000_30000,0,13,0,0.081,0.08350515463917527
22,CO,30000_50000,0,13,0,0.019,0
22,CO,50000_100000,0,13,0,0.008,0
22,MX,<15000,439,517,0.8491295938104448,0.848,0.848
22,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
22,MX,15000_30000,61,517,0.11798839458413926,0.112,0.112
22,MX,30000_50000,12,517,0.02321083172147002,0.02799999999999999,0.02799999999999999
22,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
23,CL,<15000,52,78,0.6666666666666666,0.754,0.754
23,CL,>100000,0,78,0,0.009,0.009
23,CL,15000_30000,22,78,0.28205128205128205,0.161,0.161
23,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
23,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
23,CO,<15000,13,13,1,0.889,0.9164948453608248
23,CO,>100000,0,13,0,0.003,0
23,CO,15000_30000,0,13,0,0.081,0.08350515463917527
23,CO,30000_50000,0,13,0,0.019,0
23,CO,50000_100000,0,13,0,0.008,0
23,MX,<15000,452,517,0.874274661508704,0.848,0.848
23,MX,>100000,3,517,0.005802707930367505,0.004,0.004
23,MX,15000_30000,45,517,0.08704061895551257,0.112,0.112
23,MX,30000_50000,15,517,0.029013539651837523,0.02799999999999999,0.02799999999999999
23,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
24,CL,<15000,59,78,0.7564102564102564,0.754,0.754
24,CL,>100000,0,78,0,0.009,0.009
24,CL,15000_30000,11,78,0.14102564102564102,0.161,0.161
24,CL,30000_50000,7,78,0.08974358974358974,0.052,0.052
24,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
24,CO,<15000,13,13,1,0.889,0.9164948453608248
24,CO,>100000,0,13,0,0.003,0
24,CO,15000_30000,0,13,0,0.081,0.08350515463917527
24,CO,30000_50000,0,13,0,0.019,0
24,CO,50000_100000,0,13,0,0.008,0
24,MX,<15000,451,517,0.8723404255319149,0.848,0.848
24,MX,>100000,0,517,0,0.004,0.004
24,MX,15000_30000,51,517,0.09864603481624758,0.112,0.112
24,MX,30000_50000,12,517,0.02321083172147002,0.02799999999999999,0.02799999999999999
24,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
25,CL,<15000,55,78,0.7051282051282052,0.754,0.754
25,CL,>100000,1,78,0.01282051282051282,0.009,0.009
25,CL,15000_30000,15,78,0.19230769230769232,0.161,0.161
25,CL,30000_50000,6,78,0.07692307692307693,0.052,0.052
25,CL,50000_100000,1,78,0.01282051282051282,0.024,0.024
25,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
25,CO,>100000,0,13,0,0.003,0
25,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
25,CO,30000_50000,0,13,0,0.019,0
25,CO,50000_100000,0,13,0,0.008,0
25,MX,<15000,443,517,0.8568665377176016,0.848,0.848
25,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
25,MX,15000_30000,58,517,0.11218568665377177,0.112,0.112
25,MX,30000_50000,12,517,0.02321083172147002,0.02799999999999999,0.02799999999999999
25,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
26,CL,<15000,59,78,0.7564102564102564,0.754,0.754
26,CL,>100000,0,78,0,0.009,0.009
26,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
26,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
26,CL,50000_100000,4,78,0.05128205128205128,0.024,0.024
26,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
26,CO,>100000,0,13,0,0.003,0
26,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
26,CO,30000_50000,0,13,0,0.019,0
26,CO,50000_100000,0,13,0,0.008,0
26,MX,<15000,450,517,0.8704061895551257,0.848,0.848
26,MX,>100000,2,517,0.0038684719535783366,0.004,0.004
26,MX,15000_30000,47,517,0.09090909090909091,0.112,0.112
26,MX,30000_50000,15,517,0.029013539651837523,0.02799999999999999,0.02799999999999999
26,MX,50000_100000,3,517,0.005802707930367505,0.008,0.008
27,CL,<15000,54,78,0.6923076923076923,0.754,0.754
27,CL,>100000,0,78,0,0.009,0.009
27,CL,15000_30000,16,78,0.20512820512820512,0.161,0.161
27,CL,30000_50000,5,78,0.0641025641025641,0.052,0.052
27,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
27,CO,<15000,10,13,0.7692307692307693,0.889,0.9164948453608248
27,CO,>100000,0,13,0,0.003,0
27,CO,15000_30000,3,13,0.23076923076923078,0.081,0.08350515463917527
27,CO,30000_50000,0,13,0,0.019,0
27,CO,50000_100000,0,13,0,0.008,0
27,MX,<15000,439,517,0.8491295938104448,0.848,0.848
27,MX,>100000,1,517,0.0019342359767891683,0.004,0.004
27,MX,15000_30000,54,517,0.10444874274661509,0.112,0.112
27,MX,30000_50000,19,517,0.0367504835589942,0.02799999999999999,0.02799999999999999
27,MX,50000_100000,4,517,0.007736943907156673,0.008,0.008
28,CL,<15000,61,78,0.782051282051282,0.754,0.754
28,CL,>100000,2,78,0.02564102564102564,0.009,0.009
28,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
28,CL,30000_50000,1,78,0.01282051282051282,0.052,0.052
28,CL,50000_100000,0,78,0,0.024,0.024
28,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
28,CO,>100000,0,13,0,0.003,0
28,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
28,CO,30000_50000,0,13,0,0.019,0
28,CO,50000_100000,0,13,0,0.008,0
28,MX,<15000,447,517,0.8646034816247582,0.848,0.848
28,MX,>100000,5,517,0.009671179883945842,0.004,0.004
28,MX,15000_30000,46,517,0.08897485493230174,0.112,0.112
28,MX,30000_50000,14,517,0.027079303675048357,0.02799999999999999,0.02799999999999999
28,MX,50000_100000,5,517,0.009671179883945842,0.008,0.008
29,CL,<15000,55,78,0.7051282051282052,0.754,0.754
29,CL,>100000,3,78,0.038461538461538464,0.009,0.009
29,CL,15000_30000,14,78,0.1794871794871795,0.161,0.161
29,CL,30000_50000,3,78,0.038461538461538464,0.052,0.052
29,CL,50000_100000,3,78,0.038461538461538464,0.024,0.024
29,CO,<15000,11,13,0.8461538461538461,0.889,0.9164948453608248
29,CO,>100000,0,13,0,0.003,0
29,CO,15000_30000,2,13,0.15384615384615385,0.081,0.08350515463917527
29,CO,30000_50000,0,13,0,0.019,0
29,CO,50000_100000,0,13,0,0.008,0
29,MX,<15000,461,517,0.8916827852998066,0.848,0.848
29,MX,>100000,3,517,0.005802707930367505,0.004,0.004
29,MX,15000_30000,41,517,0.07930367504835589,0.112,0.112
29,MX,30000_50000,10,517,0.019342359767891684,0.02799999999999999,0.02799999999999999
29,MX,50000_100000,2,517,0.0038684719535783366,0.008,0.008
30,CL,<15000,52,78,0.6666666666666666,0.754,0.754
30,CL,>100000,0,78,0,0.009,0.009
30,CL,15000_30000,22,78,0.28205128205128205,0.161,0.161
30,CL,30000_50000,4,78,0.05128205128205128,0.052,0.052
30,CL,50000_100000,0,78,0,0.024,0.024
30,CO,<15000,12,13,0.9230769230769231,0.889,0.9164948453608248
30,CO,>100000,0,13,0,0.003,0
30,CO,15000_30000,1,13,0.07692307692307693,0.081,0.08350515463917527
30,CO,30000_50000,0,13,0,0.019,0
30,CO,50000_100000,0,13,0,0.008,0
30,MX,<15000,428,517,0.8278529980657641,0.848,0.848
30,MX,>100000,0,517,0,0.004,0.004
30,MX,15000_30000,70,517,0.13539651837524178,0.112,0.112
30,MX,30000_50000,10,517,0.019342359767891684,0.02799999999999999,0.02799999999999999
30,MX,50000_100000,9,517,0.017408123791102514,0.008,0.008
31,CL,<15000,62,78,0.7948717948717948,0.754,0.754
31,CL,>100000,0,78,0,0.009,0.009
31,CL,15000_30000,12,78,0.15384615384615385,0.161,0.161
31,CL,30000_50000,2,78,0.02564102564102564,0.052,0.052
31,CL,50000_100000,2,78,0.02564102564102564,0.024,0.024
31,CO,<15000,13,13,1,0.889,0.9164948453608248
31,CO,>100000,0,13,0,0.003,0
31,CO,15000_30000,0,13,0,0.081,0.08350515463917527
31,CO,30000_50000,0,13,0,0.019,0
31,CO,50000_100000,0,13,0,0.008,0
31,MX,<15000,436,517,0.8433268858800773,0.848,0.848
31,MX,>100000,4,517,0.007736943907156673,0.004,0.004
31,MX,15000_30000,61,517,0.11798839458413926,0.112,0.112
