analysis_sample,method,matrix,matrix_name,d_hamming,coverage_P1,coverage_P2,coverage_P3,coverage_P4,coverage_P5,coverage_P6,coverage_P7,coverage_P8,P_for_80,P_for_85,P_for_90,P_for_95,max_coverage_P12,max_prototype_available
LATAM,EFA,POS,matrix_32_pos_0_1,8,19.836696428571393,37.12416666666691,53.713809523809694,67.63800595238163,78.0446428571439,82.76327380952492,84.62083333333447,85.05169642857258,6,8,NA,NA,89.84145833333459,12
LATAM,EFA,POS,matrix_32_pos_0_1,9,21.32166666666652,39.70476190476207,57.67928571428562,71.89657738095285,84.58238095238185,89.34833333333431,90.36988095238196,90.98002976190575,5,6,7,NA,94.21485119047726,12
LATAM,EFA,POS,matrix_32_pos_0_1,10,22.88035714285684,43.75833333333328,62.82758928571386,76.4745535714287,90.15217261904829,94.0496130952388,94.92851190476262,96.25824404761978,5,5,5,8,98.21392857142936,12
LATAM,EFA,EXT,matrix_32_ext_0_1,0,1.4681845238095472,2.3257142857143216,2.8774107142857575,3.2593452380952868,3.6161904761905297,3.97080357142863,4.248184523809587,4.520327380952447,NA,NA,NA,NA,5.547113095238177,12
LATAM,EFA,EXT,matrix_32_ext_0_1,1,3.2655654761905244,4.933630952381024,5.8702380952381805,6.244910714285806,7.246755952381058,7.974642857142974,8.28526785714298,9.323988095238231,NA,NA,NA,NA,11.068720238095404,12
LATAM,EFA,EXT,matrix_32_ext_0_1,2,5.968690476190562,9.468452380952511,12.01639880952398,14.797529761904974,16.81267857142881,18.012886904762162,19.06726190476218,19.77199404761933,NA,NA,NA,NA,23.174732142857472,12
LATAM,EFA,EXT,matrix_32_ext_0_1,3,8.419285714285857,12.804821428571614,18.10306547619071,22.87437500000028,24.98035714285746,26.19520833333367,27.27330357142893,28.5673214285718,NA,NA,NA,NA,32.500327380952825,12
LATAM,EFA,EXT,matrix_32_ext_0_1,4,10.730476190476384,17.747142857143174,23.240386904762264,30.72839285714337,34.82014880952434,36.01931547619102,37.158065476191034,38.88056547619106,NA,NA,NA,NA,44.94875000000068,12
LATAM,EFA,EXT,matrix_32_ext_0_1,5,13.010922619047872,22.62633928571477,32.61943452381028,36.57898809523888,42.83901785714363,44.346726190476986,46.363809523810346,47.82455357142942,NA,NA,NA,NA,55.31964285714383,12
LATAM,EFA,EXT,matrix_32_ext_0_1,6,15.347321428571568,27.88916666666716,40.20511904761993,49.501517857143966,51.631041666667805,53.258065476191646,57.44973214285838,59.42827380952508,NA,NA,NA,NA,65.73479166666803,12
LATAM,EFA,EXT,matrix_32_ext_0_1,7,17.704166666666808,33.11717261904766,47.93979166666696,60.46845238095303,61.81354166666734,66.80431547619122,69.20705357142937,72.00943452381034,NA,NA,NA,NA,79.11000000000094,12
LATAM,EFA,EXT,matrix_32_ext_0_1,8,18.0590773809525,35.158452380952085,52.8387499999993,68.28648809523752,74.10211309523758,77.42797619047572,78.00178571428526,80.402946428571,8,12,NA,NA,85.98258928571394,12
LATAM,EFA,EXT,matrix_32_ext_0_1,9,18.466517857142943,37.503035714285474,58.06214285714206,76.06404761904643,82.07142857142746,85.22976190476082,85.89595238095131,89.21113095237995,5,6,9,NA,92.64083333333238,12
LATAM,EFA,EXT,matrix_32_ext_0_1,10,19.102202380952413,40.79133928571406,63.713601190475494,82.96809523809397,89.66446428571307,91.84604166666546,93.11997023809406,94.16607142857028,4,5,6,9,96.62491071428458,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,0,0.9028273809523676,1.229047619047601,1.4798511904761686,1.7254761904761653,1.9660714285714,2.2007738095237777,2.424642857142822,2.638154761904724,NA,NA,NA,NA,3.297083333333286,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,1,2.2213988095237767,2.843244047619006,3.734880952380898,4.089613095238035,4.558154761904695,5.548630952380871,5.901994047618961,6.280089285714194,NA,NA,NA,NA,7.726785714285604,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,2,4.847678571428501,7.543779761904654,8.841904761904637,10.348452380952237,11.909791666666498,13.175089285714098,14.001577380952185,14.945267857142646,NA,NA,NA,NA,17.008005952380714,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,3,7.367053571428479,11.800059523809349,14.6342857142855,16.841636904761664,18.119107142856883,19.195059523809253,19.82741071428543,20.38702380952352,NA,NA,NA,NA,24.582797619047273,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,4,9.990982142857028,14.758869047618823,20.091101190475847,24.01538690476147,25.094464285713844,27.693630952380477,28.6217261904757,29.95607142857092,NA,NA,NA,NA,34.130535714285145,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,5,12.45613095238084,16.192499999999832,24.200863095237903,29.955624999999667,34.02116071428531,35.83999999999957,36.95681547619003,40.79041666666618,NA,NA,NA,NA,44.547857142856614,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,6,14.952767857142565,25.942738095237793,34.486636904761625,36.8678869047616,42.96776785714235,44.5267857142852,50.400208333332635,52.443660714284995,NA,NA,NA,NA,57.2402380952373,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,7,17.38482142857098,31.21074404761868,42.944345238094925,50.99497023809477,58.830773809523144,61.034404761904064,62.66044642857072,66.1596428571421,NA,NA,NA,NA,69.58348214285634,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,8,17.925238095237592,33.74071428571329,49.30586309523672,58.243095238093765,66.48616071428405,70.38089285714113,72.42392857142683,74.80142857142678,NA,NA,NA,NA,79.69749999999814,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,9,18.572470238094667,36.32395833333176,56.07282738094953,66.7278869047591,76.38255952380668,80.12937499999707,82.2862202380923,84.76708333333033,6,9,12,NA,90.31080357142552,12
LATAM,EFA,Z_ABS,matrix_32_z_abs,10,19.729523809523126,39.05476190476001,64.11889880952099,75.36672619047346,85.03366071428293,87.85580357142574,89.29005952380669,91.2528571428543,5,5,8,11,95.66559523809232,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,0,0.04020833333332511,0.07898809523807909,0.1169642857142618,0.15395833333330186,0.18607142857139053,0.21630952380947951,0.24258928571423607,0.2678273809523261,NA,NA,NA,NA,0.36684523809516306,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,1,0.21440476190471805,0.46258928571419106,0.5931547619046404,0.6907142857141444,0.7714285714284136,0.835029761904591,0.9382738095236176,1.1050595238092975,NA,NA,NA,NA,1.3738095238092427,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,2,0.5772916666665485,1.4675892857139854,1.768958333332971,2.444345238094737,2.718720238094681,2.857321428570843,2.984345238094627,3.2830654761898037,NA,NA,NA,NA,3.905386904761106,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,3,1.5896130952377734,2.8690773809518,3.490833333332626,5.160029761903716,5.687321428570275,5.806666666665488,6.044732142855917,6.369761904760612,NA,NA,NA,NA,7.3462797619032685,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,4,3.158303571427933,4.582589285713359,5.873541666665475,9.62455357142662,9.80544642856944,10.46988095237883,11.385089285711976,12.017886904759465,NA,NA,NA,NA,14.296369047616142,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,5,6.28479166666528,13.22124999999706,13.566160714282704,14.754107142853895,15.816398809520347,16.429047619044034,18.39877976190077,19.507113095233883,NA,NA,NA,NA,23.02639880951888,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,6,10.049196428569624,21.790267857138968,24.143869047614672,25.276369047614445,27.139047619042632,27.924315476185328,28.942172619042264,29.412916666661214,NA,NA,NA,NA,31.87470238094643,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,7,14.812648809521166,32.00172619046961,35.53922619046891,36.959702380944805,38.56785714284924,39.7552083333252,40.68247023808691,41.46514880951532,NA,NA,NA,NA,44.68238095237181,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,8,19.83922619047117,42.6641071428457,48.77312499998722,50.8921726190344,52.40101190474839,54.565029761890806,55.70809523808104,56.66181547617609,NA,NA,NA,NA,63.453482142841374,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,9,25.67982142856441,53.16119047617575,61.89211309522162,65.36764880950663,67.34836309522052,69.05937499998208,70.4956249999818,72.2494047618862,NA,NA,NA,NA,77.71178571426603,12
DIEGO,KMEANS,RAW,matrix_32_raw_0_1,10,31.889999999991815,63.64124999998322,74.091220238076545,78.0480357142662,80.04446428569439,81.91083333331305,83.26922619045564,85.1962202380743,5,8,NA,NA,89.84389880950192,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,0,0.12339285714284698,0.23145833333331425,0.3359523809523532,0.42767857142853616,0.5106845238094817,0.5920535714285226,0.6708630952380399,0.7458928571427956,NA,NA,NA,NA,1.0240773809522965,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,1,0.5006845238094824,1.162648809523713,1.5609226190474896,1.772023809523663,2.1223214285712526,2.505654761904554,2.6524702380950185,3.1127678571426,NA,NA,NA,NA,4.114107142856803,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,2,2.244851190476006,3.613779761904466,5.329434523809088,6.58029761904708,7.891011904761257,8.893839285713558,9.472916666665892,10.087886904761078,NA,NA,NA,NA,12.29110119047518,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,3,5.007321428570991,9.081517857142066,11.255982142856174,13.465684523808378,14.84687499999874,16.654851190474783,17.445744047617573,18.52705357142701,NA,NA,NA,NA,22.308422619045754,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,4,10.82345238095162,19.370952380951024,23.225446428569764,25.958898809521923,27.879910714283664,30.18241071428348,32.109999999997605,33.97842261904508,NA,NA,NA,NA,37.87913690475905,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,5,18.016220238093535,29.68666666666424,34.41208333333049,38.19970238094923,40.89389880952044,42.22336309523462,43.22904761904406,45.1794345238058,NA,NA,NA,NA,49.68089285713878,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,6,28.82604166666379,43.32083333332969,51.33464285713847,54.53782738094774,55.834613095233344,56.74476190475709,59.436071428566386,61.30449404761385,NA,NA,NA,NA,66.41532738094676,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,7,40.871041666665185,52.58130952380747,61.67604166666391,64.53860119047317,67.18244047618724,69.88577380952033,70.8821428571393,72.31627976190109,NA,NA,NA,NA,76.75672619047216,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,8,52.91604166666516,65.94479166666456,73.77973214285429,76.23434523809217,79.22541666666334,80.95872023809177,81.80532738094884,83.08270833332969,6,12,NA,NA,86.12333333332944,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,9,64.88455357143548,78.8335119047682,83.2825297619107,84.9812500000058,86.87127976191043,88.29892857143412,89.21535714286262,89.5918154761959,3,5,9,NA,92.40449404762424,12
DIEGO,KMEANS,POS,matrix_32_pos_0_1,10,74.77086309524864,82.14380952381934,86.2203869047714,89.12002976191401,90.57660714286628,92.25729166667566,92.83068452381848,94.63464285715166,2,3,5,9,97.26339285715144,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,0,0.01541666666666275,0.0308333333333255,0.04624999999998824,0.061666666666651,0.07708333333331376,0.09002976190473903,0.10276785714283104,0.11550595238092302,NA,NA,NA,NA,0.16467261904757724,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,1,0.05339285714284357,0.09964285714283182,0.1304761904761573,0.17672619047614554,0.20755952380947104,0.23345238095232157,0.27166666666659756,0.30026785714278076,NA,NA,NA,NA,0.4354761904760797,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,2,0.07595238095236165,0.15303571428567542,0.2488690476189844,0.2951190476189727,0.33395833333324854,0.39764880952370846,0.4546130952379797,0.5037797619046339,NA,NA,NA,NA,0.7354464285712418,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,3,0.10163690476187892,0.22749999999994225,0.3720833333332389,0.443571428571316,0.5003571428570158,0.5926488095236591,0.6877976190474444,0.7736607142855179,NA,NA,NA,NA,1.1182142857140016,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,4,0.16005952380948327,0.4098214285713247,0.6227976190474611,0.7293452380950531,0.8307440476188369,0.968511904761659,1.171071428571132,1.334583333332995,NA,NA,NA,NA,1.9282440476185587,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,5,0.42749999999989086,0.951874999999757,1.2778273809520548,1.4275595238091598,1.5996130952376877,1.8875892857138048,2.30809523809465,2.725416666665972,NA,NA,NA,NA,3.7249107142847655,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,6,0.9296428571426208,1.9609523809518823,2.4978571428565077,2.7664880952373916,3.22580357142775,3.887410714284724,4.906041666665419,5.713035714284262,NA,NA,NA,NA,7.940863095236074,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,7,2.488124999999356,4.455892857141715,5.381636904760529,5.901309523808015,6.815446428569689,8.076964285712226,9.864761904759389,11.582261904758957,NA,NA,NA,NA,15.804523809519797,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,8,5.036130952379689,6.7846428571411534,7.872559523807548,10.513839285711624,13.37336309523471,16.7073214285672,18.16050595237636,20.279970238090108,NA,NA,NA,NA,29.507738095230604,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,9,10.174017857140418,13.403541666663408,15.301339285710544,20.00622023809031,24.474315476184422,29.259136904754655,31.915952380944436,35.796964285705364,NA,NA,NA,NA,50.992083333320565,12
DIEGO,KMEANS,EXT,matrix_32_ext_0_1,10,16.886369047615037,22.080982142851823,25.45654761904145,34.75336309522961,40.68211309522809,47.45241071427392,51.490148809511,57.10723214284289,NA,NA,NA,NA,74.13160714283862,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,0,0.02211309523808954,0.04422619047617909,0.06321428571426943,0.08220238095235978,0.10119047619045012,0.12017857142854046,0.13872023809520237,0.15666666666662632,NA,NA,NA,NA,0.2187797619047056,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,1,0.06633928571426863,0.10431547619044931,0.16440476190471956,0.22002976190470525,0.27386904761897707,0.3214583333332505,0.3558630952380036,0.38669642857132897,NA,NA,NA,NA,0.5850892857141351,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,2,0.08845238095235818,0.1556845238094837,0.2378869047618435,0.31919642857134634,0.3951488095237078,0.4744642857141635,0.5314285714284346,0.598095238095084,NA,NA,NA,NA,0.9244642857140478,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,3,0.11681547619044612,0.21747023809518207,0.3217857142856314,0.4323511904760791,0.5429166666665268,0.6539583333331649,0.7299107142855262,0.8292857142855007,NA,NA,NA,NA,1.279613095237766,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,4,0.16630952380948102,0.33038690476181987,0.49044642857130255,0.6231249999998398,0.796666666666462,0.9444345238092814,1.0497916666663971,1.200624999999692,NA,NA,NA,NA,1.7449999999995516,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,5,0.2949107142856382,0.5445833333331933,0.9119642857140507,1.0698809523806767,1.3771130952377404,1.6017261904757782,1.7736011904757338,2.0874702380947,NA,NA,NA,NA,3.0052976190468454,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,6,0.5948511904760363,1.1469642857139886,1.8622619047614235,2.078124999999463,2.609434523808849,3.0413392857134993,3.319285714284856,3.9698511904751648,NA,NA,NA,NA,5.757172619046131,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,7,1.4808630952377175,2.513601190475548,4.090624999998951,4.514583333332175,5.603095238093802,6.38544642856979,7.953839285712245,8.879404761902483,NA,NA,NA,NA,12.404791666663485,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,8,2.93827380952305,5.706101190474703,8.343214285712115,9.382559523807084,10.922410714282885,13.928303571424962,15.655684523805473,17.442499999995494,NA,NA,NA,NA,24.510476190469863,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,9,6.217351190474546,11.238363095235174,15.258928571424631,17.72157738094779,20.7093154761851,26.66470238094545,29.62020833332565,32.61342261903916,NA,NA,NA,NA,43.78279761903629,12
DIEGO,KMEANS,Z_ABS,matrix_32_z_abs,10,10.620952380949818,20.35491071428075,25.92738095237455,31.63672619046831,37.57279761903818,46.364732142845426,49.99255952379687,53.85630952379589,NA,NA,NA,NA,67.41056547617333,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,0,0.3606249999999552,0.4381547619047075,0.500535714285652,0.5576488095237402,0.6110416666665908,0.656696428571347,0.6948809523808661,0.7313690476189567,NA,NA,NA,NA,0.8436607142856096,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,1,0.9080357142856016,0.983095238095116,1.0734523809522478,1.161249999999856,1.2437499999998456,1.31880952380936,1.409315476190301,1.4508630952379151,NA,NA,NA,NA,1.681607142856934,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,2,2.07056547619022,2.2512797619044833,2.3176190476187606,2.428184523809223,2.531071428571115,2.609315476190153,2.793511904761559,2.9065178571424974,NA,NA,NA,NA,3.2042857142853176,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,3,3.31026785714245,3.6527380952376456,3.741190476190015,3.87386904761857,4.066815476189975,4.180505952380437,4.3895833333327925,4.509761904761348,NA,NA,NA,NA,5.021101190475571,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,4,5.224523809523102,5.955178571427773,6.1237499999991805,6.30895833333249,6.9367559523800315,7.09720238095144,7.48312499999901,7.618928571427565,NA,NA,NA,NA,8.745416666665522,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,5,7.267857142856227,8.580505952379875,8.923958333332212,9.19116071428456,10.517321428570114,10.76255952380818,11.504761904760466,11.672053571427112,NA,NA,NA,NA,13.83610119047446,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,6,10.263511904760795,13.194642857141393,13.91398809523654,14.28910714285554,17.27410714285518,19.02470238095021,19.240059523807325,20.17869047618816,NA,NA,NA,NA,24.65562499999713,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,7,13.452351190474792,18.259047619045585,19.095654761902622,19.687053571426365,24.70306547618759,27.58616071428248,27.92261904761577,29.716011904758407,NA,NA,NA,NA,35.32991071428152,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,8,16.60342261904516,24.697023809520335,25.866041666663047,33.99431547618584,36.846904761899786,37.36026785713781,39.86505952380416,43.68276785713703,NA,NA,NA,NA,47.18455357142232,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,9,19.935595238091544,31.762380952376123,33.73339285713779,45.385357142850985,46.191220238088974,51.658392857135894,52.30630952380248,53.61508928570707,NA,NA,NA,NA,64.04077380951533,12
DIEGO,EFA,RAW,matrix_32_raw_0_1,10,23.82363095237668,40.39711309523166,56.67532738094406,59.62008928570558,66.44949404760943,67.46595238094262,69.58830357141856,73.21330357141814,12,NA,NA,NA,80.14803571427439,12
DIEGO,EFA,POS,matrix_32_pos_0_1,0,0.07214285714284789,0.11782738095236583,0.15580357142855145,0.1812499999999768,0.2033630952380692,0.2254761904761616,0.2471428571428255,0.26782738095234665,NA,NA,NA,NA,0.3437797619047179,12
DIEGO,EFA,POS,matrix_32_pos_0_1,1,0.2151190476190201,0.33398809523805245,0.4161904761904228,0.4756547619047009,0.5419940476189782,0.586220238095163,0.6241964285713486,0.6842857142856266,NA,NA,NA,NA,0.8551785714284618,12
DIEGO,EFA,POS,matrix_32_pos_0_1,2,0.6880952380951497,0.9441071428570216,1.0555357142855788,1.1439880952379484,1.2201488095236528,1.2806845238093594,1.3849999999998224,1.4450892857141002,NA,NA,NA,NA,1.7618452380950118,12
DIEGO,EFA,POS,matrix_32_pos_0_1,3,1.2703869047617444,1.7393452380950167,1.9112499999997568,2.0368154761902164,2.171577380952104,2.254672619047332,2.385267857142553,2.4705952380949228,NA,NA,NA,NA,2.959464285713908,12
DIEGO,EFA,POS,matrix_32_pos_0_1,4,2.600386904761581,2.792916666666318,3.0970833333329457,3.25449404761864,3.4560416666662332,3.5666071428566952,3.762886904761432,3.8943154761899863,NA,NA,NA,NA,4.659374999999412,12
DIEGO,EFA,POS,matrix_32_pos_0_1,5,4.185416666666107,4.5959821428565295,5.164613095237409,5.455148809523085,5.774226190475425,5.941755952380166,6.394613095237251,6.562976190475324,NA,NA,NA,NA,7.757351190475171,12
DIEGO,EFA,POS,matrix_32_pos_0_1,6,6.812946428570435,7.502916666665585,9.031845238093965,9.64014880952246,10.29285714285571,10.575714285712817,11.652440476188868,12.000744047617394,NA,NA,NA,NA,13.859642857140964,12
DIEGO,EFA,POS,matrix_32_pos_0_1,7,9.565089285713244,11.112232142855904,13.972232142855544,14.94925595237923,16.107857142855273,16.59913690475997,19.078095238092995,19.767232142854812,NA,NA,NA,NA,22.185446428568795,12
DIEGO,EFA,POS,matrix_32_pos_0_1,8,13.065535714284344,15.94738095237922,21.463541666664177,23.66988095237817,24.49702380952092,28.92202380952035,29.431011904758385,31.288928571424815,NA,NA,NA,NA,38.47098214285246,12
DIEGO,EFA,POS,matrix_32_pos_0_1,9,16.917172619045072,22.69550595237762,31.304285714281296,34.61985119047136,35.625297619042655,42.83205357142255,43.56577380951769,46.45056547618399,NA,NA,NA,NA,56.617202380944605,12
DIEGO,EFA,POS,matrix_32_pos_0_1,10,21.81907738094797,30.82497023808967,43.52044642856467,44.8894345238026,55.32779761903956,59.5399999999914,61.38363095237212,64.59318452380028,NA,NA,NA,NA,76.09050595237025,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,0,0.02211309523809189,0.04422619047618379,0.06633928571427568,0.08532738095236805,0.10431547619046044,0.1233035714285528,0.14229166666664517,0.16127976190473753,NA,NA,NA,NA,0.23223214285710775,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,1,0.06633928571427568,0.11056547619045948,0.1675297619047366,0.2086309523809209,0.26559523809519797,0.32255952380947506,0.3857738095237512,0.44586309523802786,NA,NA,NA,NA,0.6241071428570485,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,2,0.08845238095236758,0.18339285714282944,0.2497321428571051,0.3256845238094746,0.42062499999993647,0.509077380952304,0.5944047619046721,0.6799702380951353,NA,NA,NA,NA,0.9241666666665272,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,3,0.11056547619045948,0.22449404761901373,0.31294642857138133,0.40788690476184314,0.5408035714284898,0.6513690476189493,0.7619345238094087,0.8746130952379633,NA,NA,NA,NA,1.2072619047617223,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,4,0.13267857142855136,0.2655952380951981,0.39032738095232217,0.5146726190475415,0.66970238095228,0.8023809523808315,0.935059523809383,1.091994047618883,NA,NA,NA,NA,1.544821428571196,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,5,0.17645833333330668,0.33193452380947375,0.5300892857142058,0.7258928571427478,0.8969940476189125,1.060119047618888,1.2568452380950488,1.4547321428569238,NA,NA,NA,NA,2.125267857142537,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,6,0.24273809523805853,0.4780059523808801,0.9244940476189072,1.2659523809521889,1.4946726190473925,1.7377380952378318,2.0931845238092066,2.423333333332966,NA,NA,NA,NA,3.568869047618506,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,7,0.5911607142856247,1.055595238095078,1.962886904761607,2.85675595238052,3.213601190475704,3.652767857142304,4.453928571427897,5.117202380951606,NA,NA,NA,NA,7.273749999998899,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,8,1.3284226190474178,2.739017857142448,5.223541666665871,7.05889880952274,7.841607142855954,8.649404761903453,10.259999999998447,12.082172619045796,NA,NA,NA,NA,17.194404761902174,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,9,3.8234523809518146,7.100744047617987,11.743065476188722,16.051934523807127,17.626458333330703,19.103869047616193,22.804017857139453,26.128630952377055,NA,NA,NA,NA,37.95002976189911,12
DIEGO,EFA,EXT,matrix_32_ext_0_1,10,7.848869047617732,15.369761904759336,24.246815476186548,30.749702380947387,33.70345238094695,36.14904761904181,41.762232142850465,43.75401785713587,NA,NA,NA,NA,55.5452083333246,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,0,0.02211309523809194,0.04422619047618389,0.06321428571427631,0.08220238095236873,0.10119047619046116,0.12017857142855357,0.13916666666664596,0.15815476190473837,NA,NA,NA,NA,0.22806547619044223,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,1,0.06633928571427584,0.11056547619045975,0.16752976190473698,0.22761904761901375,0.28770833333329054,0.3446726190475678,0.40163690476184505,0.44273809523802943,NA,NA,NA,NA,0.6265773809522878,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,2,0.08845238095236779,0.15479166666664365,0.25285714285710525,0.36029761904756546,0.4456249999999337,0.5405654761903957,0.6165178571427654,0.6870238095237073,NA,NA,NA,NA,0.9401190476189076,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,3,0.11056547619045975,0.1990178571428276,0.31919642857138114,0.45187499999993286,0.5624404761903926,0.6953571428570396,0.7934226190475012,0.8902083333332012,NA,NA,NA,NA,1.2223809523807707,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,4,0.13892857142855078,0.26431547619043694,0.40660714285708255,0.5613988095237262,0.694077380952278,0.8459821428570173,0.9697321428569988,1.1057440476188836,NA,NA,NA,NA,1.5318154761902487,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,5,0.17354166666664092,0.34002976190471146,0.522976190476113,0.7061309523808478,0.8778869047617747,1.029791666666514,1.232678571428389,1.4177380952378853,NA,NA,NA,NA,2.0184821428568434,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,6,0.2363095238094888,0.6588690476189492,0.9580654761903332,1.1760416666664912,1.4465476190474036,1.626220238094996,1.9459821428568531,2.389970238094882,NA,NA,NA,NA,3.6404761904756473,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,7,0.3649702380951837,1.226488095237913,1.801517857142588,2.13419642857111,2.839077380951957,3.2624702380947506,3.977529761904168,4.885357142856414,NA,NA,NA,NA,7.614315476189338,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,8,0.6927380952379917,3.1567261904757147,4.64895833333264,5.270565476189691,6.733958333332331,7.621874999998865,8.964345238093907,11.19133928571262,NA,NA,NA,NA,18.06014880952113,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,9,1.546398809523584,6.545148809522838,9.679851190474754,11.11663690476026,13.238601190474222,17.693392857140235,18.974940476187665,22.454642857139532,NA,NA,NA,NA,33.36860119047125,12
DIEGO,EFA,Z_ABS,matrix_32_z_abs,10,3.484315476189959,14.61815476190288,21.26565476190182,24.15922619047281,32.19639880951914,38.60580357142288,41.84520833332717,46.4966071428503,NA,NA,NA,NA,60.027380952372134,12
RENOVISOR,KMEANS,RAW,matrix_32_raw_0_1,0,0.4182440476190366,0.8298511904761687,1.2071428571428255,1.579851190476149,1.9091964285713787,2.233273809523751,2.550476190476124,2.857708333333259,NA,NA,NA,NA,3.963720238095135,12
RENOVISOR,KMEANS,RAW,matrix_32_raw_0_1,1,1.157738095238066,2.3258928571427977,4.102291666666563,5.0974404761903465,6.580059523809356,7.719672619047423,8.572351190475972,9.49389880952357,NA,NA,NA,NA,12.888005952380626,12
RENOVISOR,KMEANS,RAW,matrix_32_raw_0_1,2,2.9513988095237345,6.167202380952224,9.641815476190228,12.422916666666346,16.32735119047576,18.51752976190428,21.29616071428516,26.311607142856456,NA,NA,NA,NA,33.703928571427696,12
RENOVISOR,KMEANS,RAW,matrix_32_raw_0_1,3,4.934791666666527,10.720803571428268,15.452738095237663,21.933571428570815,26.587440476189727,29.329345238094415,34.29779761904665,45.240327380951165,NA,NA,NA,NA,55.160357142855666,12
