integrated_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,employment_model,student_status_model,city_size_model,tenure_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict,n_det_non_missing,prop_det_non_missing,det_01_profits,det_02_credit_score,det_03_risk_profile,det_04_added_value,det_05_frugality,det_06_climate_protection,det_07_legal,det_08_trust,det_09_safety,det_10_cost_efficiency,det_11_knowledge,det_12_own_competence,det_13_technical_fit,det_14_environmental_concerns,det_15_self_satisfaction,det_16_commitment,det_17_adherence,det_18_autonomy,det_19_wellbeing,det_20_coziness,det_21_rights_and_duties,det_22_peer_pressure,det_23_support,det_24_socialising,det_25_agreement,det_26_novelty,det_27_fun,det_28_recognition,det_29_trends,det_30_authority,det_31_approval,det_32_own_significance
2487,diego__diego_268,diego_268,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (other),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,medium,employed,unknown,unknown,unknown,unknown,unknown,low,NA,GR,GR,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,0.5034075690190208,23.117473683288484,87.99718591927588,83.68871193713076,60.09263925116973,92.36454924370902,90.91003259781907,47.87988679970575,6.767712161579208,63.38208040809063,94.19488064797595,60.71272654982358,29.55130740891017,57.20336625595167,76.4049935971051,62.30711049173332,78.33672133636787,17.059423681008344,50.57932685694178,32.93137786028347,32.230488571070246,59.05668332379899,15.349802590603703,17.813722527835097,44.78891768346988,41.88761390702519,37.16078684698988,4.972265735807003,55.46901540072031,43.22200349998755,29.982678713582228,78.40457921788132
2488,diego__diego_269,diego_269,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,9.42405410352668,19.339678176436053,5.2618332801099115,83.38488327654987,29.165483655919722,15.917228326036367,55.54930302815872,51.47796035364592,13.71559813595118,30.362538324143134,86.68491315711736,80.66351173855021,99.8477296811577,34.109568623806254,57.62380953995505,2.5685566287279977,64.40472591843722,5.114739754214915,12.923675451325622,11.18927668363575,88.6171095170277,50.67687042295685,34.70117837402579,21.131578763523617,45.1557655003521,49.023403461869066,24.066048091626858,29.503163957354555,35.43606433264549,35.241175853557685,37.53601792632368,60.68245457851173
2489,diego__diego_270,diego_270,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,high,unemployed,unknown,unknown,unknown,unknown,unknown,low,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,27.23018057683236,8.877687101793752,76.17816198526457,89.79714591326636,32.285054941640226,65.55787735422324,94.90830939929506,5.771499645993297,55.403943427779126,32.91652006464205,96.31707679772364,29.46171568106177,75.74571938817218,60.75941268272563,9.300317424181568,76.30406086444559,84.60951334279108,75.37307067231892,76.1986905177136,59.021668192749594,82.20748483904525,35.553080471306075,28.74741314301584,91.34464567238972,61.480615145418646,52.22499584203944,5.74057674037054,28.879075491634246,20.97339255002316,60.98688656716232,56.51714909048206,10.460058873293532
2490,diego__diego_271,diego_271,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,high,unemployed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,96.12532510168587,40.420347122497574,82.71586590574064,69.2578163674989,27.160542092169553,43.063696761357136,12.531419484246868,65.57163108292903,24.789222899032367,69.94179383587552,53.07504714696321,90.00413146535827,74.35636301000102,57.199162114769486,53.47368488262167,54.33154118162837,84.4959859231739,81.54036268324873,35.64277078587999,17.50846709994856,67.5801295609599,34.263013219502575,88.17861191680073,45.94854161016632,39.332939055070256,65.96350746516455,14.218861911881582,13.141360904102152,8.959802591451218,82.55479466912287,88.62659885877542,91.26649770347515
2491,diego__diego_272,diego_272,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,60 or older,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Paid employee (private sector),2,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,TRUE,65_plus,female,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,2,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,74.06319921210678,43.98037340964082,51.86848826572321,79.58167422206259,77.11367596057934,44.778766776332986,90.80133489739781,36.90540833075731,33.88953544240516,73.78264832333065,76.61545112935877,76.13037632191688,36.103559931539316,23.982191312148274,87.33483415571568,96.03446233826706,89.77790345582538,74.86409050907774,74.70655307709346,80.79004961637601,25.248989053890803,21.08573460407702,39.34352015628057,21.10446234799165,1.013142549163698,27.020318256141888,11.26931548592623,3.557008508529963,15.97324328738954,38.66970533763767,11.156841239311662,85.30611397276297
2492,diego__diego_273,diego_273,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,42.10773573541161,67.4481624715697,73.88697053809467,14.129682249014245,88.23753746429125,66.48879419599551,32.82790713544988,46.75646582530957,58.274518019302256,60.65910906090615,35.9487479702044,7.897919961137976,70.09626870762905,70.93890052177312,43.60824680142908,41.342166880221974,83.7698922305052,37.07135322912396,26.218557266204932,18.784760724307503,9.927758040202765,51.17185986554649,19.822022660820526,54.97821838344395,42.61598353469426,11.426207439819052,77.83640890404378,11.682970541981108,19.117883627764368,21.213838949722902,2.1045219432354885,98.47175326397887
2493,diego__diego_274,diego_274,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,40.11814125501331,25.85186495259802,86.83752525633534,47.444186793489266,33.73229418812128,55.33622945274871,23.926864466166258,60.72350185921807,98.44756528241837,95.5827549765743,80.84730137168215,76.38195067754145,62.271140678153024,96.01057158997482,89.9746070401237,90.59754168939558,75.01159575419662,32.99537221808538,57.56140919338697,90.9371700482602,89.91382311662304,56.36846044775629,42.525722512634474,22.696239338438673,29.238179044491464,3.632824167419513,59.15375338634943,8.684140428167142,26.787614215411672,67.32067963806084,51.11724339428646,61.122054171052724
2494,diego__diego_275,diego_275,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Self-employed,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,female,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,21.241076140833883,12.734471047272987,19.574693470463952,55.950291612577985,69.18651612943464,79.67923974244272,6.936961780414738,51.51758505527563,36.72174503949264,68.19517383413205,85.03604320654594,57.43284094199165,36.80444056349774,89.88385212521526,54.51892578383198,76.23733905578928,64.82155436877062,53.475071059300895,26.03894695379372,30.66734434850843,15.309806864258869,9.884269706205007,21.854381795822515,55.228726069283894,0.4082764098796322,22.63815378845198,4.473877202448119,20.05220013956037,31.369183667695502,5.688054051714052,34.11443078722851,91.25557093487978
2495,diego__diego_276,diego_276,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,medium,unemployed,unknown,unknown,unknown,unknown,unknown,low,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,38.83606958931943,3.739013800311431,59.04634196203538,90.80052118464053,32.53137587614896,28.016854954459564,61.18661416756647,55.865808991637074,78.96854291208616,92.98009577722115,67.74255880396662,73.35401575286916,30.259416751655976,88.93275290841338,57.16395354846765,35.0757777672338,78.87788207515241,10.439913949803792,51.155745843739915,37.97338422523153,56.4262460791619,59.400740816281356,0.48858130722460047,17.822798374755013,94.56576224214422,42.40724456715208,52.82197832191515,14.45928015835075,27.387462598853993,23.310021852635888,34.428590224123795,72.84713698904801
2496,diego__diego_277,diego_277,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,I prefer not to say,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,high,student,unknown,unknown,unknown,unknown,unknown,unknown,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,79.37006750403138,46.04852656491955,41.69519770265186,61.887635949313825,36.19481224376558,18.822853231646583,64.72320680143068,79.44733019341902,74.79901336529576,55.97456093349608,66.99350330840619,80.13884867470323,18.600127944477414,50.01932696570908,38.102651573585675,77.4042102255379,36.25350284627303,61.06703769710544,89.86477257434228,58.012888969705315,53.46053816589406,46.0858666095492,50.28698984552421,25.189353931128927,83.42071586328791,60.814293991106446,92.75522446824709,38.58532392090944,65.76332204426292,38.20126526941524,73.39642200667451,84.42341554683543
2497,diego__diego_278,diego_278,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Self-employed,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,high,employed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,26.863779429343356,20.08569482497613,94.0096164766165,28.861489868949793,42.128294500281136,34.624418035783876,59.06272484314165,79.19717799187596,66.48118851075886,64.25692001923397,47.58719627015697,60.93265454225825,22.171106674716427,50.66463910336731,58.87358442911507,72.33102326150264,46.4543624830713,70.37225142205297,75.18297281196301,58.683308314592956,89.21061444444203,75.69810908832876,47.95240040255578,42.91449634309367,24.45173446199001,97.5018826167362,71.948072003840693,45.10682590287992,6.0737105890082175,70.1597559601676,72.06993925386067,92.8982646392257
2498,diego__diego_279,diego_279,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,60.704169124262634,42.415718520779684,37.260762869626596,32.332902290829836,39.35740843130668,60.58138588756884,26.89756689727554,53.25723106470598,10.078146097494855,94.07105058439893,43.431872175382246,99.03209265759496,57.65448703676341,82.29257674235032,72.65241784926295,91.80815376790835,59.40697940788627,20.46471641314045,46.276865049856376,2.7509496592902027,45.849596516068836,14.111257785634931,13.051592624344984,24.26742380179116,25.61884462384046,55.397000576644494,91.82092854178465,4.569208261340557,6.854619890987811,16.78958866381124,37.071736215454905,77.72803178281383
2499,diego__diego_280,diego_280,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Male,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than secondary school or high school diploma,Other,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,male,medium,other,unknown,unknown,unknown,unknown,unknown,low,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,0.6168745706534975,23.696259293253394,6.071191970812462,69.51370219359156,26.941598591930987,95.21271138016385,84.54412114634408,96.82979540156235,72.0234525362889,91.3234157394383,85.01410314653738,18.585030722610618,66.27683304202579,77.17610786069316,78.61233044871422,50.378384429767934,37.88512968050727,61.05727447741521,47.599065967205156,74.11781865085189,95.41176799742523,53.68940203707845,45.52448068567722,27.407932034952324,43.64146038594025,58.239791407695954,49.66011789894434,62.22930104183606,22.02195500663359,84.02052832122935,40.700585303241965,66.78006670983156
2500,diego__diego_281,diego_281,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,high,student,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,14.206906374053085,21.641300361293496,45.32994294515307,47.277821822346915,63.602567574011324,69.75833065388717,81.2733986707477,65.89208429239255,94.6678173211605,11.352910097875636,70.90625715343045,92.36315784935589,84.40073511732565,35.83645488005255,63.594480274445345,41.103571665593165,80.98749996755596,57.382726882462514,75.44352499019197,91.20351072813283,75.13307785787495,39.054229058084466,0.674367695296285,65.57756069489278,17.0232161709445,67.99688837611492,88.62202343208355,62.26452059836932,46.0237066565478,13.183120283696619,60.934967620568194,48.991180500057254
2501,diego__diego_282,diego_282,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Greece,GR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Paid employee (private sector),NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,medium,employed,unknown,unknown,unknown,unknown,unknown,medium,NA,GR,GR,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,43.412399119336044,66.36852110005539,86.19765144636189,85.42675267887867,24.315499258901433,9.375946402071772,39.8389224088708,62.52837247230576,98.96313178184327,85.385421056567,65.58874657915291,26.309033295920678,80.29460774023536,61.08388183916317,78.11085525233462,4.38504840889199,79.1372747042959,57.74596076541159,54.926116842139244,53.47184827148035,39.410974594400024,11.67747079451157,52.494851324397985,86.61684705199458,14.004827108710469,57.92200810803084,94.6650658367202,54.92222753568145,6.650915410738267,11.554840851049612,5.203182080788861,98.5900486671665
2502,diego__diego_283,diego_283,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,medium,student,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,34.650664208741894,9.297372050507839,52.788474086990256,91.99395668373228,21.522791551696972,38.93044187947842,52.13331029762326,93.79627863444024,77.14087674952373,68.14312600189126,76.77229812642649,70.11526804764262,78.41843765108108,81.81779269047837,75.44021178311132,92.10071589881635,57.139770781249496,73.03810862985226,46.0279515704353,2.7004518241643796,66.3471205654659,17.26827870767153,10.29348567790117,0.27049356802749674,24.986473543604433,24.19571530281972,60.96829379379894,85.93217500373925,38.92727510431149,31.25223700804059,65.32820189471651,62.81129433874466
2503,diego__diego_284,diego_284,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Spain,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"20,000 - 49,999 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,high,student,unknown,unknown,unknown,unknown,unknown,medium,NA,ES,ES,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,18.35870936804444,40.58851156525257,54.24683402591115,79.13059321992586,59.60180505584563,20.541767745435212,64.43711916361222,79.64652817542631,60.39101659899488,97.05417829931933,21.380861100713044,76.6271667796064,12.604830772166316,42.56308712848744,98.85989781394177,90.22870524118223,95.17940302323811,85.34927413057332,71.35528714476833,54.893367304980906,56.462608287512,44.43411908306236,91.1752551467475,53.746921886553565,33.09767265399825,66.22830534853694,76.02418917945995,70.02470465831283,56.59098544323219,95.98155240678435,26.823072516963325,47.094480085904856
2504,diego__diego_285,diego_285,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Male,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undergraduate (Bachelor's) degree,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,male,high,student,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,52.953612776167006,86.87246567076743,62.935249681950516,24.70950055157114,23.69379345056622,51.06630145885973,94.96629472925234,63.316070582775026,72.59772579573826,52.659125407197294,56.03733688487351,94.18214622196864,83.80245535028003,80.52607545127468,94.64233922666284,56.84205445263402,77.1107470306987,86.90156644952373,59.69546938896468,30.325568318036765,74.75891416844694,23.443483226092788,4.732105088194028,84.71274021098847,32.45163228819903,75.11233995820608,52.4235833759984,16.7009483054676,76.70408983239707,98.27930496516738,30.059501520327945,63.90202030430471
2505,diego__diego_286,diego_286,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,26-39,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Master's degree,Not working (unemployed),NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,TRUE,25_34,female,high,unemployed,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,53.35096613421158,64.29086566613105,17.070392162673016,31.181373536812476,74.78785587492655,43.41316734248455,69.00433577084615,79.32001770021793,95.40336813983585,70.19331892806385,73.35733688526183,61.90319752103006,47.97249035257561,25.378767505171524,46.40245467689296,64.4575041991249,33.17849317928481,70.20506781404691,51.16230877100888,67.71173068815322,90.16140220592897,80.96049704364658,68.61420406389983,45.802379258673746,71.272416005234,33.45242050478255,5.495393026067686,45.10766772139971,27.233753132034526,50.252478215367915,6.020368318530778,43.257235554131526
2506,diego__diego_287,diego_287,diego,NA,NA,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,NA,NA,2023,NA,18-25,Female,Italy,IT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary or high school diploma,Student,NA,NA,"Less than 20,000 euros per year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRUE,18_24,female,medium,student,unknown,unknown,unknown,unknown,unknown,low,NA,IT,IT,NA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,1,5.52548671402505,58.39341167594985,10.920998584832718,59.186593623034504,12.252667809730521,20.91470602156153,27.025162835428787,50.39273097644161,62.55364038653707,28.467757357032053,71.47164286459476,58.102816640304596,36.707324064791024,64.8026609581718,60.428627643643416,78.66138308743541,90.75178838494931,96.02476520029836,4.619998862005713,41.41899284889915,29.764111901936076,48.76019282099619,28.82347938160297,21.11934364281463,58.797063578713065,89.80437495672462,55.701031747404045,13.661885708360444,18.789687125673034,45.746791487484174,43.43389540889895,36.840238222167685
