bootstrap_id,analysis_sample,n_draws
516,WHY_EUROPE,129
516,WHY_LATAM,608
517,COMPLETE,1608
517,EUROPE,1000
517,LATAM,608
517,DIEGO,236
517,RENOVISOR,618
517,WHY_EUROPE,146
517,WHY_LATAM,608
518,COMPLETE,1608
518,EUROPE,1000
518,LATAM,608
518,DIEGO,241
518,RENOVISOR,629
518,WHY_EUROPE,130
518,WHY_LATAM,608
519,COMPLETE,1608
519,EUROPE,1000
519,LATAM,608
519,DIEGO,259
519,RENOVISOR,595
519,WHY_EUROPE,146
519,WHY_LATAM,608
520,COMPLETE,1608
520,EUROPE,1000
520,LATAM,608
520,DIEGO,250
520,RENOVISOR,610
520,WHY_EUROPE,140
520,WHY_LATAM,608
521,COMPLETE,1608
521,EUROPE,1000
521,LATAM,608
521,DIEGO,245
521,RENOVISOR,608
521,WHY_EUROPE,147
521,WHY_LATAM,608
522,COMPLETE,1608
522,EUROPE,1000
522,LATAM,608
522,DIEGO,254
522,RENOVISOR,610
522,WHY_EUROPE,136
522,WHY_LATAM,608
523,COMPLETE,1608
523,EUROPE,1000
523,LATAM,608
523,DIEGO,247
523,RENOVISOR,624
523,WHY_EUROPE,129
523,WHY_LATAM,608
524,COMPLETE,1608
524,EUROPE,1000
524,LATAM,608
524,DIEGO,238
524,RENOVISOR,607
524,WHY_EUROPE,155
524,WHY_LATAM,608
525,COMPLETE,1608
525,EUROPE,1000
525,LATAM,608
525,DIEGO,262
525,RENOVISOR,591
525,WHY_EUROPE,147
525,WHY_LATAM,608
526,COMPLETE,1608
526,EUROPE,1000
526,LATAM,608
526,DIEGO,236
526,RENOVISOR,618
526,WHY_EUROPE,146
526,WHY_LATAM,608
527,COMPLETE,1608
527,EUROPE,1000
527,LATAM,608
527,DIEGO,260
527,RENOVISOR,610
527,WHY_EUROPE,130
527,WHY_LATAM,608
528,COMPLETE,1608
528,EUROPE,1000
528,LATAM,608
528,DIEGO,243
528,RENOVISOR,608
528,WHY_EUROPE,149
528,WHY_LATAM,608
529,COMPLETE,1608
529,EUROPE,1000
529,LATAM,608
529,DIEGO,261
529,RENOVISOR,607
529,WHY_EUROPE,132
529,WHY_LATAM,608
530,COMPLETE,1608
530,EUROPE,1000
530,LATAM,608
530,DIEGO,269
530,RENOVISOR,605
530,WHY_EUROPE,126
530,WHY_LATAM,608
531,COMPLETE,1608
531,EUROPE,1000
531,LATAM,608
531,DIEGO,253
531,RENOVISOR,622
531,WHY_EUROPE,125
531,WHY_LATAM,608
532,COMPLETE,1608
532,EUROPE,1000
532,LATAM,608
532,DIEGO,263
532,RENOVISOR,610
532,WHY_EUROPE,127
532,WHY_LATAM,608
533,COMPLETE,1608
533,EUROPE,1000
533,LATAM,608
533,DIEGO,267
533,RENOVISOR,587
533,WHY_EUROPE,146
533,WHY_LATAM,608
534,COMPLETE,1608
534,EUROPE,1000
534,LATAM,608
534,DIEGO,259
534,RENOVISOR,619
534,WHY_EUROPE,122
534,WHY_LATAM,608
535,COMPLETE,1608
535,EUROPE,1000
535,LATAM,608
535,DIEGO,262
535,RENOVISOR,608
535,WHY_EUROPE,130
535,WHY_LATAM,608
536,COMPLETE,1608
536,EUROPE,1000
536,LATAM,608
536,DIEGO,232
536,RENOVISOR,623
536,WHY_EUROPE,145
536,WHY_LATAM,608
537,COMPLETE,1608
537,EUROPE,1000
537,LATAM,608
537,DIEGO,249
537,RENOVISOR,606
537,WHY_EUROPE,145
537,WHY_LATAM,608
538,COMPLETE,1608
538,EUROPE,1000
538,LATAM,608
538,DIEGO,221
538,RENOVISOR,618
538,WHY_EUROPE,161
538,WHY_LATAM,608
539,COMPLETE,1608
539,EUROPE,1000
539,LATAM,608
539,DIEGO,240
539,RENOVISOR,630
539,WHY_EUROPE,130
539,WHY_LATAM,608
540,COMPLETE,1608
540,EUROPE,1000
540,LATAM,608
540,DIEGO,239
540,RENOVISOR,607
540,WHY_EUROPE,154
540,WHY_LATAM,608
541,COMPLETE,1608
541,EUROPE,1000
541,LATAM,608
541,DIEGO,253
541,RENOVISOR,624
541,WHY_EUROPE,123
541,WHY_LATAM,608
542,COMPLETE,1608
542,EUROPE,1000
542,LATAM,608
542,DIEGO,246
542,RENOVISOR,627
542,WHY_EUROPE,127
542,WHY_LATAM,608
543,COMPLETE,1608
543,EUROPE,1000
543,LATAM,608
543,DIEGO,268
543,RENOVISOR,584
543,WHY_EUROPE,148
543,WHY_LATAM,608
544,COMPLETE,1608
544,EUROPE,1000
544,LATAM,608
544,DIEGO,269
544,RENOVISOR,617
544,WHY_EUROPE,114
544,WHY_LATAM,608
545,COMPLETE,1608
545,EUROPE,1000
545,LATAM,608
545,DIEGO,261
545,RENOVISOR,601
545,WHY_EUROPE,138
545,WHY_LATAM,608
546,COMPLETE,1608
546,EUROPE,1000
546,LATAM,608
546,DIEGO,252
546,RENOVISOR,609
546,WHY_EUROPE,139
546,WHY_LATAM,608
547,COMPLETE,1608
547,EUROPE,1000
547,LATAM,608
547,DIEGO,270
547,RENOVISOR,597
547,WHY_EUROPE,133
547,WHY_LATAM,608
548,COMPLETE,1608
548,EUROPE,1000
548,LATAM,608
548,DIEGO,252
548,RENOVISOR,615
548,WHY_EUROPE,133
548,WHY_LATAM,608
549,COMPLETE,1608
549,EUROPE,1000
549,LATAM,608
549,DIEGO,246
549,RENOVISOR,620
549,WHY_EUROPE,134
549,WHY_LATAM,608
550,COMPLETE,1608
550,EUROPE,1000
550,LATAM,608
550,DIEGO,259
550,RENOVISOR,606
550,WHY_EUROPE,135
550,WHY_LATAM,608
551,COMPLETE,1608
551,EUROPE,1000
551,LATAM,608
551,DIEGO,250
551,RENOVISOR,611
551,WHY_EUROPE,139
551,WHY_LATAM,608
552,COMPLETE,1608
552,EUROPE,1000
552,LATAM,608
552,DIEGO,262
552,RENOVISOR,604
552,WHY_EUROPE,134
552,WHY_LATAM,608
553,COMPLETE,1608
553,EUROPE,1000
553,LATAM,608
553,DIEGO,251
553,RENOVISOR,603
553,WHY_EUROPE,146
553,WHY_LATAM,608
554,COMPLETE,1608
554,EUROPE,1000
554,LATAM,608
554,DIEGO,250
554,RENOVISOR,611
554,WHY_EUROPE,139
554,WHY_LATAM,608
555,COMPLETE,1608
555,EUROPE,1000
555,LATAM,608
555,DIEGO,243
555,RENOVISOR,607
555,WHY_EUROPE,150
555,WHY_LATAM,608
556,COMPLETE,1608
556,EUROPE,1000
556,LATAM,608
556,DIEGO,234
556,RENOVISOR,620
556,WHY_EUROPE,146
556,WHY_LATAM,608
557,COMPLETE,1608
557,EUROPE,1000
557,LATAM,608
557,DIEGO,237
557,RENOVISOR,621
557,WHY_EUROPE,142
557,WHY_LATAM,608
558,COMPLETE,1608
558,EUROPE,1000
558,LATAM,608
558,DIEGO,240
558,RENOVISOR,614
558,WHY_EUROPE,146
558,WHY_LATAM,608
559,COMPLETE,1608
559,EUROPE,1000
559,LATAM,608
559,DIEGO,272
559,RENOVISOR,616
559,WHY_EUROPE,112
559,WHY_LATAM,608
560,COMPLETE,1608
560,EUROPE,1000
560,LATAM,608
560,DIEGO,254
560,RENOVISOR,599
560,WHY_EUROPE,147
560,WHY_LATAM,608
561,COMPLETE,1608
561,EUROPE,1000
561,LATAM,608
561,DIEGO,251
561,RENOVISOR,608
561,WHY_EUROPE,141
561,WHY_LATAM,608
562,COMPLETE,1608
562,EUROPE,1000
562,LATAM,608
562,DIEGO,251
562,RENOVISOR,610
562,WHY_EUROPE,139
562,WHY_LATAM,608
563,COMPLETE,1608
563,EUROPE,1000
563,LATAM,608
563,DIEGO,238
563,RENOVISOR,623
563,WHY_EUROPE,139
563,WHY_LATAM,608
564,COMPLETE,1608
564,EUROPE,1000
564,LATAM,608
564,DIEGO,247
564,RENOVISOR,596
564,WHY_EUROPE,157
564,WHY_LATAM,608
565,COMPLETE,1608
565,EUROPE,1000
565,LATAM,608
565,DIEGO,260
565,RENOVISOR,594
565,WHY_EUROPE,146
565,WHY_LATAM,608
566,COMPLETE,1608
566,EUROPE,1000
566,LATAM,608
566,DIEGO,258
566,RENOVISOR,619
566,WHY_EUROPE,123
566,WHY_LATAM,608
567,COMPLETE,1608
567,EUROPE,1000
567,LATAM,608
567,DIEGO,241
567,RENOVISOR,622
567,WHY_EUROPE,137
567,WHY_LATAM,608
568,COMPLETE,1608
568,EUROPE,1000
568,LATAM,608
568,DIEGO,276
568,RENOVISOR,596
568,WHY_EUROPE,128
568,WHY_LATAM,608
569,COMPLETE,1608
569,EUROPE,1000
569,LATAM,608
569,DIEGO,238
569,RENOVISOR,622
569,WHY_EUROPE,140
569,WHY_LATAM,608
570,COMPLETE,1608
570,EUROPE,1000
570,LATAM,608
570,DIEGO,246
570,RENOVISOR,615
570,WHY_EUROPE,139
570,WHY_LATAM,608
571,COMPLETE,1608
571,EUROPE,1000
571,LATAM,608
571,DIEGO,240
571,RENOVISOR,609
571,WHY_EUROPE,151
571,WHY_LATAM,608
572,COMPLETE,1608
572,EUROPE,1000
572,LATAM,608
572,DIEGO,249
572,RENOVISOR,615
572,WHY_EUROPE,136
572,WHY_LATAM,608
573,COMPLETE,1608
573,EUROPE,1000
573,LATAM,608
573,DIEGO,256
573,RENOVISOR,617
573,WHY_EUROPE,127
573,WHY_LATAM,608
574,COMPLETE,1608
574,EUROPE,1000
574,LATAM,608
574,DIEGO,238
574,RENOVISOR,623
574,WHY_EUROPE,139
574,WHY_LATAM,608
575,COMPLETE,1608
575,EUROPE,1000
575,LATAM,608
575,DIEGO,259
575,RENOVISOR,612
575,WHY_EUROPE,129
575,WHY_LATAM,608
576,COMPLETE,1608
576,EUROPE,1000
576,LATAM,608
576,DIEGO,231
576,RENOVISOR,627
576,WHY_EUROPE,142
576,WHY_LATAM,608
577,COMPLETE,1608
577,EUROPE,1000
577,LATAM,608
577,DIEGO,238
577,RENOVISOR,606
577,WHY_EUROPE,156
577,WHY_LATAM,608
578,COMPLETE,1608
578,EUROPE,1000
578,LATAM,608
578,DIEGO,247
578,RENOVISOR,605
578,WHY_EUROPE,148
578,WHY_LATAM,608
579,COMPLETE,1608
579,EUROPE,1000
579,LATAM,608
579,DIEGO,259
579,RENOVISOR,612
579,WHY_EUROPE,129
579,WHY_LATAM,608
580,COMPLETE,1608
580,EUROPE,1000
580,LATAM,608
580,DIEGO,269
580,RENOVISOR,618
580,WHY_EUROPE,113
580,WHY_LATAM,608
581,COMPLETE,1608
581,EUROPE,1000
581,LATAM,608
581,DIEGO,232
581,RENOVISOR,626
581,WHY_EUROPE,142
581,WHY_LATAM,608
582,COMPLETE,1608
582,EUROPE,1000
582,LATAM,608
582,DIEGO,228
582,RENOVISOR,618
582,WHY_EUROPE,154
582,WHY_LATAM,608
583,COMPLETE,1608
583,EUROPE,1000
583,LATAM,608
583,DIEGO,261
583,RENOVISOR,614
583,WHY_EUROPE,125
583,WHY_LATAM,608
584,COMPLETE,1608
584,EUROPE,1000
584,LATAM,608
584,DIEGO,236
584,RENOVISOR,609
584,WHY_EUROPE,155
584,WHY_LATAM,608
585,COMPLETE,1608
585,EUROPE,1000
585,LATAM,608
585,DIEGO,240
585,RENOVISOR,623
585,WHY_EUROPE,137
585,WHY_LATAM,608
586,COMPLETE,1608
586,EUROPE,1000
586,LATAM,608
586,DIEGO,236
586,RENOVISOR,616
586,WHY_EUROPE,148
586,WHY_LATAM,608
587,COMPLETE,1608
587,EUROPE,1000
587,LATAM,608
587,DIEGO,257
587,RENOVISOR,625
587,WHY_EUROPE,118
587,WHY_LATAM,608
588,COMPLETE,1608
588,EUROPE,1000
588,LATAM,608
588,DIEGO,283
588,RENOVISOR,592
588,WHY_EUROPE,125
588,WHY_LATAM,608
589,COMPLETE,1608
589,EUROPE,1000
589,LATAM,608
589,DIEGO,252
589,RENOVISOR,602
589,WHY_EUROPE,146
589,WHY_LATAM,608
590,COMPLETE,1608
590,EUROPE,1000
590,LATAM,608
590,DIEGO,250
590,RENOVISOR,606
590,WHY_EUROPE,144
590,WHY_LATAM,608
591,COMPLETE,1608
591,EUROPE,1000
591,LATAM,608
591,DIEGO,250
591,RENOVISOR,620
591,WHY_EUROPE,130
591,WHY_LATAM,608
592,COMPLETE,1608
592,EUROPE,1000
592,LATAM,608
592,DIEGO,263
592,RENOVISOR,616
592,WHY_EUROPE,121
592,WHY_LATAM,608
593,COMPLETE,1608
593,EUROPE,1000
593,LATAM,608
593,DIEGO,230
593,RENOVISOR,627
593,WHY_EUROPE,143
593,WHY_LATAM,608
594,COMPLETE,1608
594,EUROPE,1000
594,LATAM,608
594,DIEGO,241
594,RENOVISOR,613
594,WHY_EUROPE,146
594,WHY_LATAM,608
595,COMPLETE,1608
595,EUROPE,1000
595,LATAM,608
595,DIEGO,280
595,RENOVISOR,605
595,WHY_EUROPE,115
595,WHY_LATAM,608
596,COMPLETE,1608
596,EUROPE,1000
596,LATAM,608
596,DIEGO,275
596,RENOVISOR,599
596,WHY_EUROPE,126
596,WHY_LATAM,608
597,COMPLETE,1608
597,EUROPE,1000
597,LATAM,608
597,DIEGO,236
597,RENOVISOR,621
597,WHY_EUROPE,143
597,WHY_LATAM,608
598,COMPLETE,1608
598,EUROPE,1000
598,LATAM,608
598,DIEGO,238
598,RENOVISOR,628
598,WHY_EUROPE,134
598,WHY_LATAM,608
599,COMPLETE,1608
599,EUROPE,1000
599,LATAM,608
599,DIEGO,235
599,RENOVISOR,618
599,WHY_EUROPE,147
599,WHY_LATAM,608
600,COMPLETE,1608
600,EUROPE,1000
600,LATAM,608
600,DIEGO,238
600,RENOVISOR,608
600,WHY_EUROPE,154
600,WHY_LATAM,608
601,COMPLETE,1608
601,EUROPE,1000
601,LATAM,608
601,DIEGO,267
601,RENOVISOR,604
601,WHY_EUROPE,129
601,WHY_LATAM,608
602,COMPLETE,1608
602,EUROPE,1000
602,LATAM,608
602,DIEGO,239
602,RENOVISOR,627
602,WHY_EUROPE,134
602,WHY_LATAM,608
603,COMPLETE,1608
603,EUROPE,1000
603,LATAM,608
603,DIEGO,242
603,RENOVISOR,612
603,WHY_EUROPE,146
603,WHY_LATAM,608
604,COMPLETE,1608
604,EUROPE,1000
604,LATAM,608
604,DIEGO,228
604,RENOVISOR,627
604,WHY_EUROPE,145
604,WHY_LATAM,608
605,COMPLETE,1608
605,EUROPE,1000
605,LATAM,608
605,DIEGO,258
605,RENOVISOR,611
605,WHY_EUROPE,131
605,WHY_LATAM,608
606,COMPLETE,1608
606,EUROPE,1000
606,LATAM,608
606,DIEGO,250
606,RENOVISOR,611
606,WHY_EUROPE,139
606,WHY_LATAM,608
607,COMPLETE,1608
607,EUROPE,1000
607,LATAM,608
607,DIEGO,249
607,RENOVISOR,606
607,WHY_EUROPE,145
607,WHY_LATAM,608
608,COMPLETE,1608
608,EUROPE,1000
608,LATAM,608
608,DIEGO,243
608,RENOVISOR,608
608,WHY_EUROPE,149
608,WHY_LATAM,608
609,COMPLETE,1608
609,EUROPE,1000
609,LATAM,608
609,DIEGO,259
609,RENOVISOR,616
609,WHY_EUROPE,125
609,WHY_LATAM,608
610,COMPLETE,1608
610,EUROPE,1000
610,LATAM,608
610,DIEGO,243
610,RENOVISOR,626
610,WHY_EUROPE,131
610,WHY_LATAM,608
611,COMPLETE,1608
611,EUROPE,1000
611,LATAM,608
611,DIEGO,234
611,RENOVISOR,605
611,WHY_EUROPE,161
611,WHY_LATAM,608
612,COMPLETE,1608
612,EUROPE,1000
612,LATAM,608
612,DIEGO,241
612,RENOVISOR,612
612,WHY_EUROPE,147
612,WHY_LATAM,608
613,COMPLETE,1608
613,EUROPE,1000
613,LATAM,608
613,DIEGO,245
613,RENOVISOR,617
613,WHY_EUROPE,138
613,WHY_LATAM,608
614,COMPLETE,1608
614,EUROPE,1000
614,LATAM,608
614,DIEGO,258
614,RENOVISOR,631
614,WHY_EUROPE,111
614,WHY_LATAM,608
615,COMPLETE,1608
615,EUROPE,1000
615,LATAM,608
615,DIEGO,255
615,RENOVISOR,602
615,WHY_EUROPE,143
615,WHY_LATAM,608
616,COMPLETE,1608
616,EUROPE,1000
616,LATAM,608
616,DIEGO,255
616,RENOVISOR,609
616,WHY_EUROPE,136
616,WHY_LATAM,608
617,COMPLETE,1608
617,EUROPE,1000
617,LATAM,608
617,DIEGO,256
617,RENOVISOR,616
617,WHY_EUROPE,128
617,WHY_LATAM,608
618,COMPLETE,1608
618,EUROPE,1000
618,LATAM,608
618,DIEGO,250
618,RENOVISOR,614
618,WHY_EUROPE,136
618,WHY_LATAM,608
619,COMPLETE,1608
619,EUROPE,1000
619,LATAM,608
619,DIEGO,237
619,RENOVISOR,619
619,WHY_EUROPE,144
619,WHY_LATAM,608
620,COMPLETE,1608
620,EUROPE,1000
620,LATAM,608
620,DIEGO,243
620,RENOVISOR,618
620,WHY_EUROPE,139
620,WHY_LATAM,608
621,COMPLETE,1608
621,EUROPE,1000
621,LATAM,608
621,DIEGO,252
621,RENOVISOR,600
621,WHY_EUROPE,148
621,WHY_LATAM,608
622,COMPLETE,1608
622,EUROPE,1000
622,LATAM,608
622,DIEGO,240
622,RENOVISOR,605
622,WHY_EUROPE,155
622,WHY_LATAM,608
623,COMPLETE,1608
623,EUROPE,1000
623,LATAM,608
623,DIEGO,248
623,RENOVISOR,616
623,WHY_EUROPE,136
623,WHY_LATAM,608
624,COMPLETE,1608
624,EUROPE,1000
624,LATAM,608
624,DIEGO,237
624,RENOVISOR,619
624,WHY_EUROPE,144
624,WHY_LATAM,608
625,COMPLETE,1608
625,EUROPE,1000
625,LATAM,608
625,DIEGO,235
625,RENOVISOR,619
625,WHY_EUROPE,146
625,WHY_LATAM,608
626,COMPLETE,1608
626,EUROPE,1000
626,LATAM,608
626,DIEGO,241
626,RENOVISOR,625
626,WHY_EUROPE,134
626,WHY_LATAM,608
627,COMPLETE,1608
627,EUROPE,1000
627,LATAM,608
627,DIEGO,269
627,RENOVISOR,599
627,WHY_EUROPE,132
627,WHY_LATAM,608
628,COMPLETE,1608
628,EUROPE,1000
628,LATAM,608
628,DIEGO,243
628,RENOVISOR,621
628,WHY_EUROPE,136
628,WHY_LATAM,608
629,COMPLETE,1608
629,EUROPE,1000
629,LATAM,608
629,DIEGO,253
629,RENOVISOR,608
629,WHY_EUROPE,139
629,WHY_LATAM,608
630,COMPLETE,1608
630,EUROPE,1000
630,LATAM,608
630,DIEGO,259
630,RENOVISOR,603
630,WHY_EUROPE,138
630,WHY_LATAM,608
631,COMPLETE,1608
631,EUROPE,1000
631,LATAM,608
631,DIEGO,233
631,RENOVISOR,624
631,WHY_EUROPE,143
631,WHY_LATAM,608
632,COMPLETE,1608
632,EUROPE,1000
632,LATAM,608
632,DIEGO,257
632,RENOVISOR,609
632,WHY_EUROPE,134
632,WHY_LATAM,608
633,COMPLETE,1608
633,EUROPE,1000
633,LATAM,608
633,DIEGO,238
633,RENOVISOR,618
633,WHY_EUROPE,144
633,WHY_LATAM,608
634,COMPLETE,1608
634,EUROPE,1000
634,LATAM,608
634,DIEGO,234
634,RENOVISOR,625
634,WHY_EUROPE,141
634,WHY_LATAM,608
635,COMPLETE,1608
635,EUROPE,1000
635,LATAM,608
635,DIEGO,259
635,RENOVISOR,611
635,WHY_EUROPE,130
635,WHY_LATAM,608
636,COMPLETE,1608
636,EUROPE,1000
636,LATAM,608
636,DIEGO,255
636,RENOVISOR,615
636,WHY_EUROPE,130
636,WHY_LATAM,608
637,COMPLETE,1608
637,EUROPE,1000
637,LATAM,608
637,DIEGO,267
637,RENOVISOR,611
637,WHY_EUROPE,122
637,WHY_LATAM,608
638,COMPLETE,1608
638,EUROPE,1000
638,LATAM,608
638,DIEGO,246
638,RENOVISOR,610
638,WHY_EUROPE,144
638,WHY_LATAM,608
639,COMPLETE,1608
639,EUROPE,1000
639,LATAM,608
639,DIEGO,268
639,RENOVISOR,601
639,WHY_EUROPE,131
639,WHY_LATAM,608
640,COMPLETE,1608
640,EUROPE,1000
640,LATAM,608
640,DIEGO,253
640,RENOVISOR,612
640,WHY_EUROPE,135
640,WHY_LATAM,608
641,COMPLETE,1608
641,EUROPE,1000
641,LATAM,608
641,DIEGO,236
641,RENOVISOR,623
641,WHY_EUROPE,141
641,WHY_LATAM,608
642,COMPLETE,1608
642,EUROPE,1000
642,LATAM,608
642,DIEGO,247
642,RENOVISOR,604
642,WHY_EUROPE,149
642,WHY_LATAM,608
643,COMPLETE,1608
643,EUROPE,1000
643,LATAM,608
643,DIEGO,250
643,RENOVISOR,618
643,WHY_EUROPE,132
643,WHY_LATAM,608
644,COMPLETE,1608
644,EUROPE,1000
644,LATAM,608
644,DIEGO,249
644,RENOVISOR,613
644,WHY_EUROPE,138
644,WHY_LATAM,608
645,COMPLETE,1608
645,EUROPE,1000
645,LATAM,608
645,DIEGO,269
645,RENOVISOR,596
645,WHY_EUROPE,135
645,WHY_LATAM,608
646,COMPLETE,1608
646,EUROPE,1000
646,LATAM,608
646,DIEGO,255
646,RENOVISOR,599
646,WHY_EUROPE,146
646,WHY_LATAM,608
647,COMPLETE,1608
647,EUROPE,1000
647,LATAM,608
647,DIEGO,238
647,RENOVISOR,613
647,WHY_EUROPE,149
647,WHY_LATAM,608
648,COMPLETE,1608
648,EUROPE,1000
648,LATAM,608
648,DIEGO,250
648,RENOVISOR,616
648,WHY_EUROPE,134
648,WHY_LATAM,608
649,COMPLETE,1608
649,EUROPE,1000
649,LATAM,608
649,DIEGO,228
649,RENOVISOR,623
649,WHY_EUROPE,149
649,WHY_LATAM,608
650,COMPLETE,1608
650,EUROPE,1000
650,LATAM,608
650,DIEGO,258
650,RENOVISOR,602
650,WHY_EUROPE,140
650,WHY_LATAM,608
651,COMPLETE,1608
651,EUROPE,1000
651,LATAM,608
651,DIEGO,238
651,RENOVISOR,614
651,WHY_EUROPE,148
651,WHY_LATAM,608
652,COMPLETE,1608
652,EUROPE,1000
652,LATAM,608
652,DIEGO,258
652,RENOVISOR,604
652,WHY_EUROPE,138
652,WHY_LATAM,608
653,COMPLETE,1608
653,EUROPE,1000
653,LATAM,608
653,DIEGO,246
653,RENOVISOR,613
653,WHY_EUROPE,141
653,WHY_LATAM,608
654,COMPLETE,1608
654,EUROPE,1000
654,LATAM,608
654,DIEGO,253
654,RENOVISOR,611
654,WHY_EUROPE,136
654,WHY_LATAM,608
655,COMPLETE,1608
655,EUROPE,1000
655,LATAM,608
655,DIEGO,260
655,RENOVISOR,609
655,WHY_EUROPE,131
655,WHY_LATAM,608
656,COMPLETE,1608
656,EUROPE,1000
656,LATAM,608
656,DIEGO,250
656,RENOVISOR,615
656,WHY_EUROPE,135
656,WHY_LATAM,608
657,COMPLETE,1608
657,EUROPE,1000
657,LATAM,608
657,DIEGO,248
657,RENOVISOR,599
657,WHY_EUROPE,153
657,WHY_LATAM,608
658,COMPLETE,1608
658,EUROPE,1000
658,LATAM,608
658,DIEGO,253
658,RENOVISOR,615
658,WHY_EUROPE,132
658,WHY_LATAM,608
659,COMPLETE,1608
659,EUROPE,1000
659,LATAM,608
659,DIEGO,264
659,RENOVISOR,607
659,WHY_EUROPE,129
659,WHY_LATAM,608
660,COMPLETE,1608
660,EUROPE,1000
660,LATAM,608
660,DIEGO,258
660,RENOVISOR,614
660,WHY_EUROPE,128
660,WHY_LATAM,608
661,COMPLETE,1608
661,EUROPE,1000
661,LATAM,608
661,DIEGO,264
661,RENOVISOR,602
661,WHY_EUROPE,134
661,WHY_LATAM,608
662,COMPLETE,1608
662,EUROPE,1000
662,LATAM,608
662,DIEGO,246
662,RENOVISOR,623
662,WHY_EUROPE,131
662,WHY_LATAM,608
663,COMPLETE,1608
663,EUROPE,1000
663,LATAM,608
663,DIEGO,271
663,RENOVISOR,608
663,WHY_EUROPE,121
663,WHY_LATAM,608
664,COMPLETE,1608
664,EUROPE,1000
664,LATAM,608
664,DIEGO,255
664,RENOVISOR,623
664,WHY_EUROPE,122
664,WHY_LATAM,608
665,COMPLETE,1608
665,EUROPE,1000
665,LATAM,608
665,DIEGO,250
665,RENOVISOR,610
665,WHY_EUROPE,140
665,WHY_LATAM,608
666,COMPLETE,1608
666,EUROPE,1000
666,LATAM,608
666,DIEGO,237
666,RENOVISOR,622
666,WHY_EUROPE,141
666,WHY_LATAM,608
667,COMPLETE,1608
667,EUROPE,1000
667,LATAM,608
667,DIEGO,268
667,RENOVISOR,607
667,WHY_EUROPE,125
667,WHY_LATAM,608
668,COMPLETE,1608
668,EUROPE,1000
668,LATAM,608
668,DIEGO,243
668,RENOVISOR,603
668,WHY_EUROPE,154
668,WHY_LATAM,608
669,COMPLETE,1608
669,EUROPE,1000
669,LATAM,608
669,DIEGO,259
669,RENOVISOR,613
669,WHY_EUROPE,128
669,WHY_LATAM,608
670,COMPLETE,1608
670,EUROPE,1000
670,LATAM,608
670,DIEGO,254
670,RENOVISOR,605
670,WHY_EUROPE,141
670,WHY_LATAM,608
671,COMPLETE,1608
671,EUROPE,1000
671,LATAM,608
671,DIEGO,270
671,RENOVISOR,601
671,WHY_EUROPE,129
671,WHY_LATAM,608
672,COMPLETE,1608
672,EUROPE,1000
672,LATAM,608
672,DIEGO,267
672,RENOVISOR,599
672,WHY_EUROPE,134
672,WHY_LATAM,608
673,COMPLETE,1608
673,EUROPE,1000
673,LATAM,608
673,DIEGO,244
673,RENOVISOR,597
673,WHY_EUROPE,159
673,WHY_LATAM,608
674,COMPLETE,1608
674,EUROPE,1000
674,LATAM,608
674,DIEGO,252
674,RENOVISOR,601
674,WHY_EUROPE,147
674,WHY_LATAM,608
675,COMPLETE,1608
675,EUROPE,1000
675,LATAM,608
675,DIEGO,256
675,RENOVISOR,614
675,WHY_EUROPE,130
675,WHY_LATAM,608
676,COMPLETE,1608
676,EUROPE,1000
676,LATAM,608
676,DIEGO,261
676,RENOVISOR,602
676,WHY_EUROPE,137
676,WHY_LATAM,608
677,COMPLETE,1608
677,EUROPE,1000
677,LATAM,608
677,DIEGO,223
677,RENOVISOR,634
677,WHY_EUROPE,143
677,WHY_LATAM,608
678,COMPLETE,1608
678,EUROPE,1000
678,LATAM,608
678,DIEGO,246
678,RENOVISOR,625
678,WHY_EUROPE,129
678,WHY_LATAM,608
679,COMPLETE,1608
679,EUROPE,1000
679,LATAM,608
679,DIEGO,261
679,RENOVISOR,595
679,WHY_EUROPE,144
679,WHY_LATAM,608
680,COMPLETE,1608
680,EUROPE,1000
680,LATAM,608
680,DIEGO,251
680,RENOVISOR,608
680,WHY_EUROPE,141
680,WHY_LATAM,608
681,COMPLETE,1608
681,EUROPE,1000
681,LATAM,608
681,DIEGO,244
681,RENOVISOR,628
681,WHY_EUROPE,128
681,WHY_LATAM,608
682,COMPLETE,1608
682,EUROPE,1000
682,LATAM,608
682,DIEGO,263
682,RENOVISOR,590
682,WHY_EUROPE,147
682,WHY_LATAM,608
683,COMPLETE,1608
683,EUROPE,1000
683,LATAM,608
683,DIEGO,246
683,RENOVISOR,608
683,WHY_EUROPE,146
683,WHY_LATAM,608
684,COMPLETE,1608
684,EUROPE,1000
684,LATAM,608
684,DIEGO,249
684,RENOVISOR,588
684,WHY_EUROPE,163
684,WHY_LATAM,608
685,COMPLETE,1608
685,EUROPE,1000
685,LATAM,608
685,DIEGO,259
685,RENOVISOR,598
685,WHY_EUROPE,143
685,WHY_LATAM,608
686,COMPLETE,1608
686,EUROPE,1000
686,LATAM,608
686,DIEGO,245
686,RENOVISOR,626
686,WHY_EUROPE,129
686,WHY_LATAM,608
687,COMPLETE,1608
687,EUROPE,1000
687,LATAM,608
687,DIEGO,265
687,RENOVISOR,603
687,WHY_EUROPE,132
687,WHY_LATAM,608
688,COMPLETE,1608
688,EUROPE,1000
688,LATAM,608
688,DIEGO,242
688,RENOVISOR,610
688,WHY_EUROPE,148
688,WHY_LATAM,608
689,COMPLETE,1608
