bootstrap_id,analysis_sample,n_draws
171,WHY_EUROPE,129
171,WHY_LATAM,608
172,COMPLETE,1608
172,EUROPE,1000
172,LATAM,608
172,DIEGO,259
172,RENOVISOR,604
172,WHY_EUROPE,137
172,WHY_LATAM,608
173,COMPLETE,1608
173,EUROPE,1000
173,LATAM,608
173,DIEGO,252
173,RENOVISOR,612
173,WHY_EUROPE,136
173,WHY_LATAM,608
174,COMPLETE,1608
174,EUROPE,1000
174,LATAM,608
174,DIEGO,259
174,RENOVISOR,605
174,WHY_EUROPE,136
174,WHY_LATAM,608
175,COMPLETE,1608
175,EUROPE,1000
175,LATAM,608
175,DIEGO,235
175,RENOVISOR,624
175,WHY_EUROPE,141
175,WHY_LATAM,608
176,COMPLETE,1608
176,EUROPE,1000
176,LATAM,608
176,DIEGO,263
176,RENOVISOR,593
176,WHY_EUROPE,144
176,WHY_LATAM,608
177,COMPLETE,1608
177,EUROPE,1000
177,LATAM,608
177,DIEGO,259
177,RENOVISOR,617
177,WHY_EUROPE,124
177,WHY_LATAM,608
178,COMPLETE,1608
178,EUROPE,1000
178,LATAM,608
178,DIEGO,251
178,RENOVISOR,617
178,WHY_EUROPE,132
178,WHY_LATAM,608
179,COMPLETE,1608
179,EUROPE,1000
179,LATAM,608
179,DIEGO,245
179,RENOVISOR,618
179,WHY_EUROPE,137
179,WHY_LATAM,608
180,COMPLETE,1608
180,EUROPE,1000
180,LATAM,608
180,DIEGO,251
180,RENOVISOR,608
180,WHY_EUROPE,141
180,WHY_LATAM,608
181,COMPLETE,1608
181,EUROPE,1000
181,LATAM,608
181,DIEGO,255
181,RENOVISOR,616
181,WHY_EUROPE,129
181,WHY_LATAM,608
182,COMPLETE,1608
182,EUROPE,1000
182,LATAM,608
182,DIEGO,263
182,RENOVISOR,600
182,WHY_EUROPE,137
182,WHY_LATAM,608
183,COMPLETE,1608
183,EUROPE,1000
183,LATAM,608
183,DIEGO,250
183,RENOVISOR,609
183,WHY_EUROPE,141
183,WHY_LATAM,608
184,COMPLETE,1608
184,EUROPE,1000
184,LATAM,608
184,DIEGO,235
184,RENOVISOR,616
184,WHY_EUROPE,149
184,WHY_LATAM,608
185,COMPLETE,1608
185,EUROPE,1000
185,LATAM,608
185,DIEGO,241
185,RENOVISOR,608
185,WHY_EUROPE,151
185,WHY_LATAM,608
186,COMPLETE,1608
186,EUROPE,1000
186,LATAM,608
186,DIEGO,250
186,RENOVISOR,601
186,WHY_EUROPE,149
186,WHY_LATAM,608
187,COMPLETE,1608
187,EUROPE,1000
187,LATAM,608
187,DIEGO,237
187,RENOVISOR,620
187,WHY_EUROPE,143
187,WHY_LATAM,608
188,COMPLETE,1608
188,EUROPE,1000
188,LATAM,608
188,DIEGO,264
188,RENOVISOR,612
188,WHY_EUROPE,124
188,WHY_LATAM,608
189,COMPLETE,1608
189,EUROPE,1000
189,LATAM,608
189,DIEGO,250
189,RENOVISOR,611
189,WHY_EUROPE,139
189,WHY_LATAM,608
190,COMPLETE,1608
190,EUROPE,1000
190,LATAM,608
190,DIEGO,251
190,RENOVISOR,623
190,WHY_EUROPE,126
190,WHY_LATAM,608
191,COMPLETE,1608
191,EUROPE,1000
191,LATAM,608
191,DIEGO,253
191,RENOVISOR,598
191,WHY_EUROPE,149
191,WHY_LATAM,608
192,COMPLETE,1608
192,EUROPE,1000
192,LATAM,608
192,DIEGO,244
192,RENOVISOR,620
192,WHY_EUROPE,136
192,WHY_LATAM,608
193,COMPLETE,1608
193,EUROPE,1000
193,LATAM,608
193,DIEGO,249
193,RENOVISOR,619
193,WHY_EUROPE,132
193,WHY_LATAM,608
194,COMPLETE,1608
194,EUROPE,1000
194,LATAM,608
194,DIEGO,268
194,RENOVISOR,600
194,WHY_EUROPE,132
194,WHY_LATAM,608
195,COMPLETE,1608
195,EUROPE,1000
195,LATAM,608
195,DIEGO,255
195,RENOVISOR,595
195,WHY_EUROPE,150
195,WHY_LATAM,608
196,COMPLETE,1608
196,EUROPE,1000
196,LATAM,608
196,DIEGO,253
196,RENOVISOR,609
196,WHY_EUROPE,138
196,WHY_LATAM,608
197,COMPLETE,1608
197,EUROPE,1000
197,LATAM,608
197,DIEGO,247
197,RENOVISOR,614
197,WHY_EUROPE,139
197,WHY_LATAM,608
198,COMPLETE,1608
198,EUROPE,1000
198,LATAM,608
198,DIEGO,254
198,RENOVISOR,613
198,WHY_EUROPE,133
198,WHY_LATAM,608
199,COMPLETE,1608
199,EUROPE,1000
199,LATAM,608
199,DIEGO,234
199,RENOVISOR,620
199,WHY_EUROPE,146
199,WHY_LATAM,608
200,COMPLETE,1608
200,EUROPE,1000
200,LATAM,608
200,DIEGO,231
200,RENOVISOR,611
200,WHY_EUROPE,158
200,WHY_LATAM,608
201,COMPLETE,1608
201,EUROPE,1000
201,LATAM,608
201,DIEGO,256
201,RENOVISOR,608
201,WHY_EUROPE,136
201,WHY_LATAM,608
202,COMPLETE,1608
202,EUROPE,1000
202,LATAM,608
202,DIEGO,260
202,RENOVISOR,587
202,WHY_EUROPE,153
202,WHY_LATAM,608
203,COMPLETE,1608
203,EUROPE,1000
203,LATAM,608
203,DIEGO,269
203,RENOVISOR,594
203,WHY_EUROPE,137
203,WHY_LATAM,608
204,COMPLETE,1608
204,EUROPE,1000
204,LATAM,608
204,DIEGO,257
204,RENOVISOR,616
204,WHY_EUROPE,127
204,WHY_LATAM,608
205,COMPLETE,1608
205,EUROPE,1000
205,LATAM,608
205,DIEGO,263
205,RENOVISOR,601
205,WHY_EUROPE,136
205,WHY_LATAM,608
206,COMPLETE,1608
206,EUROPE,1000
206,LATAM,608
206,DIEGO,266
206,RENOVISOR,617
206,WHY_EUROPE,117
206,WHY_LATAM,608
207,COMPLETE,1608
207,EUROPE,1000
207,LATAM,608
207,DIEGO,237
207,RENOVISOR,620
207,WHY_EUROPE,143
207,WHY_LATAM,608
208,COMPLETE,1608
208,EUROPE,1000
208,LATAM,608
208,DIEGO,259
208,RENOVISOR,606
208,WHY_EUROPE,135
208,WHY_LATAM,608
209,COMPLETE,1608
209,EUROPE,1000
209,LATAM,608
209,DIEGO,260
209,RENOVISOR,611
209,WHY_EUROPE,129
209,WHY_LATAM,608
210,COMPLETE,1608
210,EUROPE,1000
210,LATAM,608
210,DIEGO,274
210,RENOVISOR,604
210,WHY_EUROPE,122
210,WHY_LATAM,608
211,COMPLETE,1608
211,EUROPE,1000
211,LATAM,608
211,DIEGO,240
211,RENOVISOR,613
211,WHY_EUROPE,147
211,WHY_LATAM,608
212,COMPLETE,1608
212,EUROPE,1000
212,LATAM,608
212,DIEGO,245
212,RENOVISOR,599
212,WHY_EUROPE,156
212,WHY_LATAM,608
213,COMPLETE,1608
213,EUROPE,1000
213,LATAM,608
213,DIEGO,244
213,RENOVISOR,630
213,WHY_EUROPE,126
213,WHY_LATAM,608
214,COMPLETE,1608
214,EUROPE,1000
214,LATAM,608
214,DIEGO,252
214,RENOVISOR,604
214,WHY_EUROPE,144
214,WHY_LATAM,608
215,COMPLETE,1608
215,EUROPE,1000
215,LATAM,608
215,DIEGO,254
215,RENOVISOR,607
215,WHY_EUROPE,139
215,WHY_LATAM,608
216,COMPLETE,1608
216,EUROPE,1000
216,LATAM,608
216,DIEGO,243
216,RENOVISOR,636
216,WHY_EUROPE,121
216,WHY_LATAM,608
217,COMPLETE,1608
217,EUROPE,1000
217,LATAM,608
217,DIEGO,252
217,RENOVISOR,611
217,WHY_EUROPE,137
217,WHY_LATAM,608
218,COMPLETE,1608
218,EUROPE,1000
218,LATAM,608
218,DIEGO,242
218,RENOVISOR,627
218,WHY_EUROPE,131
218,WHY_LATAM,608
219,COMPLETE,1608
219,EUROPE,1000
219,LATAM,608
219,DIEGO,254
219,RENOVISOR,604
219,WHY_EUROPE,142
219,WHY_LATAM,608
220,COMPLETE,1608
220,EUROPE,1000
220,LATAM,608
220,DIEGO,254
220,RENOVISOR,627
220,WHY_EUROPE,119
220,WHY_LATAM,608
221,COMPLETE,1608
221,EUROPE,1000
221,LATAM,608
221,DIEGO,268
221,RENOVISOR,621
221,WHY_EUROPE,111
221,WHY_LATAM,608
222,COMPLETE,1608
222,EUROPE,1000
222,LATAM,608
222,DIEGO,255
222,RENOVISOR,613
222,WHY_EUROPE,132
222,WHY_LATAM,608
223,COMPLETE,1608
223,EUROPE,1000
223,LATAM,608
223,DIEGO,263
223,RENOVISOR,593
223,WHY_EUROPE,144
223,WHY_LATAM,608
224,COMPLETE,1608
224,EUROPE,1000
224,LATAM,608
224,DIEGO,249
224,RENOVISOR,609
224,WHY_EUROPE,142
224,WHY_LATAM,608
225,COMPLETE,1608
225,EUROPE,1000
225,LATAM,608
225,DIEGO,254
225,RENOVISOR,599
225,WHY_EUROPE,147
225,WHY_LATAM,608
226,COMPLETE,1608
226,EUROPE,1000
226,LATAM,608
226,DIEGO,264
226,RENOVISOR,616
226,WHY_EUROPE,120
226,WHY_LATAM,608
227,COMPLETE,1608
227,EUROPE,1000
227,LATAM,608
227,DIEGO,244
227,RENOVISOR,612
227,WHY_EUROPE,144
227,WHY_LATAM,608
228,COMPLETE,1608
228,EUROPE,1000
228,LATAM,608
228,DIEGO,257
228,RENOVISOR,593
228,WHY_EUROPE,150
228,WHY_LATAM,608
229,COMPLETE,1608
229,EUROPE,1000
229,LATAM,608
229,DIEGO,250
229,RENOVISOR,624
229,WHY_EUROPE,126
229,WHY_LATAM,608
230,COMPLETE,1608
230,EUROPE,1000
230,LATAM,608
230,DIEGO,255
230,RENOVISOR,615
230,WHY_EUROPE,130
230,WHY_LATAM,608
231,COMPLETE,1608
231,EUROPE,1000
231,LATAM,608
231,DIEGO,261
231,RENOVISOR,625
231,WHY_EUROPE,114
231,WHY_LATAM,608
232,COMPLETE,1608
232,EUROPE,1000
232,LATAM,608
232,DIEGO,252
232,RENOVISOR,618
232,WHY_EUROPE,130
232,WHY_LATAM,608
233,COMPLETE,1608
233,EUROPE,1000
233,LATAM,608
233,DIEGO,238
233,RENOVISOR,617
233,WHY_EUROPE,145
233,WHY_LATAM,608
234,COMPLETE,1608
234,EUROPE,1000
234,LATAM,608
234,DIEGO,247
234,RENOVISOR,611
234,WHY_EUROPE,142
234,WHY_LATAM,608
235,COMPLETE,1608
235,EUROPE,1000
235,LATAM,608
235,DIEGO,233
235,RENOVISOR,611
235,WHY_EUROPE,156
235,WHY_LATAM,608
236,COMPLETE,1608
236,EUROPE,1000
236,LATAM,608
236,DIEGO,262
236,RENOVISOR,611
236,WHY_EUROPE,127
236,WHY_LATAM,608
237,COMPLETE,1608
237,EUROPE,1000
237,LATAM,608
237,DIEGO,246
237,RENOVISOR,621
237,WHY_EUROPE,133
237,WHY_LATAM,608
238,COMPLETE,1608
238,EUROPE,1000
238,LATAM,608
238,DIEGO,259
238,RENOVISOR,598
238,WHY_EUROPE,143
238,WHY_LATAM,608
239,COMPLETE,1608
239,EUROPE,1000
239,LATAM,608
239,DIEGO,249
239,RENOVISOR,612
239,WHY_EUROPE,139
239,WHY_LATAM,608
240,COMPLETE,1608
240,EUROPE,1000
240,LATAM,608
240,DIEGO,243
240,RENOVISOR,609
240,WHY_EUROPE,148
240,WHY_LATAM,608
241,COMPLETE,1608
241,EUROPE,1000
241,LATAM,608
241,DIEGO,251
241,RENOVISOR,597
241,WHY_EUROPE,152
241,WHY_LATAM,608
242,COMPLETE,1608
242,EUROPE,1000
242,LATAM,608
242,DIEGO,234
242,RENOVISOR,610
242,WHY_EUROPE,156
242,WHY_LATAM,608
243,COMPLETE,1608
243,EUROPE,1000
243,LATAM,608
243,DIEGO,252
243,RENOVISOR,622
243,WHY_EUROPE,126
243,WHY_LATAM,608
244,COMPLETE,1608
244,EUROPE,1000
244,LATAM,608
244,DIEGO,237
244,RENOVISOR,627
244,WHY_EUROPE,136
244,WHY_LATAM,608
245,COMPLETE,1608
245,EUROPE,1000
245,LATAM,608
245,DIEGO,243
245,RENOVISOR,619
245,WHY_EUROPE,138
245,WHY_LATAM,608
246,COMPLETE,1608
246,EUROPE,1000
246,LATAM,608
246,DIEGO,245
246,RENOVISOR,612
246,WHY_EUROPE,143
246,WHY_LATAM,608
247,COMPLETE,1608
247,EUROPE,1000
247,LATAM,608
247,DIEGO,228
247,RENOVISOR,632
247,WHY_EUROPE,140
247,WHY_LATAM,608
248,COMPLETE,1608
248,EUROPE,1000
248,LATAM,608
248,DIEGO,227
248,RENOVISOR,602
248,WHY_EUROPE,171
248,WHY_LATAM,608
249,COMPLETE,1608
249,EUROPE,1000
249,LATAM,608
249,DIEGO,254
249,RENOVISOR,601
249,WHY_EUROPE,145
249,WHY_LATAM,608
250,COMPLETE,1608
250,EUROPE,1000
250,LATAM,608
250,DIEGO,257
250,RENOVISOR,598
250,WHY_EUROPE,145
250,WHY_LATAM,608
251,COMPLETE,1608
251,EUROPE,1000
251,LATAM,608
251,DIEGO,252
251,RENOVISOR,597
251,WHY_EUROPE,151
251,WHY_LATAM,608
252,COMPLETE,1608
252,EUROPE,1000
252,LATAM,608
252,DIEGO,258
252,RENOVISOR,598
252,WHY_EUROPE,144
252,WHY_LATAM,608
253,COMPLETE,1608
253,EUROPE,1000
253,LATAM,608
253,DIEGO,249
253,RENOVISOR,616
253,WHY_EUROPE,135
253,WHY_LATAM,608
254,COMPLETE,1608
254,EUROPE,1000
254,LATAM,608
254,DIEGO,255
254,RENOVISOR,612
254,WHY_EUROPE,133
254,WHY_LATAM,608
255,COMPLETE,1608
255,EUROPE,1000
255,LATAM,608
255,DIEGO,243
255,RENOVISOR,616
255,WHY_EUROPE,141
255,WHY_LATAM,608
256,COMPLETE,1608
256,EUROPE,1000
256,LATAM,608
256,DIEGO,249
256,RENOVISOR,615
256,WHY_EUROPE,136
256,WHY_LATAM,608
257,COMPLETE,1608
257,EUROPE,1000
257,LATAM,608
257,DIEGO,244
257,RENOVISOR,605
257,WHY_EUROPE,151
257,WHY_LATAM,608
258,COMPLETE,1608
258,EUROPE,1000
258,LATAM,608
258,DIEGO,236
258,RENOVISOR,613
258,WHY_EUROPE,151
258,WHY_LATAM,608
259,COMPLETE,1608
259,EUROPE,1000
259,LATAM,608
259,DIEGO,252
259,RENOVISOR,607
259,WHY_EUROPE,141
259,WHY_LATAM,608
260,COMPLETE,1608
260,EUROPE,1000
260,LATAM,608
260,DIEGO,253
260,RENOVISOR,628
260,WHY_EUROPE,119
260,WHY_LATAM,608
261,COMPLETE,1608
261,EUROPE,1000
261,LATAM,608
261,DIEGO,243
261,RENOVISOR,631
261,WHY_EUROPE,126
261,WHY_LATAM,608
262,COMPLETE,1608
262,EUROPE,1000
262,LATAM,608
262,DIEGO,258
262,RENOVISOR,604
262,WHY_EUROPE,138
262,WHY_LATAM,608
263,COMPLETE,1608
263,EUROPE,1000
263,LATAM,608
263,DIEGO,279
263,RENOVISOR,613
263,WHY_EUROPE,108
263,WHY_LATAM,608
264,COMPLETE,1608
264,EUROPE,1000
264,LATAM,608
264,DIEGO,243
264,RENOVISOR,622
264,WHY_EUROPE,135
264,WHY_LATAM,608
265,COMPLETE,1608
265,EUROPE,1000
265,LATAM,608
265,DIEGO,275
265,RENOVISOR,610
265,WHY_EUROPE,115
265,WHY_LATAM,608
266,COMPLETE,1608
266,EUROPE,1000
266,LATAM,608
266,DIEGO,237
266,RENOVISOR,616
266,WHY_EUROPE,147
266,WHY_LATAM,608
267,COMPLETE,1608
267,EUROPE,1000
267,LATAM,608
267,DIEGO,236
267,RENOVISOR,614
267,WHY_EUROPE,150
267,WHY_LATAM,608
268,COMPLETE,1608
268,EUROPE,1000
268,LATAM,608
268,DIEGO,262
268,RENOVISOR,606
268,WHY_EUROPE,132
268,WHY_LATAM,608
269,COMPLETE,1608
269,EUROPE,1000
269,LATAM,608
269,DIEGO,245
269,RENOVISOR,618
269,WHY_EUROPE,137
269,WHY_LATAM,608
270,COMPLETE,1608
270,EUROPE,1000
270,LATAM,608
270,DIEGO,254
270,RENOVISOR,610
270,WHY_EUROPE,136
270,WHY_LATAM,608
271,COMPLETE,1608
271,EUROPE,1000
271,LATAM,608
271,DIEGO,263
271,RENOVISOR,611
271,WHY_EUROPE,126
271,WHY_LATAM,608
272,COMPLETE,1608
272,EUROPE,1000
272,LATAM,608
272,DIEGO,271
272,RENOVISOR,599
272,WHY_EUROPE,130
272,WHY_LATAM,608
273,COMPLETE,1608
273,EUROPE,1000
273,LATAM,608
273,DIEGO,259
273,RENOVISOR,610
273,WHY_EUROPE,131
273,WHY_LATAM,608
274,COMPLETE,1608
274,EUROPE,1000
274,LATAM,608
274,DIEGO,244
274,RENOVISOR,606
274,WHY_EUROPE,150
274,WHY_LATAM,608
275,COMPLETE,1608
275,EUROPE,1000
275,LATAM,608
275,DIEGO,253
275,RENOVISOR,617
275,WHY_EUROPE,130
275,WHY_LATAM,608
276,COMPLETE,1608
276,EUROPE,1000
276,LATAM,608
276,DIEGO,248
276,RENOVISOR,616
276,WHY_EUROPE,136
276,WHY_LATAM,608
277,COMPLETE,1608
277,EUROPE,1000
277,LATAM,608
277,DIEGO,260
277,RENOVISOR,605
277,WHY_EUROPE,135
277,WHY_LATAM,608
278,COMPLETE,1608
278,EUROPE,1000
278,LATAM,608
278,DIEGO,251
278,RENOVISOR,612
278,WHY_EUROPE,137
278,WHY_LATAM,608
279,COMPLETE,1608
279,EUROPE,1000
279,LATAM,608
279,DIEGO,245
279,RENOVISOR,616
279,WHY_EUROPE,139
279,WHY_LATAM,608
280,COMPLETE,1608
280,EUROPE,1000
280,LATAM,608
280,DIEGO,237
280,RENOVISOR,624
280,WHY_EUROPE,139
280,WHY_LATAM,608
281,COMPLETE,1608
281,EUROPE,1000
281,LATAM,608
281,DIEGO,249
281,RENOVISOR,629
281,WHY_EUROPE,122
281,WHY_LATAM,608
282,COMPLETE,1608
282,EUROPE,1000
282,LATAM,608
282,DIEGO,265
282,RENOVISOR,604
282,WHY_EUROPE,131
282,WHY_LATAM,608
283,COMPLETE,1608
283,EUROPE,1000
283,LATAM,608
283,DIEGO,248
283,RENOVISOR,599
283,WHY_EUROPE,153
283,WHY_LATAM,608
284,COMPLETE,1608
284,EUROPE,1000
284,LATAM,608
284,DIEGO,241
284,RENOVISOR,618
284,WHY_EUROPE,141
284,WHY_LATAM,608
285,COMPLETE,1608
285,EUROPE,1000
285,LATAM,608
285,DIEGO,240
285,RENOVISOR,616
285,WHY_EUROPE,144
285,WHY_LATAM,608
286,COMPLETE,1608
286,EUROPE,1000
286,LATAM,608
286,DIEGO,265
286,RENOVISOR,605
286,WHY_EUROPE,130
286,WHY_LATAM,608
287,COMPLETE,1608
287,EUROPE,1000
287,LATAM,608
287,DIEGO,254
287,RENOVISOR,612
287,WHY_EUROPE,134
287,WHY_LATAM,608
288,COMPLETE,1608
288,EUROPE,1000
288,LATAM,608
288,DIEGO,265
288,RENOVISOR,613
288,WHY_EUROPE,122
288,WHY_LATAM,608
289,COMPLETE,1608
289,EUROPE,1000
289,LATAM,608
289,DIEGO,265
289,RENOVISOR,610
289,WHY_EUROPE,125
289,WHY_LATAM,608
290,COMPLETE,1608
290,EUROPE,1000
290,LATAM,608
290,DIEGO,253
290,RENOVISOR,610
290,WHY_EUROPE,137
290,WHY_LATAM,608
291,COMPLETE,1608
291,EUROPE,1000
291,LATAM,608
291,DIEGO,239
291,RENOVISOR,616
291,WHY_EUROPE,145
291,WHY_LATAM,608
292,COMPLETE,1608
292,EUROPE,1000
292,LATAM,608
292,DIEGO,249
292,RENOVISOR,621
292,WHY_EUROPE,130
292,WHY_LATAM,608
293,COMPLETE,1608
293,EUROPE,1000
293,LATAM,608
293,DIEGO,280
293,RENOVISOR,591
293,WHY_EUROPE,129
293,WHY_LATAM,608
294,COMPLETE,1608
294,EUROPE,1000
294,LATAM,608
294,DIEGO,241
294,RENOVISOR,629
294,WHY_EUROPE,130
294,WHY_LATAM,608
295,COMPLETE,1608
295,EUROPE,1000
295,LATAM,608
295,DIEGO,259
295,RENOVISOR,619
295,WHY_EUROPE,122
295,WHY_LATAM,608
296,COMPLETE,1608
296,EUROPE,1000
296,LATAM,608
296,DIEGO,252
296,RENOVISOR,613
296,WHY_EUROPE,135
296,WHY_LATAM,608
297,COMPLETE,1608
297,EUROPE,1000
297,LATAM,608
297,DIEGO,259
297,RENOVISOR,604
297,WHY_EUROPE,137
297,WHY_LATAM,608
298,COMPLETE,1608
298,EUROPE,1000
298,LATAM,608
298,DIEGO,242
298,RENOVISOR,613
298,WHY_EUROPE,145
298,WHY_LATAM,608
299,COMPLETE,1608
299,EUROPE,1000
299,LATAM,608
299,DIEGO,251
299,RENOVISOR,612
299,WHY_EUROPE,137
299,WHY_LATAM,608
300,COMPLETE,1608
300,EUROPE,1000
300,LATAM,608
300,DIEGO,255
300,RENOVISOR,604
300,WHY_EUROPE,141
300,WHY_LATAM,608
301,COMPLETE,1608
301,EUROPE,1000
301,LATAM,608
301,DIEGO,247
301,RENOVISOR,631
301,WHY_EUROPE,122
301,WHY_LATAM,608
302,COMPLETE,1608
302,EUROPE,1000
302,LATAM,608
302,DIEGO,258
302,RENOVISOR,611
302,WHY_EUROPE,131
302,WHY_LATAM,608
303,COMPLETE,1608
303,EUROPE,1000
303,LATAM,608
303,DIEGO,258
303,RENOVISOR,594
303,WHY_EUROPE,148
303,WHY_LATAM,608
304,COMPLETE,1608
304,EUROPE,1000
304,LATAM,608
304,DIEGO,227
304,RENOVISOR,640
304,WHY_EUROPE,133
304,WHY_LATAM,608
305,COMPLETE,1608
305,EUROPE,1000
305,LATAM,608
305,DIEGO,237
305,RENOVISOR,612
305,WHY_EUROPE,151
305,WHY_LATAM,608
306,COMPLETE,1608
306,EUROPE,1000
306,LATAM,608
306,DIEGO,245
306,RENOVISOR,613
306,WHY_EUROPE,142
306,WHY_LATAM,608
307,COMPLETE,1608
307,EUROPE,1000
307,LATAM,608
307,DIEGO,246
307,RENOVISOR,616
307,WHY_EUROPE,138
307,WHY_LATAM,608
308,COMPLETE,1608
308,EUROPE,1000
308,LATAM,608
308,DIEGO,232
308,RENOVISOR,626
308,WHY_EUROPE,142
308,WHY_LATAM,608
309,COMPLETE,1608
309,EUROPE,1000
309,LATAM,608
309,DIEGO,239
309,RENOVISOR,622
309,WHY_EUROPE,139
309,WHY_LATAM,608
310,COMPLETE,1608
310,EUROPE,1000
310,LATAM,608
310,DIEGO,262
310,RENOVISOR,606
310,WHY_EUROPE,132
310,WHY_LATAM,608
311,COMPLETE,1608
311,EUROPE,1000
311,LATAM,608
311,DIEGO,250
311,RENOVISOR,597
311,WHY_EUROPE,153
311,WHY_LATAM,608
312,COMPLETE,1608
312,EUROPE,1000
312,LATAM,608
312,DIEGO,248
312,RENOVISOR,611
312,WHY_EUROPE,141
312,WHY_LATAM,608
313,COMPLETE,1608
313,EUROPE,1000
313,LATAM,608
313,DIEGO,252
313,RENOVISOR,606
313,WHY_EUROPE,142
313,WHY_LATAM,608
314,COMPLETE,1608
314,EUROPE,1000
314,LATAM,608
314,DIEGO,246
314,RENOVISOR,608
314,WHY_EUROPE,146
314,WHY_LATAM,608
315,COMPLETE,1608
315,EUROPE,1000
315,LATAM,608
315,DIEGO,237
315,RENOVISOR,608
315,WHY_EUROPE,155
315,WHY_LATAM,608
316,COMPLETE,1608
316,EUROPE,1000
316,LATAM,608
316,DIEGO,248
316,RENOVISOR,629
316,WHY_EUROPE,123
316,WHY_LATAM,608
317,COMPLETE,1608
317,EUROPE,1000
317,LATAM,608
317,DIEGO,243
317,RENOVISOR,625
317,WHY_EUROPE,132
317,WHY_LATAM,608
318,COMPLETE,1608
318,EUROPE,1000
318,LATAM,608
318,DIEGO,261
318,RENOVISOR,602
318,WHY_EUROPE,137
318,WHY_LATAM,608
319,COMPLETE,1608
319,EUROPE,1000
319,LATAM,608
319,DIEGO,230
319,RENOVISOR,613
319,WHY_EUROPE,157
319,WHY_LATAM,608
320,COMPLETE,1608
320,EUROPE,1000
320,LATAM,608
320,DIEGO,246
320,RENOVISOR,623
320,WHY_EUROPE,131
320,WHY_LATAM,608
321,COMPLETE,1608
321,EUROPE,1000
321,LATAM,608
321,DIEGO,269
321,RENOVISOR,615
321,WHY_EUROPE,116
321,WHY_LATAM,608
322,COMPLETE,1608
322,EUROPE,1000
322,LATAM,608
322,DIEGO,257
322,RENOVISOR,585
322,WHY_EUROPE,158
322,WHY_LATAM,608
323,COMPLETE,1608
323,EUROPE,1000
323,LATAM,608
323,DIEGO,228
323,RENOVISOR,608
323,WHY_EUROPE,164
323,WHY_LATAM,608
324,COMPLETE,1608
324,EUROPE,1000
324,LATAM,608
324,DIEGO,235
324,RENOVISOR,628
324,WHY_EUROPE,137
324,WHY_LATAM,608
325,COMPLETE,1608
325,EUROPE,1000
325,LATAM,608
325,DIEGO,259
325,RENOVISOR,614
325,WHY_EUROPE,127
325,WHY_LATAM,608
326,COMPLETE,1608
326,EUROPE,1000
326,LATAM,608
326,DIEGO,260
326,RENOVISOR,599
326,WHY_EUROPE,141
326,WHY_LATAM,608
327,COMPLETE,1608
327,EUROPE,1000
327,LATAM,608
327,DIEGO,244
327,RENOVISOR,615
327,WHY_EUROPE,141
327,WHY_LATAM,608
328,COMPLETE,1608
328,EUROPE,1000
328,LATAM,608
328,DIEGO,254
328,RENOVISOR,610
328,WHY_EUROPE,136
328,WHY_LATAM,608
329,COMPLETE,1608
329,EUROPE,1000
329,LATAM,608
329,DIEGO,251
329,RENOVISOR,617
329,WHY_EUROPE,132
329,WHY_LATAM,608
330,COMPLETE,1608
330,EUROPE,1000
330,LATAM,608
330,DIEGO,264
330,RENOVISOR,603
330,WHY_EUROPE,133
330,WHY_LATAM,608
331,COMPLETE,1608
331,EUROPE,1000
331,LATAM,608
331,DIEGO,244
331,RENOVISOR,616
331,WHY_EUROPE,140
331,WHY_LATAM,608
332,COMPLETE,1608
332,EUROPE,1000
332,LATAM,608
332,DIEGO,279
332,RENOVISOR,589
332,WHY_EUROPE,132
332,WHY_LATAM,608
333,COMPLETE,1608
333,EUROPE,1000
333,LATAM,608
333,DIEGO,242
333,RENOVISOR,623
333,WHY_EUROPE,135
333,WHY_LATAM,608
334,COMPLETE,1608
334,EUROPE,1000
334,LATAM,608
334,DIEGO,252
334,RENOVISOR,600
334,WHY_EUROPE,148
334,WHY_LATAM,608
335,COMPLETE,1608
335,EUROPE,1000
335,LATAM,608
335,DIEGO,238
335,RENOVISOR,617
335,WHY_EUROPE,145
335,WHY_LATAM,608
336,COMPLETE,1608
336,EUROPE,1000
336,LATAM,608
336,DIEGO,247
336,RENOVISOR,624
336,WHY_EUROPE,129
336,WHY_LATAM,608
337,COMPLETE,1608
337,EUROPE,1000
337,LATAM,608
337,DIEGO,267
337,RENOVISOR,597
337,WHY_EUROPE,136
337,WHY_LATAM,608
338,COMPLETE,1608
338,EUROPE,1000
338,LATAM,608
338,DIEGO,257
338,RENOVISOR,596
338,WHY_EUROPE,147
338,WHY_LATAM,608
339,COMPLETE,1608
339,EUROPE,1000
339,LATAM,608
339,DIEGO,252
339,RENOVISOR,605
339,WHY_EUROPE,143
339,WHY_LATAM,608
340,COMPLETE,1608
340,EUROPE,1000
340,LATAM,608
340,DIEGO,253
340,RENOVISOR,614
340,WHY_EUROPE,133
340,WHY_LATAM,608
341,COMPLETE,1608
341,EUROPE,1000
341,LATAM,608
341,DIEGO,256
341,RENOVISOR,607
341,WHY_EUROPE,137
341,WHY_LATAM,608
342,COMPLETE,1608
342,EUROPE,1000
342,LATAM,608
342,DIEGO,248
342,RENOVISOR,613
342,WHY_EUROPE,139
342,WHY_LATAM,608
343,COMPLETE,1608
343,EUROPE,1000
343,LATAM,608
343,DIEGO,245
343,RENOVISOR,626
343,WHY_EUROPE,129
343,WHY_LATAM,608
344,COMPLETE,1608
