analysis_sample,matrix_name,k,n_runs,n_ok,n_error,mean_n_rows_used,mean_n_rows_dropped,mean_prop_rows_used,mean_totss,mean_tot_withinss,sd_tot_withinss,mean_betweenss,mean_between_over_total,sd_between_over_total,mean_calinski_harabasz,sd_calinski_harabasz,mean_silhouette,sd_silhouette,mean_cluster_distance,sd_cluster_distance,mean_min_cluster_distance,mean_max_cluster_distance,matrix
WHY_LATAM,matrix_32_raw_0_1,5,100,100,0,608,0,1,978.2636844687484,735.674714641001,16.592716379824374,242.5889698277476,0.24794105558941995,0.00877980506705085,49.72684628621607,2.348051649413605,0.09826757310737796,NA,1.0828075786805884,NA,0.7951392950925311,1.7735042208287066,RAW
WHY_LATAM,matrix_32_raw_0_1,6,100,100,0,608,0,1,978.2636844687484,713.1090223574604,16.178088830444235,265.15466211128813,0.2709990181594666,0.00953173107003951,44.78550808128364,2.162052037681471,0.09758146759902071,NA,1.1347828582949644,NA,0.7629200590707508,1.964767911834229,RAW
WHY_LATAM,matrix_32_raw_0_1,7,100,100,0,608,0,1,978.2636844687484,695.4786400273097,16.080986643760617,282.7850444414388,0.28902392296316964,0.00973435053224266,40.74567297458669,1.9341884451406453,0.0931031806363552,NA,1.1652896254859055,NA,0.7032411353273379,2.08899568476365,RAW
WHY_LATAM,matrix_32_raw_0_1,8,100,100,0,608,0,1,978.2636844687484,679.6287554884523,15.469715145946676,298.63492898029625,0.30522243019245593,0.00942930799353936,37.67753092745748,1.6693999360735683,0.09467299302890826,NA,1.2125756517357789,NA,0.6943192547648818,2.203407192504338,RAW
WHY_LATAM,matrix_32_z_abs,2,100,100,0,608,0,1,6667.492574596145,5900.330452774493,140.76593764315578,767.1621218216517,0.11500013812647782,0.00559813992334189,78.77301899783588,4.3355347522953664,0.1436535523904115,NA,2.313784084478803,NA,2.313784084478803,2.313784084478803,Z_ABS
WHY_LATAM,matrix_32_z_abs,3,100,100,0,608,0,1,6667.492574596145,5621.812019359423,123.39160942689388,1045.6805552367216,0.15672137677671719,0.00764990878651985,56.24824404174359,3.2650490224629145,0.09942233413375876,NA,2.5504881931011414,NA,1.890452005069347,3.4489686883156927,Z_ABS
WHY_LATAM,matrix_32_z_abs,4,100,100,0,608,0,1,6667.492574596145,5432.1615802983415,116.77209890285536,1235.3309942978026,0.1851524494606488,0.00828916644289101,45.77313659127475,2.531077885439251,0.08609763958302702,NA,2.6178624323340065,NA,1.7638728287220122,3.966791814286464,Z_ABS
WHY_LATAM,matrix_32_z_abs,5,100,100,0,608,0,1,6667.492574596145,5285.738656403478,111.88833060888383,1381.7539181926663,0.20709150541712837,0.00975919594462619,39.40174983938565,2.374654239243125,0.08145681488160857,NA,2.935467414520015,NA,1.7175131926623692,4.887366488851011,Z_ABS
WHY_LATAM,matrix_32_z_abs,6,100,100,0,608,0,1,6667.492574596145,5154.964828818893,110.71164419812705,1512.5277457772515,0.22670434759708272,0.01027041840180647,35.32478595848623,2.095336072412825,0.07928971093243052,NA,3.0579791217928913,NA,1.651326134176331,5.282169511685491,Z_ABS
WHY_LATAM,matrix_32_z_abs,7,100,100,0,608,0,1,6667.492574596145,5043.458449948824,106.8349315310595,1624.0341246473208,0.24343065884871415,0.00975649010794967,32.25128334199389,1.7287129999887283,0.07731697459623861,NA,3.134266411163354,NA,1.6363203531783657,5.636005598219138,Z_ABS
WHY_LATAM,matrix_32_z_abs,8,100,100,0,608,0,1,6667.492574596145,4935.3218009716065,105.11086705324593,1732.1707736245378,0.2596363729220903,0.01080818396503905,30.083736230724316,1.7160321076785356,0.0764904364658424,NA,3.2888644387577513,NA,1.5768772061513936,6.094533440812152,Z_ABS
