method,matrix,d_hamming,coverage_P1_EUROPE,coverage_P1_LATAM,coverage_P2_EUROPE,coverage_P2_LATAM,coverage_P3_EUROPE,coverage_P3_LATAM,coverage_P4_EUROPE,coverage_P4_LATAM,coverage_P5_EUROPE,coverage_P5_LATAM,coverage_P6_EUROPE,coverage_P6_LATAM,coverage_P7_EUROPE,coverage_P7_LATAM,coverage_P8_EUROPE,coverage_P8_LATAM,P_for_80_EUROPE,P_for_80_LATAM,P_for_85_EUROPE,P_for_85_LATAM,P_for_90_EUROPE,P_for_90_LATAM,P_for_95_EUROPE,P_for_95_LATAM
KMEANS,POS,3,13.453630952380763,17.711994047618695,24.36559523809492,32.477529761904115,41.515267857142334,41.71794642857063,51.12541666666604,47.47711309523718,55.09235119047551,54.75288690476088,59.113690476189745,57.3913392857132,62.843958333332544,60.19642857142743,65.6177976190468,62.46803571428453,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,POS,4,21.46107142857114,26.936071428571008,38.51898809523758,49.664702380951475,58.879910714284904,66.13735119047485,67.12967261904674,69.48169642857002,71.12357142857049,77.2510119047604,73.60586309523711,78.86053571428417,77.75467261904656,80.0273809523794,79.43827380952273,83.1516369047603,9,7,12,9,NA,NA,NA,NA
KMEANS,POS,5,29.70476190476165,39.70907738095181,53.469017857142234,67.96321428571335,73.30717261904667,78.14363095237997,79.46398809523704,80.70172619047516,81.47586309523702,86.00895833333213,83.3681249999989,87.0961607142845,86.012232142856,87.91324404761782,89.23687499999883,91.1528273809511,5,4,7,5,10,8,NA,NA
KMEANS,POS,6,39.532232142856806,53.708273809524634,71.44767857142816,83.76827380952436,79.82735119047574,86.47627976190525,86.46976190476131,92.14154761904794,87.64994047618987,94.93955357142885,92.730416666666,95.527470238095475,95.56431547618976,96.1090178571431,95.8469345238088,96.92401785714308,4,2,4,3,6,4,7,6
KMEANS,POS,7,50.23199404761869,63.92934523809468,85.65848214285671,90.80928571428448,88.34372023809476,92.78860119047492,94.70419642857078,96.19812499999868,97.27255952380884,97.66687499999864,97.7490773809517,98.27422619047482,98.13261904761838,98.8508035714272,99.14738095238026,98.95035714285576,2,2,2,2,4,2,5,4
KMEANS,POS,8,58.21089285714215,74.22333333333242,91.13321428571362,96.13803571428411,96.4112202380945,98.2723214285698,98.25124999999926,98.8733928571412,98.68443452380876,99.43398809523646,99.26136904761827,99.67663690476029,99.53794642857063,99.7071428571412,99.66622023809448,99.7665178571412,2,2,2,2,2,2,3,2
KMEANS,POS,9,67.55991071428488,83.05202380952271,94.45443452380805,97.43476190476052,98.31366071428418,99.22083333333192,99.38601190476037,99.68669642857002,99.59464285714132,99.72032738095098,99.77232142856988,99.84508928571287,99.8040178571413,99.89776785714145,99.81383928571276,99.9281249999986,2,1,2,2,2,2,3,2
KMEANS,POS,10,76.79261904761809,90.23354166666576,96.9116071428556,98.73163690476098,99.19708333333176,99.83866071428476,99.83741071428412,99.9026785714276,99.89747023809365,99.95892857142762,99.94717261904604,99.96249999999904,99.99017857142698,99.98749999999905,99.99374999999844,99.99999999999903,2,1,2,1,2,1,2,2
KMEANS,EXT,0,0.7701488095238042,1.0729166666666412,1.529255952380942,1.898720238095192,2.0985416666666525,2.6943749999999342,2.6296428571428394,3.143839285714208,3.1606845238095023,3.567708333333245,3.6340773809523568,3.833988095238,4.08901785714283,4.097142857142756,4.49639880952378,4.353660714285606,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,EXT,1,3.8723214285714023,2.6677678571427923,6.580833333333289,4.933005952380831,9.02562499999994,5.9824999999998525,10.799702380952308,6.556815476190313,12.75416666666658,7.365952380952199,13.731964285714191,7.677886904761715,14.529613095237998,8.328898809523603,15.171994047618943,8.802321428571211,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,EXT,2,7.527261904761865,5.487410714285575,12.780238095238015,9.583363095237848,17.401398809523698,12.454196428571114,21.486904761904615,14.150505952380596,24.12922619047603,18.064672619047155,25.48377976190459,19.643005952380452,26.816190476190297,20.632083333332808,28.067797619047433,23.281309523808936,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,EXT,3,13.010178571428536,8.084613095237911,22.174494047618992,13.681577380952042,30.58663690476184,19.327261904761393,35.22898809523797,28.565565476189768,37.45386904761891,31.123779761903993,38.66523809523795,32.778749999999185,39.553809523809385,34.81428571428486,41.270624999999846,38.82166666666568,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,EXT,4,18.03627976190456,10.997559523809295,31.016011904761704,22.099345238094873,40.3631547619046,27.828124999999464,44.8879464285712,43.07592261904661,48.82553571428545,47.56872023809407,53.107529761904424,53.99726190476053,55.42877976190442,57.84565476190328,58.1740178571425,60.53214285714132,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,EXT,5,23.58050595238062,13.949672619047131,41.09645833333276,32.01616071428448,51.35702380952331,37.69470238095095,54.59616071428521,57.796130952378846,60.47071428571366,65.40193452380726,65.88226190476117,69.76041666666428,67.7502678571421,73.2372916666642,69.97196428571353,77.38223214285456,NA,10,NA,NA,NA,NA,NA,NA
KMEANS,EXT,6,29.342202380952216,17.77824404761838,51.810267857142335,46.856517857141114,61.55690476190437,52.4402678571409,71.40824404761878,73.9060714285686,75.24717261904732,80.22199404761598,77.12931547619017,83.46252976190162,78.18452380952351,87.88041666666341,78.60872023809493,90.00273809523479,11,5,NA,7,NA,8,NA,NA
KMEANS,EXT,7,33.046130952381525,22.43735119047533,58.94363095238101,62.74166666666612,69.88199404761933,82.96616071428413,79.40300595238139,85.4482440476174,81.17693452380995,88.01178571428397,82.14931547619089,92.16895833333147,82.42190476190518,94.22541666666478,84.29601190476232,95.93083333333144,5,3,9,4,NA,6,NA,8
KMEANS,EXT,8,36.96717261904836,27.925922619046496,67.09738095238157,74.89782738095143,77.79145833333416,89.82247023809435,84.36392857142924,91.35392857142766,84.90026785714352,92.72413690476095,85.1049702380959,95.987619047618,88.2486904761911,97.31770833333228,90.66866071428632,98.18622023809417,4,3,6,3,8,4,NA,6
KMEANS,EXT,9,41.50321428571517,34.41008928571424,76.32095238095387,85.44702380952398,82.6241071428585,92.40749999999991,85.596666666668,94.43211309523797,90.25764880952514,97.80002976190454,92.91741071428702,98.511845238095,95.12098214285844,98.72023809523786,95.55455357142986,98.99130952380926,3,2,4,2,5,3,7,5
KMEANS,EXT,10,46.23523809523928,42.57217261904763,83.07000000000191,92.74657738095246,86.94752976190664,97.85553571428564,88.45803571428759,99.08092261904754,94.37250000000184,99.4718749999999,96.2997023809542,99.50937499999988,98.02535714285897,99.63392857142848,98.47788690476372,99.71607142857133,2,2,3,2,5,2,6,3
KMEANS,Z_ABS,0,0.943511904761838,0.170922619047605,1.4990476190475126,0.33872023809521024,1.972648809523669,0.5029464285713872,2.3613392857141173,0.6671726190475641,2.5637202380950557,0.8282738095237414,2.7352976190474245,0.9893749999999188,2.8622321428569393,1.150476190476096,2.97565476190455,1.3115773809522733,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,1,2.490684523809347,0.5353869047618607,3.846488095237822,0.8715773809523094,4.092946428571137,1.193779761904664,4.475297619047301,1.3548809523808412,5.155654761904396,1.6383630952379604,5.4867857142853245,1.789553571428424,5.777410714285304,2.0644047619045915,6.09598214285671,2.4048809523807546,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,2,5.1536904761901,0.94166666666659,7.361190476189944,1.2669940476189443,9.527559523808838,1.4586011904760714,10.576458333332573,2.138601190476015,10.958482142856356,2.40464285714266,11.878124999999146,3.302470238094966,12.553839285713384,3.933988095237771,13.459077380951417,4.495476190475819,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,3,7.590535714285213,1.4251488095236935,12.829077380951466,1.6215476190474871,15.422857142856047,2.8124999999997704,16.55630952380835,3.2032142857140236,17.81014880952255,5.473005952380509,19.564315476189098,6.711428571428028,20.647648809522348,7.770238095237466,21.81029761904608,8.228779761904095,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,4,10.649047619046964,1.906428571428414,19.518898809522575,4.183363095237752,22.456577380950943,4.817380952380556,25.652946428569773,8.941488095237334,28.309374999998163,10.751488095237187,30.11556547618851,12.758928571427498,31.354732142855095,13.295386904760788,34.12934523809301,14.03622023809406,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,5,13.796904761903916,2.4169940476188487,26.146369047617483,5.948809523809037,29.989434523807695,6.902946428570863,34.81267857142639,14.18726190476069,39.47383928571173,16.423095238093833,40.613660714283085,19.562291666665004,44.09238095237809,20.131488095236385,44.86943452380661,21.040119047617264,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,6,17.576220238093736,3.1544940476187886,32.85669642856855,8.692827380951606,39.68133928571081,10.205654761903862,42.68092261904395,20.90327380952225,50.5015178571386,25.73866071428375,54.477559523805,26.314970238093224,55.48752976190017,27.349702380950283,60.076755952376026,31.925535714283217,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,7,21.544285714283795,4.336488095237708,38.897648809519886,11.795863095237062,47.665148809519295,14.18729166666544,58.86136904761402,27.8419345238075,62.54574404761376,34.26964285714022,64.514821428566,40.418184523806275,67.5708333333277,48.00717261904366,69.6696130952323,52.214434523805224,NA,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,8,24.450952380950135,6.497797619046993,43.68967261904314,15.990982142855936,54.00261904761402,20.60410714285553,67.99235119047057,36.63690476190169,70.46008928570846,43.9107142857105,76.30392857142233,51.79297619047167,78.53901785713646,59.31318452380426,80.29565476189825,63.28342261904202,8,NA,NA,NA,NA,NA,NA,NA
KMEANS,Z_ABS,9,27.860446428568757,9.465386904761306,49.341785714280654,21.0825297619035,60.201160714280114,28.41154761904563,76.40988095237422,46.51574404761497,79.0786607142788,53.73511904761427,84.49059523808793,66.56797619047077,86.01428571427832,69.82157738094665,87.12976190475442,82.44797619046987,6,8,7,9,12,NA,NA,NA
KMEANS,Z_ABS,10,32.79720238094915,14.271339285713507,56.017380952375085,28.571785714284207,66.50166666666023,40.71824404761687,83.94071428570635,58.758541666662595,86.54300595237282,68.26348214285235,90.9578571428487,72.33999999999487,92.8079761904676,79.87157738094652,94.95181547618176,81.46657738094639,4,8,5,9,6,9,9,12
EFA,RAW,0,1.8145238095237708,1.653779761904712,3.237172619047549,2.455297619047543,4.395446428571332,3.1085119047618077,5.070595238095126,3.737470238095121,5.6260119047617785,4.350803571428434,6.0580654761903405,4.916249999999844,6.4687202380950914,5.342738095237926,6.820773809523654,5.694196428571247,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,1,3.7378869047618224,3.5180654761903662,6.481726190476044,5.455773809523638,7.825476190476013,8.218273809523549,9.9100595238093,9.333422619047322,11.10880952380927,10.586249999999664,11.84297619047592,11.2452678571425,12.32154761904734,11.977708333332952,13.050714285713989,12.55735119047579,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,2,5.964732142857007,5.977678571428382,10.499910714285468,9.909791666666344,13.216577380952074,16.133571428570903,15.081577380952032,18.8495238095232,17.355089285713884,20.874880952380277,19.397827380951934,23.890982142856373,21.705505952380452,25.31723214285633,23.22098214285661,26.407857142856297,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,3,8.179613095237924,8.358333333333078,12.190059523809248,14.194940476190007,18.48452380952338,23.208511904761185,21.133273809523324,27.68827380952293,24.64083333333276,29.39392857142764,28.402083333332655,33.669999999998915,30.76372023809451,35.778124999998845,35.507708333332474,39.263601190474915,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,4,10.56369047619027,10.891220238094933,16.440654761904387,18.842499999999497,22.278154761904233,30.97065476190396,25.714672619047008,37.9694345238085,29.64916666666595,40.37967261904652,35.53776785714195,46.17279761904627,38.76508928571331,50.56184523809373,46.35386904761796,51.335595238093696,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,5,12.942410714285474,13.467708333332917,20.80997023809485,23.46279761904701,25.52080357142807,38.355386904760586,29.72925595238033,48.090535714284194,33.53616071428499,50.19657738095079,41.76755952380871,58.46592261904587,45.52178571428478,60.585565476188656,55.33598214285611,60.91556547618865,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,6,15.53154761904716,16.421577380951703,26.01101190476129,28.83553571428484,32.03437499999923,44.82866071428409,35.591041666665824,57.33919642856958,45.7454166666658,68.69508928571224,49.86928571428471,70.15074404761697,52.21005952380846,71.42869047618836,62.89273809523694,73.42476190475972,NA,NA,NA,NA,NA,NA,NA,NA
EFA,RAW,7,18.258482142856572,19.467857142856275,31.433809523808804,34.39830357142709,39.70907738095149,51.22479166666438,52.08925595238009,66.0883333333306,55.9894047619038,80.42565476190168,65.58773809523707,80.89794642856833,72.3780654761892,84.590595238092,82.25711309523679,86.86976190475862,8,5,9,8,NA,12,NA,NA
EFA,RAW,8,19.37241071428501,20.6409226190466,35.240476190474645,36.721726190474186,46.155327380950645,54.19806547618762,61.17839285714092,69.43309523809195,68.69687499999785,85.77017857142444,80.0187499999978,89.18491071428146,82.87818452380725,91.36374999999568,88.49380952380713,91.99842261904328,6,5,8,5,10,7,NA,NA
EFA,RAW,9,20.634345238094383,21.789434523808335,39.25586309523622,39.32854166666449,53.761071428568975,57.520982142854045,71.90133928571089,72.815327380949,76.82351190475836,90.7436011904716,87.17639880952026,93.45342261904295,91.3976785714249,94.41413690475724,93.77148809523436,96.27705357142382,6,5,6,5,7,5,9,8
EFA,RAW,10,22.47803571428473,22.712529761903436,43.830744047616754,42.71383928571208,62.06116071428291,61.572172619044416,82.02997023809166,76.55985119047287,84.71619047618684,94.16949404761463,92.17839285713887,95.81035714285268,95.43738095237688,96.36809523809076,96.80943452380542,97.73738095237644,4,5,6,5,6,5,7,6
EFA,POS,0,1.2429464285714569,1.055773809523828,2.07458333333338,1.90261904761908,2.878303571428636,2.431785714285755,3.306309523809597,2.8447916666667146,3.701369047619129,3.254672619047673,4.003541666666754,3.623928571428632,4.275208333333428,3.8864583333333975,4.532529761904861,4.1425297619048305,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,1,4.306101190476285,2.54479166666671,5.443035714285834,3.779196428571492,6.2654464285715665,4.893005952381035,7.663333333333501,6.675863095238206,8.296488095238278,7.486398809523934,8.962529761904959,8.639791666666811,9.572767857143068,9.389821428571585,10.286517857143084,10.44321428571446,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,2,6.39535714285728,5.018839285714363,9.395119047619252,7.880000000000126,10.921041666666904,11.976398809524,13.277083333333623,14.260357142857377,14.809583333333658,16.694613095238367,16.476517857143218,18.683482142857457,17.79217261904801,21.193839285714635,18.557708333333743,22.262589285714657,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,3,8.747261904762128,7.251577380952524,12.485059523809811,12.266964285714495,15.131190476190826,18.49660714285743,19.52526785714329,22.86523809523844,21.801517857143335,24.846517857143237,24.579464285714835,26.511309523809928,25.9384226190482,28.04755952380996,29.117708333333987,30.276309523809996,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,4,11.07092261904794,9.815625000000216,14.304880952381342,17.834107142857537,18.99306547619093,26.85059523809588,26.391190476191127,33.73818452381026,29.595238095238827,35.43303571428648,31.941726190476977,36.82220238095318,36.975297619048455,39.76934523809609,40.43565476190568,41.95181547619137,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,5,13.769255952381284,12.388333333333652,20.467946428571885,23.281190476191053,30.875833333334104,34.9737797619057,32.62461309523891,44.117827380953585,36.30508928571516,45.541785714286945,43.73910714285811,46.632053571429815,45.89824404762007,50.02880952381083,46.578273809524845,52.030922619048965,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,6,16.484077380952495,15.39455357142846,26.003214285714712,29.219613095238223,39.58741071428649,42.56925595238153,49.42089285714409,53.87354166666761,51.225505952382235,55.29854166666764,54.037380952382314,60.99035714285815,61.90431547619195,61.72193452381054,67.23907738095387,64.9487202380963,NA,NA,NA,NA,NA,NA,NA,NA
EFA,POS,7,17.744791666666718,18.410982142857208,30.214255952381464,34.897797619047886,46.5811309523817,49.89556547619093,58.06369047619175,63.24937500000093,68.08050595238265,71.23514880952497,75.31247023809699,75.56720238095362,77.79011904762085,76.20541666666792,78.24089285714466,79.13758928571559,10,9,NA,NA,NA,NA,NA,NA
EFA,POS,8,19.04470238095235,19.836696428571393,34.850148809523674,37.12416666666691,52.17657738095251,53.713809523809694,64.93098214285784,67.63800595238163,76.1170238095251,78.0446428571439,83.63696428571559,82.76327380952492,86.06732142857278,84.62083333333447,87.95583333333472,85.05169642857258,6,6,7,8,11,NA,NA,NA
EFA,POS,9,20.42508928571418,21.32166666666652,39.611101190476056,39.70476190476207,58.00782738095249,57.67928571428562,71.89651785714358,71.89657738095285,83.60788690476328,84.58238095238185,90.79369047619188,89.34833333333431,92.13336309523952,90.36988095238196,93.4627678571443,90.98002976190575,5,5,6,6,6,7,11,NA
EFA,POS,10,22.00749999999981,22.88035714285684,44.53589285714274,43.75833333333328,64.72511904761903,62.82758928571386,79.17803571428635,76.4745535714287,89.85785714285825,90.15217261904829,95.02130952381071,94.0496130952388,96.02657738095364,94.92851190476262,96.9711309523822,96.25824404761978,5,5,5,5,6,5,6,8
EFA,EXT,0,1.2724404761904646,1.4681845238095472,2.3919940476190247,2.3257142857143216,2.8895238095237814,2.8774107142857575,3.2520238095237777,3.2593452380952868,3.5158928571428225,3.6161904761905297,3.733333333333296,3.97080357142863,3.934791666666628,4.248184523809587,4.133630952380911,4.520327380952447,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,1,2.93434523809521,3.2655654761905244,3.7649702380952017,4.933630952381024,5.108303571428522,5.8702380952381805,5.954583333333275,6.244910714285806,6.588720238095172,7.246755952381058,7.10547619047612,7.974642857142974,8.134494047618967,8.28526785714298,8.482529761904678,9.323988095238231,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,2,5.584047619047559,5.968690476190562,8.48669642857134,9.468452380952511,10.74050595238084,12.01639880952398,11.99708333333321,14.797529761904974,13.351101190476053,16.81267857142881,14.380833333333186,18.012886904762162,15.424464285714128,19.06726190476218,16.56749999999983,19.77199404761933,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,3,7.996994047618979,8.419285714285857,12.526011904761772,12.804821428571614,15.279999999999845,18.10306547619071,17.8825892857141,22.87437500000028,18.781369047618856,24.98035714285746,20.92648809523788,26.19520833333367,22.641874999999768,27.27330357142893,23.974166666666424,28.5673214285718,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,4,10.438898809523735,10.730476190476384,17.357053571428434,17.747142857143174,22.61499999999974,23.240386904762264,25.269851190475908,30.72839285714337,28.7409226190473,34.82014880952434,30.7599702380949,36.01931547619102,31.549583333332983,37.158065476191034,33.483779761904394,38.88056547619106,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,5,12.77476190476184,13.010922619047872,22.470089285714167,22.62633928571477,30.33416666666654,32.61943452381028,33.45202380952365,36.57898809523888,35.781160714285534,42.83901785714363,38.869583333333125,44.346726190476986,41.118154761904535,46.363809523810346,41.93898809523785,47.82455357142942,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,6,15.143779761904502,15.347321428571568,27.100208333333065,27.88916666666716,38.048630952380734,40.20511904761993,42.05544642857117,49.501517857143966,44.17449404761877,51.631041666667805,46.47279761904731,53.258065476191646,48.2250595238092,57.44973214285838,52.72523809523771,59.42827380952508,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,7,17.54363095238061,17.704166666666808,32.440505952380235,33.11717261904766,46.37773809523747,47.93979166666696,51.25005952380886,60.46845238095303,53.01241071428503,61.81354166666734,59.37514880952294,66.80431547619122,62.561755952380054,69.20705357142937,65.49247023809433,72.00943452381034,NA,NA,NA,NA,NA,NA,NA,NA
EFA,EXT,8,18.13261904761865,18.0590773809525,36.39961309523673,35.158452380952085,52.40360119047437,52.8387499999993,57.81187499999813,68.28648809523752,66.80083333333144,74.10211309523758,70.21470238095044,77.42797619047572,74.49226190475991,78.00178571428526,76.67357142856942,80.402946428571,10,8,NA,12,NA,NA,NA,NA
EFA,EXT,9,18.92773809523761,18.466517857142943,41.28318452380813,37.503035714285474,59.33815476190242,58.06214285714206,70.60827380952169,76.06404761904643,75.7602083333311,82.07142857142746,78.65830357142629,85.22976190476082,83.03672619047384,85.89595238095131,85.74889880952142,89.21113095237995,7,5,8,6,12,9,NA,NA
EFA,EXT,10,20.253392857142256,19.102202380952413,46.51619047618871,40.79133928571406,67.01952380952062,63.713601190475494,79.73583333333045,82.96809523809397,84.85217261904464,89.66446428571307,87.88232142856839,91.84604166666546,91.01095238094928,93.11997023809406,91.59842261904453,94.16607142857028,5,4,6,5,7,6,12,9
EFA,Z_ABS,0,0.7496726190476141,0.9028273809523676,1.1295833333333258,1.229047619047601,1.4070238095238004,1.4798511904761686,1.6838095238095128,1.7254761904761653,1.8997023809523683,1.9660714285714,2.110565476190463,2.2007738095237777,2.309196428571414,2.424642857142822,2.44133928571427,2.638154761904724,NA,NA,NA,NA,NA,NA,NA,NA
EFA,Z_ABS,1,1.873749999999988,2.2213988095237767,2.491785714285698,2.843244047619006,3.168095238095218,3.734880952380898,3.646547619047596,4.089613095238035,3.912559523809499,4.558154761904695,4.478244047619019,5.548630952380871,4.770863095238065,5.901994047618961,5.284404761904728,6.280089285714194,NA,NA,NA,NA,NA,NA,NA,NA
EFA,Z_ABS,2,4.145327380952351,4.847678571428501,5.829166666666628,7.543779761904654,7.168720238095193,8.841904761904637,8.371696428571376,10.348452380952237,9.739761904761847,11.909791666666498,10.231577380952318,13.175089285714098,11.138511904761838,14.001577380952185,11.740446428571357,14.945267857142646,NA,NA,NA,NA,NA,NA,NA,NA
EFA,Z_ABS,3,6.3909226190475605,7.367053571428479,9.245595238095165,11.800059523809349,11.309583333333247,14.6342857142855,14.436011904761804,16.841636904761664,15.61946428571418,18.119107142856883,16.622261904761796,19.195059523809253,18.34999999999988,19.82741071428543,19.07437499999988,20.38702380952352,NA,NA,NA,NA,NA,NA,NA,NA
EFA,Z_ABS,4,9.10181547619048,9.990982142857028,13.737380952380878,14.758869047618823,19.10970238095222,20.091101190475847,21.954910714285543,24.01538690476147,23.91800595238077,25.094464285713844,26.53839285714267,27.693630952380477,27.49232142857124,28.6217261904757,28.02354166666647,29.95607142857092,NA,NA,NA,NA,NA,NA,NA,NA
