"scenario","type","K","D","assigned_pct","unassigned_pct"
"10-32","ext",3,3,2.58148793232147,97.4185120676785
"10-32","ext",3,4,7.31525255038567,92.6847474496143
"10-32","ext",3,5,12.5311022642448,87.4688977357552
"10-32","ext",3,6,25.3048021895994,74.6951978104006
"10-32","ext",3,7,34.4302065190346,65.5697934809654
"10-32","ext",3,8,61.059965165464,38.940034834536
"10-32","ext",3,9,63.7814132868873,36.2185867131127
"10-32","ext",3,10,82.9777307788007,17.0222692211993
"10-32","ext",3,11,84.8811893505847,15.1188106494153
"10-32","ext",3,12,95.3906444389151,4.60935556108485
"10-32","ext",3,13,95.8633988554367,4.13660114456332
"10-32","ext",3,14,98.0218959940284,1.97810400597163
"10-32","ext",3,15,100,0
"10-32","ext",3,16,100,0
"10-32","ext",3,17,100,0
"10-32","ext",3,18,100,0
"10-32","ext",3,19,100,0
"10-32","ext",3,20,100,0
"10-32","ext",4,0,0.0124409056979348,99.9875590943021
"10-32","ext",4,1,0.248818113958696,99.7511818860413
"10-32","ext",4,2,1.35294849465041,98.6470515053496
"10-32","ext",4,3,3.74471261507838,96.2552873849216
"10-32","ext",4,4,11.4238616571286,88.5761383428714
"10-32","ext",4,5,18.2663597909928,81.7336402090072
"10-32","ext",4,6,33.9107987061458,66.0892012938542
"10-32","ext",4,7,43.8541925852202,56.1458074147798
"10-32","ext",4,8,66.5930579746205,33.4069420253795
"10-32","ext",4,9,82.6107240607116,17.3892759392884
"10-32","ext",4,10,85.9977606369744,14.0022393630256
"10-32","ext",4,11,86.7193331674546,13.2806668325454
"10-32","ext",4,12,97.3407564070664,2.65924359293357
"10-32","ext",4,13,97.7730778800697,2.22692211993033
"10-32","ext",4,14,99.3748444886788,0.625155511321224
"10-32","ext",4,15,100,0
"10-32","ext",4,16,100,0
"10-32","ext",4,17,100,0
"10-32","ext",4,18,100,0
"10-32","ext",4,19,100,0
"10-32","ext",4,20,100,0
"10-32","ext",5,0,0.0155511321224185,99.9844488678776
"10-32","ext",5,1,0.27681015177905,99.723189848221
"10-32","ext",5,2,1.61420751430704,98.385792485693
"10-32","ext",5,3,4.93592933565564,95.0640706643444
"10-32","ext",5,4,16.9165215227669,83.0834784772331
"10-32","ext",5,5,24.2628763373974,75.7371236626026
"10-32","ext",5,6,46.1837521771585,53.8162478228415
"10-32","ext",5,7,56.2391142075143,43.7608857924857
"10-32","ext",5,8,86.1812639960189,13.8187360039811
"10-32","ext",5,9,89.4563324210003,10.5436675789998
"10-32","ext",5,10,88.6290121920876,11.3709878079124
"10-32","ext",5,11,89.3785767603882,10.6214232396118
"10-32","ext",5,12,97.7730778800697,2.22692211993033
"10-32","ext",5,13,98.0654391639711,1.93456083602886
"10-32","ext",5,14,99.7356307539189,0.264369246081115
"10-32","ext",5,15,100,0
"10-32","ext",5,16,100,0
"10-32","ext",5,17,100,0
"10-32","ext",5,18,100,0
"10-32","ext",5,19,100,0
"10-32","ext",5,20,100,0
"10-32","ext",6,0,0.0186613585469022,99.9813386414531
"10-32","ext",6,1,0.289251057476984,99.710748942523
"10-32","ext",6,2,2.06208011943269,97.9379198805673
"10-32","ext",6,3,5.36514058223439,94.6348594177656
"10-32","ext",6,4,20.8571784025877,79.1428215974123
"10-32","ext",6,5,29.2983329186365,70.7016670813635
"10-32","ext",6,6,53.0013684996268,46.9986315003732
"10-32","ext",6,7,62.8887783030605,37.1112216969395
"10-32","ext",6,8,87.108111470515,12.8918885294849
"10-32","ext",6,9,91.1234137845235,8.87658621547649
"10-32","ext",6,10,88.6881064941528,11.3118935058472
"10-32","ext",6,11,89.4407812888778,10.5592187111222
"10-32","ext",6,12,98.3391390893257,1.6608609106743
"10-32","ext",6,13,98.6035083354068,1.39649166459318
"10-32","ext",6,14,99.9471261507838,0.0528738492162229
"10-32","ext",6,15,100,0
"10-32","ext",6,16,100,0
"10-32","ext",6,17,100,0
"10-32","ext",6,18,100,0
"10-32","ext",6,19,100,0
"10-32","ext",6,20,100,0
"10-32","ext",7,0,0.0217715849713859,99.9782284150286
"10-32","ext",7,1,0.301691963174919,99.6983080368251
"10-32","ext",7,2,2.31400845981587,97.6859915401841
"10-32","ext",7,3,6.12714605623289,93.8728539437671
"10-32","ext",7,4,24.3406319980095,75.6593680019905
"10-32","ext",7,5,35.0926847474496,64.9073152525504
"10-32","ext",7,6,59.9309529733765,40.0690470266235
"10-32","ext",7,7,69.3953719830804,30.6046280169196
"10-32","ext",7,8,89.7860164219955,10.2139835780045
"10-32","ext",7,9,91.3877830306046,8.61221696939537
"10-32","ext",7,10,96.8400099527246,3.15999004727544
"10-32","ext",7,11,97.5678029360538,2.43219706394626
"10-32","ext",7,12,98.8305548643941,1.16944513560587
"10-32","ext",7,13,99.0109479970142,0.989052002985817
"10-32","ext",7,14,99.9751181886041,0.0248818113958696
"10-32","ext",7,15,100,0
"10-32","ext",7,16,100,0
"10-32","ext",7,17,100,0
"10-32","ext",7,18,100,0
"10-32","ext",7,19,100,0
"10-32","ext",7,20,100,0
"10-32","ext",8,0,0.0248818113958696,99.9751181886041
"10-32","ext",8,1,0.36078626524011,99.6392137347599
"10-32","ext",8,2,2.78054242348843,97.2194575765116
"10-32","ext",8,3,7.3276934560836,92.6723065439164
"10-32","ext",8,4,27.8582980841005,72.1417019158995
"10-32","ext",8,5,38.162478228415,61.837521771585
"10-32","ext",8,6,61.8997263000746,38.1002736999254
"10-32","ext",8,7,72.698432445882,27.3015675541179
"10-32","ext",8,8,90.0410549888032,9.95894501119682
"10-32","ext",8,9,91.415775068425,8.58422493157502
"10-32","ext",8,10,97.2070166708136,2.79298332918636
"10-32","ext",8,11,97.9005971634735,2.0994028365265
"10-32","ext",8,12,98.951853694949,1.04814630505101
"10-32","ext",8,13,99.1166956954466,0.883304304553371
"10-32","ext",8,14,99.9813386414531,0.0186613585469022
"10-32","ext",8,15,100,0
"10-32","ext",8,16,100,0
"10-32","ext",8,17,100,0
"10-32","ext",8,18,100,0
"10-32","ext",8,19,100,0
"10-32","ext",8,20,100,0
"100-9","pos",1,0,2.08333333333333,97.9166666666667
"100-9","pos",1,1,16.6666666666667,83.3333333333333
"100-9","pos",1,2,45.8333333333333,54.1666666666667
"100-9","pos",1,3,75,25
"100-9","pos",1,4,91.6666666666667,8.33333333333333
"100-9","pos",1,5,97.9166666666667,2.08333333333333
"100-9","pos",1,6,100,0
"100-9","pos",1,7,100,0
"100-9","pos",1,8,100,0
"100-9","pos",1,9,100,0
"100-9","pos",1,10,100,0
"100-9","pos",1,11,100,0
"100-9","pos",1,12,100,0
"100-9","pos",1,13,100,0
"100-9","pos",1,14,100,0
"100-9","pos",1,15,100,0
"100-9","pos",1,16,100,0
"100-9","pos",1,17,100,0
"100-9","pos",1,18,100,0
"100-9","pos",1,19,100,0
"100-9","pos",1,20,100,0
"100-9","pos",2,0,4.16666666666667,95.8333333333333
"100-9","pos",2,1,31.25,68.75
"100-9","pos",2,2,70.8333333333333,29.1666666666667
"100-9","pos",2,3,91.6666666666667,8.33333333333333
"100-9","pos",2,4,97.9166666666667,2.08333333333333
"100-9","pos",2,5,100,0
"100-9","pos",2,6,100,0
"100-9","pos",2,7,100,0
"100-9","pos",2,8,100,0
"100-9","pos",2,9,100,0
"100-9","pos",2,10,100,0
"100-9","pos",2,11,100,0
"100-9","pos",2,12,100,0
"100-9","pos",2,13,100,0
"100-9","pos",2,14,100,0
"100-9","pos",2,15,100,0
"100-9","pos",2,16,100,0
"100-9","pos",2,17,100,0
"100-9","pos",2,18,100,0
"100-9","pos",2,19,100,0
"100-9","pos",2,20,100,0
"100-9","pos",3,0,6.25,93.75
"100-9","pos",3,1,39.5833333333333,60.4166666666667
"100-9","pos",3,2,87.5,12.5
"100-9","pos",3,3,100,0
"100-9","pos",3,4,100,0
"100-9","pos",3,5,100,0
"100-9","pos",3,6,100,0
"100-9","pos",3,7,100,0
"100-9","pos",3,8,100,0
"100-9","pos",3,9,100,0
"100-9","pos",3,10,100,0
"100-9","pos",3,11,100,0
"100-9","pos",3,12,100,0
"100-9","pos",3,13,100,0
"100-9","pos",3,14,100,0
"100-9","pos",3,15,100,0
"100-9","pos",3,16,100,0
"100-9","pos",3,17,100,0
"100-9","pos",3,18,100,0
"100-9","pos",3,19,100,0
"100-9","pos",3,20,100,0
"100-9","pos",4,0,8.33333333333333,91.6666666666667
"100-9","pos",4,1,43.75,56.25
"100-9","pos",4,2,97.9166666666667,2.08333333333333
"100-9","pos",4,3,100,0
"100-9","pos",4,4,100,0
"100-9","pos",4,5,100,0
"100-9","pos",4,6,100,0
"100-9","pos",4,7,100,0
"100-9","pos",4,8,100,0
"100-9","pos",4,9,100,0
"100-9","pos",4,10,100,0
"100-9","pos",4,11,100,0
"100-9","pos",4,12,100,0
"100-9","pos",4,13,100,0
"100-9","pos",4,14,100,0
"100-9","pos",4,15,100,0
"100-9","pos",4,16,100,0
"100-9","pos",4,17,100,0
"100-9","pos",4,18,100,0
"100-9","pos",4,19,100,0
"100-9","pos",4,20,100,0
"100-9","pos",5,0,10.4166666666667,89.5833333333333
"100-9","pos",5,1,47.9166666666667,52.0833333333333
"100-9","pos",5,2,100,0
"100-9","pos",5,3,100,0
"100-9","pos",5,4,100,0
"100-9","pos",5,5,100,0
"100-9","pos",5,6,100,0
"100-9","pos",5,7,100,0
"100-9","pos",5,8,100,0
"100-9","pos",5,9,100,0
"100-9","pos",5,10,100,0
"100-9","pos",5,11,100,0
"100-9","pos",5,12,100,0
"100-9","pos",5,13,100,0
"100-9","pos",5,14,100,0
"100-9","pos",5,15,100,0
"100-9","pos",5,16,100,0
"100-9","pos",5,17,100,0
"100-9","pos",5,18,100,0
"100-9","pos",5,19,100,0
"100-9","pos",5,20,100,0
"100-9","pos",6,0,12.5,87.5
"100-9","pos",6,1,52.0833333333333,47.9166666666667
"100-9","pos",6,2,100,0
"100-9","pos",6,3,100,0
"100-9","pos",6,4,100,0
"100-9","pos",6,5,100,0
"100-9","pos",6,6,100,0
"100-9","pos",6,7,100,0
"100-9","pos",6,8,100,0
"100-9","pos",6,9,100,0
"100-9","pos",6,10,100,0
"100-9","pos",6,11,100,0
"100-9","pos",6,12,100,0
"100-9","pos",6,13,100,0
"100-9","pos",6,14,100,0
"100-9","pos",6,15,100,0
"100-9","pos",6,16,100,0
"100-9","pos",6,17,100,0
"100-9","pos",6,18,100,0
"100-9","pos",6,19,100,0
"100-9","pos",6,20,100,0
"100-9","pos",7,0,14.5833333333333,85.4166666666667
"100-9","pos",7,1,54.1666666666667,45.8333333333333
"100-9","pos",7,2,100,0
"100-9","pos",7,3,100,0
"100-9","pos",7,4,100,0
"100-9","pos",7,5,100,0
"100-9","pos",7,6,100,0
"100-9","pos",7,7,100,0
"100-9","pos",7,8,100,0
"100-9","pos",7,9,100,0
"100-9","pos",7,10,100,0
"100-9","pos",7,11,100,0
"100-9","pos",7,12,100,0
"100-9","pos",7,13,100,0
"100-9","pos",7,14,100,0
"100-9","pos",7,15,100,0
"100-9","pos",7,16,100,0
"100-9","pos",7,17,100,0
"100-9","pos",7,18,100,0
"100-9","pos",7,19,100,0
"100-9","pos",7,20,100,0
"100-9","pos",8,0,16.6666666666667,83.3333333333333
"100-9","pos",8,1,58.3333333333333,41.6666666666667
"100-9","pos",8,2,100,0
"100-9","pos",8,3,100,0
"100-9","pos",8,4,100,0
"100-9","pos",8,5,100,0
"100-9","pos",8,6,100,0
"100-9","pos",8,7,100,0
"100-9","pos",8,8,100,0
"100-9","pos",8,9,100,0
"100-9","pos",8,10,100,0
"100-9","pos",8,11,100,0
"100-9","pos",8,12,100,0
"100-9","pos",8,13,100,0
"100-9","pos",8,14,100,0
"100-9","pos",8,15,100,0
"100-9","pos",8,16,100,0
"100-9","pos",8,17,100,0
"100-9","pos",8,18,100,0
"100-9","pos",8,19,100,0
"100-9","pos",8,20,100,0
"100-9","ext",1,0,0.719424460431655,99.2805755395683
"100-9","ext",1,1,6.47482014388489,93.5251798561151
"100-9","ext",1,2,17.9856115107914,82.0143884892086
"100-9","ext",1,3,38.1294964028777,61.8705035971223
"100-9","ext",1,4,58.9928057553957,41.0071942446043
"100-9","ext",1,5,76.978417266187,23.021582733813
"100-9","ext",1,6,88.4892086330935,11.5107913669065
"100-9","ext",1,7,95.6834532374101,4.31654676258993
"100-9","ext",1,8,99.2805755395683,0.719424460431655
"100-9","ext",1,9,100,0
"100-9","ext",1,10,100,0
"100-9","ext",1,11,100,0
"100-9","ext",1,12,100,0
"100-9","ext",1,13,100,0
"100-9","ext",1,14,100,0
"100-9","ext",1,15,100,0
"100-9","ext",1,16,100,0
"100-9","ext",1,17,100,0
"100-9","ext",1,18,100,0
"100-9","ext",1,19,100,0
"100-9","ext",1,20,100,0
"100-9","ext",2,0,1.43884892086331,98.5611510791367
"100-9","ext",2,1,10.7913669064748,89.2086330935252
"100-9","ext",2,2,38.1294964028777,61.8705035971223
"100-9","ext",2,3,66.9064748201439,33.0935251798561
"100-9","ext",2,4,100,0
"100-9","ext",2,5,100,0
"100-9","ext",2,6,100,0
"100-9","ext",2,7,100,0
"100-9","ext",2,8,100,0
"100-9","ext",2,9,100,0
"100-9","ext",2,10,100,0
"100-9","ext",2,11,100,0
"100-9","ext",2,12,100,0
"100-9","ext",2,13,100,0
"100-9","ext",2,14,100,0
"100-9","ext",2,15,100,0
"100-9","ext",2,16,100,0
"100-9","ext",2,17,100,0
"100-9","ext",2,18,100,0
"100-9","ext",2,19,100,0
"100-9","ext",2,20,100,0
"100-9","ext",3,0,2.15827338129496,97.841726618705
"100-9","ext",3,1,17.2661870503597,82.7338129496403
"100-9","ext",3,2,49.6402877697842,50.3597122302158
"100-9","ext",3,3,79.136690647482,20.863309352518
"100-9","ext",3,4,100,0
"100-9","ext",3,5,100,0
"100-9","ext",3,6,100,0
"100-9","ext",3,7,100,0
"100-9","ext",3,8,100,0
"100-9","ext",3,9,100,0
"100-9","ext",3,10,100,0
"100-9","ext",3,11,100,0
"100-9","ext",3,12,100,0
"100-9","ext",3,13,100,0
"100-9","ext",3,14,100,0
"100-9","ext",3,15,100,0
"100-9","ext",3,16,100,0
"100-9","ext",3,17,100,0
"100-9","ext",3,18,100,0
"100-9","ext",3,19,100,0
"100-9","ext",3,20,100,0
"100-9","ext",4,0,2.87769784172662,97.1223021582734
"100-9","ext",4,1,21.5827338129496,78.4172661870504
"100-9","ext",4,2,61.8705035971223,38.1294964028777
"100-9","ext",4,3,89.9280575539568,10.0719424460432
"100-9","ext",4,4,100,0
"100-9","ext",4,5,100,0
"100-9","ext",4,6,100,0
"100-9","ext",4,7,100,0
"100-9","ext",4,8,100,0
"100-9","ext",4,9,100,0
"100-9","ext",4,10,100,0
"100-9","ext",4,11,100,0
"100-9","ext",4,12,100,0
"100-9","ext",4,13,100,0
"100-9","ext",4,14,100,0
"100-9","ext",4,15,100,0
"100-9","ext",4,16,100,0
"100-9","ext",4,17,100,0
"100-9","ext",4,18,100,0
"100-9","ext",4,19,100,0
"100-9","ext",4,20,100,0
"100-9","ext",5,0,3.59712230215827,96.4028776978417
"100-9","ext",5,1,26.6187050359712,73.3812949640288
"100-9","ext",5,2,71.2230215827338,28.7769784172662
"100-9","ext",5,3,97.1223021582734,2.87769784172662
"100-9","ext",5,4,100,0
"100-9","ext",5,5,100,0
"100-9","ext",5,6,100,0
"100-9","ext",5,7,100,0
"100-9","ext",5,8,100,0
"100-9","ext",5,9,100,0
"100-9","ext",5,10,100,0
"100-9","ext",5,11,100,0
"100-9","ext",5,12,100,0
"100-9","ext",5,13,100,0
"100-9","ext",5,14,100,0
"100-9","ext",5,15,100,0
"100-9","ext",5,16,100,0
"100-9","ext",5,17,100,0
"100-9","ext",5,18,100,0
"100-9","ext",5,19,100,0
"100-9","ext",5,20,100,0
"100-9","ext",6,0,4.31654676258993,95.6834532374101
"100-9","ext",6,1,30.2158273381295,69.7841726618705
"100-9","ext",6,2,76.978417266187,23.021582733813
"100-9","ext",6,3,98.5611510791367,1.43884892086331
"100-9","ext",6,4,100,0
"100-9","ext",6,5,100,0
"100-9","ext",6,6,100,0
"100-9","ext",6,7,100,0
"100-9","ext",6,8,100,0
"100-9","ext",6,9,100,0
"100-9","ext",6,10,100,0
"100-9","ext",6,11,100,0
"100-9","ext",6,12,100,0
"100-9","ext",6,13,100,0
"100-9","ext",6,14,100,0
"100-9","ext",6,15,100,0
"100-9","ext",6,16,100,0
"100-9","ext",6,17,100,0
"100-9","ext",6,18,100,0
"100-9","ext",6,19,100,0
"100-9","ext",6,20,100,0
"100-9","ext",7,0,5.03597122302158,94.9640287769784
"100-9","ext",7,1,33.8129496402878,66.1870503597122
"100-9","ext",7,2,86.3309352517986,13.6690647482014
"100-9","ext",7,3,100,0
"100-9","ext",7,4,100,0
"100-9","ext",7,5,100,0
"100-9","ext",7,6,100,0
"100-9","ext",7,7,100,0
"100-9","ext",7,8,100,0
"100-9","ext",7,9,100,0
"100-9","ext",7,10,100,0
"100-9","ext",7,11,100,0
"100-9","ext",7,12,100,0
"100-9","ext",7,13,100,0
"100-9","ext",7,14,100,0
"100-9","ext",7,15,100,0
"100-9","ext",7,16,100,0
"100-9","ext",7,17,100,0
"100-9","ext",7,18,100,0
"100-9","ext",7,19,100,0
"100-9","ext",7,20,100,0
"100-9","ext",8,0,5.75539568345324,94.2446043165468
"100-9","ext",8,1,37.410071942446,62.589928057554
"100-9","ext",8,2,94.9640287769784,5.03597122302158
"100-9","ext",8,3,100,0
"100-9","ext",8,4,100,0
"100-9","ext",8,5,100,0
"100-9","ext",8,6,100,0
"100-9","ext",8,7,100,0
"100-9","ext",8,8,100,0
"100-9","ext",8,9,100,0
"100-9","ext",8,10,100,0
"100-9","ext",8,11,100,0
"100-9","ext",8,12,100,0
"100-9","ext",8,13,100,0
"100-9","ext",8,14,100,0
"100-9","ext",8,15,100,0
"100-9","ext",8,16,100,0
"100-9","ext",8,17,100,0
"100-9","ext",8,18,100,0
"100-9","ext",8,19,100,0
"100-9","ext",8,20,100,0
"10-9","pos",1,0,2.12765957446809,97.8723404255319
"10-9","pos",1,1,17.0212765957447,82.9787234042553
"10-9","pos",1,2,48.936170212766,51.063829787234
"10-9","pos",1,3,80.8510638297872,19.1489361702128
"10-9","pos",1,4,93.6170212765958,6.38297872340426
"10-9","pos",1,5,100,0
"10-9","pos",1,6,100,0
"10-9","pos",1,7,100,0
"10-9","pos",1,8,100,0
"10-9","pos",1,9,100,0
"10-9","pos",1,10,100,0
"10-9","pos",1,11,100,0
"10-9","pos",1,12,100,0
"10-9","pos",1,13,100,0
"10-9","pos",1,14,100,0
"10-9","pos",1,15,100,0
"10-9","pos",1,16,100,0
"10-9","pos",1,17,100,0
"10-9","pos",1,18,100,0
"10-9","pos",1,19,100,0
"10-9","pos",1,20,100,0
"10-9","pos",2,0,4.25531914893617,95.7446808510638
"10-9","pos",2,1,31.9148936170213,68.0851063829787
"10-9","pos",2,2,72.3404255319149,27.6595744680851
"10-9","pos",2,3,95.7446808510638,4.25531914893617
"10-9","pos",2,4,97.8723404255319,2.12765957446809
"10-9","pos",2,5,100,0
"10-9","pos",2,6,100,0
"10-9","pos",2,7,100,0
"10-9","pos",2,8,100,0
"10-9","pos",2,9,100,0
"10-9","pos",2,10,100,0
"10-9","pos",2,11,100,0
"10-9","pos",2,12,100,0
"10-9","pos",2,13,100,0
"10-9","pos",2,14,100,0
"10-9","pos",2,15,100,0
"10-9","pos",2,16,100,0
"10-9","pos",2,17,100,0
"10-9","pos",2,18,100,0
"10-9","pos",2,19,100,0
"10-9","pos",2,20,100,0
"10-9","pos",3,0,6.38297872340426,93.6170212765958
"10-9","pos",3,1,40.4255319148936,59.5744680851064
"10-9","pos",3,2,87.2340425531915,12.7659574468085
"10-9","pos",3,3,100,0
"10-9","pos",3,4,100,0
"10-9","pos",3,5,100,0
"10-9","pos",3,6,100,0
"10-9","pos",3,7,100,0
"10-9","pos",3,8,100,0
"10-9","pos",3,9,100,0
"10-9","pos",3,10,100,0
"10-9","pos",3,11,100,0
"10-9","pos",3,12,100,0
"10-9","pos",3,13,100,0
"10-9","pos",3,14,100,0
"10-9","pos",3,15,100,0
"10-9","pos",3,16,100,0
"10-9","pos",3,17,100,0
"10-9","pos",3,18,100,0
"10-9","pos",3,19,100,0
"10-9","pos",3,20,100,0
"10-9","pos",4,0,8.51063829787234,91.4893617021277
"10-9","pos",4,1,44.6808510638298,55.3191489361702
"10-9","pos",4,2,97.8723404255319,2.12765957446809
"10-9","pos",4,3,100,0
"10-9","pos",4,4,100,0
"10-9","pos",4,5,100,0
"10-9","pos",4,6,100,0
"10-9","pos",4,7,100,0
"10-9","pos",4,8,100,0
"10-9","pos",4,9,100,0
"10-9","pos",4,10,100,0
"10-9","pos",4,11,100,0
"10-9","pos",4,12,100,0
"10-9","pos",4,13,100,0
"10-9","pos",4,14,100,0
"10-9","pos",4,15,100,0
"10-9","pos",4,16,100,0
"10-9","pos",4,17,100,0
"10-9","pos",4,18,100,0
"10-9","pos",4,19,100,0
"10-9","pos",4,20,100,0
"10-9","pos",5,0,10.6382978723404,89.3617021276596
"10-9","pos",5,1,51.063829787234,48.936170212766
"10-9","pos",5,2,100,0
"10-9","pos",5,3,100,0
"10-9","pos",5,4,100,0
"10-9","pos",5,5,100,0
"10-9","pos",5,6,100,0
"10-9","pos",5,7,100,0
"10-9","pos",5,8,100,0
"10-9","pos",5,9,100,0
"10-9","pos",5,10,100,0
"10-9","pos",5,11,100,0
"10-9","pos",5,12,100,0
"10-9","pos",5,13,100,0
"10-9","pos",5,14,100,0
"10-9","pos",5,15,100,0
"10-9","pos",5,16,100,0
"10-9","pos",5,17,100,0
"10-9","pos",5,18,100,0
"10-9","pos",5,19,100,0
"10-9","pos",5,20,100,0
"10-9","pos",6,0,12.7659574468085,87.2340425531915
"10-9","pos",6,1,53.1914893617021,46.8085106382979
"10-9","pos",6,2,100,0
"10-9","pos",6,3,100,0
"10-9","pos",6,4,100,0
"10-9","pos",6,5,100,0
"10-9","pos",6,6,100,0
"10-9","pos",6,7,100,0
"10-9","pos",6,8,100,0
"10-9","pos",6,9,100,0
"10-9","pos",6,10,100,0
"10-9","pos",6,11,100,0
"10-9","pos",6,12,100,0
"10-9","pos",6,13,100,0
"10-9","pos",6,14,100,0
"10-9","pos",6,15,100,0
"10-9","pos",6,16,100,0
"10-9","pos",6,17,100,0
"10-9","pos",6,18,100,0
"10-9","pos",6,19,100,0
"10-9","pos",6,20,100,0
"10-9","pos",7,0,14.8936170212766,85.1063829787234
"10-9","pos",7,1,55.3191489361702,44.6808510638298
"10-9","pos",7,2,100,0
"10-9","pos",7,3,100,0
"10-9","pos",7,4,100,0
"10-9","pos",7,5,100,0
"10-9","pos",7,6,100,0
"10-9","pos",7,7,100,0
"10-9","pos",7,8,100,0
"10-9","pos",7,9,100,0
"10-9","pos",7,10,100,0
"10-9","pos",7,11,100,0
"10-9","pos",7,12,100,0
"10-9","pos",7,13,100,0
"10-9","pos",7,14,100,0
"10-9","pos",7,15,100,0
"10-9","pos",7,16,100,0
"10-9","pos",7,17,100,0
"10-9","pos",7,18,100,0
"10-9","pos",7,19,100,0
"10-9","pos",7,20,100,0
"10-9","pos",8,0,17.0212765957447,82.9787234042553
"10-9","pos",8,1,59.5744680851064,40.4255319148936
"10-9","pos",8,2,100,0
"10-9","pos",8,3,100,0
"10-9","pos",8,4,100,0
"10-9","pos",8,5,100,0
"10-9","pos",8,6,100,0
"10-9","pos",8,7,100,0
"10-9","pos",8,8,100,0
"10-9","pos",8,9,100,0
"10-9","pos",8,10,100,0
"10-9","pos",8,11,100,0
"10-9","pos",8,12,100,0
"10-9","pos",8,13,100,0
"10-9","pos",8,14,100,0
"10-9","pos",8,15,100,0
"10-9","pos",8,16,100,0
"10-9","pos",8,17,100,0
"10-9","pos",8,18,100,0
"10-9","pos",8,19,100,0
"10-9","pos",8,20,100,0
"10-9","ext",1,0,0.72463768115942,99.2753623188406
"10-9","ext",1,1,6.52173913043478,93.4782608695652
"10-9","ext",1,2,18.8405797101449,81.1594202898551
"10-9","ext",1,3,36.9565217391304,63.0434782608696
"10-9","ext",1,4,60.8695652173913,39.1304347826087
"10-9","ext",1,5,77.536231884058,22.463768115942
"10-9","ext",1,6,87.6811594202899,12.3188405797101
"10-9","ext",1,7,94.2028985507246,5.79710144927536
"10-9","ext",1,8,99.2753623188406,0.72463768115942
"10-9","ext",1,9,100,0
"10-9","ext",1,10,100,0
"10-9","ext",1,11,100,0
"10-9","ext",1,12,100,0
"10-9","ext",1,13,100,0
"10-9","ext",1,14,100,0
"10-9","ext",1,15,100,0
"10-9","ext",1,16,100,0
"10-9","ext",1,17,100,0
"10-9","ext",1,18,100,0
"10-9","ext",1,19,100,0
"10-9","ext",1,20,100,0
"10-9","ext",2,0,1.44927536231884,98.5507246376812
"10-9","ext",2,1,10.8695652173913,89.1304347826087
"10-9","ext",2,2,36.9565217391304,63.0434782608696
"10-9","ext",2,3,68.8405797101449,31.1594202898551
"10-9","ext",2,4,100,0
"10-9","ext",2,5,100,0
"10-9","ext",2,6,100,0
"10-9","ext",2,7,100,0
"10-9","ext",2,8,100,0
"10-9","ext",2,9,100,0
"10-9","ext",2,10,100,0
"10-9","ext",2,11,100,0
"10-9","ext",2,12,100,0
"10-9","ext",2,13,100,0
"10-9","ext",2,14,100,0
"10-9","ext",2,15,100,0
"10-9","ext",2,16,100,0
"10-9","ext",2,17,100,0
"10-9","ext",2,18,100,0
"10-9","ext",2,19,100,0
"10-9","ext",2,20,100,0
"10-9","ext",3,0,2.17391304347826,97.8260869565217
"10-9","ext",3,1,17.3913043478261,82.6086956521739
"10-9","ext",3,2,49.2753623188406,50.7246376811594
"10-9","ext",3,3,84.7826086956522,15.2173913043478
"10-9","ext",3,4,100,0
"10-9","ext",3,5,100,0
"10-9","ext",3,6,100,0
"10-9","ext",3,7,100,0
"10-9","ext",3,8,100,0
"10-9","ext",3,9,100,0
"10-9","ext",3,10,100,0
"10-9","ext",3,11,100,0
"10-9","ext",3,12,100,0
"10-9","ext",3,13,100,0
"10-9","ext",3,14,100,0
"10-9","ext",3,15,100,0
"10-9","ext",3,16,100,0
"10-9","ext",3,17,100,0
"10-9","ext",3,18,100,0
"10-9","ext",3,19,100,0
"10-9","ext",3,20,100,0
"10-9","ext",4,0,2.89855072463768,97.1014492753623
"10-9","ext",4,1,23.1884057971014,76.8115942028985
"10-9","ext",4,2,62.3188405797101,37.6811594202899
"10-9","ext",4,3,91.304347826087,8.69565217391304
"10-9","ext",4,4,100,0
"10-9","ext",4,5,100,0
"10-9","ext",4,6,100,0
"10-9","ext",4,7,100,0
"10-9","ext",4,8,100,0
"10-9","ext",4,9,100,0
"10-9","ext",4,10,100,0
"10-9","ext",4,11,100,0
"10-9","ext",4,12,100,0
"10-9","ext",4,13,100,0
"10-9","ext",4,14,100,0
"10-9","ext",4,15,100,0
"10-9","ext",4,16,100,0
"10-9","ext",4,17,100,0
"10-9","ext",4,18,100,0
"10-9","ext",4,19,100,0
"10-9","ext",4,20,100,0
"10-9","ext",5,0,3.6231884057971,96.3768115942029
"10-9","ext",5,1,28.2608695652174,71.7391304347826
"10-9","ext",5,2,70.2898550724638,29.7101449275362
"10-9","ext",5,3,94.9275362318841,5.07246376811594
"10-9","ext",5,4,100,0
"10-9","ext",5,5,100,0
"10-9","ext",5,6,100,0
"10-9","ext",5,7,100,0
"10-9","ext",5,8,100,0
"10-9","ext",5,9,100,0
"10-9","ext",5,10,100,0
"10-9","ext",5,11,100,0
"10-9","ext",5,12,100,0
"10-9","ext",5,13,100,0
"10-9","ext",5,14,100,0
"10-9","ext",5,15,100,0
"10-9","ext",5,16,100,0
"10-9","ext",5,17,100,0
"10-9","ext",5,18,100,0
