analysis_sample,matrix_name,kmeans_prototype,kmeans_signature_size,kmeans_determinants,kmeans_incremental_covered_pct,kmeans_cumulative_covered_pct,efa_match,common_km_efa,similarity_km_efa_pct,efa_determinants_found_in_km_pct,jaccard_km_efa_pct,common_determinants_km_efa,efa_signature_size,efa_determinants,efa_incremental_covered_pct,efa_cumulative_covered_pct,expert_match,expert_n_active,common_km_expert,km_determinants_found_in_expert_pct,expert_determinants_found_in_km_pct,jaccard_km_expert_pct,common_determinants_km_expert,expert_determinants
EUROPE,matrix_32_raw_0_1,KM5,14,det_01_profits; det_05_frugality; det_08_trust; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,13.394910714285633,83.62014880952293,EFA6,7,50,50,33.333333333333336,det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_22_peer_pressure; det_30_authority; det_31_approval,14,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_22_peer_pressure; det_25_agreement; det_26_novelty; det_27_fun; det_30_authority; det_31_approval; det_32_own_significance,4.123869047618915,49.86928571428471,Influencer,5,5,35.714285714285715,100,35.714285714285715,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_raw_0_1,KM6,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence; det_28_recognition; det_31_approval,4.202857142857063,87.82300595238,EFA2,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_08_trust; det_14_environmental_concerns,8,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement,10.47946428571413,26.01101190476129,Activist,6,4,50,66.66666666666667,40,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM1,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness,39.532232142856806,39.532232142856806,EFA5,13,86.66666666666667,86.66666666666667,76.47058823529412,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,1.8046130952381405,51.225505952382235,Fearful,9,9,60,100,60,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM2,8,det_06_climate_protection; det_08_trust; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,31.91544642857135,71.44767857142816,EFA4,6,75,66.66666666666667,54.54545454545455,det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,9,det_08_trust; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_32_own_significance,9.833482142857603,49.42089285714409,Activist,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence
EUROPE,matrix_32_pos_0_1,KM3,15,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_21_rights_and_duties; det_32_own_significance,8.37967261904758,79.82735119047574,EFA2,6,40,75,35.294117647058826,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties,8,det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_14_environmental_concerns; det_21_rights_and_duties; det_23_support; det_25_agreement,9.51913690476222,26.003214285714712,Careful,12,9,60,75,50,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM4,8,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_17_adherence; det_19_wellbeing,6.642410714285585,86.46976190476131,EFA6,6,75,40,35.294117647058826,det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_17_adherence,15,det_01_profits; det_04_added_value; det_06_climate_protection; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement; det_32_own_significance,2.8118750000000783,54.037380952382314,Fearful,9,7,87.5,77.77777777777777,70,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM5,8,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing,1.180178571428558,87.64994047618987,EFA3,7,87.5,87.5,77.77777777777777,det_01_profits; det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,8,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,13.584196428571772,39.58741071428649,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_pos_0_1,KM6,15,det_04_added_value; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_26_novelty; det_27_fun; det_32_own_significance,5.080476190476111,92.730416666666,EFA1,2,13.333333333333334,22.22222222222222,9.090909090909092,det_26_novelty; det_27_fun,9,det_22_peer_pressure; det_23_support; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,16.484077380952495,16.484077380952495,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM1,9,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,29.342202380952216,29.342202380952216,EFA5,9,100,60,60,det_10_cost_efficiency; det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,15,det_02_credit_score; det_05_frugality; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,2.119047619047598,44.17449404761877,Influencer,5,5,55.55555555555556,100,55.55555555555556,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_ext_0_1,KM2,14,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,22.46806547619011,51.810267857142335,EFA2,13,92.85714285714286,100,92.85714285714286,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,13,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,11.956428571428564,27.100208333333065,Fearful,9,9,64.28571428571429,100,64.28571428571429,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM3,8,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_28_recognition; det_31_approval,9.746636904762042,61.55690476190437,EFA4,6,75,60,50,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,10,det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,4.006815476190437,42.05544642857117,Homo.Economicus,9,5,62.5,55.55555555555556,41.666666666666664,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,det_01_profits; det_04_added_value; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
EUROPE,matrix_32_ext_0_1,KM4,15,det_02_credit_score; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_31_approval,9.851339285714394,71.40824404761878,EFA1,5,33.333333333333336,62.5,27.77777777777778,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_31_approval,8,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,15.143779761904502,15.143779761904502,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM5,8,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing,3.8389285714285544,75.24717261904732,EFA3,1,12.5,12.5,6.666666666666667,det_14_environmental_concerns,8,det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement; det_32_own_significance,10.948422619047667,38.048630952380734,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_ext_0_1,KM6,15,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness; det_24_socialising; det_28_recognition; det_30_authority; det_31_approval,1.8821428571428505,77.12931547619017,EFA6,7,46.666666666666664,87.5,43.75,det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,8,det_03_risk_profile; det_05_frugality; det_08_trust; det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,2.2983035714285367,46.47279761904731,Fearful,9,8,53.333333333333336,88.88888888888889,50,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_z_abs,KM1,8,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,17.576220238093736,17.576220238093736,EFA1,8,100,100,100,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,8,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,14.177678571428345,14.177678571428345,Influencer,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_z_abs,KM2,11,det_01_profits; det_02_credit_score; det_05_frugality; det_06_climate_protection; det_07_legal; det_21_rights_and_duties; det_22_peer_pressure; det_23_support; det_25_agreement; det_27_fun; det_29_trends,15.280476190474811,32.85669642856855,EFA6,6,54.54545454545455,75,46.15384615384615,det_01_profits; det_02_credit_score; det_05_frugality; det_21_rights_and_duties; det_25_agreement; det_27_fun,8,det_01_profits; det_02_credit_score; det_05_frugality; det_21_rights_and_duties; det_25_agreement; det_26_novelty; det_27_fun; det_32_own_significance,3.889315476190464,47.42074404761899,Uninterested,6,2,18.181818181818183,33.333333333333336,13.333333333333334,det_07_legal; det_22_peer_pressure,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_22_peer_pressure; det_30_authority
EUROPE,matrix_32_z_abs,KM3,10,det_01_profits; det_02_credit_score; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_25_agreement; det_27_fun; det_32_own_significance,6.824642857142266,39.68133928571081,EFA4,7,70,77.77777777777777,58.333333333333336,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence; det_23_support; det_32_own_significance,9,det_01_profits; det_04_added_value; det_06_climate_protection; det_08_trust; det_14_environmental_concerns; det_17_adherence; det_23_support; det_24_socialising; det_32_own_significance,7.878630952380942,42.22604166666663,Careful,12,4,40,33.333333333333336,22.22222222222222,det_02_credit_score; det_06_climate_protection; det_14_environmental_concerns; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
EUROPE,matrix_32_z_abs,KM4,15,det_01_profits; det_02_credit_score; det_05_frugality; det_07_legal; det_22_peer_pressure; det_23_support; det_24_socialising; det_25_agreement; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval; det_32_own_significance,2.9995833333331263,42.68092261904395,EFA5,5,33.333333333333336,55.55555555555556,26.31578947368421,det_02_credit_score; det_07_legal; det_23_support; det_30_authority; det_32_own_significance,9,det_02_credit_score; det_04_added_value; det_06_climate_protection; det_07_legal; det_09_safety; det_14_environmental_concerns; det_23_support; det_30_authority; det_32_own_significance,1.305386904761899,43.53142857142853,Influencer,5,4,26.666666666666668,80,25,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
EUROPE,matrix_32_z_abs,KM5,8,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,7.820595238094663,50.5015178571386,EFA2,6,75,66.66666666666667,54.54545454545455,det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing; det_20_coziness,9,det_01_profits; det_03_risk_profile; det_05_frugality; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing; det_20_coziness,10.398303571428684,24.57598214285703,Fearful,9,6,75,66.66666666666667,54.54545454545455,det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
EUROPE,matrix_32_z_abs,KM6,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_07_legal; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties; det_25_agreement,3.976041666666398,54.477559523805,EFA3,8,53.333333333333336,66.66666666666667,42.10526315789474,det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy; det_21_rights_and_duties,12,det_03_risk_profile; det_05_frugality; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_21_rights_and_duties,9.771428571428665,34.34741071428569,Fearful,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM1,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_21_rights_and_duties,29.396130952380663,29.396130952380663,EFA6,14,93.33333333333331,93.33333333333331,87.5,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,1.4556547619047164,70.15074404761697,Careful,12,9,60,75,50,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM2,13,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,25.249404761903797,54.645535714284456,EFA1,7,53.84615384615385,87.5,50,det_22_peer_pressure; det_24_socialising; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,8,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,16.421577380951703,16.421577380951703,Influencer,5,5,38.46153846153846,100,38.46153846153846,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
LATAM,matrix_32_raw_0_1,KM3,8,det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_28_recognition; det_31_approval,24.655714285713454,79.3012499999979,EFA5,1,12.5,12.5,6.666666666666667,det_13_technical_fit,8,det_04_added_value; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_16_commitment; det_23_support; det_26_novelty; det_32_own_significance,11.355892857142676,68.69508928571224,Stubborn,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
LATAM,matrix_32_raw_0_1,KM4,9,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing; det_24_socialising; det_31_approval,6.591726190475976,85.89297619047387,EFA4,4,44.44444444444444,50,30.76923076923077,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_15_self_satisfaction,8,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,12.51053571428548,57.33919642856958,Careful,12,5,55.55555555555556,41.666666666666664,31.25,det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM5,15,det_02_credit_score; det_03_risk_profile; det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_24_socialising; det_28_recognition; det_31_approval,1.923244047618999,87.81622023809288,EFA3,7,46.666666666666664,70,38.888888888888886,det_03_risk_profile; det_07_legal; det_09_safety; det_11_knowledge; det_12_own_competence; det_17_adherence; det_21_rights_and_duties,10,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_12_own_competence; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,15.993124999999257,44.82866071428409,Careful,12,8,53.333333333333336,66.66666666666667,42.10526315789474,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
LATAM,matrix_32_raw_0_1,KM6,8,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_19_wellbeing; det_21_rights_and_duties,1.9639285714285224,89.78014880952142,EFA2,4,50,50,33.333333333333336,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_19_wellbeing,8,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,12.41395833333313,28.83553571428484,Fearful,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
LATAM,matrix_32_pos_0_1,KM1,14,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,53.708273809524634,53.708273809524634,EFA5,14,100,93.33333333333331,93.33333333333331,det_01_profits; det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,15,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,1.4250000000000251,55.29854166666764,Careful,12,9,64.28571428571429,75,52.94117647058823,det_02_credit_score; det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing,det_02_credit_score; det_03_risk_profile; det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_14_environmental_concerns; det_16_commitment; det_17_adherence; det_19_wellbeing
