"","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"pattern_115",0,0.166666666666667,0,0,0,0,0,0
"pattern_97",0,0.5,0,0,0,0,0,0
"pattern_117",0,0,0,0,0,0,0,0
"pattern_84",0,0.25,0,0,0,0,0,0
"pattern_135",0,0.2,0,0,0,0,0,0
"pattern_125",0,0.333333333333333,0,0,0,0,0,0
"pattern_153",0,0.5,0,0,0,0,0,0
"pattern_119",0,0.25,0,0,0,0,0,0
"pattern_134",0,0,0,0,0,0,0,0
"pattern_154",0,0,0,0,0,0,0,0
"pattern_104",0,0,0,0,0,0,0,0
"pattern_137",0,0,0,0,0,0,0,0
"pattern_157",0,0.125,0,0,0,0,0,0
"pattern_163",0,0,0,0,0,0,0,0
"pattern_114",0,0.25,0,0,0,0,0,0
"pattern_130",0,0.2,0,0,0,0,0,0
"pattern_139",0,0.2,0,0,0,0,0,0
"pattern_169",0,0.2,0,0,0,0,0,0
"pattern_64",0,0,0,0,0,0,0,0
"pattern_121",0,0.333333333333333,0,0,0,0,0,0
"pattern_141",0,0,0,0,0,0,0,0
"pattern_95",0,0,0,0,0,0,0,0
"pattern_105",0,0.333333333333333,0,0,0,0,0,0
"pattern_112",0,0.2,0,0,0,0,0,0
"pattern_118",0,0.166666666666667,0,0,0,0,0,0
"pattern_140",0,0.2,0,0,0,0,0,0
"pattern_150",0,0,0,0,0,0,0,0
"pattern_156",0,0.25,0,0,0,0,0,0
"pattern_158",0,0,0,0,0,0,0,0
"pattern_159",0,0.2,0,0,0,0,0,0
"pattern_160",0,0.333333333333333,0,0,0,0,0,0
"pattern_113",0,0.333333333333333,0,0,0,0,0,0
"pattern_127",0,0,0,0,0,0,0,0
"pattern_148",0,0,0,0,0,0,0,0
"pattern_149",0,0.166666666666667,0,0,0,0,0,0
"pattern_164",0,0.333333333333333,0,0,0,0,0,0
"pattern_172",0,0,0,0,0,0,0,0
"pattern_131",0,0.166666666666667,0,0,0,0,0,0
"pattern_132",0,0,0,0,0,0,0,0
"pattern_143",0,0.2,0,0,0,0,0,0
"pattern_177",0,0.333333333333333,0,0,0,0,0,0
"pattern_83",0,0.2,0,0,0,0,0,0
"pattern_92",0,0.333333333333333,0,0,0,0,0,0
"pattern_101",0,0.25,0,0,0,0,0,0
"pattern_109",0,0.333333333333333,0,0,0,0,0,0
"pattern_145",0,0.166666666666667,0,0,0,0,0,0
"pattern_146",0,0,0,0,0,0,0,0
"pattern_161",0,0.25,0,0,0,0,0,0
"pattern_170",0,0,0,0,0,0,0,0
"pattern_178",0,0.166666666666667,0,0,0,0,0,0
"pattern_183",0,0.142857142857143,0,0,0,0,0,0
"pattern_87",0,0.25,0,0,0,0,0,0
"pattern_120",0,0,0,0,0,0,0,0
"pattern_144",0,0,0,0,0,0,0,0
"pattern_180",0,0.5,0,0,0,0,0,0
"pattern_188",0,0.5,0,0,0,0,0,0
"pattern_197",0,0,0,0,0,0,0,0
"pattern_124",0,0,0,0,0,0,0,0
"pattern_147",0,0.25,0,0,0,0,0,0
"pattern_152",0,0.25,0,0,0,0,0,0
"pattern_162",0,0,0,0,0,0,0,0
"pattern_165",0,0.25,0,0,0,0,0,0
"pattern_168",0,0,0,0,0,0,0,0
"pattern_175",0,0,0,0,0,0,0,0
"pattern_176",0,0.2,0,0,0,0,0,0
"pattern_179",0,0,0,0,0,0,0,0
"pattern_181",0,0.142857142857143,0,0,0,0,0,0
"pattern_184",0,0.25,0,0,0,0,0,0
"pattern_186",0,0,0,0,0,0,0,0
"pattern_187",0,0,0,0,0,0,0,0
"pattern_191",0,0.142857142857143,0,0,0,0,0,0
"pattern_195",0,0,0,0,0,0,0,0
"pattern_205",0,0,0,0,0,0,0,0
"pattern_206",0,0,0,0,0,0,0,0
"pattern_207",0,0.166666666666667,0,0,0,0,0,0
"pattern_58",0,0.25,0,0,0,0,0,0
"pattern_102",0,0,0,0,0,0,0,0
"pattern_122",0,0,0,0,0,0,0,0
"pattern_128",0,0,0,0,0,0,0,0
"pattern_136",0,0,0,0,0,0,0,0
"pattern_138",0,0.2,0,0,0,0,0,0
"pattern_151",0,0.166666666666667,0,0,0,0,0,0
"pattern_155",0,0.166666666666667,0,0,0,0,0,0
"pattern_166",0,0,0,0,0,0,0,0
"pattern_167",0,0,0,0,0,0,0,0
"pattern_171",0,0,0,0,0,0,0,0
"pattern_173",0,0,0,0,0,0,0,0
"pattern_174",0,0,0,0,0,0,0,0
"pattern_182",0,0.2,0,0,0,0,0,0
"pattern_185",0,0.166666666666667,0,0,0,0,0,0
"pattern_189",0,0.2,0,0,0,0,0,0
"pattern_190",0,0.166666666666667,0,0,0,0,0,0
"pattern_192",0,0.2,0,0,0,0,0,0
"pattern_193",0,0.333333333333333,0,0,0,0,0,0
"pattern_194",0,0,0,0,0,0,0,0
"pattern_196",0,0,0,0,0,0,0,0
"pattern_198",0,0.25,0,0,0,0,0,0
"pattern_199",0,0,0,0,0,0,0,0
"pattern_200",0,0,0,0,0,0,0,0
"pattern_201",0,0,0,0,0,0,0,0
"pattern_202",0,0,0,0,0,0,0,0
"pattern_203",0,0,0,0,0,0,0,0
"pattern_204",0,0,0,0,0,0,0,0
"pattern_208",0,0.166666666666667,0,0,0,0,0,0
