bootstrap_id,n_draws,n_in_matrix,n_missing,prop_in_matrix
415,1608,1608,0,1
416,1608,1608,0,1
417,1608,1608,0,1
418,1608,1608,0,1
419,1608,1608,0,1
420,1608,1608,0,1
421,1608,1608,0,1
422,1608,1608,0,1
423,1608,1608,0,1
424,1608,1608,0,1
425,1608,1608,0,1
426,1608,1608,0,1
427,1608,1608,0,1
428,1608,1608,0,1
429,1608,1608,0,1
430,1608,1608,0,1
431,1608,1608,0,1
432,1608,1608,0,1
433,1608,1608,0,1
434,1608,1608,0,1
435,1608,1608,0,1
436,1608,1608,0,1
437,1608,1608,0,1
438,1608,1608,0,1
439,1608,1608,0,1
440,1608,1608,0,1
441,1608,1608,0,1
442,1608,1608,0,1
443,1608,1608,0,1
444,1608,1608,0,1
445,1608,1608,0,1
446,1608,1608,0,1
447,1608,1608,0,1
448,1608,1608,0,1
449,1608,1608,0,1
450,1608,1608,0,1
451,1608,1608,0,1
452,1608,1608,0,1
453,1608,1608,0,1
454,1608,1608,0,1
455,1608,1608,0,1
456,1608,1608,0,1
457,1608,1608,0,1
458,1608,1608,0,1
459,1608,1608,0,1
460,1608,1608,0,1
461,1608,1608,0,1
462,1608,1608,0,1
463,1608,1608,0,1
464,1608,1608,0,1
465,1608,1608,0,1
466,1608,1608,0,1
467,1608,1608,0,1
468,1608,1608,0,1
469,1608,1608,0,1
470,1608,1608,0,1
471,1608,1608,0,1
472,1608,1608,0,1
473,1608,1608,0,1
474,1608,1608,0,1
475,1608,1608,0,1
476,1608,1608,0,1
477,1608,1608,0,1
478,1608,1608,0,1
479,1608,1608,0,1
480,1608,1608,0,1
481,1608,1608,0,1
482,1608,1608,0,1
483,1608,1608,0,1
484,1608,1608,0,1
485,1608,1608,0,1
486,1608,1608,0,1
487,1608,1608,0,1
488,1608,1608,0,1
489,1608,1608,0,1
490,1608,1608,0,1
491,1608,1608,0,1
492,1608,1608,0,1
493,1608,1608,0,1
494,1608,1608,0,1
495,1608,1608,0,1
496,1608,1608,0,1
497,1608,1608,0,1
498,1608,1608,0,1
499,1608,1608,0,1
500,1608,1608,0,1
501,1608,1608,0,1
502,1608,1608,0,1
503,1608,1608,0,1
504,1608,1608,0,1
505,1608,1608,0,1
506,1608,1608,0,1
507,1608,1608,0,1
508,1608,1608,0,1
509,1608,1608,0,1
510,1608,1608,0,1
511,1608,1608,0,1
512,1608,1608,0,1
513,1608,1608,0,1
514,1608,1608,0,1
515,1608,1608,0,1
516,1608,1608,0,1
517,1608,1608,0,1
518,1608,1608,0,1
519,1608,1608,0,1
520,1608,1608,0,1
521,1608,1608,0,1
522,1608,1608,0,1
523,1608,1608,0,1
524,1608,1608,0,1
525,1608,1608,0,1
526,1608,1608,0,1
527,1608,1608,0,1
528,1608,1608,0,1
529,1608,1608,0,1
530,1608,1608,0,1
531,1608,1608,0,1
532,1608,1608,0,1
533,1608,1608,0,1
534,1608,1608,0,1
535,1608,1608,0,1
536,1608,1608,0,1
537,1608,1608,0,1
538,1608,1608,0,1
539,1608,1608,0,1
540,1608,1608,0,1
541,1608,1608,0,1
542,1608,1608,0,1
543,1608,1608,0,1
544,1608,1608,0,1
545,1608,1608,0,1
546,1608,1608,0,1
547,1608,1608,0,1
548,1608,1608,0,1
549,1608,1608,0,1
550,1608,1608,0,1
551,1608,1608,0,1
552,1608,1608,0,1
553,1608,1608,0,1
554,1608,1608,0,1
555,1608,1608,0,1
556,1608,1608,0,1
557,1608,1608,0,1
558,1608,1608,0,1
559,1608,1608,0,1
560,1608,1608,0,1
561,1608,1608,0,1
562,1608,1608,0,1
563,1608,1608,0,1
564,1608,1608,0,1
565,1608,1608,0,1
566,1608,1608,0,1
567,1608,1608,0,1
568,1608,1608,0,1
569,1608,1608,0,1
570,1608,1608,0,1
571,1608,1608,0,1
572,1608,1608,0,1
573,1608,1608,0,1
574,1608,1608,0,1
575,1608,1608,0,1
576,1608,1608,0,1
577,1608,1608,0,1
578,1608,1608,0,1
579,1608,1608,0,1
580,1608,1608,0,1
581,1608,1608,0,1
582,1608,1608,0,1
583,1608,1608,0,1
584,1608,1608,0,1
585,1608,1608,0,1
586,1608,1608,0,1
587,1608,1608,0,1
588,1608,1608,0,1
589,1608,1608,0,1
590,1608,1608,0,1
591,1608,1608,0,1
592,1608,1608,0,1
593,1608,1608,0,1
594,1608,1608,0,1
595,1608,1608,0,1
596,1608,1608,0,1
597,1608,1608,0,1
598,1608,1608,0,1
599,1608,1608,0,1
600,1608,1608,0,1
601,1608,1608,0,1
602,1608,1608,0,1
603,1608,1608,0,1
604,1608,1608,0,1
605,1608,1608,0,1
606,1608,1608,0,1
607,1608,1608,0,1
608,1608,1608,0,1
609,1608,1608,0,1
610,1608,1608,0,1
611,1608,1608,0,1
612,1608,1608,0,1
613,1608,1608,0,1
614,1608,1608,0,1
615,1608,1608,0,1
616,1608,1608,0,1
617,1608,1608,0,1
618,1608,1608,0,1
619,1608,1608,0,1
620,1608,1608,0,1
621,1608,1608,0,1
622,1608,1608,0,1
623,1608,1608,0,1
624,1608,1608,0,1
625,1608,1608,0,1
626,1608,1608,0,1
627,1608,1608,0,1
628,1608,1608,0,1
629,1608,1608,0,1
630,1608,1608,0,1
631,1608,1608,0,1
632,1608,1608,0,1
633,1608,1608,0,1
634,1608,1608,0,1
635,1608,1608,0,1
636,1608,1608,0,1
637,1608,1608,0,1
638,1608,1608,0,1
639,1608,1608,0,1
640,1608,1608,0,1
641,1608,1608,0,1
642,1608,1608,0,1
643,1608,1608,0,1
644,1608,1608,0,1
645,1608,1608,0,1
646,1608,1608,0,1
647,1608,1608,0,1
648,1608,1608,0,1
649,1608,1608,0,1
650,1608,1608,0,1
651,1608,1608,0,1
652,1608,1608,0,1
653,1608,1608,0,1
654,1608,1608,0,1
655,1608,1608,0,1
656,1608,1608,0,1
657,1608,1608,0,1
658,1608,1608,0,1
659,1608,1608,0,1
660,1608,1608,0,1
661,1608,1608,0,1
662,1608,1608,0,1
663,1608,1608,0,1
664,1608,1608,0,1
665,1608,1608,0,1
666,1608,1608,0,1
667,1608,1608,0,1
668,1608,1608,0,1
669,1608,1608,0,1
670,1608,1608,0,1
671,1608,1608,0,1
672,1608,1608,0,1
673,1608,1608,0,1
674,1608,1608,0,1
675,1608,1608,0,1
676,1608,1608,0,1
677,1608,1608,0,1
678,1608,1608,0,1
679,1608,1608,0,1
680,1608,1608,0,1
681,1608,1608,0,1
682,1608,1608,0,1
683,1608,1608,0,1
684,1608,1608,0,1
685,1608,1608,0,1
686,1608,1608,0,1
687,1608,1608,0,1
688,1608,1608,0,1
689,1608,1608,0,1
690,1608,1608,0,1
691,1608,1608,0,1
692,1608,1608,0,1
693,1608,1608,0,1
694,1608,1608,0,1
695,1608,1608,0,1
696,1608,1608,0,1
697,1608,1608,0,1
698,1608,1608,0,1
699,1608,1608,0,1
700,1608,1608,0,1
701,1608,1608,0,1
702,1608,1608,0,1
703,1608,1608,0,1
704,1608,1608,0,1
705,1608,1608,0,1
706,1608,1608,0,1
707,1608,1608,0,1
708,1608,1608,0,1
709,1608,1608,0,1
710,1608,1608,0,1
711,1608,1608,0,1
712,1608,1608,0,1
713,1608,1608,0,1
714,1608,1608,0,1
715,1608,1608,0,1
716,1608,1608,0,1
717,1608,1608,0,1
718,1608,1608,0,1
719,1608,1608,0,1
720,1608,1608,0,1
721,1608,1608,0,1
722,1608,1608,0,1
723,1608,1608,0,1
724,1608,1608,0,1
725,1608,1608,0,1
726,1608,1608,0,1
727,1608,1608,0,1
728,1608,1608,0,1
729,1608,1608,0,1
730,1608,1608,0,1
731,1608,1608,0,1
732,1608,1608,0,1
733,1608,1608,0,1
734,1608,1608,0,1
735,1608,1608,0,1
736,1608,1608,0,1
737,1608,1608,0,1
738,1608,1608,0,1
739,1608,1608,0,1
740,1608,1608,0,1
741,1608,1608,0,1
742,1608,1608,0,1
743,1608,1608,0,1
744,1608,1608,0,1
745,1608,1608,0,1
746,1608,1608,0,1
747,1608,1608,0,1
748,1608,1608,0,1
749,1608,1608,0,1
750,1608,1608,0,1
751,1608,1608,0,1
752,1608,1608,0,1
753,1608,1608,0,1
754,1608,1608,0,1
755,1608,1608,0,1
756,1608,1608,0,1
757,1608,1608,0,1
758,1608,1608,0,1
759,1608,1608,0,1
760,1608,1608,0,1
761,1608,1608,0,1
762,1608,1608,0,1
763,1608,1608,0,1
764,1608,1608,0,1
765,1608,1608,0,1
766,1608,1608,0,1
767,1608,1608,0,1
768,1608,1608,0,1
769,1608,1608,0,1
770,1608,1608,0,1
771,1608,1608,0,1
772,1608,1608,0,1
773,1608,1608,0,1
774,1608,1608,0,1
775,1608,1608,0,1
776,1608,1608,0,1
777,1608,1608,0,1
778,1608,1608,0,1
779,1608,1608,0,1
780,1608,1608,0,1
781,1608,1608,0,1
782,1608,1608,0,1
783,1608,1608,0,1
784,1608,1608,0,1
785,1608,1608,0,1
786,1608,1608,0,1
787,1608,1608,0,1
788,1608,1608,0,1
789,1608,1608,0,1
790,1608,1608,0,1
791,1608,1608,0,1
792,1608,1608,0,1
793,1608,1608,0,1
794,1608,1608,0,1
795,1608,1608,0,1
796,1608,1608,0,1
797,1608,1608,0,1
798,1608,1608,0,1
799,1608,1608,0,1
800,1608,1608,0,1
801,1608,1608,0,1
802,1608,1608,0,1
803,1608,1608,0,1
804,1608,1608,0,1
805,1608,1608,0,1
806,1608,1608,0,1
807,1608,1608,0,1
808,1608,1608,0,1
809,1608,1608,0,1
810,1608,1608,0,1
811,1608,1608,0,1
812,1608,1608,0,1
813,1608,1608,0,1
814,1608,1608,0,1
815,1608,1608,0,1
816,1608,1608,0,1
817,1608,1608,0,1
818,1608,1608,0,1
819,1608,1608,0,1
820,1608,1608,0,1
821,1608,1608,0,1
822,1608,1608,0,1
823,1608,1608,0,1
824,1608,1608,0,1
825,1608,1608,0,1
826,1608,1608,0,1
827,1608,1608,0,1
828,1608,1608,0,1
829,1608,1608,0,1
830,1608,1608,0,1
831,1608,1608,0,1
832,1608,1608,0,1
833,1608,1608,0,1
834,1608,1608,0,1
835,1608,1608,0,1
836,1608,1608,0,1
837,1608,1608,0,1
838,1608,1608,0,1
839,1608,1608,0,1
840,1608,1608,0,1
841,1608,1608,0,1
842,1608,1608,0,1
843,1608,1608,0,1
844,1608,1608,0,1
845,1608,1608,0,1
846,1608,1608,0,1
847,1608,1608,0,1
848,1608,1608,0,1
849,1608,1608,0,1
850,1608,1608,0,1
851,1608,1608,0,1
852,1608,1608,0,1
853,1608,1608,0,1
854,1608,1608,0,1
855,1608,1608,0,1
856,1608,1608,0,1
857,1608,1608,0,1
858,1608,1608,0,1
859,1608,1608,0,1
860,1608,1608,0,1
861,1608,1608,0,1
862,1608,1608,0,1
863,1608,1608,0,1
864,1608,1608,0,1
865,1608,1608,0,1
866,1608,1608,0,1
867,1608,1608,0,1
868,1608,1608,0,1
869,1608,1608,0,1
870,1608,1608,0,1
871,1608,1608,0,1
872,1608,1608,0,1
873,1608,1608,0,1
874,1608,1608,0,1
875,1608,1608,0,1
876,1608,1608,0,1
877,1608,1608,0,1
878,1608,1608,0,1
879,1608,1608,0,1
880,1608,1608,0,1
881,1608,1608,0,1
882,1608,1608,0,1
883,1608,1608,0,1
884,1608,1608,0,1
885,1608,1608,0,1
886,1608,1608,0,1
887,1608,1608,0,1
888,1608,1608,0,1
889,1608,1608,0,1
890,1608,1608,0,1
891,1608,1608,0,1
892,1608,1608,0,1
893,1608,1608,0,1
894,1608,1608,0,1
895,1608,1608,0,1
896,1608,1608,0,1
897,1608,1608,0,1
898,1608,1608,0,1
899,1608,1608,0,1
900,1608,1608,0,1
901,1608,1608,0,1
902,1608,1608,0,1
903,1608,1608,0,1
904,1608,1608,0,1
905,1608,1608,0,1
906,1608,1608,0,1
907,1608,1608,0,1
908,1608,1608,0,1
909,1608,1608,0,1
910,1608,1608,0,1
911,1608,1608,0,1
912,1608,1608,0,1
913,1608,1608,0,1
914,1608,1608,0,1
915,1608,1608,0,1
916,1608,1608,0,1
917,1608,1608,0,1
918,1608,1608,0,1
919,1608,1608,0,1
920,1608,1608,0,1
921,1608,1608,0,1
922,1608,1608,0,1
923,1608,1608,0,1
924,1608,1608,0,1
925,1608,1608,0,1
926,1608,1608,0,1
927,1608,1608,0,1
928,1608,1608,0,1
929,1608,1608,0,1
930,1608,1608,0,1
931,1608,1608,0,1
932,1608,1608,0,1
933,1608,1608,0,1
934,1608,1608,0,1
935,1608,1608,0,1
936,1608,1608,0,1
937,1608,1608,0,1
938,1608,1608,0,1
939,1608,1608,0,1
940,1608,1608,0,1
941,1608,1608,0,1
942,1608,1608,0,1
943,1608,1608,0,1
944,1608,1608,0,1
945,1608,1608,0,1
946,1608,1608,0,1
947,1608,1608,0,1
948,1608,1608,0,1
949,1608,1608,0,1
950,1608,1608,0,1
951,1608,1608,0,1
952,1608,1608,0,1
953,1608,1608,0,1
954,1608,1608,0,1
955,1608,1608,0,1
956,1608,1608,0,1
957,1608,1608,0,1
958,1608,1608,0,1
959,1608,1608,0,1
960,1608,1608,0,1
961,1608,1608,0,1
962,1608,1608,0,1
963,1608,1608,0,1
964,1608,1608,0,1
965,1608,1608,0,1
966,1608,1608,0,1
967,1608,1608,0,1
968,1608,1608,0,1
969,1608,1608,0,1
970,1608,1608,0,1
971,1608,1608,0,1
972,1608,1608,0,1
973,1608,1608,0,1
974,1608,1608,0,1
975,1608,1608,0,1
976,1608,1608,0,1
977,1608,1608,0,1
978,1608,1608,0,1
979,1608,1608,0,1
980,1608,1608,0,1
981,1608,1608,0,1
982,1608,1608,0,1
983,1608,1608,0,1
984,1608,1608,0,1
985,1608,1608,0,1
986,1608,1608,0,1
987,1608,1608,0,1
988,1608,1608,0,1
989,1608,1608,0,1
990,1608,1608,0,1
991,1608,1608,0,1
992,1608,1608,0,1
993,1608,1608,0,1
994,1608,1608,0,1
995,1608,1608,0,1
996,1608,1608,0,1
997,1608,1608,0,1
998,1608,1608,0,1
999,1608,1608,0,1
1000,1608,1608,0,1
