bootstrap_id,comparison_region,subsample,n_draws,n_unique_people,unique_share
10,EUROPE,RENOVISOR,602,379,0.6295681063122923
10,EUROPE,WHY_EUROPE,118,108,0.9152542372881356
10,LATAM,WHY_LATAM,608,273,0.44901315789473684
11,EUROPE,DIEGO,227,212,0.933920704845815
11,EUROPE,RENOVISOR,617,389,0.6304700162074555
11,EUROPE,WHY_EUROPE,156,142,0.9102564102564102
11,LATAM,WHY_LATAM,608,271,0.4457236842105263
12,EUROPE,DIEGO,237,224,0.9451476793248945
12,EUROPE,RENOVISOR,624,406,0.6506410256410257
12,EUROPE,WHY_EUROPE,139,124,0.8920863309352518
12,LATAM,WHY_LATAM,608,278,0.45723684210526316
13,EUROPE,DIEGO,232,221,0.9525862068965517
13,EUROPE,RENOVISOR,616,385,0.625
13,EUROPE,WHY_EUROPE,152,139,0.9144736842105263
13,LATAM,WHY_LATAM,608,260,0.4276315789473684
14,EUROPE,DIEGO,260,245,0.9423076923076923
14,EUROPE,RENOVISOR,608,384,0.631578947368421
14,EUROPE,WHY_EUROPE,132,114,0.8636363636363636
14,LATAM,WHY_LATAM,608,259,0.42598684210526316
15,EUROPE,DIEGO,262,242,0.9236641221374046
15,EUROPE,RENOVISOR,621,398,0.6409017713365539
15,EUROPE,WHY_EUROPE,117,109,0.9316239316239316
15,LATAM,WHY_LATAM,608,260,0.4276315789473684
16,EUROPE,DIEGO,250,224,0.896
16,EUROPE,RENOVISOR,605,386,0.6380165289256199
16,EUROPE,WHY_EUROPE,145,136,0.9379310344827586
16,LATAM,WHY_LATAM,608,266,0.4375
17,EUROPE,DIEGO,258,233,0.9031007751937985
17,EUROPE,RENOVISOR,626,383,0.6118210862619808
17,EUROPE,WHY_EUROPE,116,106,0.9137931034482759
17,LATAM,WHY_LATAM,608,252,0.4144736842105263
18,EUROPE,DIEGO,247,230,0.9311740890688259
18,EUROPE,RENOVISOR,618,381,0.616504854368932
18,EUROPE,WHY_EUROPE,135,123,0.9111111111111111
18,LATAM,WHY_LATAM,608,256,0.42105263157894735
19,EUROPE,DIEGO,261,243,0.9310344827586207
19,EUROPE,RENOVISOR,607,387,0.6375617792421746
19,EUROPE,WHY_EUROPE,132,121,0.9166666666666666
19,LATAM,WHY_LATAM,608,269,0.44243421052631576
20,EUROPE,DIEGO,251,230,0.9163346613545816
20,EUROPE,RENOVISOR,619,393,0.6348949919224556
20,EUROPE,WHY_EUROPE,130,121,0.9307692307692308
20,LATAM,WHY_LATAM,608,265,0.43585526315789475
21,EUROPE,DIEGO,233,213,0.9141630901287554
21,EUROPE,RENOVISOR,611,382,0.6252045826513911
21,EUROPE,WHY_EUROPE,156,135,0.8653846153846154
21,LATAM,WHY_LATAM,608,267,0.43914473684210525
22,EUROPE,DIEGO,260,241,0.926923076923077
22,EUROPE,RENOVISOR,611,389,0.6366612111292962
22,EUROPE,WHY_EUROPE,129,123,0.9534883720930233
22,LATAM,WHY_LATAM,608,265,0.43585526315789475
23,EUROPE,DIEGO,258,242,0.937984496124031
23,EUROPE,RENOVISOR,594,376,0.632996632996633
23,EUROPE,WHY_EUROPE,148,138,0.9324324324324325
23,LATAM,WHY_LATAM,608,264,0.4342105263157895
24,EUROPE,DIEGO,229,215,0.9388646288209607
24,EUROPE,RENOVISOR,616,390,0.6331168831168831
24,EUROPE,WHY_EUROPE,155,139,0.896774193548387
24,LATAM,WHY_LATAM,608,260,0.4276315789473684
25,EUROPE,DIEGO,251,226,0.900398406374502
25,EUROPE,RENOVISOR,608,372,0.6118421052631579
25,EUROPE,WHY_EUROPE,141,133,0.9432624113475178
25,LATAM,WHY_LATAM,608,263,0.43256578947368424
26,EUROPE,DIEGO,246,230,0.9349593495934959
26,EUROPE,RENOVISOR,609,376,0.6174055829228243
26,EUROPE,WHY_EUROPE,145,136,0.9379310344827586
26,LATAM,WHY_LATAM,608,261,0.4292763157894737
27,EUROPE,DIEGO,268,248,0.9253731343283582
27,EUROPE,RENOVISOR,619,393,0.6348949919224556
27,EUROPE,WHY_EUROPE,113,107,0.9469026548672567
27,LATAM,WHY_LATAM,608,270,0.4440789473684211
28,EUROPE,DIEGO,261,238,0.9118773946360154
28,EUROPE,RENOVISOR,597,371,0.6214405360134003
28,EUROPE,WHY_EUROPE,142,129,0.9084507042253521
28,LATAM,WHY_LATAM,608,254,0.41776315789473684
29,EUROPE,DIEGO,249,227,0.9116465863453815
29,EUROPE,RENOVISOR,609,378,0.6206896551724138
29,EUROPE,WHY_EUROPE,142,129,0.9084507042253521
29,LATAM,WHY_LATAM,608,258,0.4243421052631579
30,EUROPE,DIEGO,256,240,0.9375
30,EUROPE,RENOVISOR,602,375,0.6229235880398671
30,EUROPE,WHY_EUROPE,142,133,0.9366197183098591
30,LATAM,WHY_LATAM,608,270,0.4440789473684211
31,EUROPE,DIEGO,244,228,0.9344262295081968
31,EUROPE,RENOVISOR,617,390,0.6320907617504052
31,EUROPE,WHY_EUROPE,139,125,0.8992805755395683
31,LATAM,WHY_LATAM,608,264,0.4342105263157895
32,EUROPE,DIEGO,247,231,0.9352226720647774
32,EUROPE,RENOVISOR,622,396,0.6366559485530546
32,EUROPE,WHY_EUROPE,131,118,0.9007633587786259
32,LATAM,WHY_LATAM,608,275,0.45230263157894735
33,EUROPE,DIEGO,251,235,0.9362549800796812
33,EUROPE,RENOVISOR,610,387,0.6344262295081967
33,EUROPE,WHY_EUROPE,139,128,0.920863309352518
33,LATAM,WHY_LATAM,608,264,0.4342105263157895
34,EUROPE,DIEGO,260,243,0.9346153846153846
34,EUROPE,RENOVISOR,607,389,0.6408566721581549
34,EUROPE,WHY_EUROPE,133,128,0.9624060150375939
34,LATAM,WHY_LATAM,608,267,0.43914473684210525
35,EUROPE,DIEGO,247,228,0.9230769230769231
35,EUROPE,RENOVISOR,597,390,0.6532663316582915
35,EUROPE,WHY_EUROPE,156,141,0.9038461538461539
35,LATAM,WHY_LATAM,608,253,0.4161184210526316
36,EUROPE,DIEGO,248,231,0.9314516129032258
36,EUROPE,RENOVISOR,617,389,0.6304700162074555
36,EUROPE,WHY_EUROPE,135,125,0.9259259259259259
36,LATAM,WHY_LATAM,608,274,0.4506578947368421
37,EUROPE,DIEGO,273,251,0.9194139194139194
37,EUROPE,RENOVISOR,609,395,0.6486042692939245
37,EUROPE,WHY_EUROPE,118,108,0.9152542372881356
37,LATAM,WHY_LATAM,608,271,0.4457236842105263
38,EUROPE,DIEGO,254,234,0.9212598425196851
38,EUROPE,RENOVISOR,613,389,0.634584013050571
38,EUROPE,WHY_EUROPE,133,120,0.9022556390977443
38,LATAM,WHY_LATAM,608,259,0.42598684210526316
39,EUROPE,DIEGO,251,231,0.9203187250996016
39,EUROPE,RENOVISOR,606,379,0.6254125412541254
39,EUROPE,WHY_EUROPE,143,125,0.8741258741258742
39,LATAM,WHY_LATAM,608,274,0.4506578947368421
40,EUROPE,DIEGO,252,238,0.9444444444444444
40,EUROPE,RENOVISOR,614,406,0.6612377850162866
40,EUROPE,WHY_EUROPE,134,125,0.9328358208955224
40,LATAM,WHY_LATAM,608,273,0.44901315789473684
41,EUROPE,DIEGO,247,230,0.9311740890688259
41,EUROPE,RENOVISOR,619,384,0.6203554119547657
41,EUROPE,WHY_EUROPE,134,125,0.9328358208955224
41,LATAM,WHY_LATAM,608,261,0.4292763157894737
42,EUROPE,DIEGO,269,249,0.9256505576208178
42,EUROPE,RENOVISOR,606,381,0.6287128712871287
42,EUROPE,WHY_EUROPE,125,119,0.952
42,LATAM,WHY_LATAM,608,266,0.4375
43,EUROPE,DIEGO,267,242,0.9063670411985019
43,EUROPE,RENOVISOR,601,378,0.6289517470881864
43,EUROPE,WHY_EUROPE,132,125,0.946969696969697
43,LATAM,WHY_LATAM,608,281,0.4621710526315789
44,EUROPE,DIEGO,254,239,0.9409448818897638
44,EUROPE,RENOVISOR,603,371,0.615257048092869
44,EUROPE,WHY_EUROPE,143,129,0.9020979020979021
44,LATAM,WHY_LATAM,608,272,0.4473684210526316
45,EUROPE,DIEGO,248,227,0.9153225806451613
45,EUROPE,RENOVISOR,607,383,0.6309719934102141
45,EUROPE,WHY_EUROPE,145,133,0.9172413793103448
45,LATAM,WHY_LATAM,608,272,0.4473684210526316
46,EUROPE,DIEGO,267,246,0.9213483146067416
46,EUROPE,RENOVISOR,607,384,0.6326194398682042
46,EUROPE,WHY_EUROPE,126,118,0.9365079365079365
46,LATAM,WHY_LATAM,608,268,0.4407894736842105
47,EUROPE,DIEGO,255,236,0.9254901960784314
47,EUROPE,RENOVISOR,602,377,0.6262458471760798
47,EUROPE,WHY_EUROPE,143,129,0.9020979020979021
47,LATAM,WHY_LATAM,608,269,0.44243421052631576
48,EUROPE,DIEGO,235,218,0.9276595744680851
48,EUROPE,RENOVISOR,619,392,0.6332794830371568
48,EUROPE,WHY_EUROPE,146,138,0.9452054794520548
48,LATAM,WHY_LATAM,608,256,0.42105263157894735
49,EUROPE,DIEGO,257,232,0.9027237354085603
49,EUROPE,RENOVISOR,615,385,0.6260162601626016
49,EUROPE,WHY_EUROPE,128,116,0.90625
49,LATAM,WHY_LATAM,608,272,0.4473684210526316
50,EUROPE,DIEGO,235,216,0.9191489361702128
50,EUROPE,RENOVISOR,616,388,0.6298701298701299
50,EUROPE,WHY_EUROPE,149,137,0.9194630872483222
50,LATAM,WHY_LATAM,608,269,0.44243421052631576
51,EUROPE,DIEGO,241,218,0.9045643153526971
51,EUROPE,RENOVISOR,613,382,0.6231647634584013
51,EUROPE,WHY_EUROPE,146,140,0.958904109589041
51,LATAM,WHY_LATAM,608,259,0.42598684210526316
52,EUROPE,DIEGO,251,230,0.9163346613545816
52,EUROPE,RENOVISOR,610,392,0.6426229508196721
52,EUROPE,WHY_EUROPE,139,128,0.920863309352518
52,LATAM,WHY_LATAM,608,267,0.43914473684210525
53,EUROPE,DIEGO,251,232,0.9243027888446215
53,EUROPE,RENOVISOR,605,383,0.6330578512396694
53,EUROPE,WHY_EUROPE,144,130,0.9027777777777778
53,LATAM,WHY_LATAM,608,263,0.43256578947368424
54,EUROPE,DIEGO,260,238,0.9153846153846154
54,EUROPE,RENOVISOR,603,372,0.6169154228855721
54,EUROPE,WHY_EUROPE,137,128,0.9343065693430657
54,LATAM,WHY_LATAM,608,262,0.4309210526315789
55,EUROPE,DIEGO,252,234,0.9285714285714286
55,EUROPE,RENOVISOR,612,399,0.6519607843137255
55,EUROPE,WHY_EUROPE,136,128,0.9411764705882353
55,LATAM,WHY_LATAM,608,258,0.4243421052631579
56,EUROPE,DIEGO,249,218,0.8755020080321285
56,EUROPE,RENOVISOR,608,379,0.6233552631578947
56,EUROPE,WHY_EUROPE,143,130,0.9090909090909091
56,LATAM,WHY_LATAM,608,256,0.42105263157894735
57,EUROPE,DIEGO,240,218,0.9083333333333333
57,EUROPE,RENOVISOR,611,386,0.6317512274959084
57,EUROPE,WHY_EUROPE,149,136,0.912751677852349
57,LATAM,WHY_LATAM,608,261,0.4292763157894737
58,EUROPE,DIEGO,247,226,0.9149797570850202
58,EUROPE,RENOVISOR,614,384,0.6254071661237784
58,EUROPE,WHY_EUROPE,139,130,0.935251798561151
58,LATAM,WHY_LATAM,608,273,0.44901315789473684
59,EUROPE,DIEGO,235,214,0.9106382978723404
59,EUROPE,RENOVISOR,620,400,0.6451612903225806
59,EUROPE,WHY_EUROPE,145,133,0.9172413793103448
59,LATAM,WHY_LATAM,608,273,0.44901315789473684
60,EUROPE,DIEGO,248,227,0.9153225806451613
60,EUROPE,RENOVISOR,614,387,0.6302931596091205
60,EUROPE,WHY_EUROPE,138,132,0.9565217391304348
60,LATAM,WHY_LATAM,608,268,0.4407894736842105
61,EUROPE,DIEGO,253,238,0.9407114624505929
61,EUROPE,RENOVISOR,608,386,0.6348684210526315
61,EUROPE,WHY_EUROPE,139,127,0.9136690647482014
61,LATAM,WHY_LATAM,608,271,0.4457236842105263
62,EUROPE,DIEGO,259,239,0.9227799227799228
62,EUROPE,RENOVISOR,615,384,0.624390243902439
62,EUROPE,WHY_EUROPE,126,112,0.8888888888888888
62,LATAM,WHY_LATAM,608,262,0.4309210526315789
63,EUROPE,DIEGO,257,237,0.9221789883268483
63,EUROPE,RENOVISOR,606,372,0.6138613861386139
63,EUROPE,WHY_EUROPE,137,125,0.9124087591240876
63,LATAM,WHY_LATAM,608,267,0.43914473684210525
64,EUROPE,DIEGO,251,230,0.9163346613545816
64,EUROPE,RENOVISOR,612,401,0.6552287581699346
64,EUROPE,WHY_EUROPE,137,125,0.9124087591240876
64,LATAM,WHY_LATAM,608,259,0.42598684210526316
65,EUROPE,DIEGO,250,222,0.888
65,EUROPE,RENOVISOR,603,382,0.6334991708126037
65,EUROPE,WHY_EUROPE,147,136,0.9251700680272109
65,LATAM,WHY_LATAM,608,266,0.4375
66,EUROPE,DIEGO,249,225,0.9036144578313253
66,EUROPE,RENOVISOR,625,402,0.6432
66,EUROPE,WHY_EUROPE,126,118,0.9365079365079365
66,LATAM,WHY_LATAM,608,267,0.43914473684210525
67,EUROPE,DIEGO,252,236,0.9365079365079365
67,EUROPE,RENOVISOR,606,392,0.6468646864686468
67,EUROPE,WHY_EUROPE,142,131,0.9225352112676056
67,LATAM,WHY_LATAM,608,260,0.4276315789473684
68,EUROPE,DIEGO,269,245,0.9107806691449815
68,EUROPE,RENOVISOR,589,376,0.6383701188455009
68,EUROPE,WHY_EUROPE,142,130,0.9154929577464789
68,LATAM,WHY_LATAM,608,263,0.43256578947368424
69,EUROPE,DIEGO,254,238,0.937007874015748
69,EUROPE,RENOVISOR,605,395,0.6528925619834711
69,EUROPE,WHY_EUROPE,141,129,0.9148936170212766
69,LATAM,WHY_LATAM,608,261,0.4292763157894737
70,EUROPE,DIEGO,266,235,0.8834586466165414
70,EUROPE,RENOVISOR,588,376,0.6394557823129252
70,EUROPE,WHY_EUROPE,146,137,0.9383561643835616
70,LATAM,WHY_LATAM,608,276,0.45394736842105265
71,EUROPE,DIEGO,248,227,0.9153225806451613
71,EUROPE,RENOVISOR,618,379,0.6132686084142395
71,EUROPE,WHY_EUROPE,134,121,0.9029850746268657
71,LATAM,WHY_LATAM,608,279,0.4588815789473684
72,EUROPE,DIEGO,230,219,0.9521739130434783
72,EUROPE,RENOVISOR,624,392,0.6282051282051282
72,EUROPE,WHY_EUROPE,146,129,0.8835616438356164
72,LATAM,WHY_LATAM,608,261,0.4292763157894737
73,EUROPE,DIEGO,277,252,0.9097472924187726
73,EUROPE,RENOVISOR,596,386,0.6476510067114094
73,EUROPE,WHY_EUROPE,127,122,0.9606299212598425
73,LATAM,WHY_LATAM,608,263,0.43256578947368424
74,EUROPE,DIEGO,248,240,0.967741935483871
74,EUROPE,RENOVISOR,609,393,0.645320197044335
74,EUROPE,WHY_EUROPE,143,132,0.9230769230769231
74,LATAM,WHY_LATAM,608,274,0.4506578947368421
75,EUROPE,DIEGO,250,234,0.936
75,EUROPE,RENOVISOR,624,402,0.6442307692307693
75,EUROPE,WHY_EUROPE,126,117,0.9285714285714286
75,LATAM,WHY_LATAM,608,277,0.4555921052631579
76,EUROPE,DIEGO,244,228,0.9344262295081968
76,EUROPE,RENOVISOR,628,393,0.6257961783439491
76,EUROPE,WHY_EUROPE,128,122,0.953125
76,LATAM,WHY_LATAM,608,266,0.4375
77,EUROPE,DIEGO,223,212,0.9506726457399103
77,EUROPE,RENOVISOR,610,397,0.6508196721311476
77,EUROPE,WHY_EUROPE,167,151,0.9041916167664671
77,LATAM,WHY_LATAM,608,274,0.4506578947368421
78,EUROPE,DIEGO,251,225,0.896414342629482
78,EUROPE,RENOVISOR,608,388,0.6381578947368421
78,EUROPE,WHY_EUROPE,141,124,0.8794326241134752
78,LATAM,WHY_LATAM,608,266,0.4375
79,EUROPE,DIEGO,242,226,0.9338842975206612
79,EUROPE,RENOVISOR,615,387,0.6292682926829268
79,EUROPE,WHY_EUROPE,143,136,0.951048951048951
79,LATAM,WHY_LATAM,608,263,0.43256578947368424
80,EUROPE,DIEGO,254,236,0.9291338582677166
80,EUROPE,RENOVISOR,603,388,0.6434494195688225
80,EUROPE,WHY_EUROPE,143,131,0.916083916083916
80,LATAM,WHY_LATAM,608,266,0.4375
81,EUROPE,DIEGO,253,235,0.9288537549407114
81,EUROPE,RENOVISOR,610,398,0.6524590163934426
81,EUROPE,WHY_EUROPE,137,128,0.9343065693430657
81,LATAM,WHY_LATAM,608,261,0.4292763157894737
82,EUROPE,DIEGO,266,244,0.9172932330827067
82,EUROPE,RENOVISOR,602,387,0.6428571428571429
82,EUROPE,WHY_EUROPE,132,124,0.9393939393939394
82,LATAM,WHY_LATAM,608,258,0.4243421052631579
83,EUROPE,DIEGO,259,236,0.9111969111969112
83,EUROPE,RENOVISOR,612,390,0.6372549019607843
83,EUROPE,WHY_EUROPE,129,118,0.9147286821705426
83,LATAM,WHY_LATAM,608,269,0.44243421052631576
84,EUROPE,DIEGO,241,217,0.9004149377593361
84,EUROPE,RENOVISOR,610,398,0.6524590163934426
84,EUROPE,WHY_EUROPE,149,138,0.9261744966442953
84,LATAM,WHY_LATAM,608,267,0.43914473684210525
85,EUROPE,DIEGO,253,236,0.932806324110672
85,EUROPE,RENOVISOR,614,406,0.6612377850162866
85,EUROPE,WHY_EUROPE,133,125,0.9398496240601504
85,LATAM,WHY_LATAM,608,275,0.45230263157894735
86,EUROPE,DIEGO,241,222,0.921161825726141
86,EUROPE,RENOVISOR,607,393,0.6474464579901154
86,EUROPE,WHY_EUROPE,152,145,0.9539473684210527
86,LATAM,WHY_LATAM,608,258,0.4243421052631579
87,EUROPE,DIEGO,235,216,0.9191489361702128
87,EUROPE,RENOVISOR,616,390,0.6331168831168831
87,EUROPE,WHY_EUROPE,149,139,0.9328859060402684
87,LATAM,WHY_LATAM,608,260,0.4276315789473684
88,EUROPE,DIEGO,257,240,0.933852140077821
88,EUROPE,RENOVISOR,601,393,0.653910149750416
88,EUROPE,WHY_EUROPE,142,129,0.9084507042253521
88,LATAM,WHY_LATAM,608,266,0.4375
89,EUROPE,DIEGO,233,212,0.9098712446351931
89,EUROPE,RENOVISOR,618,402,0.6504854368932039
89,EUROPE,WHY_EUROPE,149,133,0.8926174496644296
89,LATAM,WHY_LATAM,608,268,0.4407894736842105
90,EUROPE,DIEGO,259,232,0.8957528957528957
90,EUROPE,RENOVISOR,619,384,0.6203554119547657
90,EUROPE,WHY_EUROPE,122,114,0.9344262295081968
90,LATAM,WHY_LATAM,608,258,0.4243421052631579
91,EUROPE,DIEGO,259,240,0.9266409266409267
91,EUROPE,RENOVISOR,620,400,0.6451612903225806
91,EUROPE,WHY_EUROPE,121,111,0.9173553719008265
91,LATAM,WHY_LATAM,608,266,0.4375
92,EUROPE,DIEGO,236,217,0.9194915254237288
92,EUROPE,RENOVISOR,612,389,0.6356209150326797
92,EUROPE,WHY_EUROPE,152,144,0.9473684210526315
92,LATAM,WHY_LATAM,608,263,0.43256578947368424
93,EUROPE,DIEGO,243,222,0.9135802469135802
93,EUROPE,RENOVISOR,614,388,0.6319218241042345
93,EUROPE,WHY_EUROPE,143,135,0.9440559440559441
93,LATAM,WHY_LATAM,608,262,0.4309210526315789
94,EUROPE,DIEGO,255,238,0.9333333333333333
94,EUROPE,RENOVISOR,610,389,0.6377049180327868
94,EUROPE,WHY_EUROPE,135,126,0.9333333333333333
94,LATAM,WHY_LATAM,608,274,0.4506578947368421
95,EUROPE,DIEGO,256,244,0.953125
95,EUROPE,RENOVISOR,609,400,0.6568144499178982
95,EUROPE,WHY_EUROPE,135,127,0.9407407407407408
95,LATAM,WHY_LATAM,608,255,0.4194078947368421
96,EUROPE,DIEGO,263,239,0.908745247148289
96,EUROPE,RENOVISOR,596,384,0.6442953020134228
96,EUROPE,WHY_EUROPE,141,131,0.9290780141843972
96,LATAM,WHY_LATAM,608,259,0.42598684210526316
97,EUROPE,DIEGO,242,225,0.9297520661157025
97,EUROPE,RENOVISOR,622,411,0.6607717041800643
97,EUROPE,WHY_EUROPE,136,127,0.9338235294117647
97,LATAM,WHY_LATAM,608,270,0.4440789473684211
98,EUROPE,DIEGO,253,237,0.9367588932806324
98,EUROPE,RENOVISOR,611,385,0.630114566284779
98,EUROPE,WHY_EUROPE,136,124,0.9117647058823529
98,LATAM,WHY_LATAM,608,274,0.4506578947368421
99,EUROPE,DIEGO,245,228,0.9306122448979591
99,EUROPE,RENOVISOR,613,392,0.6394779771615008
99,EUROPE,WHY_EUROPE,142,131,0.9225352112676056
99,LATAM,WHY_LATAM,608,273,0.44901315789473684
100,EUROPE,DIEGO,261,242,0.9272030651340997
100,EUROPE,RENOVISOR,602,384,0.6378737541528239
100,EUROPE,WHY_EUROPE,137,125,0.9124087591240876
100,LATAM,WHY_LATAM,608,265,0.43585526315789475
101,EUROPE,DIEGO,261,235,0.9003831417624522
101,EUROPE,RENOVISOR,607,380,0.6260296540362438
101,EUROPE,WHY_EUROPE,132,122,0.9242424242424242
101,LATAM,WHY_LATAM,608,256,0.42105263157894735
102,EUROPE,DIEGO,248,226,0.9112903225806451
102,EUROPE,RENOVISOR,611,381,0.6235679214402619
102,EUROPE,WHY_EUROPE,141,129,0.9148936170212766
102,LATAM,WHY_LATAM,608,254,0.41776315789473684
103,EUROPE,DIEGO,252,229,0.9087301587301587
103,EUROPE,RENOVISOR,598,382,0.6387959866220736
103,EUROPE,WHY_EUROPE,150,134,0.8933333333333333
103,LATAM,WHY_LATAM,608,261,0.4292763157894737
104,EUROPE,DIEGO,277,257,0.927797833935018
104,EUROPE,RENOVISOR,596,381,0.639261744966443
104,EUROPE,WHY_EUROPE,127,119,0.937007874015748
104,LATAM,WHY_LATAM,608,276,0.45394736842105265
105,EUROPE,DIEGO,246,227,0.9227642276422764
105,EUROPE,RENOVISOR,604,385,0.6374172185430463
105,EUROPE,WHY_EUROPE,150,138,0.92
105,LATAM,WHY_LATAM,608,267,0.43914473684210525
106,EUROPE,DIEGO,267,245,0.9176029962546817
106,EUROPE,RENOVISOR,606,401,0.6617161716171617
106,EUROPE,WHY_EUROPE,127,120,0.9448818897637795
106,LATAM,WHY_LATAM,608,270,0.4440789473684211
107,EUROPE,DIEGO,225,210,0.9333333333333333
107,EUROPE,RENOVISOR,616,403,0.6542207792207793
107,EUROPE,WHY_EUROPE,159,151,0.949685534591195
107,LATAM,WHY_LATAM,608,278,0.45723684210526316
108,EUROPE,DIEGO,250,223,0.892
108,EUROPE,RENOVISOR,613,396,0.6460032626427407
108,EUROPE,WHY_EUROPE,137,126,0.9197080291970803
108,LATAM,WHY_LATAM,608,258,0.4243421052631579
109,EUROPE,DIEGO,275,252,0.9163636363636364
109,EUROPE,RENOVISOR,604,384,0.6357615894039735
109,EUROPE,WHY_EUROPE,121,113,0.9338842975206612
109,LATAM,WHY_LATAM,608,269,0.44243421052631576
110,EUROPE,DIEGO,222,208,0.9369369369369369
110,EUROPE,RENOVISOR,608,389,0.6398026315789473
110,EUROPE,WHY_EUROPE,170,151,0.888235294117647
110,LATAM,WHY_LATAM,608,261,0.4292763157894737
111,EUROPE,DIEGO,245,226,0.9224489795918367
111,EUROPE,RENOVISOR,625,394,0.6304
111,EUROPE,WHY_EUROPE,130,121,0.9307692307692308
111,LATAM,WHY_LATAM,608,264,0.4342105263157895
112,EUROPE,DIEGO,245,222,0.9061224489795918
112,EUROPE,RENOVISOR,614,390,0.6351791530944625
112,EUROPE,WHY_EUROPE,141,130,0.9219858156028369
112,LATAM,WHY_LATAM,608,270,0.4440789473684211
113,EUROPE,DIEGO,260,233,0.8961538461538462
113,EUROPE,RENOVISOR,611,405,0.662847790507365
113,EUROPE,WHY_EUROPE,129,123,0.9534883720930233
113,LATAM,WHY_LATAM,608,269,0.44243421052631576
114,EUROPE,DIEGO,212,202,0.9528301886792453
114,EUROPE,RENOVISOR,632,406,0.6424050632911392
114,EUROPE,WHY_EUROPE,156,143,0.9166666666666666
114,LATAM,WHY_LATAM,608,275,0.45230263157894735
115,EUROPE,DIEGO,260,236,0.9076923076923077
115,EUROPE,RENOVISOR,611,390,0.6382978723404256
115,EUROPE,WHY_EUROPE,129,117,0.9069767441860465
115,LATAM,WHY_LATAM,608,270,0.4440789473684211
116,EUROPE,DIEGO,246,230,0.9349593495934959
116,EUROPE,RENOVISOR,607,388,0.6392092257001647
116,EUROPE,WHY_EUROPE,147,132,0.8979591836734694
116,LATAM,WHY_LATAM,608,268,0.4407894736842105
117,EUROPE,DIEGO,251,227,0.9043824701195219
117,EUROPE,RENOVISOR,619,408,0.6591276252019386
117,EUROPE,WHY_EUROPE,130,120,0.9230769230769231
117,LATAM,WHY_LATAM,608,272,0.4473684210526316
118,EUROPE,DIEGO,245,234,0.9551020408163265
118,EUROPE,RENOVISOR,625,397,0.6352
118,EUROPE,WHY_EUROPE,130,121,0.9307692307692308
118,LATAM,WHY_LATAM,608,265,0.43585526315789475
119,EUROPE,DIEGO,239,221,0.9246861924686193
119,EUROPE,RENOVISOR,623,389,0.6243980738362761
119,EUROPE,WHY_EUROPE,138,127,0.9202898550724637
119,LATAM,WHY_LATAM,608,260,0.4276315789473684
120,EUROPE,DIEGO,246,231,0.9390243902439024
120,EUROPE,RENOVISOR,603,384,0.6368159203980099
120,EUROPE,WHY_EUROPE,151,140,0.9271523178807947
120,LATAM,WHY_LATAM,608,269,0.44243421052631576
121,EUROPE,DIEGO,271,254,0.9372693726937269
121,EUROPE,RENOVISOR,596,383,0.6426174496644296
121,EUROPE,WHY_EUROPE,133,120,0.9022556390977443
121,LATAM,WHY_LATAM,608,268,0.4407894736842105
122,EUROPE,DIEGO,241,221,0.91701244813278
