participant_id,year_of_birth,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation
292,1980,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
293,1980,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,NA,Propiedad sin hipoteca,Extrema izquierda
294,1973,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
295,1977,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
296,1972,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
297,1981,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Otro régimen,Extrema izquierda
298,1979,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
299,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Derecha
300,1968,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
301,1968,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda
302,1949,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Otra situación,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda
303,1961,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,NA
304,1985,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
305,1947,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
306,1971,Generación X,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
307,1968,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad grande,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
308,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
309,1971,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
310,1981,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
311,1988,Millennials,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
312,1960,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
313,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
314,1970,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
315,1972,Generación X,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
316,1970,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
317,1993,Millennials,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
318,1983,Generación X,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Otro régimen,Extrema izquierda
319,1971,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,NA,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
320,1966,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
321,1990,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda
322,1953,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
323,1958,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Otra situación,No universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
324,1965,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha
325,1977,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
326,1977,Generación X,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,NA
327,1962,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
328,1981,Generación X,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
329,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
330,1992,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
331,1989,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha
332,1975,Generación X,Mujer,Spain,Europa del Sur,Ciudad grande,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
333,1975,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
334,1957,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,NA,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
335,1964,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
336,1982,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
337,1977,Generación X,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda
338,1969,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
339,1950,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
340,1985,Generación X,Otro / Prefiere no decirlo,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
341,1956,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
342,1975,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
343,1983,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
344,1968,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
345,1964,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,NA
346,1984,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda
347,1968,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
348,1989,Millennials,Hombre,Spain,Europa del Sur,NA,Clima templado,Desempleado/a,No universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda
349,NA,NA,NA,Spain,Europa del Sur,Municipio pequeño,Clima templado,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
350,1975,Generación X,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
351,1987,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
352,1963,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Otra situación,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
353,1968,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
354,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda
355,1952,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Otra situación,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
356,1967,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda
357,1971,Generación X,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
358,1970,Boomers + generación silenciosa,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,NA
359,1956,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Otra situación,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda
360,1976,Generación X,Mujer,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda
361,1961,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Otra situación,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Centro
362,1987,Millennials,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,No universitaria,No,Vive solo/a,Alquiler,Extrema izquierda
363,1970,Boomers + generación silenciosa,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,No universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
364,1992,Millennials,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda
365,1977,Generación X,Otro / Prefiere no decirlo,Spain,Europa del Sur,Municipio pequeño,Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda
366,1974,Generación X,Hombre,Spain,Europa del Sur,NA,Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda
367,1972,Generación X,Hombre,Spain,Europa del Sur,NA,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
368,1987,Millennials,Hombre,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda
369,1984,Generación X,Hombre,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
371,1996,Millennials,Mujer,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
372,1972,Generación X,Hombre,Norway,Europa del Norte,Ciudad pequeña,Clima frío,Empleado/a,Universitaria,No,Hogar con hijos,Alquiler,Extrema izquierda
PROLIFIC_6136cb52db0f1cb2262bbf5d,1996,Millennials,Hombre,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_692479671925a3943fce7055,1994,Millennials,Mujer,Germany,Europa Occidental,Metrópolis,Clima templado,Desempleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Izquierda
PROLIFIC_5fe328a0a53c57f645dc0b19,1984,Generación X,Hombre,Italy,Europa del Sur,Metrópolis,Clima subtropical,Empleado/a,No universitaria,No,Pareja sin hijos,Alquiler,Extrema izquierda
PROLIFIC_696e3c3ad994d9435948d3d1,1997,Millennials,Mujer,France,Europa Occidental,Municipio pequeño,Clima templado,NA,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_6605852ff5914c22f592a372,1976,Generación X,Hombre,Greece,Europa del Sur,Metrópolis,Clima subtropical,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Centro
PROLIFIC_6984258cb12947550bff2d1a,1996,Millennials,Mujer,France,Europa Occidental,Municipio pequeño,Clima subtropical,Otra situación inactiva,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema derecha
PROLIFIC_6310c063bd0cce86b0289d20,1997,Millennials,Hombre,United Kingdom,Europa del Norte,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
PROLIFIC_69b1d8fe4b310c4186bcbbcc,2006,Generación Z,Hombre,Netherlands,Europa Occidental,Ciudad grande,Clima templado,Estudiante,No universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda
PROLIFIC_69807a8271a61e4d75ab96c4,1994,Millennials,Mujer,Romania,Europa del Este,Ciudad grande,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda
PROLIFIC_5fbbc75f884010d82bf37532,1997,Millennials,Hombre,Poland,Europa del Este,Metrópolis,Clima templado,Empleado/a,Universitaria,Sí,Vivienda compartida,Alquiler,Izquierda
PROLIFIC_6933207fdfdffc10571420a8,2002,Generación Z,Mujer,Austria,Europa Occidental,Metrópolis,Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Alquiler,Izquierda
PROLIFIC_698e1fb406f80868c041565a,2000,Millennials,Hombre,Poland,Europa del Este,Municipio pequeño,Clima templado,Empleado/a,No universitaria,No,Pareja sin hijos,Alquiler,Extrema derecha
PROLIFIC_69836e23196469e9a4825346,1998,Millennials,Hombre,Romania,Europa del Este,Metrópolis,Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Centro
PROLIFIC_697b30411f746b578812b981,1999,Millennials,Mujer,Italy,Europa del Sur,Municipio pequeño,Clima subtropical,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_669f4716791267ee6337641f,1969,Boomers + generación silenciosa,Hombre,Italy,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,No universitaria,No,NA,Propiedad sin hipoteca,Centro
PROLIFIC_63b3377ca1ccdfc7cc567503,1962,Boomers + generación silenciosa,Hombre,United Kingdom,Europa del Norte,Ciudad mediana,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Centro
PROLIFIC_69809ce77983b24e7e0729b4,1999,Millennials,Mujer,Romania,Europa del Este,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Derecha
PROLIFIC_699e007dc8f8cbd074222f56,1988,Millennials,Hombre,France,Europa Occidental,Municipio pequeño,Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro
PROLIFIC_56ab6fd869b24700065cbdbd,1968,Boomers + generación silenciosa,Hombre,United Kingdom,Europa del Norte,Municipio pequeño,Clima templado,Empleado/a,No universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Centro
PROLIFIC_66bf543c179dbc75f790396c,2000,Millennials,Mujer,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,Empleado/a,Universitaria,No,NA,Alquiler,Extrema izquierda
PROLIFIC_697263ffdf4adff3cfd20053,1998,Millennials,Mujer,Poland,Europa del Este,Metrópolis,Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,NA
PROLIFIC_654e38a9bd1961e9942af916,1999,Millennials,Mujer,United Kingdom,Europa del Norte,Metrópolis,Clima templado,Empleado/a,Universitaria,No,Vivienda compartida,Alquiler,NA
PROLIFIC_697f4a00c858108580e08f4b,2000,Millennials,Mujer,United Kingdom,Europa del Norte,Ciudad grande,Clima frío,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema derecha
PROLIFIC_609077b2d5f119a0c819a6cd,1997,Millennials,Hombre,Austria,Europa Occidental,Ciudad mediana,Clima templado,Empleado/a,No universitaria,Sí,Pareja sin hijos,Alquiler,Centro
PROLIFIC_65410ad762a7e3c570b6273c,1989,Millennials,Hombre,Germany,Europa Occidental,Municipio pequeño,Clima subtropical,Desempleado/a,No universitaria,No,Hogar con hijos,Alquiler,Izquierda
412,NA,NA,NA,Netherlands,Europa Occidental,Ciudad grande,Clima templado,NA,NA,NA,NA,Propiedad con hipoteca,Izquierda
413,NA,NA,NA,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,NA,NA,NA,NA,Propiedad sin hipoteca,NA
414,NA,NA,NA,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,NA,NA,NA,NA,Propiedad con hipoteca,Izquierda
415,NA,NA,NA,Ireland,Europa del Norte,Municipio pequeño,Clima templado,NA,NA,NA,NA,Propiedad sin hipoteca,Centro
416,NA,NA,NA,Spain,Europa del Sur,Ciudad pequeña,Clima subtropical,NA,NA,NA,NA,Propiedad sin hipoteca,Izquierda
417,NA,NA,NA,Belgium,Europa Occidental,Metrópolis,Clima templado,NA,NA,NA,NA,Alquiler,Izquierda
418,NA,NA,NA,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,NA,NA,NA,NA,Propiedad sin hipoteca,Extrema izquierda
419,NA,NA,NA,Spain,Europa del Sur,Municipio pequeño,Clima subtropical,NA,NA,NA,NA,NA,Extrema izquierda
420,NA,NA,NA,Ireland,Europa del Norte,Municipio pequeño,Clima templado,NA,NA,NA,NA,NA,NA
421,NA,NA,NA,Netherlands,Europa Occidental,Metrópolis,Clima templado,NA,NA,NA,NA,NA,Izquierda
422,NA,NA,NA,Germany,Europa Occidental,Ciudad pequeña,Clima templado,NA,NA,NA,NA,NA,Izquierda
423,NA,NA,NA,Spain,Europa del Sur,Ciudad mediana,Clima subtropical,NA,NA,NA,NA,NA,Extrema izquierda
424,2000,Millennials,Hombre,NA,NA,Ciudad mediana,Clima subtropical,Empleado/a,Universitaria,NA,NA,Propiedad sin hipoteca,Centro
