participant_id,renovation_age_col,renovation_age_raw,technology_index,renovation_age_clean,technology,experience_clean
PROLIFIC_69d763affd0080c0bffcd367,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_69d763affd0080c0bffcd367,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_69d763affd0080c0bffcd367,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,Never or more than 25 years ago,10,Hace más de 25 años / nunca actualizada,Calefacción fósil o biomasa,Already present when I moved in
PROLIFIC_69d763affd0080c0bffcd367,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_rooftop_photovoltaic_system_solar_pv_final,"Yes, between 15 and 5 years ago",15,Hace 5-15 años,Fotovoltaica en cubierta,Already present when I moved in
PROLIFIC_6103a3ece71ab061d5624402,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,I do not know,4,No lo sé,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_6103a3ece71ab061d5624402,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,I do not know,7,No lo sé,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_6103a3ece71ab061d5624402,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,I do not know,9,No lo sé,Renovación de envolvente,Already present when I moved in
PROLIFIC_69e213021f9224d147d5908b,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,Already present when I moved in
PROLIFIC_69e213021f9224d147d5908b,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle_final,"Yes, less than 5 years ago",5,Hace menos de 5 años,Vehículo eléctrico,Already present when I moved in
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, between 15 and 5 years ago",7,Hace 5-15 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, less than 5 years ago",9,Hace menos de 5 años,Renovación de envolvente,I have installed / implemented / am currently doing this myself
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system_final,"Yes, less than 5 years ago",11,Hace menos de 5 años,Bomba de calor,I have installed / implemented / am currently doing this myself
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_recovery_mechanical_ventilation_final,"Yes, less than 5 years ago",12,Hace menos de 5 años,Ventilación con recuperador,I have installed / implemented / am currently doing this myself
PROLIFIC_672b6f50809e58bcc13a57b4,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_699776549800aa3b0399d642,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,Already present when I moved in
PROLIFIC_699776549800aa3b0399d642,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances_final,"Yes, less than 5 years ago",7,Hace menos de 5 años,Electrodomésticos eficientes,I have installed / implemented / am currently doing this myself
PROLIFIC_699776549800aa3b0399d642,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,Never or more than 25 years ago,9,Hace más de 25 años / nunca actualizada,Renovación de envolvente,Already present when I moved in
PROLIFIC_699776549800aa3b0399d642,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, between 15 and 5 years ago",14,Hace 5-15 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_6a229862a12b21ee07229d8a,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, less than 5 years ago",3,Hace menos de 5 años,Sistema de refrigeración,I have installed / implemented / am currently doing this myself
PROLIFIC_6a229862a12b21ee07229d8a,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,Already present when I moved in
PROLIFIC_6a229862a12b21ee07229d8a,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fosil_fuel_or_biomass_based_heating_system_final,"Yes, between 25 and 15 years ago",10,Hace 15-25 años,Calefacción fósil o biomasa,Already present when I moved in
PROLIFIC_66045ed49119e654e5454985,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system_final,"Yes, less than 5 years ago",3,Hace menos de 5 años,Sistema de refrigeración,Already present when I moved in
PROLIFIC_66045ed49119e654e5454985,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, between 25 and 15 years ago",4,Hace 15-25 años,Agua caliente sanitaria,Already present when I moved in
PROLIFIC_66045ed49119e654e5454985,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,I have installed / implemented / am currently doing this myself
PROLIFIC_66045ed49119e654e5454985,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, less than 5 years ago",14,Hace menos de 5 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_5d6558fa16871700012ea47b,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff_final,"Yes, less than 5 years ago",2,Hace menos de 5 años,Cambio de tarifa eléctrica,I have installed / implemented / am currently doing this myself
PROLIFIC_5d6558fa16871700012ea47b,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_micro_efficiency_measures_e_g_avoiding_unnecessary_consumption_final,"Yes, less than 5 years ago",14,Hace menos de 5 años,Medidas de microeficiencia,I have installed / implemented / am currently doing this myself
PROLIFIC_5d6558fa16871700012ea47b,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_smart_home_systems_final,"Yes, less than 5 years ago",16,Hace menos de 5 años,Sistemas inteligentes del hogar,I have installed / implemented / am currently doing this myself
PROLIFIC_6a0c5d35ab86f12c44875ea0,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator_final,"Yes, between 25 and 15 years ago",6,Hace 15-25 años,Ascensor,Already present when I moved in
PROLIFIC_6a0c5d35ab86f12c44875ea0,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_envelope_renovation_e_g_wall_roof_insulation_double_windows_final,"Yes, between 25 and 15 years ago",9,Hace 15-25 años,Renovación de envolvente,Already present when I moved in
PROLIFIC_57e928630cb6700001dd8f8a,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits_final,"Yes, less than 5 years ago",1,Hace menos de 5 años,Kits solares de balcón,Already present when I moved in
PROLIFIC_57e928630cb6700001dd8f8a,please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system_final,"Yes, less than 5 years ago",4,Hace menos de 5 años,Agua caliente sanitaria,Already present when I moved in
