analysis_sample,matrix_name,n_factors,d_det,determinant,n_selected,n_valid_bootstraps,prop_bootstraps_selected
DIEGO,matrix_32_ext_0_1,2,4,det_03_risk_profile,5,100,0.05
DIEGO,matrix_32_ext_0_1,2,4,det_06_climate_protection,5,100,0.05
DIEGO,matrix_32_ext_0_1,2,4,det_27_fun,4,100,0.04
DIEGO,matrix_32_ext_0_1,2,4,det_18_autonomy,3,100,0.03
DIEGO,matrix_32_ext_0_1,2,5,det_25_agreement,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,5,det_14_environmental_concerns,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,5,det_28_recognition,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,5,det_32_own_significance,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,5,det_07_legal,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,5,det_17_adherence,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,5,det_31_approval,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,5,det_01_profits,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,5,det_23_support,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,5,det_16_commitment,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,5,det_15_self_satisfaction,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,5,det_04_added_value,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,5,det_09_safety,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,5,det_20_coziness,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,5,det_21_rights_and_duties,16,100,0.16
DIEGO,matrix_32_ext_0_1,2,5,det_05_frugality,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,5,det_10_cost_efficiency,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,5,det_11_knowledge,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,5,det_24_socialising,14,100,0.14
DIEGO,matrix_32_ext_0_1,2,5,det_26_novelty,14,100,0.14
DIEGO,matrix_32_ext_0_1,2,5,det_02_credit_score,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,5,det_08_trust,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,5,det_19_wellbeing,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,5,det_30_authority,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,5,det_22_peer_pressure,12,100,0.12
DIEGO,matrix_32_ext_0_1,2,5,det_29_trends,12,100,0.12
DIEGO,matrix_32_ext_0_1,2,5,det_13_technical_fit,11,100,0.11
DIEGO,matrix_32_ext_0_1,2,5,det_12_own_competence,9,100,0.09
DIEGO,matrix_32_ext_0_1,2,5,det_06_climate_protection,8,100,0.08
DIEGO,matrix_32_ext_0_1,2,5,det_03_risk_profile,7,100,0.07
DIEGO,matrix_32_ext_0_1,2,5,det_18_autonomy,7,100,0.07
DIEGO,matrix_32_ext_0_1,2,5,det_27_fun,7,100,0.07
DIEGO,matrix_32_ext_0_1,2,6,det_32_own_significance,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,6,det_25_agreement,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,6,det_01_profits,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,6,det_14_environmental_concerns,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,6,det_31_approval,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,6,det_07_legal,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,6,det_17_adherence,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,6,det_28_recognition,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,6,det_23_support,24,100,0.24
DIEGO,matrix_32_ext_0_1,2,6,det_04_added_value,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,6,det_09_safety,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,6,det_15_self_satisfaction,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,6,det_05_frugality,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,6,det_16_commitment,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,6,det_21_rights_and_duties,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,6,det_10_cost_efficiency,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,6,det_11_knowledge,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,6,det_20_coziness,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,6,det_24_socialising,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,6,det_26_novelty,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,6,det_30_authority,16,100,0.16
DIEGO,matrix_32_ext_0_1,2,6,det_02_credit_score,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,6,det_08_trust,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,6,det_19_wellbeing,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,6,det_29_trends,15,100,0.15
DIEGO,matrix_32_ext_0_1,2,6,det_22_peer_pressure,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,6,det_06_climate_protection,11,100,0.11
DIEGO,matrix_32_ext_0_1,2,6,det_12_own_competence,11,100,0.11
DIEGO,matrix_32_ext_0_1,2,6,det_13_technical_fit,11,100,0.11
DIEGO,matrix_32_ext_0_1,2,6,det_27_fun,11,100,0.11
DIEGO,matrix_32_ext_0_1,2,6,det_18_autonomy,9,100,0.09
DIEGO,matrix_32_ext_0_1,2,6,det_03_risk_profile,8,100,0.08
DIEGO,matrix_32_ext_0_1,2,7,det_25_agreement,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,7,det_01_profits,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,7,det_28_recognition,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,7,det_32_own_significance,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,7,det_07_legal,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,7,det_14_environmental_concerns,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,7,det_17_adherence,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,7,det_23_support,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,7,det_31_approval,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,7,det_04_added_value,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,7,det_09_safety,24,100,0.24
DIEGO,matrix_32_ext_0_1,2,7,det_05_frugality,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,7,det_15_self_satisfaction,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,7,det_16_commitment,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,7,det_20_coziness,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,7,det_21_rights_and_duties,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,7,det_10_cost_efficiency,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,7,det_11_knowledge,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,7,det_26_novelty,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,7,det_24_socialising,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,7,det_22_peer_pressure,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,7,det_02_credit_score,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,7,det_19_wellbeing,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,7,det_30_authority,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,7,det_08_trust,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,7,det_13_technical_fit,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,7,det_29_trends,17,100,0.17
DIEGO,matrix_32_ext_0_1,2,7,det_03_risk_profile,14,100,0.14
DIEGO,matrix_32_ext_0_1,2,7,det_06_climate_protection,14,100,0.14
DIEGO,matrix_32_ext_0_1,2,7,det_27_fun,14,100,0.14
DIEGO,matrix_32_ext_0_1,2,7,det_12_own_competence,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,7,det_18_autonomy,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,8,det_25_agreement,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,8,det_07_legal,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,8,det_28_recognition,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,8,det_01_profits,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,8,det_05_frugality,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,8,det_32_own_significance,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,8,det_14_environmental_concerns,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,8,det_04_added_value,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,8,det_15_self_satisfaction,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,8,det_31_approval,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,8,det_17_adherence,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,8,det_23_support,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,8,det_10_cost_efficiency,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,8,det_16_commitment,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,8,det_09_safety,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,8,det_20_coziness,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,8,det_11_knowledge,24,100,0.24
DIEGO,matrix_32_ext_0_1,2,8,det_21_rights_and_duties,24,100,0.24
DIEGO,matrix_32_ext_0_1,2,8,det_26_novelty,24,100,0.24
DIEGO,matrix_32_ext_0_1,2,8,det_02_credit_score,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,8,det_24_socialising,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,8,det_19_wellbeing,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,8,det_06_climate_protection,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,8,det_22_peer_pressure,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,8,det_30_authority,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,8,det_08_trust,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,8,det_12_own_competence,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,8,det_13_technical_fit,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,8,det_29_trends,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,8,det_03_risk_profile,16,100,0.16
DIEGO,matrix_32_ext_0_1,2,8,det_27_fun,16,100,0.16
DIEGO,matrix_32_ext_0_1,2,8,det_18_autonomy,13,100,0.13
DIEGO,matrix_32_ext_0_1,2,9,det_25_agreement,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,9,det_28_recognition,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,9,det_07_legal,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,9,det_01_profits,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,9,det_04_added_value,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,9,det_32_own_significance,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,9,det_05_frugality,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,9,det_14_environmental_concerns,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,9,det_17_adherence,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,9,det_31_approval,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,9,det_15_self_satisfaction,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,9,det_16_commitment,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,9,det_20_coziness,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,9,det_21_rights_and_duties,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,9,det_23_support,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,9,det_10_cost_efficiency,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,9,det_02_credit_score,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,9,det_09_safety,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,9,det_26_novelty,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,9,det_11_knowledge,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,9,det_19_wellbeing,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,9,det_24_socialising,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,9,det_13_technical_fit,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,9,det_06_climate_protection,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,9,det_29_trends,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,9,det_30_authority,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,9,det_22_peer_pressure,22,100,0.22
DIEGO,matrix_32_ext_0_1,2,9,det_12_own_competence,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,9,det_08_trust,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,9,det_27_fun,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,9,det_03_risk_profile,18,100,0.18
DIEGO,matrix_32_ext_0_1,2,9,det_18_autonomy,16,100,0.16
DIEGO,matrix_32_ext_0_1,2,10,det_25_agreement,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,10,det_04_added_value,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,10,det_07_legal,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,10,det_14_environmental_concerns,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,10,det_28_recognition,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,10,det_32_own_significance,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,10,det_01_profits,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,10,det_17_adherence,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,10,det_16_commitment,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,10,det_23_support,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,10,det_05_frugality,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,10,det_09_safety,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,10,det_24_socialising,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,10,det_31_approval,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,10,det_15_self_satisfaction,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,10,det_21_rights_and_duties,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,10,det_10_cost_efficiency,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,10,det_02_credit_score,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,10,det_20_coziness,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,10,det_13_technical_fit,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,10,det_26_novelty,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,10,det_11_knowledge,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,10,det_19_wellbeing,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,10,det_30_authority,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,10,det_06_climate_protection,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,10,det_22_peer_pressure,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,10,det_08_trust,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,10,det_12_own_competence,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,10,det_27_fun,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,10,det_29_trends,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,10,det_03_risk_profile,21,100,0.21
DIEGO,matrix_32_ext_0_1,2,10,det_18_autonomy,19,100,0.19
DIEGO,matrix_32_ext_0_1,2,11,det_04_added_value,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,11,det_25_agreement,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,11,det_28_recognition,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,11,det_32_own_significance,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,11,det_07_legal,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,11,det_17_adherence,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,11,det_23_support,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,11,det_24_socialising,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,11,det_14_environmental_concerns,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,11,det_01_profits,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,11,det_05_frugality,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,11,det_09_safety,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,11,det_16_commitment,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,11,det_15_self_satisfaction,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,11,det_20_coziness,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,11,det_31_approval,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,11,det_10_cost_efficiency,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,11,det_21_rights_and_duties,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,11,det_02_credit_score,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,11,det_26_novelty,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,11,det_11_knowledge,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,11,det_30_authority,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,11,det_13_technical_fit,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,11,det_19_wellbeing,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,11,det_08_trust,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,11,det_22_peer_pressure,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,11,det_12_own_competence,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,11,det_06_climate_protection,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,11,det_27_fun,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,11,det_29_trends,26,100,0.26
DIEGO,matrix_32_ext_0_1,2,11,det_03_risk_profile,25,100,0.25
DIEGO,matrix_32_ext_0_1,2,11,det_18_autonomy,20,100,0.2
DIEGO,matrix_32_ext_0_1,2,12,det_25_agreement,50,100,0.5
DIEGO,matrix_32_ext_0_1,2,12,det_23_support,47,100,0.47
DIEGO,matrix_32_ext_0_1,2,12,det_24_socialising,47,100,0.47
DIEGO,matrix_32_ext_0_1,2,12,det_04_added_value,46,100,0.46
DIEGO,matrix_32_ext_0_1,2,12,det_17_adherence,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,12,det_28_recognition,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,12,det_07_legal,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,12,det_32_own_significance,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,12,det_20_coziness,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,12,det_01_profits,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,12,det_14_environmental_concerns,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,12,det_31_approval,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,12,det_09_safety,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,12,det_16_commitment,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,12,det_05_frugality,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,12,det_21_rights_and_duties,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,12,det_15_self_satisfaction,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,12,det_26_novelty,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,12,det_02_credit_score,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,12,det_10_cost_efficiency,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,12,det_30_authority,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,12,det_11_knowledge,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,12,det_12_own_competence,33,100,0.33
DIEGO,matrix_32_ext_0_1,2,12,det_06_climate_protection,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,12,det_08_trust,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,12,det_13_technical_fit,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,12,det_19_wellbeing,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,12,det_22_peer_pressure,31,100,0.31
DIEGO,matrix_32_ext_0_1,2,12,det_27_fun,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,12,det_03_risk_profile,29,100,0.29
DIEGO,matrix_32_ext_0_1,2,12,det_29_trends,28,100,0.28
DIEGO,matrix_32_ext_0_1,2,12,det_18_autonomy,23,100,0.23
DIEGO,matrix_32_ext_0_1,2,13,det_25_agreement,55,100,0.55
DIEGO,matrix_32_ext_0_1,2,13,det_24_socialising,52,100,0.52
DIEGO,matrix_32_ext_0_1,2,13,det_23_support,50,100,0.5
DIEGO,matrix_32_ext_0_1,2,13,det_32_own_significance,50,100,0.5
DIEGO,matrix_32_ext_0_1,2,13,det_04_added_value,48,100,0.48
DIEGO,matrix_32_ext_0_1,2,13,det_07_legal,48,100,0.48
DIEGO,matrix_32_ext_0_1,2,13,det_28_recognition,48,100,0.48
DIEGO,matrix_32_ext_0_1,2,13,det_05_frugality,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,13,det_17_adherence,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,13,det_31_approval,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,13,det_01_profits,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,13,det_20_coziness,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,13,det_09_safety,43,100,0.43
DIEGO,matrix_32_ext_0_1,2,13,det_10_cost_efficiency,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,13,det_16_commitment,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,13,det_14_environmental_concerns,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,13,det_21_rights_and_duties,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,13,det_26_novelty,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,13,det_15_self_satisfaction,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,13,det_12_own_competence,38,100,0.38
DIEGO,matrix_32_ext_0_1,2,13,det_02_credit_score,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,13,det_11_knowledge,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,13,det_30_authority,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,13,det_13_technical_fit,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,13,det_06_climate_protection,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,13,det_08_trust,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,13,det_19_wellbeing,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,13,det_22_peer_pressure,34,100,0.34
DIEGO,matrix_32_ext_0_1,2,13,det_03_risk_profile,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,13,det_27_fun,32,100,0.32
DIEGO,matrix_32_ext_0_1,2,13,det_29_trends,30,100,0.3
DIEGO,matrix_32_ext_0_1,2,13,det_18_autonomy,27,100,0.27
DIEGO,matrix_32_ext_0_1,2,14,det_25_agreement,57,100,0.57
DIEGO,matrix_32_ext_0_1,2,14,det_32_own_significance,54,100,0.54
DIEGO,matrix_32_ext_0_1,2,14,det_04_added_value,53,100,0.53
DIEGO,matrix_32_ext_0_1,2,14,det_23_support,53,100,0.53
DIEGO,matrix_32_ext_0_1,2,14,det_24_socialising,53,100,0.53
DIEGO,matrix_32_ext_0_1,2,14,det_28_recognition,51,100,0.51
DIEGO,matrix_32_ext_0_1,2,14,det_07_legal,50,100,0.5
DIEGO,matrix_32_ext_0_1,2,14,det_17_adherence,49,100,0.49
DIEGO,matrix_32_ext_0_1,2,14,det_05_frugality,48,100,0.48
DIEGO,matrix_32_ext_0_1,2,14,det_31_approval,47,100,0.47
DIEGO,matrix_32_ext_0_1,2,14,det_09_safety,46,100,0.46
DIEGO,matrix_32_ext_0_1,2,14,det_20_coziness,46,100,0.46
DIEGO,matrix_32_ext_0_1,2,14,det_01_profits,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,14,det_10_cost_efficiency,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,14,det_21_rights_and_duties,45,100,0.45
DIEGO,matrix_32_ext_0_1,2,14,det_15_self_satisfaction,44,100,0.44
DIEGO,matrix_32_ext_0_1,2,14,det_14_environmental_concerns,43,100,0.43
DIEGO,matrix_32_ext_0_1,2,14,det_26_novelty,43,100,0.43
DIEGO,matrix_32_ext_0_1,2,14,det_02_credit_score,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,14,det_12_own_competence,42,100,0.42
DIEGO,matrix_32_ext_0_1,2,14,det_11_knowledge,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,14,det_16_commitment,41,100,0.41
DIEGO,matrix_32_ext_0_1,2,14,det_30_authority,40,100,0.4
DIEGO,matrix_32_ext_0_1,2,14,det_13_technical_fit,39,100,0.39
DIEGO,matrix_32_ext_0_1,2,14,det_19_wellbeing,37,100,0.37
DIEGO,matrix_32_ext_0_1,2,14,det_06_climate_protection,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,14,det_22_peer_pressure,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,14,det_27_fun,36,100,0.36
DIEGO,matrix_32_ext_0_1,2,14,det_08_trust,35,100,0.35
DIEGO,matrix_32_ext_0_1,2,14,det_29_trends,35,100,0.35
