participant_id,year_of_birth,age,age_group,gender,country,residence_region,city_size,climate_zone,employment,education_group,work_home,type_house,tenure,political_orientation,vote_type,source_survey,identifier_type,row_quality
PROLIFIC_6a081474f37bbaf455c26332,1997,29,Millennials,Hombre,Alemania,Europa Occidental,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Derecha,Partidos regionalistas/independentistas,decision,prolific,attention_check_fallido
PROLIFIC_698257587a4d2edcdc29a350,1995,31,Millennials,Mujer,Alemania,Europa Occidental,Municipio mediano (10.000-50.000 hab.),Clima frío/polar,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Izquierda,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_5cd53d40aeb4100001c18aa8,1986,40,Millennials,Mujer,Italia,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_6a211e87adf7c98358c1602b,2004,22,Generación Z,Hombre,Francia,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,prolific,usable
PROLIFIC_6a05cedc9a4299116a07fc59,2004,22,Generación Z,Mujer,Polonia,Europa del Este,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Estudiante,No universitaria,No,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_5e35394d2149184e1a3d0450,1996,30,Millennials,Mujer,Reino Unido,Europa del Norte,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,No universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,prolific,attention_check_fallido
PROLIFIC_6a23a4399395a8963b79587f,1989,37,Millennials,Hombre,Italia,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Centro,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_698df4a194fabefa716596ec,2007,19,Generación Z,Hombre,Polonia,Europa del Este,Metrópolis (>1.000.000 hab.),Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro,No vota / blanco / nulo,decision,prolific,usable
PROLIFIC_6a134c7b06246f028cc08800,2001,25,Generación Z,Mujer,Alemania,Europa Occidental,Ciudad mediana (250.000-500.000 hab.),Clima templado,Estudiante,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_69307ef5fe254a61dee79a78,1990,36,Millennials,Mujer,República Checa,Europa del Este,Metrópolis (>1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Izquierda,No vota / blanco / nulo,decision,prolific,attention_check_fallido
PROLIFIC_69d8d2f724abed404eb4935d,2000,26,Millennials,Mujer,Francia,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Alquiler,Izquierda,No vota / blanco / nulo,decision,prolific,attention_check_fallido
PROLIFIC_6034e1952ed073efce57a8a7,1994,32,Millennials,Hombre,Grecia,Europa del Sur,Metrópolis (>1.000.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos nacionales,decision,prolific,usable
PROLIFIC_5f4d6c27b03547a378fcb44a,1995,31,Millennials,Mujer,Grecia,Europa del Sur,Metrópolis (>1.000.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Centro,Partidos nacionales,decision,prolific,usable
PROLIFIC_5f2af36061a10a452cd8dc4e,1998,28,Millennials,Mujer,Reino Unido,Europa del Norte,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,prolific,attention_check_fallido
PROLIFIC_6119075f1fe00f92c8153747,1996,30,Millennials,Mujer,Estonia,Europa del Norte,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Alquiler,Extrema izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_6a021400594777c9049633a4,1988,38,Millennials,Mujer,Reino Unido,Europa del Norte,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_69946a0579d779ee49dca2c5,1989,37,Millennials,Mujer,Francia,Europa Occidental,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Otro tipo de hogar,Otro régimen,Extrema izquierda,Partidos nacionales,decision,prolific,attention_check_fallido
PROLIFIC_64e91e9b7ac897d0afa22985,2000,26,Millennials,Hombre,Reino Unido,Europa del Norte,Municipio mediano (10.000-50.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Pareja sin hijos,Alquiler,Centro,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_69fc62a553e31d1f955c7d1e,1991,35,Millennials,Hombre,Polonia,Europa del Este,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Alquiler,Izquierda,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_6978bbc0ecc89bfa720fac28,2006,20,Generación Z,Mujer,Italia,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Centro,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_698df153dc723dada19b1dab,2002,24,Generación Z,Mujer,Polonia,Europa del Este,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,No universitaria,No,Vive solo/a,Alquiler,Centro,No vota / blanco / nulo,decision,prolific,attention_check_fallido
PROLIFIC_6a1f136140310048eef382ce,1984,42,Generación X,Mujer,Alemania,Europa Occidental,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Centro,Partidos nacionales,decision,prolific,usable
PROLIFIC_5a2310ebdf5bd00001b37474,1984,42,Generación X,Mujer,Polonia,Europa del Este,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Alquiler,Centro,Partidos nacionales,decision,prolific,usable
PROLIFIC_699b5130e75520d8cda5a642,1993,33,Millennials,Mujer,Rumanía,Europa del Este,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,NA,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_5d6eb49ab682cc000173982b,1964,62,Boomers + generación silenciosa,Mujer,Grecia,Europa del Sur,Ciudad grande (500.000-1.000.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Hogar con hijos,Alquiler,Centro,Partidos nacionales,decision,prolific,usable
PROLIFIC_6a1d394cf761db518876cad8,2000,26,Millennials,Mujer,Reino Unido,Europa del Norte,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Centro,No vota / blanco / nulo,decision,prolific,attention_check_fallido
PROLIFIC_6a1b5f584a440643c54aed9a,1988,38,Millennials,Mujer,Reino Unido,Europa del Norte,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Derecha,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_69c648e30d13356cd9780c9a,1996,30,Millennials,Hombre,Bélgica,Europa Occidental,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Derecha,Partidos nacionales,decision,prolific,attention_check_fallido
PROLIFIC_69ee50cfb4f7f782d21e0238,2000,26,Millennials,Hombre,Italia,Europa del Sur,Metrópolis (>1.000.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Derecha,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_6a1eb7c1fd14b832013fb983,1992,34,Millennials,Mujer,Alemania,Europa Occidental,Metrópolis (>1.000.000 hab.),Clima templado,Empleado/a,No universitaria,Sí,Hogar con hijos,Alquiler,Izquierda,Voto variable según candidato/programa,decision,prolific,usable
PROLIFIC_69fb3f396267d7f728885605,1985,41,Generación X,Mujer,Alemania,Europa Occidental,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema derecha,Otras opciones,decision,prolific,attention_check_fallido
PROLIFIC_6a03950c7926c7ee5b8589ae,2004,22,Generación Z,Hombre,Italia,Europa del Sur,Metrópolis (>1.000.000 hab.),Clima cálido/mediterráneo,Estudiante,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Derecha,No vota / blanco / nulo,decision,prolific,usable
PROLIFIC_6a1614592a9d17aadbee6b06,1999,27,Millennials,Mujer,Italia,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Derecha,No vota / blanco / nulo,decision,prolific,usable
PROLIFIC_65b271a26aba0246730964f3,1999,27,Millennials,Mujer,Noruega,Europa del Norte,Ciudad pequeña (50.000-250.000 hab.),Clima frío/polar,Empleado/a,Universitaria,No,Vive solo/a,Alquiler,Izquierda,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_6a01d315cd2cd32b1511e127,2003,23,Generación Z,Hombre,Francia,Europa Occidental,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Otras opciones,decision,prolific,usable
PROLIFIC_6a1836e6fc7d5c0c2643e609,2004,22,Generación Z,Mujer,Bélgica,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Estudiante,No universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Derecha,No vota / blanco / nulo,decision,prolific,usable
PROLIFIC_6a07020572ab3b4d691a391c,1991,35,Millennials,Mujer,Reino Unido,Europa del Norte,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,prolific,attention_check_fallido
PROLIFIC_6a1eba8c12fabb0fa7678822,1998,28,Millennials,Mujer,Reino Unido,Europa del Norte,Metrópolis (>1.000.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,prolific,attention_check_fallido
PROLIFIC_6a0dbd152f8b5e278c18f1c2,2002,24,Generación Z,Mujer,Italia,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Estudiante,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Derecha,Otras opciones,decision,prolific,usable
183,1965,61,Boomers + generación silenciosa,Mujer,Países Bajos,Europa Occidental,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Centro,Partidos nacionales,decision,sin_identificador,usable
184,1978,48,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
185,1959,67,Boomers + generación silenciosa,Hombre,Países Bajos,Europa Occidental,Municipio pequeño (1.000-10.000 hab.),Clima templado,Otra situación laboral,Universitaria,NA,Pareja sin hijos,Propiedad sin hipoteca,Centro,Partidos regionalistas/independentistas,decision,sin_identificador,usable
186,1952,74,Boomers + generación silenciosa,Hombre,Países Bajos,Europa Occidental,Municipio mediano (10.000-50.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,NA,Partidos nacionales,decision,sin_identificador,usable
187,1976,50,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
188,1986,40,Millennials,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
189,1961,65,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
190,1969,57,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
191,1998,28,Millennials,Mujer,Países Bajos,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Otro régimen,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
192,1981,45,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Otro régimen,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
193,1956,70,Boomers + generación silenciosa,Otro / Prefiere no decirlo,Países Bajos,Europa Occidental,Municipio pequeño (1.000-10.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
194,1955,71,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
195,1984,42,Generación X,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
196,1979,47,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
197,1988,38,Millennials,Mujer,Países Bajos,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
198,1973,53,Generación X,Hombre,Países Bajos,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
199,1979,47,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
200,NA,NA,NA,Hombre,Países Bajos,Europa Occidental,Ciudad grande (500.000-1.000.000 hab.),Clima templado,Otra situación laboral,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,usable
201,1962,64,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
203,1979,47,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
204,1973,53,Generación X,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,No universitaria,No,Otro tipo de hogar,Otro régimen,Extrema izquierda,NA,decision,sin_identificador,attention_check_fallido
205,1957,69,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
206,1990,36,Millennials,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad con hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,usable
207,1982,44,Generación X,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
208,1953,73,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Vive solo/a,Alquiler,Extrema izquierda,Partidos nacionales,decision,sin_identificador,attention_check_fallido
209,1969,57,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Centro,Voto variable según candidato/programa,decision,sin_identificador,usable
210,1964,62,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Otra situación laboral,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
211,1972,54,Generación X,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Alquiler,Extrema izquierda,Otras opciones,decision,sin_identificador,usable
213,1985,41,Generación X,Mujer,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
214,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
215,1965,61,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,attention_check_fallido
216,1961,65,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos nacionales,decision,sin_identificador,usable
217,1979,47,Generación X,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
218,1965,61,Boomers + generación silenciosa,Hombre,NA,NA,Aldea o núcleo rural (<1.000 hab.),Clima templado,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,NA,decision,sin_identificador,sin_pais
219,1973,53,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Alquiler,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
220,1981,45,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima frío/polar,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
221,1960,66,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
222,1986,40,Millennials,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima frío/polar,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
223,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Centro,Partidos regionalistas/independentistas,decision,sin_identificador,usable
224,1979,47,Generación X,NA,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Otras opciones,decision,sin_identificador,attention_check_fallido
225,1968,58,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
226,1984,42,Generación X,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
227,1985,41,Generación X,Hombre,España,Europa del Sur,Aldea o núcleo rural (<1.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
228,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
229,1977,49,Generación X,Mujer,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima frío/polar,Empleado/a,Universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos nacionales,decision,sin_identificador,attention_check_fallido
230,1965,61,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
231,1966,60,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
232,1982,44,Generación X,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,attention_check_fallido
233,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Hogar con hijos,Propiedad con hipoteca,Izquierda,Voto variable según candidato/programa,decision,sin_identificador,usable
234,1965,61,Boomers + generación silenciosa,Mujer,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,No,Vive solo/a,Propiedad sin hipoteca,NA,Voto variable según candidato/programa,decision,sin_identificador,attention_check_fallido
235,1988,38,Millennials,Mujer,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
236,1993,33,Millennials,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima frío/polar,Empleado/a,Universitaria,Sí,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
237,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,No,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
238,1970,56,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima cálido/mediterráneo,Empleado/a,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
239,1973,53,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
240,1977,49,Generación X,Hombre,España,Europa del Sur,Municipio mediano (10.000-50.000 hab.),Clima templado,Empleado/a,No universitaria,No,Hogar con hijos,Propiedad con hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
241,1967,59,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima frío/polar,Empleado/a,No universitaria,Sí,Hogar con hijos,Propiedad sin hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,attention_check_fallido
242,1963,63,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Municipio pequeño (1.000-10.000 hab.),Clima templado,Empleado/a,Universitaria,No,Hogar con hijos,Propiedad con hipoteca,Extrema izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
243,1950,76,Boomers + generación silenciosa,Hombre,España,Europa del Sur,Ciudad pequeña (50.000-250.000 hab.),Clima cálido/mediterráneo,Otra situación laboral,No universitaria,No,Pareja sin hijos,Propiedad sin hipoteca,Izquierda,Partidos regionalistas/independentistas,decision,sin_identificador,usable
244,1978,48,Generación X,Mujer,España,Europa del Sur,Ciudad mediana (250.000-500.000 hab.),Clima cálido/mediterráneo,Empleado/a,Universitaria,Sí,Vive solo/a,Propiedad con hipoteca,Extrema izquierda,No vota / blanco / nulo,decision,sin_identificador,usable
