n_participants,macro_archetype_5,dimension,n_boot,mean_total_effect,sd_total_effect,min_total_effect,max_total_effect,prop_positive,prop_negative,stable_direction,abs_mean_total_effect
300,G2_EarlyAdopter_Influencer,MEANING,5,1.7675106154569702,0.25226591493042566,1.480678487562104,2.1014210149917636,1,0,positive,1.7675106154569702
300,G2_EarlyAdopter_Influencer,SECURITY,5,-1.295972006531091,0.14207492729088664,-1.5088240396997843,-1.1453461355939263,0,1,negative,1.295972006531091
300,G3_Fearful_Careful,AUTONOMY,5,2.6416802389739455,0.2750425674430638,2.3458908195983255,3.056667154414344,1,0,positive,2.6416802389739455
300,G3_Fearful_Careful,SECURITY,5,-2.3173735577247325,0.6524689568335156,-2.770955432736721,-1.1648165693360273,0,1,negative,2.3173735577247325
300,G3_Fearful_Careful,PHYSIOLOGICAL,5,-1.1939280690689025,0.2108114157197723,-1.4002455525549784,-0.8570516935452159,0,1,negative,1.1939280690689025
300,G4_HomoEconomicus,AUTONOMY,5,2.7920558070410775,0.6336892616652836,2.183557399869514,3.832433421200461,1,0,positive,2.7920558070410775
300,G4_HomoEconomicus,FINANCIAL,5,-1.7001662150332901,0.2733136608000651,-1.942745029438163,-1.2752366019574701,0,1,negative,1.7001662150332901
300,G4_HomoEconomicus,STIMULATION,5,1.455791050638605,0.41225975195199827,0.8127768094941547,1.8779455805879097,1,0,positive,1.455791050638605
300,G5_Uninterested,AUTONOMY,5,2.1531673580378983,1.131648752430027,0.3848688598372574,3.0317860102982466,1,0,positive,2.1531673580378983
300,G5_Uninterested,PHYSIOLOGICAL,5,-2.0038019287051982,0.5219211459374147,-2.913096831398144,-1.6230703107342397,0,1,negative,2.0038019287051982
300,G5_Uninterested,SECURITY,5,-1.2409731113099867,0.7765362058421228,-2.0889529493648133,-0.4082530228099561,0,1,negative,1.2409731113099867
600,G1_Activist_Stubborn_Sentient,AUTONOMY,5,2.8544282352705004,0.18274197143826615,2.6325646170157055,3.125837944086731,1,0,positive,2.8544282352705004
600,G1_Activist_Stubborn_Sentient,MEANING,5,1.453828544994704,0.1869519029192677,1.2546646428626522,1.6377129290309989,1,0,positive,1.453828544994704
600,G1_Activist_Stubborn_Sentient,SECURITY,5,-1.3556041712216091,0.2938387682122986,-1.6650008199471922,-0.918289039434667,0,1,negative,1.3556041712216091
600,G2_EarlyAdopter_Influencer,AUTONOMY,5,2.925840426978063,0.21287450470063346,2.6172108373757412,3.158482200732035,1,0,positive,2.925840426978063
600,G2_EarlyAdopter_Influencer,MEANING,5,1.8438253508523144,0.12535225506890688,1.7324259008083633,2.048781415743778,1,0,positive,1.8438253508523144
600,G2_EarlyAdopter_Influencer,SECURITY,5,-1.3880004851007866,0.1774413580233197,-1.6684906900000713,-1.263247767821369,0,1,negative,1.3880004851007866
600,G3_Fearful_Careful,AUTONOMY,5,2.6265890892838026,0.1809901780175283,2.3241873280955643,2.768134061010397,1,0,positive,2.6265890892838026
600,G3_Fearful_Careful,SECURITY,5,-2.1749837872730136,0.15658780273779316,-2.3993722983976378,-1.9706388041345946,0,1,negative,2.1749837872730136
600,G3_Fearful_Careful,PHYSIOLOGICAL,5,-1.3412391056559154,0.16197291018991297,-1.620674972642608,-1.2198171826847752,0,1,negative,1.3412391056559154
600,G4_HomoEconomicus,AUTONOMY,5,2.7740704054160528,0.26301636653831756,2.477704512492482,3.0663902876651092,1,0,positive,2.7740704054160528
600,G4_HomoEconomicus,FINANCIAL,5,-1.6754068996380742,0.17780663688975384,-1.8012564817801733,-1.3635439361398451,0,1,negative,1.6754068996380742
600,G4_HomoEconomicus,STIMULATION,5,1.4794623860436198,0.31404640855984906,1.0915920819022296,1.9366767217118057,1,0,positive,1.4794623860436198
600,G5_Uninterested,PHYSIOLOGICAL,5,-2.1034102298993735,0.19167144011002277,-2.255591823335987,-1.7756557151574297,0,1,negative,2.1034102298993735
600,G5_Uninterested,AUTONOMY,5,1.9253452622390181,0.627938177439356,1.2794071863672412,2.9012213654524976,1,0,positive,1.9253452622390181
600,G5_Uninterested,SECURITY,5,-1.2848557852224003,0.7010786591904942,-2.4931772075394836,-0.6683394462165969,0,1,negative,1.2848557852224003
1000,G1_Activist_Stubborn_Sentient,AUTONOMY,5,2.9403506110748827,0.18655661738018584,2.7416340333059166,3.186601702825833,1,0,positive,2.9403506110748827
1000,G1_Activist_Stubborn_Sentient,MEANING,5,1.5361637623626807,0.06237821172207073,1.4689890175000573,1.6056778188478873,1,0,positive,1.5361637623626807
1000,G1_Activist_Stubborn_Sentient,SECURITY,5,-1.2955600466915673,0.1423830806821855,-1.4087638632032609,-1.1099122643733934,0,1,negative,1.2955600466915673
1000,G2_EarlyAdopter_Influencer,AUTONOMY,5,2.8710239411717984,0.2813972155500914,2.5456481927934687,3.1976230529056195,1,0,positive,2.8710239411717984
1000,G2_EarlyAdopter_Influencer,MEANING,5,1.794984217065728,0.10677742788360567,1.6879154992000214,1.972982853348752,1,0,positive,1.794984217065728
1000,G2_EarlyAdopter_Influencer,SECURITY,5,-1.4758495669062621,0.19764007570939648,-1.6814425674281455,-1.1762351226817018,0,1,negative,1.4758495669062621
1000,G3_Fearful_Careful,AUTONOMY,5,2.6094220707739186,0.1539987167713748,2.475281835089023,2.8730107305265875,1,0,positive,2.6094220707739186
1000,G3_Fearful_Careful,SECURITY,5,-2.2897742476706755,0.18533079452951393,-2.4724068327519637,-2.065089537724426,0,1,negative,2.2897742476706755
1000,G3_Fearful_Careful,PHYSIOLOGICAL,5,-1.2445126170963223,0.1064378674747876,-1.387658627693543,-1.0889980449881165,0,1,negative,1.2445126170963223
1000,G4_HomoEconomicus,AUTONOMY,5,2.714524382193518,0.30861409861231487,2.3872524455009243,3.1181420078324207,1,0,positive,2.714524382193518
1000,G4_HomoEconomicus,FINANCIAL,5,-1.6424725159095126,0.14295287989135927,-1.814017661439854,-1.4256153691313944,0,1,negative,1.6424725159095126
1000,G4_HomoEconomicus,STIMULATION,5,1.4875744363309047,0.4468811935280607,0.9359461772630359,2.0560767590051223,1,0,positive,1.4875744363309047
1000,G5_Uninterested,AUTONOMY,5,2.449821651681126,0.37578039009952696,1.8250284811310766,2.694790423131442,1,0,positive,2.449821651681126
1000,G5_Uninterested,PHYSIOLOGICAL,5,-2.0162220953147254,0.14189358841264757,-2.164506793658345,-1.8661430309648983,0,1,negative,2.0162220953147254
1000,G5_Uninterested,SECURITY,5,-1.0156374279436184,0.30570493155463097,-1.5299264966727542,-0.7322101083269983,0,1,negative,1.0156374279436184
2000,G1_Activist_Stubborn_Sentient,AUTONOMY,5,2.9783510622653107,0.07005808731066522,2.899719380481628,3.051271514342409,1,0,positive,2.9783510622653107
2000,G1_Activist_Stubborn_Sentient,MEANING,5,1.4667488989497564,0.0955941119604454,1.3305631355141103,1.5871179258573298,1,0,positive,1.4667488989497564
2000,G1_Activist_Stubborn_Sentient,SECURITY,5,-1.3838356209859333,0.01900876872629062,-1.4037365230286063,-1.3542886963934222,0,1,negative,1.3838356209859333
2000,G2_EarlyAdopter_Influencer,AUTONOMY,5,2.8666091390522124,0.09379496016173462,2.7865217814444305,3.0248254263093894,1,0,positive,2.8666091390522124
2000,G2_EarlyAdopter_Influencer,MEANING,5,1.818904575470118,0.038436114252006305,1.781144697959604,1.8723501777422722,1,0,positive,1.818904575470118
2000,G2_EarlyAdopter_Influencer,SECURITY,5,-1.4619089887459085,0.07717913148348172,-1.5233504768590485,-1.3486785732407303,0,1,negative,1.4619089887459085
2000,G3_Fearful_Careful,AUTONOMY,5,2.66234362676576,0.1236080238057637,2.5882333103548936,2.881161820995991,1,0,positive,2.66234362676576
2000,G3_Fearful_Careful,SECURITY,5,-2.171676610981408,0.12097856392953805,-2.307977936170184,-2.023224578275531,0,1,negative,2.171676610981408
2000,G3_Fearful_Careful,PHYSIOLOGICAL,5,-1.210234075075883,0.048907975386374314,-1.2549826920206448,-1.1409164713744484,0,1,negative,1.210234075075883
2000,G4_HomoEconomicus,AUTONOMY,5,2.6132058959836115,0.1888394270811998,2.399933483846655,2.871925908273044,1,0,positive,2.6132058959836115
2000,G4_HomoEconomicus,FINANCIAL,5,-1.637063464716782,0.06525936630086923,-1.7157336472005096,-1.5513625346253423,0,1,negative,1.637063464716782
2000,G4_HomoEconomicus,STIMULATION,5,1.4831953874538166,0.12561017847117642,1.2766545029730068,1.575254229316479,1,0,positive,1.4831953874538166
2000,G5_Uninterested,AUTONOMY,5,2.4461634234219196,0.28273714701696623,2.2299181082027033,2.940183103927172,1,0,positive,2.4461634234219196
2000,G5_Uninterested,PHYSIOLOGICAL,5,-2.0432218685514427,0.06187335107198475,-2.110832841003007,-1.9722858356587343,0,1,negative,2.0432218685514427
2000,G5_Uninterested,SECURITY,5,-1.0787263790027894,0.14062145881051438,-1.2030665206610276,-0.8483499261801236,0,1,negative,1.0787263790027894
