term,estimate,std.error,statistic,p.value,coef.type,sample_label,n_participants,boot_id,model_type,formula,is_dimension_term,is_interaction_term,is_archetype_term,is_significant
z_FINANCIAL,-0.018077490730923983,0.13464354431684403,-0.13426184539812708,0.8931955229798465,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_SECURITY,-1.577849581979383,0.17786216803430732,-8.871192786062498,7.236654773918149e-19,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_COMPETENCE,-0.07331343031966037,0.12315336965950965,-0.5953018624042111,0.5516417112357177,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_AUTONOMY,2.2205191633181216,0.21484131934035025,10.335624311636204,4.862355090231445e-25,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_PHYSIOLOGICAL,-0.6771299417805057,0.11971575170739435,-5.6561474335935875,1.5480849997151005e-8,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_RELATEDNESS,-0.25501059065074105,0.130585173603385,-1.9528295871111874,0.05083979139827588,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_STIMULATION,0.2811344447261701,0.13961889495775973,2.0135845138383632,0.04405317367257772,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_POPULARITY,0.21921865402417298,0.1330891636268584,1.647156297704263,0.09952592393566223,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_MEANING,1.001608188712378,0.16214275044198265,6.177323290631917,6.519748286001697e-10,location,bootstrap,200,1,M1,adoption_stage ~ macro_archetype_5 + z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
Knowledge|Considering,0.800472385658922,0.7038940435196888,1.1372057954295387,0.2554522648081099,intercept,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,FALSE,FALSE
Considering|Done,5.997127601826149,0.8776826223030969,6.83291140718873,8.320834728926893e-12,intercept,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,FALSE,TRUE
macro_archetype_5G2_EarlyAdopter_Influencer,2.8567318263760275,0.9077889173217318,3.1469119878708165,0.001650046212051522,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful,6.498017927264526,1.016467180300084,6.392747403163735,1.6293129957731097e-10,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus,6.246218925359238,1.4681464875052206,4.254492980447243,2.095232321843663e-5,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,TRUE,TRUE
macro_archetype_5G5_Uninterested,5.6984870499261815,3.6600174829461984,1.556956237634985,0.11948087591727181,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,FALSE,TRUE,FALSE
z_FINANCIAL,-1.6124025565222977,0.4086433231092078,-3.9457455079754022,7.955207326153208e-5,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_SECURITY,-0.6073562054232416,0.5879785592489535,-1.0329563822855037,0.30162431121077266,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_COMPETENCE,0.34769897581041553,0.37102674346776154,0.9371264522893538,0.34869351612923477,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_AUTONOMY,3.873281272454369,0.6720294164800954,5.763559120286054,8.235838495235134e-9,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_PHYSIOLOGICAL,0.693992200720239,0.39814173446962514,1.74307825740681,0.0813199459696055,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_RELATEDNESS,-0.24084021070880662,0.4005443846829,-0.601282204716147,0.5476520400376859,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_STIMULATION,-0.2909717625539923,0.4358242368664492,-0.6676355694351978,0.504366246959727,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,FALSE
z_POPULARITY,1.7810391860184254,0.46369254281962113,3.840991651899951,1.225382822887406e-4,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
z_MEANING,1.3495485833436829,0.535770248415624,2.518894222541394,0.011772401680179028,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),TRUE,FALSE,FALSE,TRUE
macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,3.5300370762567344,0.5864917887423668,6.018902811625558,1.7560325835433093e-9,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,1.5404172041311377,0.5231749739991775,2.9443633214259206,0.003236198503046241,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,0.10103621745006866,0.6076702499668684,0.16626816510365186,0.8679459178670279,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G5_Uninterested:z_FINANCIAL,0.47548128075429624,1.6696577620208182,0.2847776901170527,0.7758144655146271,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_SECURITY,-1.6293737760244416,0.7468539233858048,-2.1816498849437664,0.02913538220823129,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful:z_SECURITY,-1.6765942293270921,0.7035026701706045,-2.383209475126094,0.017162425277347886,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus:z_SECURITY,-0.04943780438652413,0.8088053840412319,-0.06112447488851514,0.9512600774487321,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G5_Uninterested:z_SECURITY,2.436868814128853,3.074020969620847,0.7927300555888591,0.42793511529591755,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_COMPETENCE,-0.6404376212410091,0.5058704376205317,-1.266011163359224,0.20550908558832828,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G3_Fearful_Careful:z_COMPETENCE,-0.3037067064793367,0.4782820009057375,-0.6349950571089814,0.5254316387573088,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G4_HomoEconomicus:z_COMPETENCE,-0.7027864656345996,0.6280647198993853,-1.118971410696631,0.263152335873039,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G5_Uninterested:z_COMPETENCE,-3.405461504792427,1.7484710267271786,-1.9476796885601442,0.05145330195036103,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,-1.5605697486521852,0.7131491144217711,-2.1882797259273215,0.028649232772597805,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,-1.3932474042763312,0.7016439269564381,-1.9856901068322532,0.04706774419424127,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,-2.0092619888023773,0.8168678918035861,-2.4597147335122576,0.01390474884704503,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G5_Uninterested:z_AUTONOMY,2.062709531785458,2.620024925680298,0.7872862244811921,0.43111433189286813,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,-1.7516554298110283,0.5141879721928689,-3.40664411565425,6.576681960901365e-4,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,-2.201101022509535,0.5462425382580908,-4.029530599225413,5.588834086474488e-5,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,-0.19139370717622683,0.6047477937727103,-0.3164851681098661,0.7516342812048936,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,-4.209234671971131,1.4418624997769365,-2.91930379812383,0.003508141527128563,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G2_EarlyAdopter_Influencer:z_RELATEDNESS,-0.5126694523410356,0.4885160749896465,-1.0494423389279481,0.2939745804597921,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G3_Fearful_Careful:z_RELATEDNESS,-0.03448496414002163,0.5326611561128961,-0.06474090281273041,0.9483802953811311,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G4_HomoEconomicus:z_RELATEDNESS,0.5550891742449541,0.6463865140992207,0.8587573566854267,0.3904743988174328,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G5_Uninterested:z_RELATEDNESS,-1.6797159901198775,1.9026056725794036,-0.8828503006840352,0.3773171589840304,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,-0.31588574560434013,0.563430649827634,-0.5606470746683316,0.5750381535048228,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G3_Fearful_Careful:z_STIMULATION,0.9317914551145773,0.5456541874894119,1.707659313313083,0.08769957576232147,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G4_HomoEconomicus:z_STIMULATION,2.495936172218723,0.7463057708305497,3.344388144608667,8.246427561703547e-4,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G5_Uninterested:z_STIMULATION,1.897027813014418,1.7645075458049204,1.0751032589940246,0.2823285005472279,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
macro_archetype_5G2_EarlyAdopter_Influencer:z_POPULARITY,-1.8174349410077224,0.5334822772331892,-3.406739114996519,6.574393476347885e-4,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G3_Fearful_Careful:z_POPULARITY,-1.9012837747954605,0.5503990622367059,-3.454373208902362,5.515735039440996e-4,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,TRUE
macro_archetype_5G4_HomoEconomicus:z_POPULARITY,-1.0976352255322646,0.8103693311959276,-1.3544876185188246,0.17558086089762429,location,bootstrap,200,1,M2,adoption_stage ~ macro_archetype_5 * (z_FINANCIAL + z_SECURITY +      z_COMPETENCE + z_AUTONOMY + z_PHYSIOLOGICAL + z_RELATEDNESS +      z_STIMULATION + z_POPULARITY + z_MEANING) + (1 | participant_id),FALSE,TRUE,TRUE,FALSE
