matrix_name,bootstrap_id,n_factors,factor_a,factor_b,correlation,abs_correlation,correlation_distance
matrix_32_raw_0_1,4,4,MR1,MR3,0.13367380947722018,0.13367380947722018,0.8663261905227798
matrix_32_raw_0_1,4,4,MR2,MR3,0.13656935738469814,0.13656935738469814,0.8634306426153019
matrix_32_raw_0_1,4,4,MR1,MR4,0.11617713874144565,0.11617713874144565,0.8838228612585544
matrix_32_raw_0_1,4,4,MR2,MR4,0.13601995002392073,0.13601995002392073,0.8639800499760792
matrix_32_raw_0_1,4,4,MR3,MR4,0.1599433299504187,0.1599433299504187,0.8400566700495813
matrix_32_raw_0_1,5,4,MR1,MR4,-0.01327621618519237,0.01327621618519237,0.9867237838148076
matrix_32_raw_0_1,5,4,MR1,MR2,0.18137795350267252,0.18137795350267252,0.8186220464973275
matrix_32_raw_0_1,5,4,MR4,MR2,0.12912968497058225,0.12912968497058225,0.8708703150294177
matrix_32_raw_0_1,5,4,MR1,MR3,0.16692888214198634,0.16692888214198634,0.8330711178580137
matrix_32_raw_0_1,5,4,MR4,MR3,-0.05983755432968173,0.05983755432968173,0.9401624456703183
matrix_32_raw_0_1,5,4,MR2,MR3,0.1331542723183966,0.1331542723183966,0.8668457276816034
matrix_32_raw_0_1,6,4,MR4,MR2,-0.04846492872080197,0.04846492872080197,0.951535071279198
matrix_32_raw_0_1,6,4,MR4,MR1,0.17882147399280962,0.17882147399280962,0.8211785260071904
matrix_32_raw_0_1,6,4,MR2,MR1,0.12562478528818682,0.12562478528818682,0.8743752147118131
matrix_32_raw_0_1,6,4,MR4,MR3,0.1610483027955929,0.1610483027955929,0.8389516972044071
matrix_32_raw_0_1,6,4,MR2,MR3,0.055525233382270986,0.055525233382270986,0.944474766617729
matrix_32_raw_0_1,6,4,MR1,MR3,0.2558676697024984,0.2558676697024984,0.7441323302975016
matrix_32_raw_0_1,7,4,MR2,MR4,-0.05789544005322438,0.05789544005322438,0.9421045599467757
matrix_32_raw_0_1,7,4,MR2,MR3,0.11830469971062507,0.11830469971062507,0.8816953002893749
matrix_32_raw_0_1,7,4,MR4,MR3,0.12744980697419808,0.12744980697419808,0.872550193025802
matrix_32_raw_0_1,7,4,MR2,MR1,0.13868338072555603,0.13868338072555603,0.8613166192744439
matrix_32_raw_0_1,7,4,MR4,MR1,0.0436427929886138,0.0436427929886138,0.9563572070113862
matrix_32_raw_0_1,7,4,MR3,MR1,0.1575552719464936,0.1575552719464936,0.8424447280535063
matrix_32_raw_0_1,8,4,MR4,MR2,0.02528037118303853,0.02528037118303853,0.9747196288169615
matrix_32_raw_0_1,8,4,MR4,MR3,0.10131862132096318,0.10131862132096318,0.8986813786790369
matrix_32_raw_0_1,8,4,MR2,MR3,0.08623551284385152,0.08623551284385152,0.9137644871561484
matrix_32_raw_0_1,8,4,MR4,MR1,0.06470298945850599,0.06470298945850599,0.9352970105414941
matrix_32_raw_0_1,8,4,MR2,MR1,0.0816568922268922,0.0816568922268922,0.9183431077731078
matrix_32_raw_0_1,8,4,MR3,MR1,0.0893580792769619,0.0893580792769619,0.9106419207230381
matrix_32_raw_0_1,9,4,MR1,MR2,-0.06200541942639476,0.06200541942639476,0.9379945805736052
matrix_32_raw_0_1,9,4,MR1,MR4,0.11969230060535817,0.11969230060535817,0.8803076993946418
matrix_32_raw_0_1,9,4,MR2,MR4,0.05698298222903161,0.05698298222903161,0.9430170177709684
matrix_32_raw_0_1,9,4,MR1,MR3,0.10119317202674127,0.10119317202674127,0.8988068279732587
matrix_32_raw_0_1,9,4,MR2,MR3,0.0729390305824269,0.0729390305824269,0.9270609694175731
matrix_32_raw_0_1,9,4,MR4,MR3,0.1819998252722535,0.1819998252722535,0.8180001747277466
matrix_32_raw_0_1,10,4,MR1,MR3,0.03364028252392472,0.03364028252392472,0.9663597174760753
matrix_32_raw_0_1,10,4,MR1,MR4,0.18024016210794333,0.18024016210794333,0.8197598378920566
matrix_32_raw_0_1,10,4,MR3,MR4,0.07420733997668479,0.07420733997668479,0.9257926600233152
matrix_32_raw_0_1,10,4,MR1,MR2,-0.04577950358383008,0.04577950358383008,0.9542204964161699
matrix_32_raw_0_1,10,4,MR3,MR2,0.1843538613925743,0.1843538613925743,0.8156461386074257
matrix_32_raw_0_1,10,4,MR4,MR2,-0.03268490676605883,0.03268490676605883,0.9673150932339412
matrix_32_raw_0_1,11,4,MR1,MR3,-0.06185057312251107,0.06185057312251107,0.9381494268774889
matrix_32_raw_0_1,11,4,MR1,MR4,0.14305812923344258,0.14305812923344258,0.8569418707665575
matrix_32_raw_0_1,11,4,MR3,MR4,0.01191299579350682,0.01191299579350682,0.9880870042064932
matrix_32_raw_0_1,11,4,MR1,MR2,0.1505279001924673,0.1505279001924673,0.8494720998075327
matrix_32_raw_0_1,11,4,MR3,MR2,0.14326792636737393,0.14326792636737393,0.856732073632626
matrix_32_raw_0_1,11,4,MR4,MR2,0.14473962048209574,0.14473962048209574,0.8552603795179042
matrix_32_raw_0_1,12,4,MR1,MR4,0.07715771966410351,0.07715771966410351,0.9228422803358964
matrix_32_raw_0_1,12,4,MR1,MR3,-0.04007965628414255,0.04007965628414255,0.9599203437158574
matrix_32_raw_0_1,12,4,MR4,MR3,0.32588572811006394,0.32588572811006394,0.674114271889936
matrix_32_raw_0_1,12,4,MR1,MR2,0.0674358668623573,0.0674358668623573,0.9325641331376427
matrix_32_raw_0_1,12,4,MR4,MR2,0.30303331704230035,0.30303331704230035,0.6969666829576997
matrix_32_raw_0_1,12,4,MR3,MR2,-0.020747938385747684,0.020747938385747684,0.9792520616142523
matrix_32_raw_0_1,13,4,MR1,MR4,0.015400232115281834,0.015400232115281834,0.9845997678847181
matrix_32_raw_0_1,13,4,MR1,MR3,0.34487861352393967,0.34487861352393967,0.6551213864760603
matrix_32_raw_0_1,13,4,MR4,MR3,0.04859647092098061,0.04859647092098061,0.9514035290790194
matrix_32_raw_0_1,13,4,MR1,MR2,0.09788179042839779,0.09788179042839779,0.9021182095716023
matrix_32_raw_0_1,13,4,MR4,MR2,0.1527668361565342,0.1527668361565342,0.8472331638434658
matrix_32_raw_0_1,13,4,MR3,MR2,0.2391520514807296,0.2391520514807296,0.7608479485192704
matrix_32_raw_0_1,14,4,MR4,MR3,-0.07413991191593557,0.07413991191593557,0.9258600880840644
matrix_32_raw_0_1,14,4,MR4,MR2,0.14822950615888536,0.14822950615888536,0.8517704938411146
matrix_32_raw_0_1,14,4,MR3,MR2,0.03633120358087988,0.03633120358087988,0.9636687964191202
matrix_32_raw_0_1,14,4,MR4,MR1,0.1460948971908746,0.1460948971908746,0.8539051028091253
matrix_32_raw_0_1,14,4,MR3,MR1,0.10542501251827775,0.10542501251827775,0.8945749874817223
matrix_32_raw_0_1,14,4,MR2,MR1,0.1565413411543903,0.1565413411543903,0.8434586588456097
matrix_32_raw_0_1,15,4,MR3,MR4,-0.04326939938611354,0.04326939938611354,0.9567306006138865
matrix_32_raw_0_1,15,4,MR3,MR2,0.11225679832661348,0.11225679832661348,0.8877432016733865
matrix_32_raw_0_1,15,4,MR4,MR2,0.11257290489175248,0.11257290489175248,0.8874270951082475
matrix_32_raw_0_1,15,4,MR3,MR1,0.29563211578511345,0.29563211578511345,0.7043678842148866
matrix_32_raw_0_1,15,4,MR4,MR1,0.1069730587572567,0.1069730587572567,0.8930269412427433
matrix_32_raw_0_1,15,4,MR2,MR1,0.21875062930324965,0.21875062930324965,0.7812493706967504
matrix_32_raw_0_1,16,4,MR4,MR3,-0.03327883974313707,0.03327883974313707,0.9667211602568629
matrix_32_raw_0_1,16,4,MR4,MR1,0.1330469491218065,0.1330469491218065,0.8669530508781935
matrix_32_raw_0_1,16,4,MR3,MR1,0.07739574279284954,0.07739574279284954,0.9226042572071504
matrix_32_raw_0_1,16,4,MR4,MR2,0.10414750453180374,0.10414750453180374,0.8958524954681962
matrix_32_raw_0_1,16,4,MR3,MR2,0.06580676416280626,0.06580676416280626,0.9341932358371937
matrix_32_raw_0_1,16,4,MR1,MR2,0.17906343465412547,0.17906343465412547,0.8209365653458746
matrix_32_raw_0_1,17,4,MR4,MR3,-0.032501231742800965,0.032501231742800965,0.967498768257199
matrix_32_raw_0_1,17,4,MR4,MR1,0.15846002338378432,0.15846002338378432,0.8415399766162157
matrix_32_raw_0_1,17,4,MR3,MR1,0.10700583383390253,0.10700583383390253,0.8929941661660975
matrix_32_raw_0_1,17,4,MR4,MR2,0.15242775234285177,0.15242775234285177,0.8475722476571482
matrix_32_raw_0_1,17,4,MR3,MR2,0.13750876580412075,0.13750876580412075,0.8624912341958793
matrix_32_raw_0_1,17,4,MR1,MR2,0.22586043909462616,0.22586043909462616,0.7741395609053738
matrix_32_raw_0_1,18,4,MR3,MR2,-0.043714207655269635,0.043714207655269635,0.9562857923447303
matrix_32_raw_0_1,18,4,MR3,MR4,0.06564468501639834,0.06564468501639834,0.9343553149836017
matrix_32_raw_0_1,18,4,MR2,MR4,0.32302118688374376,0.32302118688374376,0.6769788131162562
matrix_32_raw_0_1,18,4,MR3,MR1,0.03185050809080066,0.03185050809080066,0.9681494919091993
matrix_32_raw_0_1,18,4,MR2,MR1,0.05840535023426512,0.05840535023426512,0.9415946497657349
matrix_32_raw_0_1,18,4,MR4,MR1,0.19610889900874398,0.19610889900874398,0.803891100991256
matrix_32_raw_0_1,19,4,MR3,MR4,-0.014940895847648508,0.014940895847648508,0.9850591041523515
matrix_32_raw_0_1,19,4,MR3,MR2,0.08128294884874204,0.08128294884874204,0.9187170511512579
matrix_32_raw_0_1,19,4,MR4,MR2,0.09822318712849154,0.09822318712849154,0.9017768128715085
matrix_32_raw_0_1,19,4,MR3,MR1,0.27862084914951213,0.27862084914951213,0.7213791508504879
matrix_32_raw_0_1,19,4,MR4,MR1,0.07699640856493901,0.07699640856493901,0.9230035914350609
matrix_32_raw_0_1,19,4,MR2,MR1,0.1211374814268545,0.1211374814268545,0.8788625185731455
matrix_32_raw_0_1,20,4,MR1,MR2,0.049708442142894334,0.049708442142894334,0.9502915578571056
matrix_32_raw_0_1,20,4,MR1,MR3,0.13878591823262565,0.13878591823262565,0.8612140817673744
matrix_32_raw_0_1,20,4,MR2,MR3,0.07627053568178715,0.07627053568178715,0.9237294643182128
matrix_32_raw_0_1,20,4,MR1,MR4,0.14492014034072892,0.14492014034072892,0.855079859659271
matrix_32_raw_0_1,20,4,MR2,MR4,0.09138662388229724,0.09138662388229724,0.9086133761177028
matrix_32_raw_0_1,20,4,MR3,MR4,0.17942896548549864,0.17942896548549864,0.8205710345145014
matrix_32_raw_0_1,21,4,MR3,MR1,-0.04940619975551988,0.04940619975551988,0.9505938002444801
matrix_32_raw_0_1,21,4,MR3,MR2,0.11984780623099206,0.11984780623099206,0.880152193769008
matrix_32_raw_0_1,21,4,MR1,MR2,0.0947169425168443,0.0947169425168443,0.9052830574831557
matrix_32_raw_0_1,21,4,MR3,MR4,0.10700094017093217,0.10700094017093217,0.8929990598290678
matrix_32_raw_0_1,21,4,MR1,MR4,0.4873669190561524,0.4873669190561524,0.5126330809438475
matrix_32_raw_0_1,21,4,MR2,MR4,0.15595117303903303,0.15595117303903303,0.844048826960967
matrix_32_raw_0_1,22,4,MR1,MR3,-0.052854002998970855,0.052854002998970855,0.9471459970010292
matrix_32_raw_0_1,22,4,MR1,MR4,0.17477300528375558,0.17477300528375558,0.8252269947162444
matrix_32_raw_0_1,22,4,MR3,MR4,0.10280670260044239,0.10280670260044239,0.8971932973995576
matrix_32_raw_0_1,22,4,MR1,MR2,0.16535706963079627,0.16535706963079627,0.8346429303692038
matrix_32_raw_0_1,22,4,MR3,MR2,0.11526455920103924,0.11526455920103924,0.8847354407989607
matrix_32_raw_0_1,22,4,MR4,MR2,0.18372217727144757,0.18372217727144757,0.8162778227285524
matrix_32_raw_0_1,23,4,MR1,MR3,-0.03539129271515628,0.03539129271515628,0.9646087072848437
matrix_32_raw_0_1,23,4,MR1,MR4,0.08930603780559153,0.08930603780559153,0.9106939621944085
matrix_32_raw_0_1,23,4,MR3,MR4,0.12797785513258816,0.12797785513258816,0.8720221448674118
matrix_32_raw_0_1,23,4,MR1,MR2,0.01218597131265434,0.01218597131265434,0.9878140286873457
matrix_32_raw_0_1,23,4,MR3,MR2,0.0450833841361461,0.0450833841361461,0.9549166158638539
matrix_32_raw_0_1,23,4,MR4,MR2,0.07573393755239488,0.07573393755239488,0.9242660624476051
matrix_32_raw_0_1,24,4,MR2,MR4,-0.042950365089705095,0.042950365089705095,0.9570496349102949
matrix_32_raw_0_1,24,4,MR2,MR1,0.17709315003561704,0.17709315003561704,0.822906849964383
matrix_32_raw_0_1,24,4,MR4,MR1,0.04692384397939988,0.04692384397939988,0.9530761560206001
matrix_32_raw_0_1,24,4,MR2,MR3,0.1114339183036816,0.1114339183036816,0.8885660816963183
matrix_32_raw_0_1,24,4,MR4,MR3,0.03079983136727938,0.03079983136727938,0.9692001686327206
matrix_32_raw_0_1,24,4,MR1,MR3,0.180643955358591,0.180643955358591,0.819356044641409
matrix_32_raw_0_1,25,4,MR1,MR2,-0.019231302705050475,0.019231302705050475,0.9807686972949495
matrix_32_raw_0_1,25,4,MR1,MR3,0.1793147457777834,0.1793147457777834,0.8206852542222166
matrix_32_raw_0_1,25,4,MR2,MR3,0.07206748806916793,0.07206748806916793,0.927932511930832
matrix_32_raw_0_1,25,4,MR1,MR4,0.08607648944987241,0.08607648944987241,0.9139235105501275
matrix_32_raw_0_1,25,4,MR2,MR4,0.12204278653403663,0.12204278653403663,0.8779572134659633
matrix_32_raw_0_1,25,4,MR3,MR4,0.14475584937924063,0.14475584937924063,0.8552441506207593
matrix_32_raw_0_1,26,4,MR4,MR1,-0.11019305642444839,0.11019305642444839,0.8898069435755516
matrix_32_raw_0_1,26,4,MR4,MR3,0.1600016616428331,0.1600016616428331,0.8399983383571669
matrix_32_raw_0_1,26,4,MR1,MR3,0.32201281620925115,0.32201281620925115,0.6779871837907488
matrix_32_raw_0_1,26,4,MR4,MR2,0.08233975527664703,0.08233975527664703,0.917660244723353
matrix_32_raw_0_1,26,4,MR1,MR2,0.0698305872223783,0.0698305872223783,0.9301694127776217
matrix_32_raw_0_1,26,4,MR3,MR2,0.12365445638532542,0.12365445638532542,0.8763455436146745
matrix_32_raw_0_1,27,4,MR2,MR1,0.0058698788175604606,0.0058698788175604606,0.9941301211824395
matrix_32_raw_0_1,27,4,MR2,MR3,0.12992640601731026,0.12992640601731026,0.8700735939826898
matrix_32_raw_0_1,27,4,MR1,MR3,0.06177297993699664,0.06177297993699664,0.9382270200630034
matrix_32_raw_0_1,27,4,MR2,MR4,0.03630214094991901,0.03630214094991901,0.963697859050081
matrix_32_raw_0_1,27,4,MR1,MR4,0.30076448941947814,0.30076448941947814,0.6992355105805219
matrix_32_raw_0_1,27,4,MR3,MR4,0.1975796725059827,0.1975796725059827,0.8024203274940173
matrix_32_raw_0_1,28,4,MR4,MR2,-0.011983740973848151,0.011983740973848151,0.9880162590261519
matrix_32_raw_0_1,28,4,MR4,MR1,0.19077187461286407,0.19077187461286407,0.809228125387136
matrix_32_raw_0_1,28,4,MR2,MR1,0.16382101492664702,0.16382101492664702,0.836178985073353
matrix_32_raw_0_1,28,4,MR4,MR3,-0.1174611801056464,0.1174611801056464,0.8825388198943536
matrix_32_raw_0_1,28,4,MR2,MR3,0.07713230171431751,0.07713230171431751,0.9228676982856825
matrix_32_raw_0_1,28,4,MR1,MR3,-0.059299372885593143,0.059299372885593143,0.9407006271144068
matrix_32_raw_0_1,29,4,MR1,MR2,-0.01909209918617676,0.01909209918617676,0.9809079008138233
matrix_32_raw_0_1,29,4,MR1,MR3,0.13136156569983642,0.13136156569983642,0.8686384343001636
matrix_32_raw_0_1,29,4,MR2,MR3,0.0873292694179694,0.0873292694179694,0.9126707305820306
matrix_32_raw_0_1,29,4,MR1,MR4,0.04050745296878051,0.04050745296878051,0.9594925470312194
matrix_32_raw_0_1,29,4,MR2,MR4,0.18907205661029053,0.18907205661029053,0.8109279433897094
matrix_32_raw_0_1,29,4,MR3,MR4,0.09956028143358825,0.09956028143358825,0.9004397185664117
matrix_32_raw_0_1,30,4,MR1,MR4,-0.03735084475193142,0.03735084475193142,0.9626491552480686
matrix_32_raw_0_1,30,4,MR1,MR2,0.09873441355677663,0.09873441355677663,0.9012655864432234
matrix_32_raw_0_1,30,4,MR4,MR2,0.05814814606508188,0.05814814606508188,0.9418518539349181
matrix_32_raw_0_1,30,4,MR1,MR3,0.17765437611042453,0.17765437611042453,0.8223456238895754
matrix_32_raw_0_1,30,4,MR4,MR3,0.052711991898474024,0.052711991898474024,0.947288008101526
matrix_32_raw_0_1,30,4,MR2,MR3,0.0820339409173626,0.0820339409173626,0.9179660590826374
matrix_32_raw_0_1,31,4,MR3,MR4,-0.06418474961338921,0.06418474961338921,0.9358152503866108
matrix_32_raw_0_1,31,4,MR3,MR1,0.10140351267522238,0.10140351267522238,0.8985964873247776
matrix_32_raw_0_1,31,4,MR4,MR1,0.2860885925364654,0.2860885925364654,0.7139114074635347
matrix_32_raw_0_1,31,4,MR3,MR2,0.11307494029095116,0.11307494029095116,0.8869250597090488
matrix_32_raw_0_1,31,4,MR4,MR2,0.05755938367367806,0.05755938367367806,0.9424406163263219
matrix_32_raw_0_1,31,4,MR1,MR2,0.1874732680481538,0.1874732680481538,0.8125267319518462
matrix_32_raw_0_1,32,4,MR3,MR1,7.971244827472336e-4,7.971244827472336e-4,0.9992028755172527
matrix_32_raw_0_1,32,4,MR3,MR4,0.09521271811399946,0.09521271811399946,0.9047872818860005
matrix_32_raw_0_1,32,4,MR1,MR4,0.021279964130350215,0.021279964130350215,0.9787200358696497
matrix_32_raw_0_1,32,4,MR3,MR2,0.13816328839949957,0.13816328839949957,0.8618367116005005
matrix_32_raw_0_1,32,4,MR1,MR2,0.010092217152529961,0.010092217152529961,0.98990778284747
matrix_32_raw_0_1,32,4,MR4,MR2,0.1960458636348028,0.1960458636348028,0.8039541363651972
matrix_32_raw_0_1,33,4,MR2,MR1,-0.03883653169382697,0.03883653169382697,0.961163468306173
matrix_32_raw_0_1,33,4,MR2,MR3,0.1166001547759356,0.1166001547759356,0.8833998452240643
matrix_32_raw_0_1,33,4,MR1,MR3,0.10270817598647382,0.10270817598647382,0.8972918240135261
matrix_32_raw_0_1,33,4,MR2,MR4,0.1519682677984567,0.1519682677984567,0.8480317322015433
matrix_32_raw_0_1,33,4,MR1,MR4,0.251124268074857,0.251124268074857,0.748875731925143
matrix_32_raw_0_1,33,4,MR3,MR4,0.08833282723836508,0.08833282723836508,0.9116671727616349
matrix_32_raw_0_1,34,4,MR1,MR4,-0.045591309374174445,0.045591309374174445,0.9544086906258256
matrix_32_raw_0_1,34,4,MR1,MR2,0.16350629695556548,0.16350629695556548,0.8364937030444345
matrix_32_raw_0_1,34,4,MR4,MR2,0.09752740985176922,0.09752740985176922,0.9024725901482308
matrix_32_raw_0_1,34,4,MR1,MR3,0.3161999427646118,0.3161999427646118,0.6838000572353882
matrix_32_raw_0_1,34,4,MR4,MR3,0.08888180191690713,0.08888180191690713,0.9111181980830929
matrix_32_raw_0_1,34,4,MR2,MR3,0.1177174875355437,0.1177174875355437,0.8822825124644563
matrix_32_raw_0_1,35,4,MR4,MR2,-0.054644272927876075,0.054644272927876075,0.9453557270721239
matrix_32_raw_0_1,35,4,MR4,MR1,0.1606702562326323,0.1606702562326323,0.8393297437673677
matrix_32_raw_0_1,35,4,MR2,MR1,0.11595208862790374,0.11595208862790374,0.8840479113720963
matrix_32_raw_0_1,35,4,MR4,MR3,0.21768413288001487,0.21768413288001487,0.7823158671199851
matrix_32_raw_0_1,35,4,MR2,MR3,0.19663548488028515,0.19663548488028515,0.8033645151197149
matrix_32_raw_0_1,35,4,MR1,MR3,0.219841145349921,0.219841145349921,0.7801588546500791
matrix_32_raw_0_1,36,4,MR1,MR3,-0.054241912291018844,0.054241912291018844,0.9457580877089812
matrix_32_raw_0_1,36,4,MR1,MR4,0.11103746378884805,0.11103746378884805,0.888962536211152
matrix_32_raw_0_1,36,4,MR3,MR4,0.06012758112410658,0.06012758112410658,0.9398724188758935
matrix_32_raw_0_1,36,4,MR1,MR2,0.18851356977178454,0.18851356977178454,0.8114864302282154
matrix_32_raw_0_1,36,4,MR3,MR2,0.05218890591354996,0.05218890591354996,0.94781109408645
matrix_32_raw_0_1,36,4,MR4,MR2,0.18343725156311458,0.18343725156311458,0.8165627484368854
matrix_32_raw_0_1,37,4,MR2,MR1,-0.0750137939768663,0.0750137939768663,0.9249862060231338
matrix_32_raw_0_1,37,4,MR2,MR4,0.12086871454724309,0.12086871454724309,0.8791312854527569
matrix_32_raw_0_1,37,4,MR1,MR4,0.08222961792922116,0.08222961792922116,0.9177703820707789
matrix_32_raw_0_1,37,4,MR2,MR3,0.04609948073941195,0.04609948073941195,0.953900519260588
matrix_32_raw_0_1,37,4,MR1,MR3,0.1794050918379383,0.1794050918379383,0.8205949081620617
matrix_32_raw_0_1,37,4,MR4,MR3,0.12973811612457287,0.12973811612457287,0.8702618838754271
matrix_32_raw_0_1,38,4,MR1,MR4,-0.01134283604988805,0.01134283604988805,0.9886571639501119
matrix_32_raw_0_1,38,4,MR1,MR3,0.13263097851981046,0.13263097851981046,0.8673690214801896
matrix_32_raw_0_1,38,4,MR4,MR3,0.09187190502491069,0.09187190502491069,0.9081280949750893
matrix_32_raw_0_1,38,4,MR1,MR2,0.20317724405204635,0.20317724405204635,0.7968227559479537
matrix_32_raw_0_1,38,4,MR4,MR2,0.14538561129284308,0.14538561129284308,0.8546143887071569
matrix_32_raw_0_1,38,4,MR3,MR2,0.19524017013643502,0.19524017013643502,0.804759829863565
matrix_32_raw_0_1,39,4,MR1,MR4,-0.05080920210199985,0.05080920210199985,0.9491907978980001
matrix_32_raw_0_1,39,4,MR1,MR2,0.1082367525868734,0.1082367525868734,0.8917632474131266
matrix_32_raw_0_1,39,4,MR4,MR2,0.037078060347930764,0.037078060347930764,0.9629219396520692
matrix_32_raw_0_1,39,4,MR1,MR3,0.117782388242218,0.117782388242218,0.882217611757782
matrix_32_raw_0_1,39,4,MR4,MR3,0.33175089935229146,0.33175089935229146,0.6682491006477085
matrix_32_raw_0_1,39,4,MR2,MR3,0.15401475003796217,0.15401475003796217,0.8459852499620378
matrix_32_raw_0_1,40,4,MR4,MR2,-0.023459634480099825,0.023459634480099825,0.9765403655199002
matrix_32_raw_0_1,40,4,MR4,MR3,0.14381072742420586,0.14381072742420586,0.8561892725757941
matrix_32_raw_0_1,40,4,MR2,MR3,0.11046943368902952,0.11046943368902952,0.8895305663109705
matrix_32_raw_0_1,40,4,MR4,MR1,0.03143455513522478,0.03143455513522478,0.9685654448647752
matrix_32_raw_0_1,40,4,MR2,MR1,0.15681834345543705,0.15681834345543705,0.8431816565445629
matrix_32_raw_0_1,40,4,MR3,MR1,0.10643521932599444,0.10643521932599444,0.8935647806740056
matrix_32_raw_0_1,41,4,MR4,MR2,-0.022933259062662394,0.022933259062662394,0.9770667409373376
matrix_32_raw_0_1,41,4,MR4,MR1,0.18767975758287372,0.18767975758287372,0.8123202424171263
matrix_32_raw_0_1,41,4,MR2,MR1,0.1351904629355702,0.1351904629355702,0.8648095370644298
matrix_32_raw_0_1,41,4,MR4,MR3,0.1618733904888359,0.1618733904888359,0.8381266095111641
matrix_32_raw_0_1,41,4,MR2,MR3,-0.01650698121994113,0.01650698121994113,0.9834930187800589
matrix_32_raw_0_1,41,4,MR1,MR3,0.10564147328281165,0.10564147328281165,0.8943585267171883
matrix_32_raw_0_1,42,4,MR2,MR1,-6.678896925480808e-4,6.678896925480808e-4,0.999332110307452
matrix_32_raw_0_1,42,4,MR2,MR4,0.11121777727090097,0.11121777727090097,0.888782222729099
matrix_32_raw_0_1,42,4,MR1,MR4,0.06082852530502227,0.06082852530502227,0.9391714746949777
matrix_32_raw_0_1,42,4,MR2,MR3,0.14603183936320666,0.14603183936320666,0.8539681606367934
matrix_32_raw_0_1,42,4,MR1,MR3,0.2296058777639445,0.2296058777639445,0.7703941222360555
matrix_32_raw_0_1,42,4,MR4,MR3,0.12347974677285414,0.12347974677285414,0.8765202532271459
matrix_32_raw_0_1,43,4,MR2,MR4,0.01868393208401698,0.01868393208401698,0.981316067915983
matrix_32_raw_0_1,43,4,MR2,MR1,0.11876929561859134,0.11876929561859134,0.8812307043814087
matrix_32_raw_0_1,43,4,MR4,MR1,0.1241499297548135,0.1241499297548135,0.8758500702451865
matrix_32_raw_0_1,43,4,MR2,MR3,0.19286302130527957,0.19286302130527957,0.8071369786947205
matrix_32_raw_0_1,43,4,MR4,MR3,0.01438668463883495,0.01438668463883495,0.985613315361165
matrix_32_raw_0_1,43,4,MR1,MR3,0.18520032074183976,0.18520032074183976,0.8147996792581602
matrix_32_raw_0_1,44,4,MR4,MR2,0.0028289205415771585,0.0028289205415771585,0.9971710794584229
matrix_32_raw_0_1,44,4,MR4,MR3,0.17644668609678357,0.17644668609678357,0.8235533139032164
matrix_32_raw_0_1,44,4,MR2,MR3,0.08425339640736815,0.08425339640736815,0.9157466035926318
matrix_32_raw_0_1,44,4,MR4,MR1,0.0673058484156242,0.0673058484156242,0.9326941515843759
matrix_32_raw_0_1,44,4,MR2,MR1,0.04842325594030231,0.04842325594030231,0.9515767440596977
matrix_32_raw_0_1,44,4,MR3,MR1,0.10765598193223902,0.10765598193223902,0.892344018067761
matrix_32_raw_0_1,45,4,MR2,MR4,0.008425647340300312,0.008425647340300312,0.9915743526596997
matrix_32_raw_0_1,45,4,MR2,MR3,0.128299733162569,0.128299733162569,0.871700266837431
matrix_32_raw_0_1,45,4,MR4,MR3,0.0864663854138816,0.0864663854138816,0.9135336145861184
