Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
63d3b7a1cbac9b591199a0b7,5a5c0728ac5624000153f533,APPROVED,2023-01-27T11:38:16.510000Z,2023-01-27T12:13:30.810000Z,2023-01-30T15:50:58.290000Z,2023-01-27T12:13:31.184825Z,2115.0,CYDMOCQ1,1164,40,Male,White,United States,Mexico,United States,English,DATA_EXPIRED,DATA_EXPIRED,
63d3b7de7c1daa057407a6f7,5ed3e885034557397f017ef0,APPROVED,2023-01-27T11:39:10.517000Z,2023-01-27T11:56:35.109000Z,2023-01-30T15:51:57.705000Z,2023-01-27T11:56:35.608989Z,1045.0,CYDMOCQ1,293,40,Female,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3b82b9067413c4ee1fdb7,5ea8176676434f02a39db063,APPROVED,2023-01-27T11:40:43.815000Z,2023-01-27T12:23:42.152000Z,2023-01-30T15:50:58.462000Z,2023-01-27T12:23:42.543520Z,2579.0,CYDMOCQ1,296,43,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3b922cf65159e157ff32d,5eb035358c62bb09069a842f,APPROVED,2023-01-27T11:44:44.072000Z,2023-01-27T12:51:05.275000Z,2023-01-30T15:50:58.637000Z,2023-01-27T12:51:05.729144Z,3982.0,CYDMOCQ1,316,34,Male,Mixed,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3b926dbf4b5b863050695,5b6fc83e8d336b0001fe77b4,APPROVED,2023-01-27T11:44:44.246000Z,2023-01-27T12:12:59.419000Z,2023-01-30T15:51:57.884000Z,2023-01-27T12:12:59.822878Z,1696.0,CYDMOCQ1,385,41,Female,White,Mexico,Mexico,Mexico,Spanish,No,Part-Time,
63d3b98981150e02dafc233b,5f4174cf36442031ab52225a,APPROVED,2023-01-27T11:46:20.175000Z,2023-01-27T12:02:04.022000Z,2023-01-30T15:50:58.818000Z,2023-01-27T12:02:04.342731Z,944.0,CYDMOCQ1,148,25,Male,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3b991cfabac4d28efbb01,5f9afa6dffa5e21329cf3f6e,APPROVED,2023-01-27T11:46:25.813000Z,2023-01-27T12:21:36.641000Z,2023-01-30T15:50:59.003000Z,2023-01-27T12:21:37.139163Z,2111.0,CYDMOCQ1,260,22,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3b9a0dbb54db5cd99a089,602a87fa4ae79107f91d2524,APPROVED,2023-01-27T11:47:15.015000Z,2023-01-27T12:28:38.593000Z,2023-01-30T15:51:58.069000Z,2023-01-27T12:28:38.969142Z,2484.0,CYDMOCQ1,106,48,Female,White,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3ba71407239170ffc234f,6162bf42048363a56b08995e,APPROVED,2023-01-27T11:50:09.898000Z,2023-01-27T12:16:44.202000Z,2023-01-30T15:50:59.197000Z,2023-01-27T12:16:44.617855Z,1595.0,CYDMOCQ1,2,25,Male,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3ba8c0635c57d72961069,605563e772e44013a0772597,APPROVED,2023-01-27T11:50:36.804000Z,2023-01-27T12:24:53.059000Z,2023-01-30T15:50:59.376000Z,2023-01-27T12:24:53.478510Z,2057.0,CYDMOCQ1,272,41,Male,White,"Venezuela, Bolivarian Republic of",Chile,Chile,Spanish,No,Full-Time,
63d3baa4897cbf1705d858de,5d67fe2073cd1d001a611229,APPROVED,2023-01-27T11:51:00.648000Z,2023-01-27T12:12:23.379000Z,2023-01-30T15:50:59.549000Z,2023-01-27T12:12:23.863512Z,1283.0,CYDMOCQ1,550,35,Male,White,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3bab3fd0f6e7530b904bb,5b7850cef642ed0001517c4d,APPROVED,2023-01-27T11:51:21.983000Z,2023-01-27T12:20:44.405000Z,2023-01-30T15:51:58.250000Z,2023-01-27T12:20:44.874511Z,1763.0,CYDMOCQ1,490,56,Female,White,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3bb78694f864f2607a6fe,60a6aac9fa721129536f77b9,APPROVED,2023-01-27T11:58:55.843000Z,2023-01-27T12:34:40.492000Z,2023-01-30T15:50:59.716000Z,2023-01-27T12:34:40.906130Z,2145.0,CYDMOCQ1,150,24,Male,White,Chile,Chile,Chile,Spanish,Yes,Part-Time,
63d3bb92d7d92dcaf4d12f3a,5dfae1f373d7248254527108,APPROVED,2023-01-27T11:54:58.123000Z,2023-01-27T12:34:18.636000Z,2023-01-30T15:50:59.915000Z,2023-01-27T12:34:19.348369Z,2361.0,CYDMOCQ1,399,32,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3bbeb5ad54a3ba25c81d1,5d40a788811e75001a0eabe4,APPROVED,2023-01-27T11:56:45.333000Z,2023-01-27T12:30:03.651000Z,2023-01-30T15:51:00.113000Z,2023-01-27T12:30:04.055233Z,1999.0,CYDMOCQ1,379,37,Male,White,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3bcb582b34c767f5c818b,613bbfebd7cdd60585f6a3a2,APPROVED,2023-01-27T12:01:07.807000Z,2023-01-27T12:30:34.828000Z,2023-01-30T15:51:00.307000Z,2023-01-27T12:30:35.215496Z,1768.0,CYDMOCQ1,346,20,Male,Mixed,Mexico,Mexico,Mexico,English,Yes,Full-Time,
63d3bd72bb6cffe952e59fbc,5c5d9b5dfd49d30001da3b1f,APPROVED,2023-01-27T12:04:06.999000Z,2023-01-27T12:38:25.293000Z,2023-01-30T15:51:00.503000Z,2023-01-27T12:38:25.757690Z,2059.0,CYDMOCQ1,163,32,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3bd954abbb683744e7eeb,5bb511c6689fc5000149c703,APPROVED,2023-01-27T12:03:35.645000Z,2023-01-27T12:35:55.890000Z,2023-01-30T15:51:58.429000Z,2023-01-27T12:35:56.307459Z,1941.0,CYDMOCQ1,924,46,Female,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3bda701ced50d77c0266e,6109d2c5525e33fb9443d3a7,APPROVED,2023-01-27T12:04:49.897000Z,2023-01-27T12:34:57.356000Z,2023-01-30T15:51:58.629000Z,2023-01-27T12:34:57.978184Z,1808.0,CYDMOCQ1,124,24,Female,Other,Chile,Chile,Chile,Spanish,Yes,Other,
63d3be037e274a57f399a06f,5f84e3aa5a8a9e1bd6be956c,APPROVED,2023-01-27T12:05:23.646000Z,2023-01-27T12:55:29.534000Z,2023-01-30T15:51:58.820000Z,2023-01-27T12:55:29.916471Z,3006.0,CYDMOCQ1,206,63,Female,White,Mexico,Mexico,Mexico,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
63d3bf9d8ecbf9b1d0dd5868,57d0540392da98000100c72f,APPROVED,2023-01-27T12:12:13.174000Z,2023-01-27T12:51:54.937000Z,2023-01-30T15:51:59.001000Z,2023-01-27T12:51:55.358761Z,2382.0,CYDMOCQ1,691,35,Female,White,Chile,Chile,Chile,English,Yes,Full-Time,
63d3bfa3729a357f78efbad2,5a948fb31eda41000136244e,APPROVED,2023-01-27T12:12:19.448000Z,2023-01-27T13:15:01.270000Z,2023-01-30T15:51:00.683000Z,2023-01-27T13:15:02.085837Z,3762.0,NOCODE,585,25,Male,Mixed,Chile,Chile,Chile,"English, Spanish",DATA_EXPIRED,DATA_EXPIRED,
63d3bfda9403647b0b0506f4,5e9071852d79d90315e4eb6f,APPROVED,2023-01-27T12:13:14.045000Z,2023-01-27T12:47:43.870000Z,2023-01-30T15:51:00.873000Z,2023-01-27T12:47:44.369599Z,2070.0,CYDMOCQ1,356,36,Male,White,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3c03f968091841fc03429,5d9ba8c0da204300184a88a7,APPROVED,2023-01-27T12:15:10.801000Z,2023-01-27T12:37:20.398000Z,2023-01-30T15:51:01.051000Z,2023-01-27T12:37:20.746923Z,1330.0,CYDMOCQ1,1218,28,Male,Other,United States,Mexico,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
63d3c0e209b9b27d2d6b843c,60c6750fe6a26efa6c3c34b2,APPROVED,2023-01-27T12:17:49.619000Z,2023-01-27T12:45:31.582000Z,2023-01-30T15:51:01.238000Z,2023-01-27T12:45:32.064659Z,1662.0,CYDMOCQ1,34,24,Male,Other,Chile,Chile,Chile,Spanish,DATA_EXPIRED,Unemployed (and job seeking),
63d3c1296e9400480307a739,6169e8a8311d269013eb73c7,APPROVED,2023-01-27T12:18:49.292000Z,2023-01-27T12:41:12.816000Z,2023-01-30T15:51:59.205000Z,2023-01-27T12:41:13.312997Z,1344.0,CYDMOCQ1,386,27,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking),
63d3c18a90ec4f59f28d3073,5eb399a140be6e18063981c3,APPROVED,2023-01-27T12:20:29.150000Z,2023-01-27T12:28:47.758000Z,2023-01-30T15:51:01.438000Z,2023-01-27T12:28:48.112986Z,499.0,CYDMOCQ1,339,28,Male,Mixed,"Venezuela, Bolivarian Republic of",Chile,"Venezuela, Bolivarian Republic of",Spanish,Yes,Full-Time,
63d3c1bd7d6c55d086a2a7fe,5b3d6a9ec2aa1000017781a0,APPROVED,2023-01-27T12:21:23.499000Z,2023-01-27T12:44:16.204000Z,2023-01-30T15:51:01.614000Z,2023-01-27T12:44:16.677739Z,1373.0,CYDMOCQ1,1032,67,Male,White,United Kingdom,Chile,United Kingdom,English,No,Full-Time,
63d3c2185b9ccd5042c0262d,5e7414b9929931398ae59f02,APPROVED,2023-01-27T12:22:48.692000Z,2023-01-27T12:55:57.193000Z,2023-01-30T15:51:59.413000Z,2023-01-27T12:55:57.573324Z,1989.0,CYDMOCQ1,212,49,Female,White,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3c39f38859a4d3dd85899,5ee15e3a7372d454ac1c93b4,APPROVED,2023-01-27T12:29:19.057000Z,2023-01-27T13:35:35.258000Z,2023-01-30T15:51:01.793000Z,2023-01-27T13:35:35.628512Z,3977.0,CYDMOCQ1,149,30,Male,Mixed,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),
63d3c3c062f7ad1e55fb6dce,5fc44d83862e3e79b02e0438,APPROVED,2023-01-27T12:29:52.664000Z,2023-01-27T13:28:56.991000Z,2023-01-30T15:51:01.977000Z,2023-01-27T13:28:57.412695Z,3545.0,CYDMOCQ1,143,23,Male,Other,Chile,Chile,Chile,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
63d3c553324fc15cf87f8b9e,6088a7e22d5b98ef3f813a22,APPROVED,2023-01-27T12:36:59.811000Z,2023-01-27T13:17:16.463000Z,2023-01-30T15:51:59.630000Z,2023-01-27T13:17:16.841113Z,2417.0,CYDMOCQ1,202,30,Female,Other,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3c57c6d5ddba934c02655,6168432c5662ef2b142ec095,APPROVED,2023-01-27T12:37:35.272000Z,2023-01-27T13:26:20.078000Z,2023-01-30T15:51:02.371000Z,2023-01-27T13:26:20.509358Z,2925.0,CYDMOCQ1,65,56,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3c78619eb78350f8d308c,6106ce151a47f7b687062eea,APPROVED,2023-01-27T12:45:58.517000Z,2023-01-27T13:15:01.225000Z,2023-01-30T15:51:59.844000Z,2023-01-27T13:15:01.620512Z,1743.0,CYDMOCQ1,146,21,Female,Other,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking),
63d3c87f429ae9345c913a8a,61381fc0024ffe24683c2784,APPROVED,2023-01-27T12:50:11.366000Z,2023-01-27T13:17:53.266000Z,2023-01-30T15:52:00.049000Z,2023-01-27T13:17:53.747299Z,1662.0,CYDMOCQ1,131,22,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3c8c781e884c6a076d00c,5c1d19c810677f0001d9d56c,APPROVED,2023-01-27T12:51:22.801000Z,2023-01-27T13:41:13.096000Z,2023-01-30T15:51:02.548000Z,2023-01-27T13:41:13.667401Z,2991.0,CYDMOCQ1,552,45,Male,White,Cameroon,Mexico,Mexico,Spanish,No,Full-Time,
63d3c93494080ae4d170b34e,5c465ffdf608210001a4d536,APPROVED,2023-01-27T12:53:39.569000Z,2023-01-27T13:40:42.747000Z,2023-01-30T15:51:02.729000Z,2023-01-27T13:40:43.122164Z,2824.0,CYDMOCQ1,409,34,Male,Mixed,"Venezuela, Bolivarian Republic of",Mexico,"Venezuela, Bolivarian Republic of",Spanish,No,Full-Time,
63d3c983f1c3c94423c39021,615c8512324e80bb9d5ae1ef,APPROVED,2023-01-27T12:55:17.137000Z,2023-01-27T13:29:35.949000Z,2023-01-30T15:51:02.901000Z,2023-01-27T13:29:36.277996Z,2059.0,CYDMOCQ1,209,41,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3ca07d1fc2c33f859e864,613a9a79a177842985a94263,APPROVED,2023-01-27T12:58:58.374000Z,2023-01-27T13:50:39.467000Z,2023-01-30T15:52:00.265000Z,2023-01-27T13:50:43.877155Z,3102.0,CYDMOCQ1,215,27,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3ca1c67cce45251568ed8,5e96195dd7dbe00939d9f042,APPROVED,2023-01-27T12:57:03.972000Z,2023-01-27T13:16:31.760000Z,2023-01-30T15:51:03.080000Z,2023-01-27T13:16:32.103969Z,1168.0,CYDMOCQ1,399,32,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Full-Time,
63d3cb0e8ad63d38c9efbd73,613a469755c08ab3b9d682ad,APPROVED,2023-01-27T13:01:46.088000Z,2023-01-27T14:03:11.892000Z,2023-01-30T15:52:00.484000Z,2023-01-27T14:03:12.296718Z,3686.0,CYDMOCQ1,530,26,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cbb300d0244c3248ec80,5f720f7fb7dd520e26f3c0b3,APPROVED,2023-01-27T13:03:54.568000Z,2023-01-27T13:39:34.435000Z,2023-01-30T15:51:03.256000Z,2023-01-27T13:39:34.896870Z,2140.0,CYDMOCQ1,162,31,Male,Asian,India,Mexico,India,Hindi,Yes,Full-Time,
63d3cbbb19698d2973dc87cb,613fde0b34b0cbed4c9250ad,APPROVED,2023-01-27T13:03:57.947000Z,2023-01-27T13:33:38.555000Z,2023-01-30T15:52:00.714000Z,2023-01-27T13:33:38.884187Z,1781.0,CYDMOCQ1,156,22,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3cbeecaf39f4d6887d3f0,5bfb7a8b3db90d0001f559a8,APPROVED,2023-01-27T13:05:16.535000Z,2023-01-27T13:31:55.575000Z,2023-01-30T15:52:00.917000Z,2023-01-27T13:31:56.230103Z,1600.0,CYDMOCQ1,60,35,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3cc427e6b80c6c687d3f2,615f316da40e7564fd9c1856,APPROVED,2023-01-27T13:06:10.418000Z,2023-01-27T13:26:35.783000Z,2023-01-30T15:52:01.125000Z,2023-01-27T13:26:36.243786Z,1226.0,CYDMOCQ1,204,26,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cc8255bbf71121d7d977,613d17189f701e7a75b88d68,APPROVED,2023-01-27T13:07:24.956000Z,2023-01-27T14:23:33.322000Z,2023-01-30T15:52:01.326000Z,2023-01-27T14:23:33.772145Z,4569.0,CYDMOCQ1,146,25,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3ccf68b2fc24985be57e8,613a61ef41fa92a76097b140,APPROVED,2023-01-27T13:09:10.990000Z,2023-01-27T13:33:04.060000Z,2023-01-30T15:52:01.527000Z,2023-01-27T13:33:04.492313Z,1434.0,CYDMOCQ1,169,20,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3cd60e9ed90e6b81e5ec6,5b36e844cf5e6a00018303a8,APPROVED,2023-01-27T13:10:56.661000Z,2023-01-27T13:39:45.466000Z,2023-01-30T15:51:03.439000Z,2023-01-27T13:39:45.926587Z,1729.0,CYDMOCQ1,592,31,Male,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cda848d56f3bf206f41c,613a11159fa938c6a003daaf,APPROVED,2023-01-27T13:12:08.166000Z,2023-01-27T13:37:53.807000Z,2023-01-30T15:52:01.745000Z,2023-01-27T13:37:54.209695Z,1546.0,CYDMOCQ1,102,23,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Other,
63d3cdec65822c77bc7948f4,615bc2bfcbb7dff35fb83eb1,APPROVED,2023-01-27T13:13:51.108000Z,2023-01-27T14:16:56.722000Z,2023-01-30T15:52:01.963000Z,2023-01-27T14:16:57.127613Z,3786.0,CYDMOCQ1,267,24,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,DATA_EXPIRED,
63d3ce0c87e173a0a3bd18ee,613a9193ed68e49209b471b7,APPROVED,2023-01-27T13:19:42.999000Z,2023-01-27T13:34:53.590000Z,2023-01-30T15:52:02.178000Z,2023-01-27T13:34:54.003336Z,911.0,CYDMOCQ1,127,22,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3ce2f2dd58d336511be91,60ce479746ed85fb4cea5ada,APPROVED,2023-01-27T13:14:23.395000Z,2023-01-27T14:10:15.018000Z,2023-01-30T15:51:03.640000Z,2023-01-27T14:10:15.412348Z,3352.0,CYDMOCQ1,214,27,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3ce81122ddb515bce7c5a,5e45ad5adb671e0952ec6b86,APPROVED,2023-01-27T13:15:45.850000Z,2023-01-27T13:43:59.634000Z,2023-01-30T15:52:02.402000Z,2023-01-27T13:44:00.056430Z,1694.0,CYDMOCQ1,314,28,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3ceb9eb00de717ded3a61,613aa5573b490858a6a548b8,APPROVED,2023-01-27T13:17:00.722000Z,2023-01-27T13:39:07.870000Z,2023-01-30T15:52:02.617000Z,2023-01-27T13:39:08.284712Z,1328.0,CYDMOCQ1,90,20,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3ced9dc74bfacd13409ba,5e870750e77d1900093ceb6c,APPROVED,2023-01-27T13:17:13.453000Z,2023-01-27T13:36:03.895000Z,2023-01-30T15:51:03.835000Z,2023-01-27T13:36:05.603528Z,1131.0,8a5fcd71-a5bf-4e98-8a37-b99bdfdefa7e,305,41,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time,
63d3cee817d1a3700111be9e,613aaa02224b5019dba07b4f,APPROVED,2023-01-27T13:17:28.915000Z,2023-01-27T13:48:35.074000Z,2023-01-30T15:51:04.014000Z,2023-01-27T13:48:35.471066Z,1867.0,CYDMOCQ1,194,27,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cef07631f29be5a949f9,572bc38f34b25a0010dbe9c4,APPROVED,2023-01-27T13:17:50.057000Z,2023-01-27T13:47:38.664000Z,2023-01-30T15:51:04.206000Z,2023-01-27T13:47:39.012697Z,1789.0,CYDMOCQ1,325,37,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cef509b3ad5b6d20bbc3,605d5a6066ab82b353e53c15,APPROVED,2023-01-27T13:17:46.758000Z,2023-01-27T13:50:52.887000Z,2023-01-30T15:52:02.842000Z,2023-01-27T13:50:53.652034Z,1987.0,NOCODE,264,26,Female,White,United States,Chile,United States,English,No,Full-Time,
63d3cf0deed4688f9df0d052,6032a88a2b8e882a37cc2766,APPROVED,2023-01-27T13:21:12.728000Z,2023-01-27T13:49:20.767000Z,2023-01-30T15:52:03.059000Z,2023-01-27T13:49:21.174397Z,1689.0,CYDMOCQ1,426,48,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3cf3165ab3f20bbfdf070,60fef403b3b6d8b4cbfa281a,APPROVED,2023-01-27T13:18:47.952000Z,2023-01-27T13:42:03.476000Z,2023-01-30T15:51:04.443000Z,2023-01-27T13:42:04.040382Z,1396.0,c1820a68-9152-402a-b5ae-192a7ff73f61,271,39,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Part-Time,
63d3cf5717d1a3700111beb1,5f63b9d3a83a7d0ecdda4eb2,APPROVED,2023-01-27T13:19:19.081000Z,2023-01-27T13:51:26.334000Z,2023-01-30T15:52:03.279000Z,2023-01-27T13:51:26.763146Z,1928.0,CYDMOCQ1,152,22,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time,
63d3cf6cb360046035f00230,613ac4b87c8024e25fbd3f0f,APPROVED,2023-01-27T13:28:54.172000Z,2023-01-27T14:17:12.775000Z,2023-01-30T15:52:03.509000Z,2023-01-27T14:17:13.428555Z,2899.0,CYDMOCQ1,144,30,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3cfadcdf6745e47770ccc,61574077a387cffb584cfb06,APPROVED,2023-01-27T13:20:52.153000Z,2023-01-27T14:11:49.231000Z,2023-01-30T15:52:03.708000Z,2023-01-27T14:11:49.705422Z,3058.0,CYDMOCQ1,37,31,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
63d3d04cd29120a83ffdf0cd,5f3c202dc59223a250d37f11,APPROVED,2023-01-27T13:23:24.943000Z,2023-01-27T14:02:10.671000Z,2023-01-30T15:52:03.917000Z,2023-01-27T14:02:11.031971Z,2326.0,CYDMOCQ1,477,29,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,
63d3d0c5246ba57504b0d388,5e792d23c826500d4c0ccec0,APPROVED,2023-01-27T13:25:43.757000Z,2023-01-27T13:46:53.663000Z,2023-01-30T15:52:04.134000Z,2023-01-27T13:46:54.100537Z,1270.0,CYDMOCQ1,294,52,Female,White,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED,
63d3d0dc3161da0fbccfa2c8,615b0913b967a23799df8412,APPROVED,2023-01-27T13:25:59.933000Z,2023-01-27T14:04:24.503000Z,2023-01-30T15:52:04.370000Z,2023-01-27T14:04:25.050565Z,2305.0,CYDMOCQ1,81,33,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking),
63d3d1825931aa544154c81c,5e84fe873e0ebd0d3b103df2,APPROVED,2023-01-27T13:28:36.297000Z,2023-01-27T14:01:31.677000Z,2023-01-30T15:51:04.836000Z,2023-01-27T14:01:32.098747Z,1976.0,CYDMOCQ1,195,29,Male,Mixed,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3d1bf9f7604e0000fbbae,608ab8b9eb657a41933a4ec9,APPROVED,2023-01-27T13:29:38.960000Z,2023-01-27T13:55:05.538000Z,2023-01-30T15:51:05.020000Z,2023-01-27T13:55:05.957262Z,1527.0,CYDMOCQ1,77,28,Male,Mixed,Chile,Chile,Chile,Spanish,No,Full-Time,
63d3d1c540056f49029e09c3,6147e6a2c845382b450a2748,APPROVED,2023-01-27T13:29:51.336000Z,2023-01-27T14:38:51.368000Z,2023-01-30T15:52:04.580000Z,2023-01-27T14:38:51.776144Z,4141.0,CYDMOCQ1,35,26,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,DATA_EXPIRED,
63d3d210313042fa9dc7c841,61368b205c8f03ed1bfefb92,APPROVED,2023-01-27T13:30:59.661000Z,2023-01-27T14:13:56.215000Z,2023-01-30T15:51:05.207000Z,2023-01-27T14:13:57.110407Z,2577.0,CYDMOCQ1,400,36,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time,
