analysis_sample,matrix,matrix_name,d_det,d_hamming,min_common_pct,prototype,cumulative_covered_pct,prototype_label
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,3,95.82047619047562,P3
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,4,97.86047619047558,P4
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,5,99.12428571428512,P5
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,6,99.5385714285708,P6
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,7,99.72380952380892,P7
COMPLETE,POS,matrix_32_pos_0_1,13,6,76.92307692307692,8,99.75714285714224,P8
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,1,64.56571428571417,P1
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,2,95.51690476190431,P2
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,3,96.39047619047572,P3
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,4,97.15833333333286,P4
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,5,99.10119047619,P5
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,6,99.70238095238048,P6
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,7,99.79285714285666,P7
COMPLETE,POS,matrix_32_pos_0_1,14,6,78.57142857142857,8,99.8214285714281,P8
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,1,53.75285714285694,P1
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,2,95.05880952380888,P2
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,3,96.82952380952318,P3
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,4,98.47357142857078,P4
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,5,98.71285714285648,P5
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,6,99.35880952380886,P6
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,7,99.47428571428506,P7
COMPLETE,POS,matrix_32_pos_0_1,15,6,80,8,99.51428571428504,P8
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,1,32.07190476190417,P1
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,2,49.41357142857055,P2
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,3,69.0549999999988,P3
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,4,77.86428571428438,P4
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,5,82.81785714285571,P5
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,6,84.56261904761759,P6
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,7,85.45309523809377,P7
COMPLETE,EXT,matrix_32_ext_0_1,8,4,75,8,87.1152380952366,P8
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,1,26.311904761904295,P1
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,2,39.95833333333264,P2
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,3,52.31928571428481,P3
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,4,60.0685714285704,P4
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,5,73.27380952380828,P5
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,6,81.56071428571292,P6
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,7,83.87738095237953,P7
COMPLETE,EXT,matrix_32_ext_0_1,9,4,77.77777777777777,8,86.04499999999854,P8
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,1,25.919761904761454,P1
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,2,40.11404761904692,P2
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,3,50.75023809523722,P3
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,4,59.45999999999899,P4
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,5,68.15380952380838,P5
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,6,79.35142857142725,P6
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,7,80.72238095237961,P7
COMPLETE,EXT,matrix_32_ext_0_1,10,4,80,8,83.13595238095098,P8
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,1,24.949523809523363,P1
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,2,44.053809523808745,P2
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,3,55.41571428571332,P3
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,4,62.53738095237986,P4
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,5,67.41857142857025,P5
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,6,76.8080952380939,P6
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,7,77.8671428571415,P7
COMPLETE,EXT,matrix_32_ext_0_1,11,4,81.81818181818181,8,81.39190476190333,P8
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,1,29.601666666665995,P1
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,2,62.63880952380794,P2
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,3,83.70833333333137,P3
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,4,85.57904761904562,P4
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,5,89.44142857142648,P5
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,6,90.15785714285504,P6
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,7,92.55880952380738,P7
COMPLETE,EXT,matrix_32_ext_0_1,12,6,75,8,93.22047619047405,P8
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,1,30.54142857142776,P1
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,2,63.11642857142676,P2
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,3,76.81547619047412,P3
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,4,86.65714285714058,P4
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,5,88.99119047618815,P5
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,6,90.54809523809288,P6
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,7,90.88095238095,P7
COMPLETE,EXT,matrix_32_ext_0_1,13,6,76.92307692307692,8,91.01785714285477,P8
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,1,29.555952380951748,P1
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,2,64.34452380952216,P2
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,3,78.16761904761712,P3
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,4,80.0571428571409,P4
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,5,85.40833333333126,P5
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,6,88.37785714285499,P6
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,7,90.70404761904544,P7
COMPLETE,EXT,matrix_32_ext_0_1,14,6,78.57142857142857,8,90.7909523809502,P8
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,1,31.32095238095161,P1
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,2,65.83499999999827,P2
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,3,74.10928571428381,P3
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,4,85.21976190475978,P4
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,5,87.69452380952164,P5
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,6,88.60428571428352,P6
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,7,89.9233333333311,P7
COMPLETE,EXT,matrix_32_ext_0_1,15,6,80,8,90.81047619047396,P8
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,1,22.076666666666117,P1
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,2,36.993809523808615,P2
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,3,46.2230952380941,P3
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,4,47.41285714285598,P4
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,5,50.37047619047495,P5
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,6,52.34499999999871,P6
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,7,56.39357142857004,P7
COMPLETE,Z_ABS,matrix_32_z_abs,8,4,75,8,60.81666666666516,P8
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,1,21.305952380951812,P1
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,2,34.21071428571338,P2
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,3,40.54928571428463,P3
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,4,43.88738095237977,P4
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,5,45.51619047618926,P5
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,6,48.055714285712995,P6
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,7,50.66452380952244,P7
COMPLETE,Z_ABS,matrix_32_z_abs,9,4,77.77777777777777,8,54.135714285712815,P8
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,1,19.89523809523754,P1
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,2,31.5764285714277,P2
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,3,33.37214285714194,P3
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,4,36.98166666666564,P4
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,5,42.78976190476072,P5
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,6,45.77571428571301,P6
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,7,46.59666666666536,P7
COMPLETE,Z_ABS,matrix_32_z_abs,10,4,80,8,47.74976190476057,P8
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,1,18.243095238094693,P1
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,2,29.714761904761023,P2
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,3,32.66833333333236,P3
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,4,36.13952380952273,P4
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,5,41.097619047617826,P5
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,6,43.92857142857012,P6
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,7,45.878333333331966,P7
COMPLETE,Z_ABS,matrix_32_z_abs,11,4,81.81818181818181,8,47.6838095238081,P8
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,1,25.979523809523037,P1
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,2,43.37928571428441,P2
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,3,52.87523809523649,P3
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,4,60.68523809523626,P4
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,5,62.273809523807635,P5
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,6,65.20166666666468,P6
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,7,67.78285714285508,P7
COMPLETE,Z_ABS,matrix_32_z_abs,12,6,75,8,70.4866666666645,P8
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,1,19.953333333332665,P1
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,2,36.969999999998755,P2
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,3,46.466904761903194,P3
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,4,50.97690476190303,P4
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,5,56.879285714283775,P5
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,6,60.929761904759815,P6
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,7,62.69976190475976,P7
COMPLETE,Z_ABS,matrix_32_z_abs,13,6,76.92307692307692,8,65.91690476190252,P8
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,1,16.893809523808965,P1
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,2,36.24976190476072,P2
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,3,47.55833333333178,P3
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,4,56.04523809523628,P4
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,5,60.6052380952361,P5
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,6,63.113333333331255,P6
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,7,65.83023809523593,P7
COMPLETE,Z_ABS,matrix_32_z_abs,14,6,78.57142857142857,8,68.18619047618823,P8
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,1,18.19595238095175,P1
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,2,34.579285714284474,P2
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,3,46.52428571428408,P3
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,4,54.021190476188565,P4
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,5,59.57857142856931,P5
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,6,61.726904761902574,P6
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,7,64.2414285714263,P7
COMPLETE,Z_ABS,matrix_32_z_abs,15,6,80,8,64.79404761904532,P8
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,1,28.611190476190124,P1
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,2,56.301666666666016,P2
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,3,69.93619047618968,P3
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,4,73.94333333333249,P4
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,5,79.1102380952372,P5
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,6,85.1871428571419,P6
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,7,87.74809523809425,P7
EUROPE,RAW,matrix_32_raw_0_1,8,4,75,8,92.50642857142752,P8
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,1,23.860476190475893,P1
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,2,37.80238095238048,P2
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,3,59.692619047618315,P3
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,4,68.33595238095155,P4
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,5,72.16285714285625,P5
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,6,80.16547619047522,P6
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,7,85.65166666666563,P7
EUROPE,RAW,matrix_32_raw_0_1,9,4,77.77777777777777,8,87.17523809523703,P8
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,1,25.036190476190153,P1
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,2,42.7878571428566,P2
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,3,54.22928571428504,P3
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,4,58.91261904761832,P4
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,5,66.81928571428489,P5
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,6,71.58785714285627,P6
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,7,77.46547619047523,P7
EUROPE,RAW,matrix_32_raw_0_1,10,4,80,8,85.49928571428467,P8
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,1,14.932857142856946,P1
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,2,28.88476190476152,P2
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,3,55.94595238095162,P3
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,4,62.03404761904678,P4
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,5,72.93904761904665,P5
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,6,77.42119047618945,P6
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,7,83.9835714285703,P7
EUROPE,RAW,matrix_32_raw_0_1,11,4,81.81818181818181,8,87.30547619047502,P8
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,1,39.22142857142772,P1
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,2,69.8797619047605,P2
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,3,84.78761904761741,P3
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,4,88.58214285714116,P4
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,5,91.13857142856968,P5
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,6,94.21785714285537,P6
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,7,94.51190476190295,P7
EUROPE,RAW,matrix_32_raw_0_1,12,6,75,8,95.08571428571248,P8
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,1,37.57690476190401,P1
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,2,63.88595238095129,P2
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,3,71.145476190475,P3
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,4,88.68547619047479,P4
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,5,92.00071428571285,P5
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,6,94.37904761904612,P6
EUROPE,RAW,matrix_32_raw_0_1,13,6,76.92307692307692,7,94.93333333333184,P7
