analysis_sample,matrix,comparison,metric,n_pairs,sum_similarity,mean_similarity,median_similarity,min_similarity,max_similarity,n_gt50,n_ge50,pct_pairs_gt50
RENOVISOR,RAW,EFA_vs_EXPERTS,jaccard_pct,6,196.16605616605614,32.694342694342694,35.38461538461539,16.666666666666668,44.44444444444444,0,0,0
RENOVISOR,RAW,KM_vs_EFA,overlap_left_pct,6,275,45.833333333333336,43.75,25,87.5,1,3,16.666666666666668
RENOVISOR,RAW,KM_vs_EXPERTS,jaccard_pct,6,234.97474747474746,39.16245791245791,40.97222222222222,16.666666666666668,54.54545454545455,2,2,33.333333333333336
RENOVISOR,POS,EFA_vs_EXPERTS,jaccard_pct,6,208.53089720736781,34.7551495345613,38.75,17.647058823529413,44.44444444444444,0,0,0
RENOVISOR,POS,KM_vs_EFA,overlap_left_pct,6,287.5,47.916666666666664,50,0,75,2,5,33.333333333333336
RENOVISOR,POS,KM_vs_EXPERTS,jaccard_pct,6,267.6010101010101,44.60016835016835,46.02272727272727,16.666666666666668,70,3,3,50
RENOVISOR,EXT,EFA_vs_EXPERTS,jaccard_pct,6,183.43878343878342,30.573130573130573,29.02097902097902,16.666666666666668,44.44444444444444,0,0,0
RENOVISOR,EXT,KM_vs_EFA,overlap_left_pct,6,250,41.666666666666664,37.5,12.5,75,2,2,33.333333333333336
RENOVISOR,EXT,KM_vs_EXPERTS,jaccard_pct,6,297.2086247086247,49.534770784770785,51.25,27.272727272727273,70,3,3,50
RENOVISOR,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,6,192.55050505050505,32.091750841750844,32.38636363636364,16.666666666666668,44.44444444444444,0,0,0
RENOVISOR,Z_ABS,KM_vs_EFA,overlap_left_pct,6,337.5,56.25,56.25,25,87.5,3,4,50
RENOVISOR,Z_ABS,KM_vs_EXPERTS,jaccard_pct,6,165.81973581973583,27.636622636622636,29.02097902097902,13.333333333333334,44.44444444444444,0,0,0
WHY_EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,6,188.09246309246308,31.34874384874385,27.884615384615387,16.666666666666668,54.54545454545455,1,1,16.666666666666668
WHY_EUROPE,RAW,KM_vs_EFA,overlap_left_pct,6,250,41.666666666666664,43.75,12.5,62.5,2,3,33.333333333333336
WHY_EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,6,236.43356643356645,39.40559440559441,35.38461538461539,27.272727272727273,54.54545454545455,2,2,33.333333333333336
WHY_EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,6,185.81973581973583,30.96995596995597,29.02097902097902,16.666666666666668,44.44444444444444,0,0,0
WHY_EUROPE,POS,KM_vs_EFA,overlap_left_pct,6,237.5,39.583333333333336,43.75,0,75,2,3,33.333333333333336
WHY_EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,6,254.26767676767676,42.37794612794613,40.83333333333333,25,55.55555555555556,2,2,33.333333333333336
WHY_EUROPE,EXT,EFA_vs_EXPERTS,jaccard_pct,6,176.47907647907647,29.413179413179414,24.35064935064935,11.11111111111111,55.55555555555556,1,1,16.666666666666668
WHY_EUROPE,EXT,KM_vs_EFA,overlap_left_pct,6,300,50,37.5,12.5,100,2,2,33.333333333333336
WHY_EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,6,234.01875901875903,39.0031265031265,42.26190476190476,22.22222222222222,55.55555555555556,1,1,16.666666666666668
WHY_EUROPE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,6,181.56203273850332,30.260338789750556,29.02097902097902,17.647058823529413,44.44444444444444,0,0,0
WHY_EUROPE,Z_ABS,KM_vs_EFA,overlap_left_pct,6,287.5,47.916666666666664,43.75,25,75,2,3,33.333333333333336
WHY_EUROPE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,6,203.37662337662337,33.896103896103895,28.636363636363637,21.428571428571427,54.54545454545455,1,1,16.666666666666668
WHY_LATAM,RAW,EFA_vs_EXPERTS,jaccard_pct,6,167.56935874582933,27.928226457638225,29.02097902097902,16.666666666666668,44.44444444444444,0,0,0
WHY_LATAM,RAW,KM_vs_EFA,overlap_left_pct,6,237.5,39.583333333333336,43.75,0,87.5,1,3,16.666666666666668
WHY_LATAM,RAW,KM_vs_EXPERTS,jaccard_pct,6,215.27777777777777,35.879629629629626,39.58333333333333,16.666666666666668,44.44444444444444,0,0,0
WHY_LATAM,POS,EFA_vs_EXPERTS,jaccard_pct,6,176.47907647907647,29.413179413179414,26.136363636363637,16.666666666666668,44.44444444444444,0,0,0
WHY_LATAM,POS,KM_vs_EFA,overlap_left_pct,6,237.5,39.583333333333336,43.75,0,75,3,3,50
WHY_LATAM,POS,KM_vs_EXPERTS,jaccard_pct,6,208.71212121212122,34.785353535353536,35.41666666666667,27.272727272727273,41.666666666666664,0,0,0
WHY_LATAM,EXT,EFA_vs_EXPERTS,jaccard_pct,6,175.34354534354534,29.223924223924225,29.02097902097902,13.333333333333334,44.44444444444444,0,0,0
WHY_LATAM,EXT,KM_vs_EFA,overlap_left_pct,6,262.5,43.75,43.75,12.5,75,3,3,50
WHY_LATAM,EXT,KM_vs_EXPERTS,jaccard_pct,6,215.16955266955264,35.86159211159211,39.58333333333333,21.428571428571427,44.44444444444444,0,0,0
WHY_LATAM,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,6,184.54545454545456,30.757575757575758,27.77777777777778,13.333333333333334,54.54545454545455,1,1,16.666666666666668
WHY_LATAM,Z_ABS,KM_vs_EFA,overlap_left_pct,6,312.5,52.083333333333336,50,37.5,62.5,2,5,33.333333333333336
WHY_LATAM,Z_ABS,KM_vs_EXPERTS,jaccard_pct,6,179.16666666666663,29.86111111111111,31.25,16.666666666666668,41.666666666666664,0,0,0
