analysis_sample,matrix,comparison,metric,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants,greater_than_50,greater_or_equal_50
COMPLETE,RAW,KM_vs_EXPERTS,jaccard_pct,KM1,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA3,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_26_novelty,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA5,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_03_risk_profile; det_08_trust; det_09_safety; det_16_commitment; det_17_adherence,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA6,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA4,Uninterested,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_19_wellbeing; det_20_coziness,FALSE,FALSE
COMPLETE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA2,Activist,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns,FALSE,FALSE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM1,EFA2,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,TRUE,TRUE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM2,EFA6,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_11_knowledge; det_21_rights_and_duties,FALSE,TRUE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM3,EFA4,50,8,8,4,50,50,33.333333333333336,det_06_climate_protection; det_08_trust; det_13_technical_fit; det_14_environmental_concerns,FALSE,TRUE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM6,EFA1,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,FALSE,TRUE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM5,EFA5,37.5,8,8,3,37.5,37.5,23.076923076923077,det_15_self_satisfaction; det_16_commitment; det_17_adherence,FALSE,FALSE
COMPLETE,POS,KM_vs_EFA,overlap_left_pct,KM4,EFA3,0,8,8,0,0,0,0,NA,FALSE,FALSE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM3,Activist,75,8,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,TRUE,TRUE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM2,Homo.Economicus,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,TRUE,TRUE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM4,Fearful,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_03_risk_profile; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,TRUE,TRUE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM6,Careful,42.857142857142854,8,12,6,75,50,42.857142857142854,det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_19_wellbeing,FALSE,FALSE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM5,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,FALSE,FALSE
COMPLETE,POS,KM_vs_EXPERTS,jaccard_pct,KM1,Uninterested,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_13_technical_fit; det_19_wellbeing,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA3,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA2,Fearful,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA6,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_03_risk_profile; det_08_trust; det_09_safety; det_11_knowledge; det_16_commitment,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA4,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_13_technical_fit; det_14_environmental_concerns,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA5,Stubborn,22.22222222222222,8,3,2,25,66.66666666666667,22.22222222222222,det_15_self_satisfaction; det_17_adherence,FALSE,FALSE
COMPLETE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA1,Uninterested,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_19_wellbeing; det_20_coziness,FALSE,FALSE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM1,EFA4,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,TRUE,TRUE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM5,EFA1,62.5,8,8,5,62.5,62.5,45.45454545454545,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction,TRUE,TRUE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM3,EFA2,50,8,8,4,50,50,33.333333333333336,det_08_trust; det_11_knowledge; det_16_commitment; det_17_adherence,FALSE,TRUE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM4,EFA3,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction,FALSE,TRUE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM6,EFA5,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_09_safety; det_15_self_satisfaction; det_17_adherence,FALSE,TRUE
COMPLETE,EXT,KM_vs_EFA,overlap_left_pct,KM2,EFA6,0,8,8,0,0,0,0,NA,FALSE,FALSE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,TRUE,TRUE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM5,Fearful,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_02_credit_score; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,TRUE,TRUE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM6,Homo.Economicus,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,TRUE,TRUE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM3,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_17_adherence; det_19_wellbeing,TRUE,TRUE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM4,Uninterested,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_13_technical_fit; det_19_wellbeing,FALSE,FALSE
COMPLETE,EXT,KM_vs_EXPERTS,jaccard_pct,KM2,Stubborn,22.22222222222222,8,3,2,25,66.66666666666667,22.22222222222222,det_11_knowledge; det_17_adherence,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA4,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA2,Careful,42.857142857142854,8,12,6,75,50,42.857142857142854,det_03_risk_profile; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA1,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA3,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA5,Uninterested,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_19_wellbeing; det_20_coziness,FALSE,FALSE
COMPLETE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA6,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM1,EFA1,100,8,8,8,100,100,100,det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,TRUE,TRUE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM3,EFA3,87.5,8,8,7,87.5,87.5,77.77777777777777,det_01_profits; det_04_added_value; det_06_climate_protection; det_14_environmental_concerns; det_23_support; det_27_fun; det_32_own_significance,TRUE,TRUE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM6,EFA6,75,8,8,6,75,75,60,det_05_frugality; det_07_legal; det_09_safety; det_18_autonomy; det_19_wellbeing; det_20_coziness,TRUE,TRUE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM5,EFA2,50,8,8,4,50,50,33.333333333333336,det_01_profits; det_02_credit_score; det_05_frugality; det_17_adherence,FALSE,TRUE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM2,EFA5,25,8,8,2,25,25,14.285714285714286,det_02_credit_score; det_25_agreement,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EFA,overlap_left_pct,KM4,EFA4,25,8,8,2,25,25,14.285714285714286,det_08_trust; det_17_adherence,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM5,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_09_safety; det_16_commitment; det_17_adherence; det_19_wellbeing,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM6,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_09_safety; det_10_cost_efficiency; det_19_wellbeing,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM4,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_14_environmental_concerns; det_17_adherence,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM2,Early.Adopter,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_14_environmental_concerns; det_29_trends,FALSE,FALSE
COMPLETE,Z_ABS,KM_vs_EXPERTS,jaccard_pct,KM3,Homo.Economicus,13.333333333333334,8,9,2,25,22.22222222222222,13.333333333333334,det_01_profits; det_04_added_value,FALSE,FALSE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA4,Activist,55.55555555555556,8,6,5,62.5,83.33333333333333,55.55555555555556,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,TRUE,TRUE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA2,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_13_technical_fit,FALSE,FALSE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA6,Uninterested,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_07_legal; det_19_wellbeing; det_20_coziness,FALSE,FALSE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA3,Homo.Economicus,21.428571428571427,8,9,3,37.5,33.333333333333336,21.428571428571427,det_01_profits; det_04_added_value; det_08_trust,FALSE,FALSE
COMPLETE,Z_ABS,EFA_vs_EXPERTS,jaccard_pct,EFA5,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_26_novelty,FALSE,FALSE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM1,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,TRUE,TRUE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM3,EFA2,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit,FALSE,TRUE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM6,EFA3,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_15_self_satisfaction; det_16_commitment; det_17_adherence,FALSE,TRUE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM4,EFA5,37.5,8,8,3,37.5,37.5,23.076923076923077,det_09_safety; det_19_wellbeing; det_20_coziness,FALSE,FALSE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM5,EFA4,37.5,8,8,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_08_trust; det_14_environmental_concerns,FALSE,FALSE
EUROPE,RAW,KM_vs_EFA,overlap_left_pct,KM2,EFA1,25,8,8,2,25,25,14.285714285714286,det_10_cost_efficiency; det_11_knowledge,FALSE,FALSE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM3,Fearful,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit,TRUE,TRUE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM2,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_16_commitment; det_17_adherence; det_19_wellbeing,TRUE,TRUE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_11_knowledge; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM4,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_07_legal; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction,FALSE,FALSE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM5,Activist,40,8,6,4,50,66.66666666666667,40,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_17_adherence,FALSE,FALSE
EUROPE,RAW,KM_vs_EXPERTS,jaccard_pct,KM6,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_29_trends,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA6,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA3,Activist,40,8,6,4,50,66.66666666666667,40,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA1,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA2,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_09_safety; det_13_technical_fit,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA5,Uninterested,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_13_technical_fit; det_19_wellbeing; det_20_coziness,FALSE,FALSE
EUROPE,RAW,EFA_vs_EXPERTS,jaccard_pct,EFA4,Homo.Economicus,21.428571428571427,8,9,3,37.5,33.333333333333336,21.428571428571427,det_01_profits; det_04_added_value; det_08_trust,FALSE,FALSE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM3,EFA1,75,8,8,6,75,75,60,det_01_profits; det_02_credit_score; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,TRUE,TRUE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM2,EFA6,50,8,8,4,50,50,33.333333333333336,det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence,FALSE,TRUE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM4,EFA5,50,8,8,4,50,50,33.333333333333336,det_07_legal; det_08_trust; det_09_safety; det_21_rights_and_duties,FALSE,TRUE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM5,EFA3,50,8,8,4,50,50,33.333333333333336,det_09_safety; det_15_self_satisfaction; det_19_wellbeing; det_20_coziness,FALSE,TRUE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM1,EFA2,37.5,8,8,3,37.5,37.5,23.076923076923077,det_06_climate_protection; det_08_trust; det_14_environmental_concerns,FALSE,FALSE
EUROPE,POS,KM_vs_EFA,overlap_left_pct,KM6,EFA4,25,8,8,2,25,25,14.285714285714286,det_26_novelty; det_27_fun,FALSE,FALSE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM1,Activist,75,8,6,6,75,100,75,det_08_trust; det_13_technical_fit; det_14_environmental_concerns; det_15_self_satisfaction; det_16_commitment; det_17_adherence,TRUE,TRUE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM2,Fearful,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing,TRUE,TRUE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM3,Homo.Economicus,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_01_profits; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,TRUE,TRUE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM6,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_26_novelty,FALSE,FALSE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM5,Stubborn,37.5,8,3,3,37.5,100,37.5,det_11_knowledge; det_15_self_satisfaction; det_17_adherence,FALSE,FALSE
EUROPE,POS,KM_vs_EXPERTS,jaccard_pct,KM4,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_08_trust; det_09_safety; det_11_knowledge; det_14_environmental_concerns; det_17_adherence,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA4,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA1,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA6,Activist,40,8,6,4,50,66.66666666666667,40,det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA5,Fearful,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA3,Uninterested,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_13_technical_fit; det_19_wellbeing; det_20_coziness,FALSE,FALSE
EUROPE,POS,EFA_vs_EXPERTS,jaccard_pct,EFA2,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_06_climate_protection; det_08_trust; det_14_environmental_concerns,FALSE,FALSE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM1,EFA6,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,TRUE,TRUE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM2,EFA2,62.5,8,8,5,62.5,62.5,45.45454545454545,det_09_safety; det_10_cost_efficiency; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing,TRUE,TRUE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM3,EFA4,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,TRUE,TRUE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM4,EFA3,50,8,8,4,50,50,33.333333333333336,det_08_trust; det_11_knowledge; det_15_self_satisfaction; det_17_adherence,FALSE,TRUE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM5,EFA1,12.5,8,8,1,12.5,12.5,6.666666666666667,det_02_credit_score,FALSE,FALSE
EUROPE,EXT,KM_vs_EFA,overlap_left_pct,KM6,EFA5,0,8,8,0,0,0,0,NA,FALSE,FALSE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,TRUE,TRUE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM2,Homo.Economicus,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_15_self_satisfaction,TRUE,TRUE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM5,Fearful,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_02_credit_score; det_07_legal; det_10_cost_efficiency; det_11_knowledge; det_19_wellbeing,FALSE,FALSE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM3,Activist,40,8,6,4,50,66.66666666666667,40,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment,FALSE,FALSE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM4,Early.Adopter,40,8,6,4,50,66.66666666666667,40,det_11_knowledge; det_15_self_satisfaction; det_17_adherence; det_29_trends,FALSE,FALSE
EUROPE,EXT,KM_vs_EXPERTS,jaccard_pct,KM6,Careful,33.333333333333336,8,12,5,62.5,41.666666666666664,33.333333333333336,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_17_adherence; det_19_wellbeing,FALSE,FALSE
EUROPE,EXT,EFA_vs_EXPERTS,jaccard_pct,EFA6,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval,FALSE,FALSE
