bootstrap_id,target_sample_type,usable_for_main_analysis,usable_for_clustering,row_quality_final,n,prop_within_type
3,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
3,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
3,abstention,TRUE,TRUE,usable_complete,404,0.7984189723320159
3,abstention,TRUE,TRUE,usable_complete_limited_metadata,13,0.025691699604743084
3,abstention,TRUE,TRUE,usable_partial,45,0.08893280632411067
3,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
3,voter,FALSE,FALSE,no_determinants,70,0.1417004048582996
3,voter,FALSE,FALSE,suspicious_determinants,1,0.0020242914979757085
3,voter,FALSE,FALSE,too_many_missing_determinants,17,0.03441295546558704
3,voter,TRUE,TRUE,usable_complete,259,0.5242914979757085
3,voter,TRUE,TRUE,usable_complete_limited_metadata,8,0.016194331983805668
3,voter,TRUE,TRUE,usable_partial,136,0.27530364372469635
3,voter,TRUE,TRUE,usable_partial_limited_metadata,3,0.006072874493927126
4,abstention,FALSE,FALSE,no_determinants,39,0.07707509881422925
4,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
4,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
4,abstention,TRUE,TRUE,usable_complete,385,0.7608695652173914
4,abstention,TRUE,TRUE,usable_complete_limited_metadata,19,0.037549407114624504
4,abstention,TRUE,TRUE,usable_partial,53,0.10474308300395258
4,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
4,voter,FALSE,FALSE,no_determinants,83,0.1680161943319838
4,voter,FALSE,FALSE,suspicious_determinants,6,0.012145748987854251
4,voter,FALSE,FALSE,too_many_missing_determinants,25,0.05060728744939271
4,voter,TRUE,TRUE,usable_complete,253,0.5121457489878543
4,voter,TRUE,TRUE,usable_complete_limited_metadata,4,0.008097165991902834
4,voter,TRUE,TRUE,usable_partial,122,0.24696356275303644
4,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
5,abstention,FALSE,FALSE,no_determinants,24,0.04743083003952569
5,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
5,abstention,TRUE,TRUE,usable_complete,421,0.8320158102766798
5,abstention,TRUE,TRUE,usable_complete_limited_metadata,21,0.041501976284584984
5,abstention,TRUE,TRUE,usable_partial,33,0.06521739130434782
5,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
5,voter,FALSE,FALSE,no_determinants,76,0.15384615384615385
5,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
5,voter,FALSE,FALSE,too_many_missing_determinants,29,0.058704453441295545
5,voter,TRUE,TRUE,usable_complete,243,0.49190283400809715
5,voter,TRUE,TRUE,usable_complete_limited_metadata,8,0.016194331983805668
5,voter,TRUE,TRUE,usable_partial,134,0.27125506072874495
5,voter,TRUE,TRUE,usable_partial_limited_metadata,2,0.004048582995951417
6,abstention,FALSE,FALSE,no_determinants,30,0.05928853754940711
6,abstention,FALSE,FALSE,suspicious_determinants,2,0.003952569169960474
6,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
6,abstention,TRUE,TRUE,usable_complete,403,0.7964426877470355
6,abstention,TRUE,TRUE,usable_complete_limited_metadata,15,0.029644268774703556
6,abstention,TRUE,TRUE,usable_partial,48,0.09486166007905138
6,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
6,voter,FALSE,FALSE,no_determinants,79,0.15991902834008098
6,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
6,voter,FALSE,FALSE,too_many_missing_determinants,30,0.06072874493927125
6,voter,TRUE,TRUE,usable_complete,250,0.5060728744939271
6,voter,TRUE,TRUE,usable_complete_limited_metadata,2,0.004048582995951417
6,voter,TRUE,TRUE,usable_partial,127,0.25708502024291496
6,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
7,abstention,FALSE,FALSE,no_determinants,24,0.04743083003952569
7,abstention,FALSE,FALSE,too_many_missing_determinants,4,0.007905138339920948
7,abstention,TRUE,TRUE,usable_complete,398,0.7865612648221344
7,abstention,TRUE,TRUE,usable_complete_limited_metadata,26,0.05138339920948617
7,abstention,TRUE,TRUE,usable_partial,50,0.09881422924901186
7,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
7,voter,FALSE,FALSE,no_determinants,79,0.15991902834008098
7,voter,FALSE,FALSE,suspicious_determinants,3,0.006072874493927126
7,voter,FALSE,FALSE,too_many_missing_determinants,26,0.05263157894736842
7,voter,TRUE,TRUE,usable_complete,256,0.5182186234817814
7,voter,TRUE,TRUE,usable_complete_limited_metadata,8,0.016194331983805668
7,voter,TRUE,TRUE,usable_partial,121,0.24493927125506074
7,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
8,abstention,FALSE,FALSE,no_determinants,36,0.07114624505928854
8,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
8,abstention,FALSE,FALSE,too_many_missing_determinants,2,0.003952569169960474
8,abstention,TRUE,TRUE,usable_complete,408,0.8063241106719368
8,abstention,TRUE,TRUE,usable_complete_limited_metadata,18,0.03557312252964427
8,abstention,TRUE,TRUE,usable_partial,41,0.08102766798418973
8,voter,FALSE,FALSE,no_determinants,89,0.18016194331983806
8,voter,FALSE,FALSE,suspicious_determinants,3,0.006072874493927126
8,voter,FALSE,FALSE,too_many_missing_determinants,27,0.05465587044534413
8,voter,TRUE,TRUE,usable_complete,238,0.4817813765182186
8,voter,TRUE,TRUE,usable_complete_limited_metadata,5,0.010121457489878543
8,voter,TRUE,TRUE,usable_partial,131,0.2651821862348178
8,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
9,abstention,FALSE,FALSE,no_determinants,26,0.05138339920948617
9,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
9,abstention,FALSE,FALSE,too_many_missing_determinants,7,0.01383399209486166
9,abstention,TRUE,TRUE,usable_complete,397,0.7845849802371542
9,abstention,TRUE,TRUE,usable_complete_limited_metadata,26,0.05138339920948617
9,abstention,TRUE,TRUE,usable_partial,45,0.08893280632411067
9,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
9,voter,FALSE,FALSE,no_determinants,76,0.15384615384615385
9,voter,FALSE,FALSE,suspicious_determinants,4,0.008097165991902834
9,voter,FALSE,FALSE,too_many_missing_determinants,22,0.044534412955465584
9,voter,TRUE,TRUE,usable_complete,262,0.5303643724696356
9,voter,TRUE,TRUE,usable_complete_limited_metadata,10,0.020242914979757085
9,voter,TRUE,TRUE,usable_partial,120,0.242914979757085
10,abstention,FALSE,FALSE,no_determinants,40,0.07905138339920949
10,abstention,FALSE,FALSE,too_many_missing_determinants,3,0.005928853754940711
10,abstention,TRUE,TRUE,usable_complete,395,0.7806324110671937
10,abstention,TRUE,TRUE,usable_complete_limited_metadata,9,0.017786561264822136
10,abstention,TRUE,TRUE,usable_partial,56,0.11067193675889328
10,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
10,voter,FALSE,FALSE,no_determinants,91,0.18421052631578946
10,voter,FALSE,FALSE,too_many_missing_determinants,22,0.044534412955465584
10,voter,TRUE,TRUE,usable_complete,256,0.5182186234817814
10,voter,TRUE,TRUE,usable_complete_limited_metadata,13,0.02631578947368421
10,voter,TRUE,TRUE,usable_partial,111,0.22469635627530365
10,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
11,abstention,FALSE,FALSE,no_determinants,24,0.04743083003952569
11,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
11,abstention,TRUE,TRUE,usable_complete,408,0.8063241106719368
11,abstention,TRUE,TRUE,usable_complete_limited_metadata,21,0.041501976284584984
11,abstention,TRUE,TRUE,usable_partial,46,0.09090909090909091
11,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
11,voter,FALSE,FALSE,no_determinants,83,0.1680161943319838
11,voter,FALSE,FALSE,suspicious_determinants,3,0.006072874493927126
11,voter,FALSE,FALSE,too_many_missing_determinants,25,0.05060728744939271
11,voter,TRUE,TRUE,usable_complete,254,0.5141700404858299
11,voter,TRUE,TRUE,usable_complete_limited_metadata,7,0.01417004048582996
11,voter,TRUE,TRUE,usable_partial,122,0.24696356275303644
12,abstention,FALSE,FALSE,no_determinants,35,0.0691699604743083
12,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
12,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
12,abstention,TRUE,TRUE,usable_complete,407,0.8043478260869565
12,abstention,TRUE,TRUE,usable_complete_limited_metadata,19,0.037549407114624504
12,abstention,TRUE,TRUE,usable_partial,35,0.0691699604743083
12,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
12,voter,FALSE,FALSE,no_determinants,88,0.17813765182186234
12,voter,FALSE,FALSE,suspicious_determinants,7,0.01417004048582996
12,voter,FALSE,FALSE,too_many_missing_determinants,27,0.05465587044534413
12,voter,TRUE,TRUE,usable_complete,224,0.4534412955465587
12,voter,TRUE,TRUE,usable_complete_limited_metadata,5,0.010121457489878543
12,voter,TRUE,TRUE,usable_partial,141,0.28542510121457487
12,voter,TRUE,TRUE,usable_partial_limited_metadata,2,0.004048582995951417
13,abstention,FALSE,FALSE,no_determinants,30,0.05928853754940711
13,abstention,FALSE,FALSE,suspicious_determinants,4,0.007905138339920948
13,abstention,FALSE,FALSE,too_many_missing_determinants,3,0.005928853754940711
13,abstention,TRUE,TRUE,usable_complete,404,0.7984189723320159
13,abstention,TRUE,TRUE,usable_complete_limited_metadata,26,0.05138339920948617
13,abstention,TRUE,TRUE,usable_partial,36,0.07114624505928854
13,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
13,voter,FALSE,FALSE,no_determinants,92,0.1862348178137652
13,voter,FALSE,FALSE,suspicious_determinants,6,0.012145748987854251
13,voter,FALSE,FALSE,too_many_missing_determinants,27,0.05465587044534413
13,voter,TRUE,TRUE,usable_complete,238,0.4817813765182186
13,voter,TRUE,TRUE,usable_complete_limited_metadata,3,0.006072874493927126
13,voter,TRUE,TRUE,usable_partial,124,0.25101214574898784
13,voter,TRUE,TRUE,usable_partial_limited_metadata,4,0.008097165991902834
14,abstention,FALSE,FALSE,no_determinants,33,0.06521739130434782
14,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
14,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
14,abstention,TRUE,TRUE,usable_complete,403,0.7964426877470355
14,abstention,TRUE,TRUE,usable_complete_limited_metadata,17,0.03359683794466403
14,abstention,TRUE,TRUE,usable_partial,43,0.08498023715415019
14,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
14,voter,FALSE,FALSE,no_determinants,87,0.17611336032388664
14,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
14,voter,FALSE,FALSE,too_many_missing_determinants,29,0.058704453441295545
14,voter,TRUE,TRUE,usable_complete,245,0.4959514170040486
14,voter,TRUE,TRUE,usable_complete_limited_metadata,4,0.008097165991902834
14,voter,TRUE,TRUE,usable_partial,126,0.2550607287449393
14,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
15,abstention,FALSE,FALSE,no_determinants,35,0.0691699604743083
15,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
15,abstention,TRUE,TRUE,usable_complete,390,0.7707509881422925
15,abstention,TRUE,TRUE,usable_complete_limited_metadata,24,0.04743083003952569
15,abstention,TRUE,TRUE,usable_partial,48,0.09486166007905138
15,abstention,TRUE,TRUE,usable_partial_limited_metadata,3,0.005928853754940711
15,voter,FALSE,FALSE,no_determinants,79,0.15991902834008098
15,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
15,voter,FALSE,FALSE,too_many_missing_determinants,23,0.0465587044534413
15,voter,TRUE,TRUE,usable_complete,263,0.5323886639676113
15,voter,TRUE,TRUE,usable_complete_limited_metadata,6,0.012145748987854251
15,voter,TRUE,TRUE,usable_partial,120,0.242914979757085
15,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
16,abstention,FALSE,FALSE,no_determinants,20,0.039525691699604744
16,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
16,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
16,abstention,TRUE,TRUE,usable_complete,401,0.7924901185770751
16,abstention,TRUE,TRUE,usable_complete_limited_metadata,22,0.043478260869565216
16,abstention,TRUE,TRUE,usable_partial,54,0.1067193675889328
16,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
16,voter,FALSE,FALSE,no_determinants,74,0.14979757085020243
16,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
16,voter,FALSE,FALSE,too_many_missing_determinants,31,0.06275303643724696
16,voter,TRUE,TRUE,usable_complete,255,0.5161943319838057
16,voter,TRUE,TRUE,usable_complete_limited_metadata,8,0.016194331983805668
16,voter,TRUE,TRUE,usable_partial,119,0.2408906882591093
16,voter,TRUE,TRUE,usable_partial_limited_metadata,2,0.004048582995951417
17,abstention,FALSE,FALSE,no_determinants,35,0.0691699604743083
17,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
17,abstention,FALSE,FALSE,too_many_missing_determinants,8,0.015810276679841896
17,abstention,TRUE,TRUE,usable_complete,397,0.7845849802371542
17,abstention,TRUE,TRUE,usable_complete_limited_metadata,24,0.04743083003952569
17,abstention,TRUE,TRUE,usable_partial,40,0.07905138339920949
17,abstention,TRUE,TRUE,usable_partial_limited_metadata,1,0.001976284584980237
17,voter,FALSE,FALSE,no_determinants,84,0.1700404858299595
17,voter,FALSE,FALSE,suspicious_determinants,6,0.012145748987854251
17,voter,FALSE,FALSE,too_many_missing_determinants,25,0.05060728744939271
17,voter,TRUE,TRUE,usable_complete,250,0.5060728744939271
17,voter,TRUE,TRUE,usable_complete_limited_metadata,4,0.008097165991902834
17,voter,TRUE,TRUE,usable_partial,123,0.24898785425101214
17,voter,TRUE,TRUE,usable_partial_limited_metadata,2,0.004048582995951417
18,abstention,FALSE,FALSE,no_determinants,23,0.045454545454545456
18,abstention,FALSE,FALSE,too_many_missing_determinants,3,0.005928853754940711
18,abstention,TRUE,TRUE,usable_complete,420,0.8300395256916996
18,abstention,TRUE,TRUE,usable_complete_limited_metadata,16,0.03162055335968379
18,abstention,TRUE,TRUE,usable_partial,40,0.07905138339920949
18,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
18,voter,FALSE,FALSE,no_determinants,71,0.1437246963562753
18,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
18,voter,FALSE,FALSE,too_many_missing_determinants,23,0.0465587044534413
18,voter,TRUE,TRUE,usable_complete,259,0.5242914979757085
18,voter,TRUE,TRUE,usable_complete_limited_metadata,7,0.01417004048582996
18,voter,TRUE,TRUE,usable_partial,129,0.2611336032388664
19,abstention,FALSE,FALSE,no_determinants,35,0.0691699604743083
19,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
19,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
19,abstention,TRUE,TRUE,usable_complete,399,0.7885375494071146
19,abstention,TRUE,TRUE,usable_complete_limited_metadata,15,0.029644268774703556
19,abstention,TRUE,TRUE,usable_partial,48,0.09486166007905138
19,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
19,voter,FALSE,FALSE,no_determinants,73,0.14777327935222673
19,voter,FALSE,FALSE,suspicious_determinants,4,0.008097165991902834
19,voter,FALSE,FALSE,too_many_missing_determinants,26,0.05263157894736842
19,voter,TRUE,TRUE,usable_complete,261,0.52834008097166
19,voter,TRUE,TRUE,usable_complete_limited_metadata,6,0.012145748987854251
19,voter,TRUE,TRUE,usable_partial,123,0.24898785425101214
19,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
20,abstention,FALSE,FALSE,no_determinants,31,0.06126482213438735
20,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
20,abstention,FALSE,FALSE,too_many_missing_determinants,2,0.003952569169960474
20,abstention,TRUE,TRUE,usable_complete,409,0.808300395256917
20,abstention,TRUE,TRUE,usable_complete_limited_metadata,19,0.037549407114624504
20,abstention,TRUE,TRUE,usable_partial,42,0.08300395256916997
20,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
20,voter,FALSE,FALSE,no_determinants,68,0.13765182186234817
20,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
20,voter,FALSE,FALSE,too_many_missing_determinants,22,0.044534412955465584
20,voter,TRUE,TRUE,usable_complete,245,0.4959514170040486
20,voter,TRUE,TRUE,usable_complete_limited_metadata,9,0.018218623481781375
20,voter,TRUE,TRUE,usable_partial,148,0.29959514170040485
21,abstention,FALSE,FALSE,no_determinants,31,0.06126482213438735
21,abstention,FALSE,FALSE,too_many_missing_determinants,7,0.01383399209486166
21,abstention,TRUE,TRUE,usable_complete,396,0.782608695652174
21,abstention,TRUE,TRUE,usable_complete_limited_metadata,21,0.041501976284584984
21,abstention,TRUE,TRUE,usable_partial,47,0.09288537549407115
21,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
21,voter,FALSE,FALSE,no_determinants,72,0.145748987854251
21,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
21,voter,FALSE,FALSE,too_many_missing_determinants,23,0.0465587044534413
21,voter,TRUE,TRUE,usable_complete,255,0.5161943319838057
21,voter,TRUE,TRUE,usable_complete_limited_metadata,5,0.010121457489878543
21,voter,TRUE,TRUE,usable_partial,134,0.27125506072874495
22,abstention,FALSE,FALSE,no_determinants,24,0.04743083003952569
22,abstention,FALSE,FALSE,too_many_missing_determinants,4,0.007905138339920948
22,abstention,TRUE,TRUE,usable_complete,394,0.7786561264822134
22,abstention,TRUE,TRUE,usable_complete_limited_metadata,25,0.04940711462450593
22,abstention,TRUE,TRUE,usable_partial,53,0.10474308300395258
22,abstention,TRUE,TRUE,usable_partial_limited_metadata,6,0.011857707509881422
22,voter,FALSE,FALSE,no_determinants,83,0.1680161943319838
22,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
22,voter,FALSE,FALSE,too_many_missing_determinants,25,0.05060728744939271
22,voter,TRUE,TRUE,usable_complete,240,0.48582995951417
22,voter,TRUE,TRUE,usable_complete_limited_metadata,6,0.012145748987854251
22,voter,TRUE,TRUE,usable_partial,132,0.26720647773279355
22,voter,TRUE,TRUE,usable_partial_limited_metadata,3,0.006072874493927126
23,abstention,FALSE,FALSE,no_determinants,21,0.041501976284584984
23,abstention,FALSE,FALSE,too_many_missing_determinants,2,0.003952569169960474
23,abstention,TRUE,TRUE,usable_complete,415,0.8201581027667985
23,abstention,TRUE,TRUE,usable_complete_limited_metadata,17,0.03359683794466403
23,abstention,TRUE,TRUE,usable_partial,47,0.09288537549407115
23,abstention,TRUE,TRUE,usable_partial_limited_metadata,4,0.007905138339920948
23,voter,FALSE,FALSE,no_determinants,79,0.15991902834008098
23,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
23,voter,FALSE,FALSE,too_many_missing_determinants,22,0.044534412955465584
23,voter,TRUE,TRUE,usable_complete,260,0.5263157894736842
23,voter,TRUE,TRUE,usable_complete_limited_metadata,6,0.012145748987854251
23,voter,TRUE,TRUE,usable_partial,122,0.24696356275303644
23,voter,TRUE,TRUE,usable_partial_limited_metadata,3,0.006072874493927126
24,abstention,FALSE,FALSE,no_determinants,40,0.07905138339920949
24,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
24,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
24,abstention,TRUE,TRUE,usable_complete,390,0.7707509881422925
24,abstention,TRUE,TRUE,usable_complete_limited_metadata,23,0.045454545454545456
24,abstention,TRUE,TRUE,usable_partial,46,0.09090909090909091
24,abstention,TRUE,TRUE,usable_partial_limited_metadata,1,0.001976284584980237
24,voter,FALSE,FALSE,no_determinants,72,0.145748987854251
24,voter,FALSE,FALSE,suspicious_determinants,5,0.010121457489878543
24,voter,FALSE,FALSE,too_many_missing_determinants,22,0.044534412955465584
24,voter,TRUE,TRUE,usable_complete,245,0.4959514170040486
24,voter,TRUE,TRUE,usable_complete_limited_metadata,5,0.010121457489878543
24,voter,TRUE,TRUE,usable_partial,144,0.291497975708502
24,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
25,abstention,FALSE,FALSE,no_determinants,32,0.06324110671936758
25,abstention,FALSE,FALSE,suspicious_determinants,2,0.003952569169960474
25,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
25,abstention,TRUE,TRUE,usable_complete,410,0.8102766798418972
25,abstention,TRUE,TRUE,usable_complete_limited_metadata,17,0.03359683794466403
25,abstention,TRUE,TRUE,usable_partial,40,0.07905138339920949
25,voter,FALSE,FALSE,no_determinants,81,0.16396761133603238
25,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
25,voter,FALSE,FALSE,too_many_missing_determinants,18,0.03643724696356275
25,voter,TRUE,TRUE,usable_complete,265,0.5364372469635628
25,voter,TRUE,TRUE,usable_complete_limited_metadata,7,0.01417004048582996
25,voter,TRUE,TRUE,usable_partial,121,0.24493927125506074
26,abstention,FALSE,FALSE,no_determinants,42,0.08300395256916997
26,abstention,FALSE,FALSE,suspicious_determinants,1,0.001976284584980237
26,abstention,FALSE,FALSE,too_many_missing_determinants,1,0.001976284584980237
26,abstention,TRUE,TRUE,usable_complete,402,0.7944664031620553
26,abstention,TRUE,TRUE,usable_complete_limited_metadata,19,0.037549407114624504
26,abstention,TRUE,TRUE,usable_partial,41,0.08102766798418973
26,voter,FALSE,FALSE,no_determinants,72,0.145748987854251
26,voter,FALSE,FALSE,suspicious_determinants,4,0.008097165991902834
26,voter,FALSE,FALSE,too_many_missing_determinants,31,0.06275303643724696
26,voter,TRUE,TRUE,usable_complete,259,0.5242914979757085
26,voter,TRUE,TRUE,usable_complete_limited_metadata,6,0.012145748987854251
26,voter,TRUE,TRUE,usable_partial,122,0.24696356275303644
27,abstention,FALSE,FALSE,no_determinants,32,0.06324110671936758
27,abstention,FALSE,FALSE,too_many_missing_determinants,5,0.009881422924901186
27,abstention,TRUE,TRUE,usable_complete,400,0.7905138339920948
27,abstention,TRUE,TRUE,usable_complete_limited_metadata,15,0.029644268774703556
27,abstention,TRUE,TRUE,usable_partial,53,0.10474308300395258
27,abstention,TRUE,TRUE,usable_partial_limited_metadata,1,0.001976284584980237
27,voter,FALSE,FALSE,no_determinants,83,0.1680161943319838
27,voter,FALSE,FALSE,suspicious_determinants,4,0.008097165991902834
27,voter,FALSE,FALSE,too_many_missing_determinants,23,0.0465587044534413
27,voter,TRUE,TRUE,usable_complete,262,0.5303643724696356
27,voter,TRUE,TRUE,usable_complete_limited_metadata,10,0.020242914979757085
27,voter,TRUE,TRUE,usable_partial,110,0.22267206477732793
27,voter,TRUE,TRUE,usable_partial_limited_metadata,2,0.004048582995951417
28,abstention,FALSE,FALSE,no_determinants,34,0.06719367588932806
28,abstention,FALSE,FALSE,suspicious_determinants,2,0.003952569169960474
28,abstention,FALSE,FALSE,too_many_missing_determinants,4,0.007905138339920948
28,abstention,TRUE,TRUE,usable_complete,388,0.766798418972332
28,abstention,TRUE,TRUE,usable_complete_limited_metadata,20,0.039525691699604744
28,abstention,TRUE,TRUE,usable_partial,56,0.11067193675889328
28,abstention,TRUE,TRUE,usable_partial_limited_metadata,2,0.003952569169960474
28,voter,FALSE,FALSE,no_determinants,83,0.1680161943319838
28,voter,FALSE,FALSE,suspicious_determinants,3,0.006072874493927126
28,voter,FALSE,FALSE,too_many_missing_determinants,35,0.0708502024291498
28,voter,TRUE,TRUE,usable_complete,244,0.4939271255060729
28,voter,TRUE,TRUE,usable_complete_limited_metadata,3,0.006072874493927126
28,voter,TRUE,TRUE,usable_partial,126,0.2550607287449393
29,abstention,FALSE,FALSE,no_determinants,28,0.05533596837944664
29,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
29,abstention,TRUE,TRUE,usable_complete,409,0.808300395256917
29,abstention,TRUE,TRUE,usable_complete_limited_metadata,17,0.03359683794466403
29,abstention,TRUE,TRUE,usable_partial,46,0.09090909090909091
29,voter,FALSE,FALSE,no_determinants,70,0.1417004048582996
29,voter,FALSE,FALSE,suspicious_determinants,3,0.006072874493927126
29,voter,FALSE,FALSE,too_many_missing_determinants,26,0.05263157894736842
29,voter,TRUE,TRUE,usable_complete,251,0.5080971659919028
29,voter,TRUE,TRUE,usable_complete_limited_metadata,11,0.022267206477732792
29,voter,TRUE,TRUE,usable_partial,132,0.26720647773279355
29,voter,TRUE,TRUE,usable_partial_limited_metadata,1,0.0020242914979757085
30,abstention,FALSE,FALSE,no_determinants,18,0.03557312252964427
30,abstention,FALSE,FALSE,too_many_missing_determinants,6,0.011857707509881422
30,abstention,TRUE,TRUE,usable_complete,415,0.8201581027667985
30,abstention,TRUE,TRUE,usable_complete_limited_metadata,21,0.041501976284584984
30,abstention,TRUE,TRUE,usable_partial,40,0.07905138339920949
30,abstention,TRUE,TRUE,usable_partial_limited_metadata,6,0.011857707509881422
30,voter,FALSE,FALSE,no_determinants,72,0.145748987854251
30,voter,FALSE,FALSE,suspicious_determinants,2,0.004048582995951417
30,voter,FALSE,FALSE,too_many_missing_determinants,14,0.02834008097165992
30,voter,TRUE,TRUE,usable_complete,276,0.5587044534412956
