analysis_sample,matrix,h,p,comparison,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
RENOVISOR,EXT,5,8,KM_vs_EXPERTS,KM6,Early.Adopter,16.666666666666668,15,6,3,20,50,16.666666666666668,det_11_knowledge; det_26_novelty; det_29_trends
RENOVISOR,EXT,5,8,KM_vs_EXPERTS,KM7,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_13_technical_fit; det_14_environmental_concerns
RENOVISOR,EXT,5,8,KM_vs_EXPERTS,KM8,Homo.Economicus,41.1764705882353,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA4,Uninterested,25,14,6,4,28.571428571428573,66.66666666666667,25,det_07_legal; det_13_technical_fit; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA5,Activist,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA6,Careful,58.8235294117647,15,12,10,66.66666666666667,83.33333333333333,58.8235294117647,det_02_credit_score; det_03_risk_profile; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA7,Stubborn,0,8,3,0,0,0,0,
RENOVISOR,EXT,5,8,EFA_vs_EXPERTS,EFA8,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge
RENOVISOR,EXT,6,4,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,4,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,6,4,KM_vs_EFA_OVERLAP,KM3,EFA4,26.666666666666668,15,8,4,26.666666666666668,50,21.05263157894737,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,6,4,KM_vs_EFA_OVERLAP,KM4,EFA3,12.5,8,8,1,12.5,12.5,6.666666666666667,det_14_environmental_concerns
RENOVISOR,EXT,6,4,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,4,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,6,4,KM_vs_EFA_JACCARD,KM3,EFA4,21.05263157894737,15,8,4,26.666666666666668,50,21.05263157894737,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,6,4,KM_vs_EFA_JACCARD,KM4,EFA3,6.666666666666667,8,8,1,12.5,12.5,6.666666666666667,det_14_environmental_concerns
RENOVISOR,EXT,6,4,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,4,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,4,KM_vs_EXPERTS,KM3,Uninterested,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,4,KM_vs_EXPERTS,KM4,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,4,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,4,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,4,EFA_vs_EXPERTS,EFA3,Activist,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,6,4,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,5,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,5,KM_vs_EFA_OVERLAP,KM2,EFA4,23.076923076923077,13,8,3,23.076923076923077,37.5,16.666666666666668,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,5,KM_vs_EFA_OVERLAP,KM3,EFA5,73.33333333333333,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,5,KM_vs_EFA_OVERLAP,KM4,EFA2,75,8,11,6,75,54.54545454545455,46.15384615384615,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,5,KM_vs_EFA_OVERLAP,KM5,EFA3,8.333333333333334,12,8,1,8.333333333333334,12.5,5.2631578947368425,det_25_agreement
RENOVISOR,EXT,6,5,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,5,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,6,5,KM_vs_EFA_JACCARD,KM3,EFA5,57.89473684210526,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,5,KM_vs_EFA_JACCARD,KM4,EFA3,6.666666666666667,8,8,1,12.5,12.5,6.666666666666667,det_14_environmental_concerns
RENOVISOR,EXT,6,5,KM_vs_EFA_JACCARD,KM5,EFA4,11.11111111111111,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,6,5,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,5,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,5,KM_vs_EXPERTS,KM3,Uninterested,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,5,KM_vs_EXPERTS,KM4,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,5,KM_vs_EXPERTS,KM5,Homo.Economicus,31.25,12,9,5,41.666666666666664,55.55555555555556,31.25,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,6,5,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,5,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,5,EFA_vs_EXPERTS,EFA3,Activist,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,6,5,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,5,EFA_vs_EXPERTS,EFA5,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM3,EFA5,73.33333333333333,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM4,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM5,EFA4,16.666666666666668,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,6,6,KM_vs_EFA_OVERLAP,KM6,EFA3,25,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM3,EFA5,57.89473684210526,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM4,EFA6,45.45454545454545,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM5,EFA4,11.11111111111111,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,6,6,KM_vs_EFA_JACCARD,KM6,EFA3,14.285714285714286,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM3,Uninterested,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM4,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM5,Activist,28.571428571428573,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,6,6,KM_vs_EXPERTS,KM6,Homo.Economicus,30.76923076923077,8,9,4,50,44.44444444444444,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA3,Activist,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA5,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,6,EFA_vs_EXPERTS,EFA6,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM2,EFA7,76.92307692307692,13,12,10,76.92307692307692,83.33333333333333,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_21_rights_and_duties
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM3,EFA5,73.33333333333333,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM4,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM5,EFA4,16.666666666666668,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM6,EFA3,25,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,6,7,KM_vs_EFA_OVERLAP,KM7,EFA2,66.66666666666667,15,11,10,66.66666666666667,90.9090909090909,62.5,det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM2,EFA7,66.66666666666667,13,12,10,76.92307692307692,83.33333333333333,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_21_rights_and_duties
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM3,EFA5,57.89473684210526,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM4,EFA6,45.45454545454545,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM5,EFA4,11.11111111111111,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM6,EFA3,14.285714285714286,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,6,7,KM_vs_EFA_JACCARD,KM7,EFA2,62.5,15,11,10,66.66666666666667,90.9090909090909,62.5,det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM3,Uninterested,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM4,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM5,Activist,28.571428571428573,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM6,Early.Adopter,16.666666666666668,8,6,2,25,33.333333333333336,16.666666666666668,det_11_knowledge; det_14_environmental_concerns
RENOVISOR,EXT,6,7,KM_vs_EXPERTS,KM7,Homo.Economicus,41.1764705882353,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA5,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA6,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge
RENOVISOR,EXT,6,7,EFA_vs_EXPERTS,EFA7,Activist,38.46153846153846,12,6,5,41.666666666666664,83.33333333333333,38.46153846153846,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM2,EFA7,76.92307692307692,13,12,10,76.92307692307692,83.33333333333333,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_21_rights_and_duties
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM3,EFA4,26.666666666666668,15,8,4,26.666666666666668,50,21.05263157894737,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM4,EFA6,62.5,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM5,EFA8,50,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM6,EFA3,25,8,8,2,25,25,14.285714285714286,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM7,EFA2,66.66666666666667,15,11,10,66.66666666666667,90.9090909090909,62.5,det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,8,KM_vs_EFA_OVERLAP,KM8,EFA5,60,15,15,9,60,60,42.857142857142854,det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM2,EFA7,66.66666666666667,13,12,10,76.92307692307692,83.33333333333333,66.66666666666667,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_20_coziness; det_21_rights_and_duties
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM3,EFA5,57.89473684210526,15,15,11,73.33333333333333,73.33333333333333,57.89473684210526,det_02_credit_score; det_11_knowledge; det_13_technical_fit; det_22_peer_pressure; det_24_socialising; det_25_agreement; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM4,EFA6,45.45454545454545,8,8,5,62.5,62.5,45.45454545454545,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM5,EFA8,35.294117647058826,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM6,EFA4,0,8,8,0,0,0,0,
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM7,EFA2,62.5,15,11,10,66.66666666666667,90.9090909090909,62.5,det_03_risk_profile; det_05_frugality; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,8,KM_vs_EFA_JACCARD,KM8,EFA3,21.05263157894737,15,8,4,26.666666666666668,50,21.05263157894737,det_06_climate_protection; det_14_environmental_concerns; det_21_rights_and_duties; det_25_agreement
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
