analysis_sample,matrix,h,p,comparison,left_id,right_id,matching_similarity_pct,n_left,n_right,n_common,overlap_left_pct,overlap_right_pct,jaccard_pct,common_determinants
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM3,Uninterested,31.25,15,6,5,33.333333333333336,83.33333333333333,31.25,det_07_legal; det_13_technical_fit; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM4,Careful,53.84615384615385,8,12,7,87.5,58.333333333333336,53.84615384615385,det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM5,Stubborn,15.384615384615385,12,3,2,16.666666666666668,66.66666666666667,15.384615384615385,det_11_knowledge; det_15_self_satisfaction
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM6,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_13_technical_fit; det_14_environmental_concerns
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM7,Homo.Economicus,41.1764705882353,15,9,7,46.666666666666664,77.77777777777777,41.1764705882353,det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,6,8,KM_vs_EXPERTS,KM8,Early.Adopter,16.666666666666668,15,6,3,20,50,16.666666666666668,det_11_knowledge; det_14_environmental_concerns; det_29_trends
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA5,Uninterested,16.666666666666668,15,6,3,20,50,16.666666666666668,det_13_technical_fit; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA6,Homo.Economicus,41.666666666666664,8,9,5,62.5,55.55555555555556,41.666666666666664,det_01_profits; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA7,Stubborn,25,12,3,3,25,100,25,det_11_knowledge; det_15_self_satisfaction; det_17_adherence
RENOVISOR,EXT,6,8,EFA_vs_EXPERTS,EFA8,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,EXT,7,4,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,4,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,4,KM_vs_EFA_OVERLAP,KM3,EFA4,16.666666666666668,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,7,4,KM_vs_EFA_OVERLAP,KM4,EFA3,22.22222222222222,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,4,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,4,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,4,KM_vs_EFA_JACCARD,KM3,EFA4,11.11111111111111,12,8,2,16.666666666666668,25,11.11111111111111,det_10_cost_efficiency; det_30_authority
RENOVISOR,EXT,7,4,KM_vs_EFA_JACCARD,KM4,EFA3,13.333333333333334,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,4,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,4,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,4,KM_vs_EXPERTS,KM3,Homo.Economicus,31.25,12,9,5,41.666666666666664,55.55555555555556,31.25,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,7,4,KM_vs_EXPERTS,KM4,Careful,61.53846153846154,9,12,8,88.88888888888889,66.66666666666667,61.53846153846154,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,7,4,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,4,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,4,EFA_vs_EXPERTS,EFA3,Activist,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,7,4,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,7,5,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,5,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,5,KM_vs_EFA_OVERLAP,KM3,EFA5,50,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,5,KM_vs_EFA_OVERLAP,KM4,EFA3,22.22222222222222,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,5,KM_vs_EFA_OVERLAP,KM5,EFA4,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,5,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,5,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,5,KM_vs_EFA_JACCARD,KM3,EFA5,35.294117647058826,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,5,KM_vs_EFA_JACCARD,KM4,EFA3,13.333333333333334,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,5,KM_vs_EFA_JACCARD,KM5,EFA4,22.22222222222222,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,5,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,5,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,5,KM_vs_EXPERTS,KM3,Homo.Economicus,31.25,12,9,5,41.666666666666664,55.55555555555556,31.25,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,7,5,KM_vs_EXPERTS,KM4,Careful,61.53846153846154,9,12,8,88.88888888888889,66.66666666666667,61.53846153846154,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,7,5,KM_vs_EXPERTS,KM5,Uninterested,25,14,6,4,28.571428571428573,66.66666666666667,25,det_07_legal; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,7,5,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,5,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,5,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,7,5,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,7,5,EFA_vs_EXPERTS,EFA5,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM3,EFA5,50,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM4,EFA6,44.44444444444444,9,8,4,44.44444444444444,50,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM5,EFA4,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,6,KM_vs_EFA_OVERLAP,KM6,EFA3,22.22222222222222,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM3,EFA5,35.294117647058826,12,11,6,50,54.54545454545455,35.294117647058826,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM4,EFA6,30.76923076923077,9,8,4,44.44444444444444,50,30.76923076923077,det_07_legal; det_08_trust; det_11_knowledge; det_17_adherence
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM5,EFA4,22.22222222222222,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,6,KM_vs_EFA_JACCARD,KM6,EFA3,13.333333333333334,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM3,Activist,28.571428571428573,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM4,Careful,61.53846153846154,9,12,8,88.88888888888889,66.66666666666667,61.53846153846154,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM5,Uninterested,25,14,6,4,28.571428571428573,66.66666666666667,25,det_07_legal; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,7,6,KM_vs_EXPERTS,KM6,Homo.Economicus,28.571428571428573,9,9,4,44.44444444444444,44.44444444444444,28.571428571428573,det_07_legal; det_08_trust; det_11_knowledge; det_13_technical_fit
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA4,Homo.Economicus,13.333333333333334,8,9,2,25,22.22222222222222,13.333333333333334,det_01_profits; det_10_cost_efficiency
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA5,Careful,43.75,11,12,7,63.63636363636363,58.333333333333336,43.75,det_03_risk_profile; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence
RENOVISOR,EXT,7,6,EFA_vs_EXPERTS,EFA6,Activist,27.272727272727273,8,6,3,37.5,50,27.272727272727273,det_08_trust; det_16_commitment; det_17_adherence
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM1,EFA1,75,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM2,EFA2,76.92307692307692,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM3,EFA6,33.333333333333336,12,8,4,33.333333333333336,50,25,det_08_trust; det_11_knowledge; det_16_commitment; det_24_socialising
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM4,EFA7,44.44444444444444,9,15,4,44.44444444444444,26.666666666666668,20,det_06_climate_protection; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM5,EFA4,28.571428571428573,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM6,EFA3,22.22222222222222,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,7,KM_vs_EFA_OVERLAP,KM7,EFA5,87.5,8,11,7,87.5,63.63636363636363,58.333333333333336,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM1,EFA1,60,8,8,6,75,75,60,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_29_trends; det_30_authority; det_31_approval
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM2,EFA2,71.42857142857143,13,11,10,76.92307692307692,90.9090909090909,71.42857142857143,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_17_adherence; det_19_wellbeing; det_20_coziness
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM3,EFA6,25,12,8,4,33.333333333333336,50,25,det_08_trust; det_11_knowledge; det_16_commitment; det_24_socialising
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM4,EFA7,20,9,15,4,44.44444444444444,26.666666666666668,20,det_06_climate_protection; det_10_cost_efficiency; det_14_environmental_concerns; det_17_adherence
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM5,EFA4,22.22222222222222,14,8,4,28.571428571428573,50,22.22222222222222,det_02_credit_score; det_10_cost_efficiency; det_27_fun; det_30_authority
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM6,EFA3,13.333333333333334,9,8,2,22.22222222222222,25,13.333333333333334,det_06_climate_protection; det_14_environmental_concerns
RENOVISOR,EXT,7,7,KM_vs_EFA_JACCARD,KM7,EFA5,58.333333333333336,8,11,7,87.5,63.63636363636363,58.333333333333336,det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM1,Influencer,62.5,8,5,5,62.5,100,62.5,det_11_knowledge; det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM2,Fearful,69.23076923076923,13,9,9,69.23076923076923,100,69.23076923076923,det_02_credit_score; det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM3,Activist,28.571428571428573,12,6,4,33.333333333333336,66.66666666666667,28.571428571428573,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM4,Careful,61.53846153846154,9,12,8,88.88888888888889,66.66666666666667,61.53846153846154,det_06_climate_protection; det_08_trust; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_14_environmental_concerns; det_17_adherence; det_19_wellbeing
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM5,Uninterested,25,14,6,4,28.571428571428573,66.66666666666667,25,det_07_legal; det_19_wellbeing; det_22_peer_pressure; det_30_authority
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM6,Early.Adopter,15.384615384615385,9,6,2,22.22222222222222,33.333333333333336,15.384615384615385,det_11_knowledge; det_14_environmental_concerns
RENOVISOR,EXT,7,7,KM_vs_EXPERTS,KM7,Homo.Economicus,54.54545454545455,8,9,6,75,66.66666666666667,54.54545454545455,det_07_legal; det_08_trust; det_10_cost_efficiency; det_11_knowledge; det_13_technical_fit; det_15_self_satisfaction
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA1,Influencer,44.44444444444444,8,5,4,50,80,44.44444444444444,det_22_peer_pressure; det_24_socialising; det_28_recognition; det_31_approval
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA2,Fearful,53.84615384615385,11,9,7,63.63636363636363,77.77777777777777,53.84615384615385,det_03_risk_profile; det_07_legal; det_08_trust; det_09_safety; det_10_cost_efficiency; det_13_technical_fit; det_19_wellbeing
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA3,Early.Adopter,7.6923076923076925,8,6,1,12.5,16.666666666666668,7.6923076923076925,det_14_environmental_concerns
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA4,Careful,17.647058823529413,8,12,3,37.5,25,17.647058823529413,det_02_credit_score; det_03_risk_profile; det_10_cost_efficiency
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA5,Activist,41.666666666666664,11,6,5,45.45454545454545,83.33333333333333,41.666666666666664,det_08_trust; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA6,Stubborn,22.22222222222222,8,3,2,25,66.66666666666667,22.22222222222222,det_11_knowledge; det_17_adherence
RENOVISOR,EXT,7,7,EFA_vs_EXPERTS,EFA7,Homo.Economicus,20,15,9,4,26.666666666666668,44.44444444444444,20,det_01_profits; det_04_added_value; det_10_cost_efficiency; det_13_technical_fit
