matrix,h,p,n_samples,mean_coverage_kmeans,min_coverage_kmeans,mean_coverage_efa,min_coverage_efa,mean_km_efa_overlap,mean_km_efa_jaccard,mean_km_expert_jaccard,mean_efa_expert_jaccard
POS,3,4,7,43.247988945577355,13.465684523808378,16.613052721088394,2.0368154761902164,35.60784453641597,28.594970622281547,52.13016179665339,31.092111669842765
POS,3,5,7,49.2460331632643,14.84687499999874,18.55533588435369,2.171577380952104,39.11552732981304,30.50106806309814,48.22180573861246,31.83018871884418
POS,3,6,7,52.126696428570355,16.654851190474783,20.13684948979586,2.254672619047332,45.792098113526684,35.92082572815656,44.471319413546304,31.50256489542204
POS,3,7,7,55.076420068026074,17.445744047617573,21.166432823129206,2.385267857142553,45.396304375896214,35.02266254896254,42.15458044689738,30.208711856370922
POS,3,8,7,57.44035289115528,18.52705357142701,22.55793367346936,2.4705952380949228,47.310670480313334,36.72929258400289,38.47240134398748,29.62119084230429
POS,4,4,7,60.95767857142733,25.958898809521923,23.846747448979567,3.25449404761864,37.38004059432631,30.203751955327586,51.697963276219575,31.650234102965197
POS,4,5,7,65.78775085033881,27.879910714283664,26.097670068027174,3.4560416666662332,43.36661750947465,33.47520795829067,48.30871439484885,31.816298314197475
POS,4,6,7,69.11944302720946,30.18241071428348,27.740965136054385,3.5666071428566952,45.0821004392433,34.75073110393028,44.69529148100577,31.158864283864286
POS,4,7,7,72.76817176870597,32.109999999997605,30.705072278911512,3.762886904761432,48.212847243459485,37.85561760618626,42.199117575768234,30.865144759202384
POS,4,8,7,74.67442176870591,33.97842261904508,32.64911139455777,3.8943154761899863,48.937644696573265,38.32379524929834,38.26265165156972,29.259418802486028
POS,5,4,7,73.04407738095097,38.19970238094923,30.968992346938798,5.455148809523085,37.89231601731602,29.732698502048347,51.53451412462912,32.04705949979059
POS,5,5,7,76.9884821428556,40.89389880952044,33.369489795918376,5.774226190475425,43.72428365285508,33.17902458069687,48.165570657167294,32.11345050840849
POS,5,6,7,78.78042517006645,42.22336309523462,36.00707908163265,5.941755952380166,44.81584553013124,34.14328498396427,44.5494301061528,31.11128211968548
POS,5,7,7,80.72808673469225,43.22904761904406,39.17207908163263,6.394613095237251,47.82631200998548,36.9289275115553,41.58990802448185,30.636557653364378
POS,5,8,7,82.64376275510037,45.1794345238058,40.80468537414962,6.562976190475324,48.73889998889999,36.599828244081344,38.052715695835445,28.947853524921193
POS,6,4,7,84.69870748299196,54.53782738094774,40.988176020408055,9.64014880952246,42.90637933495076,33.84194732671624,52.42543721880851,34.26567421840531
POS,6,5,7,86.8980442176858,55.834613095233344,43.62255952380938,10.29285714285571,48.48313591170734,39.576331170426705,47.64073694745964,34.296386619916035
POS,6,6,7,88.99264880952248,56.74476190475709,47.620527210884184,10.575714285712817,52.167904846476276,41.34877599467383,43.88101433269501,33.255094558168416
POS,6,7,7,90.52904761904622,59.436071428566386,50.92398384353721,11.652440476188868,50.72441730604996,39.8901317103598,40.758464391417576,31.312527175372313
POS,6,8,7,91.43446003401218,61.30449404761385,53.54100765306101,12.000744047617394,48.88837848659277,37.79284218748228,37.348254385793084,29.237376331651543
POS,7,4,7,91.41749999999841,64.53860119047317,50.0113775510201,14.94925595237923,43.39096419453562,34.22667923137848,49.29871071235512,34.96164491437601
POS,7,5,7,92.93226615646094,67.18244047618724,57.379842687074614,16.107857142855273,45.01322487036773,35.98431534311676,44.84957080611658,33.6833148177686
POS,7,6,7,93.97499999999832,69.88577380952033,61.42647959183649,16.59913690475997,45.047868797868794,34.75706003376282,41.588559840163114,30.921642549793813
POS,7,7,7,94.39369472788947,70.8821428571393,64.05781887755073,19.078095238092995,47.10033164114797,36.31741805858821,38.48238912614663,30.88238442230039
POS,7,8,7,94.85397108843365,72.31627976190109,66.12773809523777,19.767232142854812,49.07371398442827,38.11269285962453,35.25926813493156,30.160165173295425
POS,8,4,7,95.28754676870597,76.23434523809217,57.04493197278814,23.66988095237817,42.63879969237112,33.73620427191856,46.45401164391655,34.81179476452586
POS,8,5,7,96.15185374149505,79.22541666666334,66.09005102040732,24.49702380952092,45.37877995020852,35.24573609348045,43.572705980932426,33.17649865256734
POS,8,6,7,96.69076955782155,80.95872023809177,70.75082908163176,28.92202380952035,46.76062693919837,35.681357348484724,40.08129182029005,32.3838138596542
POS,8,7,7,96.89568452380793,81.80532738094884,72.82545493197186,29.431011904758385,48.54327078816875,36.77501826922121,37.99142632323273,30.979992729692608
POS,8,8,7,97.1509906462569,83.08270833332969,74.4653486394548,31.288928571424815,50.18401241615528,37.46681986191606,34.61928753067906,29.501263646484233
EXT,2,4,7,14.43372023809512,0.2951190476189727,10.804260204081643,0.3256845238094746,62.37047674547674,51.221092749454094,43.806936236032875,35.600958332050766
EXT,2,5,7,16.30747448979578,0.33395833333324854,12.12182823129253,0.42062499999993647,61.39523175237461,49.39529284907436,41.6278407572083,34.67671697558916
EXT,2,6,7,17.457482993197125,0.39764880952370846,13.156415816326547,0.509077380952304,60.96409542838114,48.76893905597779,40.6986672823139,32.47103942178024
EXT,2,7,7,18.79056972789099,0.4546130952379797,13.891381802721106,0.5944047619046721,60.003313013517094,47.10665122873485,37.99972461073744,31.050080608509244
EXT,2,8,7,20.153248299319543,0.5037797619046339,14.726458333333348,0.6799702380951353,60.09927076891363,46.58737785045101,36.57393937669535,29.653634602841258
EXT,3,4,7,23.215480442176688,0.443571428571316,16.516517857142855,0.40788690476184314,61.76967873396445,51.18969557519978,44.70244216567746,36.0152266034619
EXT,3,5,7,25.75922619047599,0.5003571428570158,18.152091836734698,0.5408035714284898,58.34553541696399,46.32307840324205,42.28470269226572,35.30162834364515
EXT,3,6,7,27.996105442176635,0.5926488095236591,19.341241496598634,0.6513690476189493,60.4276345347774,46.422806302007984,40.791740161488065,34.37563914454671
EXT,3,7,7,29.605671768707236,0.6877976190474444,20.402474489795914,0.7619345238094087,61.819535339943506,46.74680211745038,39.63660689050845,33.46321075707567
EXT,3,8,7,31.753256802720802,0.7736607142855179,21.557648809523805,0.8746130952379633,61.514036558679415,46.31948107737065,38.18083745736057,30.86035331964954
EXT,4,4,7,34.37696428571403,0.7293452380950531,22.770335884353774,0.5146726190475415,56.08112125969269,45.73428632279804,43.83608046948383,36.934482417675696
EXT,4,5,7,38.15410289115615,0.8307440476188369,25.845539965986404,0.66970238095228,55.21863850435279,43.43682117675926,42.1190627766258,34.84036201893345
EXT,4,6,7,42.959749149659494,0.968511904761659,27.034562074829935,0.8023809523808315,57.93099757385472,44.21299048593387,40.49875523145094,35.100643557631614
EXT,4,7,7,46.042070578230884,1.171071428571132,28.20124149659864,0.935059523809383,58.74750532913799,43.989614125615894,40.138045894348416,34.469566547897884
EXT,4,8,7,48.02014880952338,1.334583333332995,29.355301870748303,1.091994047618883,58.13450933986648,43.40614842121366,38.434805448986125,32.4825663380921
EXT,5,4,7,46.37077380952323,1.4275595238091598,28.80672619047631,0.7258928571427478,55.25105846534418,44.114389928465556,43.10794539260926,34.66705495840834
EXT,5,5,7,51.978099489795284,1.5996130952376877,32.0166156462586,0.8969940476189125,57.787799502085214,43.78251154467431,41.34799864001545,34.228118679688784
EXT,5,6,7,55.72249999999928,1.8875892857138048,33.623869047619145,1.060119047618888,59.8797829154972,44.96397503916301,39.90528299407114,34.62981884366228
EXT,5,7,7,58.215229591835985,2.30809523809465,35.465157312925264,1.2568452380950488,57.1597959863266,42.56274436093732,38.27744700943981,32.704446580497006
EXT,5,8,7,60.75618197278833,2.725416666665972,36.435063775510294,1.4547321428569238,56.349419429776574,42.329762784760575,36.984088944435584,30.38031605569476
EXT,6,4,7,59.79073979591749,2.7664880952373916,37.48610969387762,1.2659523809521889,51.21336005264577,40.799582346740685,44.06344848392062,33.828835055062385
EXT,6,5,7,64.85698979591743,3.22580357142775,39.86254676870755,1.4946726190473925,55.12941820084677,42.853268297872454,42.07397084708009,32.2464336980038
EXT,6,6,7,68.49040391156363,3.887410714284724,41.658873299319794,1.7377380952378318,57.92683506969221,43.55245685768684,40.240072719064315,33.34311826599531
EXT,6,7,7,70.39355017006697,4.906041666665419,43.955280612244984,2.0931845238092066,57.695354532089226,43.67832617737843,38.884269158879,31.885581238822535
EXT,6,8,7,71.69781037414856,5.713035714284262,46.51657312925176,2.423333333332966,54.67490346954633,41.39331739474099,37.01160854784804,30.175126094174633
EXT,7,4,7,71.05041241496568,5.901309523808015,46.63706207482945,2.85675595238052,52.35881182309754,42.42251183690259,46.11031851398393,33.86176265377946
EXT,7,5,7,73.73841836734657,6.815446428569689,48.91629676870699,3.213601190475704,53.36171764743193,41.04172959004892,42.292322965255295,34.708318758738926
EXT,7,6,7,75.79821853741453,8.076964285712226,52.47402210884303,3.652767857142304,53.24752628324057,40.46294176713736,40.427806494535815,32.49364994638104
EXT,7,7,7,77.65774234693828,9.864761904759389,55.183596938774976,4.453928571427897,51.958296805235584,38.95656028642175,38.74344093281668,31.324364577665897
EXT,7,8,7,79.05468537414909,11.582261904758957,57.42813350340081,5.117202380951606,51.744307280021566,38.42795115531184,36.71894427934344,29.91181411529156
EXT,8,4,7,77.761594387755,10.513839285711624,53.718452380951106,7.05889880952274,51.59973954616812,41.116365605253264,46.02863691790052,34.39442443644124
EXT,8,5,7,79.72012755102018,13.37336309523471,58.995233843536084,7.841607142855954,50.29099471956615,39.75099236930285,43.03065417063648,33.07684192558142
EXT,8,6,7,81.36170068027175,16.7073214285672,62.72939200680136,8.649404761903453,50.00447304018733,38.7649243744445,40.72564588956672,32.43444891554135
EXT,8,7,7,82.4674107142853,18.16050595237636,64.51730017006662,10.259999999998447,51.456389415573085,39.50394844128653,38.70476843663487,31.67358018798595
EXT,8,8,7,83.84102891156412,20.279970238090108,66.53006802720942,12.082172619045796,51.80296885654029,39.554349432760894,36.56632231778738,30.08316616426966
Z_ABS,2,4,7,5.159723639455503,0.31919642857134634,7.467045068027199,0.36029761904756546,39.86303379160522,29.5428822676169,30.548521273311188,27.548422755189673
Z_ABS,2,5,7,5.7131802721085325,0.3951488095237078,8.447767857142841,0.4456249999999337,42.070730856445145,31.230858882734736,28.50323649273229,26.827917033578245
Z_ABS,2,6,7,6.326815476190126,0.4744642857141635,9.058095238095216,0.5405654761903957,47.372145050716476,36.62983252034605,27.42411507808456,26.325033192846107
Z_ABS,2,7,7,6.879404761904379,0.5314285714284346,9.637925170068002,0.6165178571427654,45.93113802297476,35.0403977652955,25.615259520216238,24.64638586608885
Z_ABS,2,8,7,7.341721938775098,0.598095238095084,10.212627551020379,0.6870238095237073,48.178498089212376,37.50918492173504,23.86328674212907,23.83690675693661
Z_ABS,3,4,7,8.534064625849886,0.4323511904760791,11.743295068027175,0.45187499999993286,43.393659911517055,33.76713029722832,30.825656648992563,29.764376444357648
Z_ABS,3,5,7,9.589489795917842,0.5429166666665268,12.707227891156423,0.5624404761903926,46.069803212660354,35.20407809312776,28.069393098915434,28.740072584057547
Z_ABS,3,6,7,10.712521258502806,0.6539583333331649,13.632457482993155,0.6953571428570396,47.441011369582796,36.39456715086967,26.503513185014736,26.24728706965549
Z_ABS,3,7,7,11.413439625849703,0.7299107142855262,14.52377125850336,0.7934226190475012,46.028376385519245,34.650168895648555,25.981347803155476,25.976881332128695
Z_ABS,3,8,7,12.00226615646191,0.8292857142855007,15.09769557823125,0.8902083333332012,46.18115019900734,34.138998445414664,23.684801495435618,25.26744678364537
Z_ABS,4,4,7,13.21720238095169,0.6231249999998398,17.427687074829816,0.5613988095237262,46.53076090576091,36.08117809460761,30.384138549911437,31.15061495092455
Z_ABS,4,5,7,14.962351190475399,0.796666666666462,18.858767006802612,0.694077380952278,48.76577390863105,37.168829948967634,29.264781473870375,31.275411550953347
Z_ABS,4,6,7,16.14950255101954,0.9444345238092814,20.744608843537303,0.8459821428570173,52.36775129632272,39.65218079127373,27.875172632746715,30.787605241663183
Z_ABS,4,7,7,16.90599064625759,1.0497916666663971,21.640744047618934,0.9697321428569988,52.011123796838085,39.20485089344853,25.888781639160737,29.16682756142224
Z_ABS,4,8,7,18.177840136053437,1.200624999999692,22.654936224489674,1.1057440476188836,54.700671352457064,42.75976909442467,24.83593252507726,27.338814743171223
Z_ABS,5,4,7,17.92420918367249,1.0698809523806767,23.38792091836722,0.7061309523808478,45.21992888064317,34.48938434716298,30.20760960500014,31.666832801701222
Z_ABS,5,5,7,20.514613095236943,1.3771130952377404,26.28195578231278,0.8778869047617747,48.39249639249639,36.49827018281242,29.123558317941335,31.660389318284057
Z_ABS,5,6,7,22.087325680270858,1.6017261904757782,28.042266156462436,1.029791666666514,52.51735037449323,41.31939277367185,28.729484442940876,30.10207461915777
Z_ABS,5,7,7,23.09947704081501,1.7736011904757338,29.318835034013457,1.232678571428389,52.663883735312304,40.5426381517081,26.738729773417333,28.93648412271651
Z_ABS,5,8,7,24.15915391156324,2.0874702380947,31.06498299319711,1.4177380952378853,54.72956606885178,42.289398000643025,24.728381323084996,28.159350654444086
Z_ABS,6,4,7,23.207746598637954,2.078124999999463,30.00623299319719,1.1760416666664912,45.270949288806435,34.427545601113714,30.332492891648133,31.314849903278695
Z_ABS,6,5,7,27.131815476188706,2.609434523808849,34.41408163265294,1.4465476190474036,50.132859204287776,37.336996410636395,29.67941422673842,31.378802999546036
Z_ABS,6,6,7,29.215136054419876,3.0413392857134993,36.65661564625837,1.626220238094996,54.1180512609084,40.39262939666522,28.79601483786579,29.868863925973614
Z_ABS,6,7,7,30.1123384353722,3.319285714284856,39.80359693877533,1.9459821428568531,54.03298515543413,41.29779189279877,27.48442611003425,30.533725899003592
Z_ABS,6,8,7,33.07024659863729,3.9698511904751648,41.51882653061205,2.389970238094882,55.563464313464316,41.93999351672947,25.588987074709653,29.710374028153772
Z_ABS,7,4,7,31.07223214285502,4.514583333332175,40.22164115646255,2.13419642857111,49.13999690785405,38.37572774478458,30.720254056720222,33.05033492049746
Z_ABS,7,5,7,36.028869047616624,5.603095238093802,44.98553571428563,2.839077380951957,55.469800041228616,42.69452109146935,29.730648166517252,33.31039780652784
Z_ABS,7,6,7,39.496981292514306,6.38544642856979,48.14297619047608,3.2624702380947506,55.52060373488945,41.98954983784705,28.706503549769803,31.38412311925138
Z_ABS,7,7,7,44.57618622448668,7.953839285712245,50.25940476190463,3.977529761904168,55.99481017848365,42.06410964056127,27.572610603033297,31.819713496278858
Z_ABS,7,8,7,47.468907312921814,8.879404761902483,51.964927721088245,4.885357142856414,58.42162797519941,44.007246930179264,25.820198685841653,29.850512573450434
Z_ABS,8,4,7,37.86176020407876,9.382559523807084,47.65887329931911,5.270565476189691,51.520949288806435,42.07702644608328,30.22989124492884,31.401983272145813
Z_ABS,8,5,7,43.55074404761582,10.922410714282885,54.66647959183609,6.733958333332331,55.15106322249179,44.26110191720349,30.41610097603021,32.97136429102373
Z_ABS,8,6,7,49.309757653057545,13.928303571424962,57.71518707482924,7.621874999998865,56.27413591699306,43.91015617084305,28.899280022400323,33.302408938465994
Z_ABS,8,7,7,54.80671768707081,15.655684523805473,59.65551445578155,8.964345238093907,58.76011177031585,44.99210356803394,28.012813876448806,31.60342790042038
Z_ABS,8,8,7,57.60485544217261,17.442499999995494,61.85398384353657,11.19133928571262,58.031968031968034,44.62489861912131,26.352674688449788,31.00678498303996
