"scenario","type","reference","K","D","n_clusters","n_matched","pct_matched","mean_jaccard_exclusive"
"10-9-top3","pos","sins",4,10,1,1,100,60
"10-9-top3","pos","sins",5,0,5,5,100,51.1428571428571
"10-9-top3","pos","sins",5,2,5,5,100,44.3809523809524
"10-9-top3","pos","sins",5,4,3,3,100,53.3333333333333
"10-9-top3","pos","sins",5,6,1,1,100,60
"10-9-top3","pos","sins",5,8,1,1,100,60
"10-9-top3","pos","sins",5,10,1,1,100,60
"10-9-top3","pos","sins",6,0,6,6,100,45.3968253968254
"10-9-top3","pos","sins",6,2,6,6,100,44.1269841269841
"10-9-top3","pos","sins",6,4,3,3,100,53.3333333333333
"10-9-top3","pos","sins",6,6,1,1,100,60
"10-9-top3","pos","sins",6,8,1,1,100,60
