bootstrap_id,political_profile,n,prop
70,Moderate,131,0.34203655352480417
70,Right,199,0.5195822454308094
71,Left,53,0.13838120104438642
71,Moderate,131,0.34203655352480417
71,Right,199,0.5195822454308094
72,Left,53,0.13838120104438642
72,Moderate,131,0.34203655352480417
72,Right,199,0.5195822454308094
73,Left,53,0.13838120104438642
73,Moderate,131,0.34203655352480417
73,Right,199,0.5195822454308094
74,Left,53,0.13838120104438642
74,Moderate,131,0.34203655352480417
74,Right,199,0.5195822454308094
75,Left,53,0.13838120104438642
75,Moderate,131,0.34203655352480417
75,Right,199,0.5195822454308094
76,Left,53,0.13838120104438642
76,Moderate,131,0.34203655352480417
76,Right,199,0.5195822454308094
77,Left,53,0.13838120104438642
77,Moderate,131,0.34203655352480417
77,Right,199,0.5195822454308094
78,Left,53,0.13838120104438642
78,Moderate,131,0.34203655352480417
78,Right,199,0.5195822454308094
79,Left,53,0.13838120104438642
79,Moderate,131,0.34203655352480417
79,Right,199,0.5195822454308094
80,Left,53,0.13838120104438642
80,Moderate,131,0.34203655352480417
80,Right,199,0.5195822454308094
81,Left,53,0.13838120104438642
81,Moderate,131,0.34203655352480417
81,Right,199,0.5195822454308094
82,Left,53,0.13838120104438642
82,Moderate,131,0.34203655352480417
82,Right,199,0.5195822454308094
83,Left,53,0.13838120104438642
83,Moderate,131,0.34203655352480417
83,Right,199,0.5195822454308094
84,Left,53,0.13838120104438642
84,Moderate,131,0.34203655352480417
84,Right,199,0.5195822454308094
85,Left,53,0.13838120104438642
85,Moderate,131,0.34203655352480417
85,Right,199,0.5195822454308094
86,Left,53,0.13838120104438642
86,Moderate,131,0.34203655352480417
86,Right,199,0.5195822454308094
87,Left,53,0.13838120104438642
87,Moderate,131,0.34203655352480417
87,Right,199,0.5195822454308094
88,Left,53,0.13838120104438642
88,Moderate,131,0.34203655352480417
88,Right,199,0.5195822454308094
89,Left,53,0.13838120104438642
89,Moderate,131,0.34203655352480417
89,Right,199,0.5195822454308094
90,Left,53,0.13838120104438642
90,Moderate,131,0.34203655352480417
90,Right,199,0.5195822454308094
91,Left,53,0.13838120104438642
91,Moderate,131,0.34203655352480417
91,Right,199,0.5195822454308094
92,Left,53,0.13838120104438642
92,Moderate,131,0.34203655352480417
92,Right,199,0.5195822454308094
93,Left,53,0.13838120104438642
93,Moderate,131,0.34203655352480417
93,Right,199,0.5195822454308094
94,Left,53,0.13838120104438642
94,Moderate,131,0.34203655352480417
94,Right,199,0.5195822454308094
95,Left,53,0.13838120104438642
95,Moderate,131,0.34203655352480417
95,Right,199,0.5195822454308094
96,Left,53,0.13838120104438642
96,Moderate,131,0.34203655352480417
96,Right,199,0.5195822454308094
97,Left,53,0.13838120104438642
97,Moderate,131,0.34203655352480417
97,Right,199,0.5195822454308094
98,Left,53,0.13838120104438642
98,Moderate,131,0.34203655352480417
98,Right,199,0.5195822454308094
99,Left,53,0.13838120104438642
99,Moderate,131,0.34203655352480417
99,Right,199,0.5195822454308094
100,Left,53,0.13838120104438642
100,Moderate,131,0.34203655352480417
100,Right,199,0.5195822454308094
101,Left,53,0.13838120104438642
101,Moderate,131,0.34203655352480417
101,Right,199,0.5195822454308094
102,Left,53,0.13838120104438642
102,Moderate,131,0.34203655352480417
102,Right,199,0.5195822454308094
103,Left,53,0.13838120104438642
103,Moderate,131,0.34203655352480417
103,Right,199,0.5195822454308094
104,Left,53,0.13838120104438642
104,Moderate,131,0.34203655352480417
104,Right,199,0.5195822454308094
105,Left,53,0.13838120104438642
105,Moderate,131,0.34203655352480417
105,Right,199,0.5195822454308094
106,Left,53,0.13838120104438642
106,Moderate,131,0.34203655352480417
106,Right,199,0.5195822454308094
107,Left,53,0.13838120104438642
107,Moderate,131,0.34203655352480417
107,Right,199,0.5195822454308094
108,Left,53,0.13838120104438642
108,Moderate,131,0.34203655352480417
108,Right,199,0.5195822454308094
109,Left,53,0.13838120104438642
109,Moderate,131,0.34203655352480417
109,Right,199,0.5195822454308094
110,Left,53,0.13838120104438642
110,Moderate,131,0.34203655352480417
110,Right,199,0.5195822454308094
111,Left,53,0.13838120104438642
111,Moderate,131,0.34203655352480417
111,Right,199,0.5195822454308094
112,Left,53,0.13838120104438642
112,Moderate,131,0.34203655352480417
112,Right,199,0.5195822454308094
113,Left,53,0.13838120104438642
113,Moderate,131,0.34203655352480417
113,Right,199,0.5195822454308094
114,Left,53,0.13838120104438642
114,Moderate,131,0.34203655352480417
114,Right,199,0.5195822454308094
115,Left,53,0.13838120104438642
115,Moderate,131,0.34203655352480417
115,Right,199,0.5195822454308094
116,Left,53,0.13838120104438642
116,Moderate,131,0.34203655352480417
116,Right,199,0.5195822454308094
117,Left,53,0.13838120104438642
117,Moderate,131,0.34203655352480417
117,Right,199,0.5195822454308094
118,Left,53,0.13838120104438642
118,Moderate,131,0.34203655352480417
118,Right,199,0.5195822454308094
119,Left,53,0.13838120104438642
119,Moderate,131,0.34203655352480417
119,Right,199,0.5195822454308094
120,Left,53,0.13838120104438642
120,Moderate,131,0.34203655352480417
120,Right,199,0.5195822454308094
121,Left,53,0.13838120104438642
121,Moderate,131,0.34203655352480417
121,Right,199,0.5195822454308094
122,Left,53,0.13838120104438642
122,Moderate,131,0.34203655352480417
122,Right,199,0.5195822454308094
123,Left,53,0.13838120104438642
123,Moderate,131,0.34203655352480417
123,Right,199,0.5195822454308094
124,Left,53,0.13838120104438642
124,Moderate,131,0.34203655352480417
124,Right,199,0.5195822454308094
125,Left,53,0.13838120104438642
125,Moderate,131,0.34203655352480417
125,Right,199,0.5195822454308094
126,Left,53,0.13838120104438642
126,Moderate,131,0.34203655352480417
126,Right,199,0.5195822454308094
127,Left,53,0.13838120104438642
127,Moderate,131,0.34203655352480417
127,Right,199,0.5195822454308094
128,Left,53,0.13838120104438642
128,Moderate,131,0.34203655352480417
128,Right,199,0.5195822454308094
129,Left,53,0.13838120104438642
129,Moderate,131,0.34203655352480417
129,Right,199,0.5195822454308094
130,Left,53,0.13838120104438642
130,Moderate,131,0.34203655352480417
130,Right,199,0.5195822454308094
131,Left,53,0.13838120104438642
131,Moderate,131,0.34203655352480417
131,Right,199,0.5195822454308094
132,Left,53,0.13838120104438642
132,Moderate,131,0.34203655352480417
132,Right,199,0.5195822454308094
133,Left,53,0.13838120104438642
133,Moderate,131,0.34203655352480417
133,Right,199,0.5195822454308094
134,Left,53,0.13838120104438642
134,Moderate,131,0.34203655352480417
134,Right,199,0.5195822454308094
135,Left,53,0.13838120104438642
135,Moderate,131,0.34203655352480417
135,Right,199,0.5195822454308094
136,Left,53,0.13838120104438642
136,Moderate,131,0.34203655352480417
136,Right,199,0.5195822454308094
137,Left,53,0.13838120104438642
137,Moderate,131,0.34203655352480417
137,Right,199,0.5195822454308094
138,Left,53,0.13838120104438642
138,Moderate,131,0.34203655352480417
138,Right,199,0.5195822454308094
139,Left,53,0.13838120104438642
139,Moderate,131,0.34203655352480417
139,Right,199,0.5195822454308094
140,Left,53,0.13838120104438642
140,Moderate,131,0.34203655352480417
140,Right,199,0.5195822454308094
141,Left,53,0.13838120104438642
141,Moderate,131,0.34203655352480417
141,Right,199,0.5195822454308094
142,Left,53,0.13838120104438642
142,Moderate,131,0.34203655352480417
142,Right,199,0.5195822454308094
143,Left,53,0.13838120104438642
143,Moderate,131,0.34203655352480417
143,Right,199,0.5195822454308094
144,Left,53,0.13838120104438642
144,Moderate,131,0.34203655352480417
144,Right,199,0.5195822454308094
145,Left,53,0.13838120104438642
145,Moderate,131,0.34203655352480417
145,Right,199,0.5195822454308094
146,Left,53,0.13838120104438642
146,Moderate,131,0.34203655352480417
146,Right,199,0.5195822454308094
147,Left,53,0.13838120104438642
147,Moderate,131,0.34203655352480417
147,Right,199,0.5195822454308094
148,Left,53,0.13838120104438642
148,Moderate,131,0.34203655352480417
148,Right,199,0.5195822454308094
149,Left,53,0.13838120104438642
149,Moderate,131,0.34203655352480417
149,Right,199,0.5195822454308094
150,Left,53,0.13838120104438642
150,Moderate,131,0.34203655352480417
150,Right,199,0.5195822454308094
151,Left,53,0.13838120104438642
151,Moderate,131,0.34203655352480417
151,Right,199,0.5195822454308094
152,Left,53,0.13838120104438642
152,Moderate,131,0.34203655352480417
152,Right,199,0.5195822454308094
153,Left,53,0.13838120104438642
153,Moderate,131,0.34203655352480417
153,Right,199,0.5195822454308094
154,Left,53,0.13838120104438642
154,Moderate,131,0.34203655352480417
154,Right,199,0.5195822454308094
155,Left,53,0.13838120104438642
155,Moderate,131,0.34203655352480417
155,Right,199,0.5195822454308094
156,Left,53,0.13838120104438642
156,Moderate,131,0.34203655352480417
156,Right,199,0.5195822454308094
157,Left,53,0.13838120104438642
157,Moderate,131,0.34203655352480417
157,Right,199,0.5195822454308094
158,Left,53,0.13838120104438642
158,Moderate,131,0.34203655352480417
158,Right,199,0.5195822454308094
159,Left,53,0.13838120104438642
159,Moderate,131,0.34203655352480417
159,Right,199,0.5195822454308094
160,Left,53,0.13838120104438642
160,Moderate,131,0.34203655352480417
160,Right,199,0.5195822454308094
161,Left,53,0.13838120104438642
161,Moderate,131,0.34203655352480417
161,Right,199,0.5195822454308094
162,Left,53,0.13838120104438642
162,Moderate,131,0.34203655352480417
162,Right,199,0.5195822454308094
163,Left,53,0.13838120104438642
163,Moderate,131,0.34203655352480417
163,Right,199,0.5195822454308094
164,Left,53,0.13838120104438642
164,Moderate,131,0.34203655352480417
164,Right,199,0.5195822454308094
165,Left,53,0.13838120104438642
165,Moderate,131,0.34203655352480417
165,Right,199,0.5195822454308094
166,Left,53,0.13838120104438642
166,Moderate,131,0.34203655352480417
166,Right,199,0.5195822454308094
167,Left,53,0.13838120104438642
167,Moderate,131,0.34203655352480417
167,Right,199,0.5195822454308094
168,Left,53,0.13838120104438642
168,Moderate,131,0.34203655352480417
168,Right,199,0.5195822454308094
169,Left,53,0.13838120104438642
169,Moderate,131,0.34203655352480417
169,Right,199,0.5195822454308094
170,Left,53,0.13838120104438642
170,Moderate,131,0.34203655352480417
170,Right,199,0.5195822454308094
171,Left,53,0.13838120104438642
171,Moderate,131,0.34203655352480417
171,Right,199,0.5195822454308094
172,Left,53,0.13838120104438642
172,Moderate,131,0.34203655352480417
172,Right,199,0.5195822454308094
173,Left,53,0.13838120104438642
173,Moderate,131,0.34203655352480417
173,Right,199,0.5195822454308094
174,Left,53,0.13838120104438642
174,Moderate,131,0.34203655352480417
174,Right,199,0.5195822454308094
175,Left,53,0.13838120104438642
175,Moderate,131,0.34203655352480417
175,Right,199,0.5195822454308094
176,Left,53,0.13838120104438642
176,Moderate,131,0.34203655352480417
176,Right,199,0.5195822454308094
177,Left,53,0.13838120104438642
177,Moderate,131,0.34203655352480417
177,Right,199,0.5195822454308094
178,Left,53,0.13838120104438642
178,Moderate,131,0.34203655352480417
178,Right,199,0.5195822454308094
179,Left,53,0.13838120104438642
179,Moderate,131,0.34203655352480417
179,Right,199,0.5195822454308094
180,Left,53,0.13838120104438642
180,Moderate,131,0.34203655352480417
180,Right,199,0.5195822454308094
181,Left,53,0.13838120104438642
181,Moderate,131,0.34203655352480417
181,Right,199,0.5195822454308094
182,Left,53,0.13838120104438642
182,Moderate,131,0.34203655352480417
182,Right,199,0.5195822454308094
183,Left,53,0.13838120104438642
183,Moderate,131,0.34203655352480417
183,Right,199,0.5195822454308094
184,Left,53,0.13838120104438642
184,Moderate,131,0.34203655352480417
184,Right,199,0.5195822454308094
185,Left,53,0.13838120104438642
185,Moderate,131,0.34203655352480417
185,Right,199,0.5195822454308094
186,Left,53,0.13838120104438642
186,Moderate,131,0.34203655352480417
186,Right,199,0.5195822454308094
187,Left,53,0.13838120104438642
187,Moderate,131,0.34203655352480417
187,Right,199,0.5195822454308094
188,Left,53,0.13838120104438642
188,Moderate,131,0.34203655352480417
188,Right,199,0.5195822454308094
189,Left,53,0.13838120104438642
189,Moderate,131,0.34203655352480417
189,Right,199,0.5195822454308094
190,Left,53,0.13838120104438642
190,Moderate,131,0.34203655352480417
190,Right,199,0.5195822454308094
191,Left,53,0.13838120104438642
191,Moderate,131,0.34203655352480417
191,Right,199,0.5195822454308094
192,Left,53,0.13838120104438642
192,Moderate,131,0.34203655352480417
192,Right,199,0.5195822454308094
193,Left,53,0.13838120104438642
193,Moderate,131,0.34203655352480417
193,Right,199,0.5195822454308094
194,Left,53,0.13838120104438642
194,Moderate,131,0.34203655352480417
194,Right,199,0.5195822454308094
195,Left,53,0.13838120104438642
195,Moderate,131,0.34203655352480417
195,Right,199,0.5195822454308094
196,Left,53,0.13838120104438642
196,Moderate,131,0.34203655352480417
196,Right,199,0.5195822454308094
197,Left,53,0.13838120104438642
197,Moderate,131,0.34203655352480417
197,Right,199,0.5195822454308094
198,Left,53,0.13838120104438642
198,Moderate,131,0.34203655352480417
198,Right,199,0.5195822454308094
199,Left,53,0.13838120104438642
199,Moderate,131,0.34203655352480417
199,Right,199,0.5195822454308094
200,Left,53,0.13838120104438642
200,Moderate,131,0.34203655352480417
200,Right,199,0.5195822454308094
201,Left,53,0.13838120104438642
201,Moderate,131,0.34203655352480417
201,Right,199,0.5195822454308094
202,Left,53,0.13838120104438642
202,Moderate,131,0.34203655352480417
202,Right,199,0.5195822454308094
203,Left,53,0.13838120104438642
203,Moderate,131,0.34203655352480417
203,Right,199,0.5195822454308094
204,Left,53,0.13838120104438642
204,Moderate,131,0.34203655352480417
204,Right,199,0.5195822454308094
205,Left,53,0.13838120104438642
205,Moderate,131,0.34203655352480417
205,Right,199,0.5195822454308094
206,Left,53,0.13838120104438642
206,Moderate,131,0.34203655352480417
206,Right,199,0.5195822454308094
207,Left,53,0.13838120104438642
207,Moderate,131,0.34203655352480417
207,Right,199,0.5195822454308094
208,Left,53,0.13838120104438642
208,Moderate,131,0.34203655352480417
208,Right,199,0.5195822454308094
209,Left,53,0.13838120104438642
209,Moderate,131,0.34203655352480417
209,Right,199,0.5195822454308094
210,Left,53,0.13838120104438642
210,Moderate,131,0.34203655352480417
210,Right,199,0.5195822454308094
211,Left,53,0.13838120104438642
211,Moderate,131,0.34203655352480417
211,Right,199,0.5195822454308094
212,Left,53,0.13838120104438642
212,Moderate,131,0.34203655352480417
212,Right,199,0.5195822454308094
213,Left,53,0.13838120104438642
213,Moderate,131,0.34203655352480417
213,Right,199,0.5195822454308094
214,Left,53,0.13838120104438642
214,Moderate,131,0.34203655352480417
214,Right,199,0.5195822454308094
215,Left,53,0.13838120104438642
215,Moderate,131,0.34203655352480417
215,Right,199,0.5195822454308094
216,Left,53,0.13838120104438642
216,Moderate,131,0.34203655352480417
216,Right,199,0.5195822454308094
217,Left,53,0.13838120104438642
217,Moderate,131,0.34203655352480417
217,Right,199,0.5195822454308094
218,Left,53,0.13838120104438642
218,Moderate,131,0.34203655352480417
218,Right,199,0.5195822454308094
219,Left,53,0.13838120104438642
219,Moderate,131,0.34203655352480417
219,Right,199,0.5195822454308094
220,Left,53,0.13838120104438642
220,Moderate,131,0.34203655352480417
220,Right,199,0.5195822454308094
221,Left,53,0.13838120104438642
221,Moderate,131,0.34203655352480417
221,Right,199,0.5195822454308094
222,Left,53,0.13838120104438642
222,Moderate,131,0.34203655352480417
222,Right,199,0.5195822454308094
223,Left,53,0.13838120104438642
223,Moderate,131,0.34203655352480417
223,Right,199,0.5195822454308094
224,Left,53,0.13838120104438642
224,Moderate,131,0.34203655352480417
224,Right,199,0.5195822454308094
225,Left,53,0.13838120104438642
225,Moderate,131,0.34203655352480417
225,Right,199,0.5195822454308094
226,Left,53,0.13838120104438642
226,Moderate,131,0.34203655352480417
226,Right,199,0.5195822454308094
227,Left,53,0.13838120104438642
227,Moderate,131,0.34203655352480417
227,Right,199,0.5195822454308094
228,Left,53,0.13838120104438642
228,Moderate,131,0.34203655352480417
228,Right,199,0.5195822454308094
229,Left,53,0.13838120104438642
229,Moderate,131,0.34203655352480417
229,Right,199,0.5195822454308094
230,Left,53,0.13838120104438642
230,Moderate,131,0.34203655352480417
230,Right,199,0.5195822454308094
231,Left,53,0.13838120104438642
231,Moderate,131,0.34203655352480417
231,Right,199,0.5195822454308094
232,Left,53,0.13838120104438642
232,Moderate,131,0.34203655352480417
232,Right,199,0.5195822454308094
233,Left,53,0.13838120104438642
233,Moderate,131,0.34203655352480417
233,Right,199,0.5195822454308094
234,Left,53,0.13838120104438642
234,Moderate,131,0.34203655352480417
234,Right,199,0.5195822454308094
235,Left,53,0.13838120104438642
235,Moderate,131,0.34203655352480417
235,Right,199,0.5195822454308094
236,Left,53,0.13838120104438642
236,Moderate,131,0.34203655352480417
236,Right,199,0.5195822454308094
237,Left,53,0.13838120104438642
237,Moderate,131,0.34203655352480417
237,Right,199,0.5195822454308094
238,Left,53,0.13838120104438642
238,Moderate,131,0.34203655352480417
238,Right,199,0.5195822454308094
239,Left,53,0.13838120104438642
239,Moderate,131,0.34203655352480417
239,Right,199,0.5195822454308094
240,Left,53,0.13838120104438642
240,Moderate,131,0.34203655352480417
240,Right,199,0.5195822454308094
241,Left,53,0.13838120104438642
241,Moderate,131,0.34203655352480417
241,Right,199,0.5195822454308094
242,Left,53,0.13838120104438642
242,Moderate,131,0.34203655352480417
242,Right,199,0.5195822454308094
243,Left,53,0.13838120104438642
243,Moderate,131,0.34203655352480417
243,Right,199,0.5195822454308094
244,Left,53,0.13838120104438642
244,Moderate,131,0.34203655352480417
244,Right,199,0.5195822454308094
245,Left,53,0.13838120104438642
245,Moderate,131,0.34203655352480417
245,Right,199,0.5195822454308094
246,Left,53,0.13838120104438642
246,Moderate,131,0.34203655352480417
246,Right,199,0.5195822454308094
247,Left,53,0.13838120104438642
247,Moderate,131,0.34203655352480417
247,Right,199,0.5195822454308094
248,Left,53,0.13838120104438642
248,Moderate,131,0.34203655352480417
248,Right,199,0.5195822454308094
249,Left,53,0.13838120104438642
249,Moderate,131,0.34203655352480417
249,Right,199,0.5195822454308094
250,Left,53,0.13838120104438642
250,Moderate,131,0.34203655352480417
250,Right,199,0.5195822454308094
251,Left,53,0.13838120104438642
251,Moderate,131,0.34203655352480417
251,Right,199,0.5195822454308094
252,Left,53,0.13838120104438642
252,Moderate,131,0.34203655352480417
252,Right,199,0.5195822454308094
253,Left,53,0.13838120104438642
253,Moderate,131,0.34203655352480417
253,Right,199,0.5195822454308094
254,Left,53,0.13838120104438642
254,Moderate,131,0.34203655352480417
254,Right,199,0.5195822454308094
255,Left,53,0.13838120104438642
255,Moderate,131,0.34203655352480417
255,Right,199,0.5195822454308094
256,Left,53,0.13838120104438642
256,Moderate,131,0.34203655352480417
256,Right,199,0.5195822454308094
257,Left,53,0.13838120104438642
257,Moderate,131,0.34203655352480417
257,Right,199,0.5195822454308094
258,Left,53,0.13838120104438642
258,Moderate,131,0.34203655352480417
258,Right,199,0.5195822454308094
259,Left,53,0.13838120104438642
259,Moderate,131,0.34203655352480417
259,Right,199,0.5195822454308094
260,Left,53,0.13838120104438642
260,Moderate,131,0.34203655352480417
260,Right,199,0.5195822454308094
261,Left,53,0.13838120104438642
261,Moderate,131,0.34203655352480417
261,Right,199,0.5195822454308094
262,Left,53,0.13838120104438642
262,Moderate,131,0.34203655352480417
262,Right,199,0.5195822454308094
263,Left,53,0.13838120104438642
263,Moderate,131,0.34203655352480417
263,Right,199,0.5195822454308094
264,Left,53,0.13838120104438642
264,Moderate,131,0.34203655352480417
264,Right,199,0.5195822454308094
265,Left,53,0.13838120104438642
265,Moderate,131,0.34203655352480417
265,Right,199,0.5195822454308094
266,Left,53,0.13838120104438642
266,Moderate,131,0.34203655352480417
266,Right,199,0.5195822454308094
267,Left,53,0.13838120104438642
267,Moderate,131,0.34203655352480417
267,Right,199,0.5195822454308094
268,Left,53,0.13838120104438642
268,Moderate,131,0.34203655352480417
268,Right,199,0.5195822454308094
269,Left,53,0.13838120104438642
269,Moderate,131,0.34203655352480417
269,Right,199,0.5195822454308094
270,Left,53,0.13838120104438642
270,Moderate,131,0.34203655352480417
270,Right,199,0.5195822454308094
271,Left,53,0.13838120104438642
271,Moderate,131,0.34203655352480417
271,Right,199,0.5195822454308094
272,Left,53,0.13838120104438642
272,Moderate,131,0.34203655352480417
272,Right,199,0.5195822454308094
273,Left,53,0.13838120104438642
273,Moderate,131,0.34203655352480417
273,Right,199,0.5195822454308094
274,Left,53,0.13838120104438642
274,Moderate,131,0.34203655352480417
274,Right,199,0.5195822454308094
275,Left,53,0.13838120104438642
275,Moderate,131,0.34203655352480417
275,Right,199,0.5195822454308094
276,Left,53,0.13838120104438642
276,Moderate,131,0.34203655352480417
276,Right,199,0.5195822454308094
277,Left,53,0.13838120104438642
277,Moderate,131,0.34203655352480417
277,Right,199,0.5195822454308094
278,Left,53,0.13838120104438642
278,Moderate,131,0.34203655352480417
278,Right,199,0.5195822454308094
279,Left,53,0.13838120104438642
279,Moderate,131,0.34203655352480417
279,Right,199,0.5195822454308094
