"cluster","expert_row","vol_cluster","cluster_dets_all","vol_expert","expert_dets_all","vol_common","common_dets","pct_cluster_covered","pct_expert_covered"
5,"Fearful",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",9,"CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",90,64.2857142857143
5,"Careful",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",9,"CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",90,60
5,"Stubborn",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",80,57.1428571428571
5,"Influencer",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",3,"CREDIT.SCORE, COST.EFFICIENCY, KNOWLEDGE",30,23.0769230769231
5,"Uninterested",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",50,38.4615384615385
5,"Homo.Economicus",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",9,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",90,64.2857142857143
5,"8",10,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",7,"TRUST, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE",70,50
6,"",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",0,"",0,"",0,0
6,"Early.Adopter",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, FUN, AUTHORITY",40,42.8571428571429
6,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",7,"CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, WELLBEING",46.6666666666667,50
6,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",9,"CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING",60,60
6,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, WELLBEING",53.3333333333333,57.1428571428571
6,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"CREDIT.SCORE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, FUN, AUTHORITY",40,46.1538461538462
6,"Uninterested",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, WELLBEING, AUTHORITY",40,46.1538461538462
6,"Homo.Economicus",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",8,"PROFITS, CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION, FUN",53.3333333333333,57.1428571428571
6,"8",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, SELF.SATISFACTION, AUTARKY, WELLBEING, COZINESS, FUN, AUTHORITY, APPROVAL",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",5,"LEGAL, SAFETY, COST.EFFICIENCY, KNOWLEDGE, SELF.SATISFACTION",33.3333333333333,35.7142857142857
7,"",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",0,"",0,"",0,0
7,"Early.Adopter",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ADHERENCE, PEER.PRESSURE",33.3333333333333,35.7142857142857
7,"Fearful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ADHERENCE",53.3333333333333,57.1428571428571
7,"Careful",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",10,"CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY",66.6666666666667,66.6666666666667
7,"Stubborn",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE",53.3333333333333,57.1428571428571
7,"Influencer",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",6,"CREDIT.SCORE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT",40,46.1538461538462
7,"Uninterested",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",7,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ADHERENCE, PEER.PRESSURE, SUPPORT",46.6666666666667,53.8461538461538
7,"Homo.Economicus",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",9,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ADHERENCE",60,64.2857142857143
7,"8",15,"PROFITS, CREDIT.SCORE, RISK.PROFILE, LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ADHERENCE, AUTARKY, RIGHTS.AND.DUTIES, PEER.PRESSURE, SUPPORT",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",8,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ADHERENCE, PEER.PRESSURE",53.3333333333333,57.1428571428571
8,"",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",0,"",0,"",0,0
8,"Early.Adopter",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"SAFETY, COST.EFFICIENCY, KNOWLEDGE, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, NOVELTY, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",5,"ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, NOVELTY",33.3333333333333,35.7142857142857
8,"Fearful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, SOCIALISING, OWN.SIGNIFICANCE",8,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TECHNICAL.FIT, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING",53.3333333333333,57.1428571428571
8,"Careful",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",15,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",11,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING",73.3333333333333,73.3333333333333
8,"Stubborn",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, SAFETY, COST.EFFICIENCY, KNOWLEDGE, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING, OWN.SIGNIFICANCE",10,"CREDIT.SCORE, RISK.PROFILE, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, WELLBEING",66.6666666666667,71.4285714285714
8,"Influencer",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",13,"CREDIT.SCORE, ADDED.VALUE, LEGAL, COST.EFFICIENCY, KNOWLEDGE, PEER.PRESSURE, SUPPORT, SOCIALISING, AGREEMENT, FUN, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",2,"CREDIT.SCORE, ADDED.VALUE",13.3333333333333,15.3846153846154
8,"Uninterested",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",13,"LEGAL, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING, PEER.PRESSURE, SUPPORT, SOCIALISING, TRENDS, AUTHORITY, OWN.SIGNIFICANCE",4,"TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, WELLBEING",26.6666666666667,30.7692307692308
8,"Homo.Economicus",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"PROFITS, CREDIT.SCORE, RISK.PROFILE, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE, SOCIALISING, FUN, TRENDS, OWN.SIGNIFICANCE",5,"CREDIT.SCORE, RISK.PROFILE, TECHNICAL.FIT, SELF.SATISFACTION, ADHERENCE",33.3333333333333,35.7142857142857
8,"8",15,"CREDIT.SCORE, RISK.PROFILE, ADDED.VALUE, FRUGALITY, CLIMATE.PROTECTION, OWN.COMPETENCE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, AUTARKY, WELLBEING, NOVELTY, RECOGNITION",14,"LEGAL, TRUST, SAFETY, COST.EFFICIENCY, KNOWLEDGE, TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE, PEER.PRESSURE, SOCIALISING, TRENDS, OWN.SIGNIFICANCE",5,"TECHNICAL.FIT, ENVIRONMENTAL.CONCERNS, SELF.SATISFACTION, COMMITMENT, ADHERENCE",33.3333333333333,35.7142857142857
